Gene1,Gene2
TRP53,SOCS2
TRP53,SPP1
TRP53,TGIF1
TRP53,TIMP3
TRP53,TYRO3
TRP53,VEGFA
TRP53,ZFPM1
ZFP42,ESRRB
ZFP42,NR0B1
ZFP42,POU5F1
ZFPM1,CTBP2
ZFPM1,GATA6
