Gene1,Gene2
CREB1,UBL7
CREB1,NFYB
CREB1,TK1
CREB1,FLRT3
CREB1,CCS
CREB1,ECT2
CREB1,CCNB2
CREB1,PPIL1
CREB1,ZNF770
CREB1,CETN3
CREB1,USP7
CREB1,MEST
CREB1,CCDC82
CREB1,SAAL1
CREB1,SLC38A1
CREB1,DNAH14
CREB1,ID2
CREB1,XPO5
CREB1,FAM13A
CREB1,GNPNAT1
CREB1,PRIM1
CREB1,G6PC3
CREB1,TIMM9
CREB1,APEH
CREB1,AKR1B1
CREB1,TMEM120A
CREB1,NVL
CREB1,ASPH
CREB1,CMC1
CREB1,HPN
CREB1,DDB2
CREB1,WDR12
CREB1,POLR1C
CREB1,CTPS1
CREB1,DCLRE1C
CREB1,EXOSC3
CREB1,DPH5
CREB1,FASTKD2
CREB1,RFXANK
CREB1,CRAT
CREB1,PSMG1
CREB1,BPHL
CREB1,HMGCL
CREB1,KNTC1
CREB1,CDK1
CREB1,POP5
CREB1,GSN
CREB1,DECR1
CREB1,ANAPC4
CREB1,LRR1
CREB1,BZW2
CREB1,UCP2
CREB1,AXL
CREB1,COMMD3
CREB1,NDUFAF4
CREB1,PSAT1
CREB1,MTERF3
CREB1,IL32
CREB1,KDELR3
CREB1,BSCL2
CREB1,FAM114A1
CREB1,TERF1
CREB1,IQGAP2
CREB1,WDYHV1
CREB1,SGK1
CREB1,DPCD
CREB1,HAUS1
CREB1,FUCA1
CREB1,PAFAH1B3
CREB1,COQ3
CREB1,EPHX2
CREB1,ECHDC2
CREB1,C12orf10
CREB1,USP44
CREB1,G2E3
CREB1,ATIC
CREB1,APOC2
CREB1,MT1X
CREB1,BUB1
CREB1,PPT1
CREB1,GSTK1
CREB1,ACAA1
CREB1,NUP85
CREB1,MTUS1
CREB1,ASNSD1
CREB1,GEMIN2
CREB1,KNSTRN
CREB1,ALDH9A1
CREB1,GYG1
CREB1,FANCL
CREB1,EFNA1
CREB1,YAF2
CREB1,MTHFD1
CREB1,TMEM177
CREB1,GALM
CREB1,TRIM59
CREB1,ANXA4
CREB1,ANLN
CREB1,PON2
CREB1,PIM2
CREB1,HSD17B11
CREB1,ANAPC7
CREB1,DNMT3B
CREB1,TGIF1
CREB1,LMO7
CREB1,STX8
CREB1,SF3B3
CREB1,ACAD11
CREB1,TPD52L1
CREB1,SCAPER
CREB1,RBP4
CREB1,CTSC
CREB1,WDR54
CREB1,PTTG1
CREB1,MTAP
CREB1,FGA
CREB1,GRPR
CREB1,HELLS
CREB1,HPRT1
CREB1,F10
CREB1,DEPDC7
CREB1,P4HA2
CREB1,HGD
CREB1,ANG
CREB1,C12orf45
CREB1,ALG6
CREB1,CA2
CREB1,MELK
CREB1,DPYSL2
CREB1,F2RL1
CREB1,RAMP1
CREB1,GALK1
CREB1,GMPS
CREB1,LAMB2
CREB1,LAMC1
CREB1,DDAH1
CREB1,S100A16
CREB1,AGT
CREB1,PHGDH
CREB1,APOB
CREB1,RRM2
CREB1,DERA
CREB1,SMOX
CREB1,SHMT2
CREB1,SLC25A20
CREB1,BLVRA
CREB1,SLC35D2
CREB1,F2
CREB1,HP
CREB1,VTN
CREB1,FABP1
CREB1,MGST2
CREB1,RHOBTB3
CREB1,AGTRAP
CREB1,DNASE1
CREB1,APOA2
CREB1,AMBP
CREB1,CAPG
CREB1,F3
CREB1,PDGFRA
CREB1,AHSG
CREB1,ASGR1
CREB1,FGG
CREB1,MTFP1
CREB1,HPX
CREB1,BST2
CREB1,SERPIND1
CREB1,DDC
CREB1,LEAP2
CREB1,APOC3
CREB1,ALB
CREB1,APOA1
CREB1,TM4SF4
CREB1,TTR
CREB1,CSRP2
CREB1,SPP1
CREB1,PRAP1
CREB1,ACOX2
CREB1,NODAL
CREB1,ARSE
CREB1,PRPS2
CREB1,PDZK1
CREB1,LGALS1
CREB1,LITAF
CREB1,SULT1A2
CREB1,MEP1A
RUVBL1,PRMT5
RUVBL1,ANG
RUVBL1,SF3B3
RUVBL1,KNTC1
CREB1,DDX39A
CREB1,CENPW
CREB1,CNOT10
CREB1,RAD51C
