Gene1,Gene2
EED,SALL4
SALL4,HDAC2
HDAC2,SALL4
SALL4,LIN28A
LIN28A,SALL4
SALL4,DPPA4
SALL4,HDAC1
HDAC1,SALL4
PTTG1,PSMD10
CDKN1A,PSMD10
BRCA2,USP11
PMS1,NTHL1
PLRG1,USB1
GABPB1,STMN1
GABPB1,YAF2
YAF2,GABPB1
GABPB1,PLK1
GABPB1,TUBA1B
RUVBL1,OIP5
CENPK,OIP5
PTTG1,OIP5
MCM4,OIP5
MIS18BP1,OIP5
PTTG1,DECR1
PSIP1,EXOSC5
MCM7,RNASEH2A
MCM6,RNASEH2A
PTTG1,RNASEH2A
MCM3,RNASEH2A
MCM4,RNASEH2A
POLR1B,FBL
GEMIN2,FBL
RUVBL2,FBL
F2,FBL
RUVBL1,FBL
POLR1C,FBL
MCM7,OBFC1
ZNF208,OBFC1
BRCA1,OBFC1
MCM4,OBFC1
POLR1B,UTP18
PREB,CTSC
F2,APOC3
MCM6,RAD51AP1
PTTG1,RAD51AP1
BRCA2,RAD51AP1
BRCA1,RAD51AP1
KNTC1,RAD51AP1
CENPK,NUP107
KNTC1,NUP107
GEMIN2,NUP107
YEATS4,NUP107
MCM7,GMNN
MCM6,GMNN
PTTG1,GMNN
CDKN1A,GMNN
MCM3,GMNN
MCM4,GMNN
POLR1B,SKIV2L2
PLRG1,SKIV2L2
PMS1,MLH1
BRCA2,MLH1
BRCA1,MLH1
DDB2,CRBN
MCM6,MSH2
PMS1,MSH2
MCM7,MSH2
BRCA2,MSH2
BRCA1,MSH2
MCM3,MSH2
MCM4,MSH2
F2,TFPI
F2,APOB
F2,APOA1
NR1H3,APOA1
TBPL1,TAF9B
TAF9B,TBPL1
TBPL1,GTF2H3
GTF2H3,TBPL1
PLRG1,CPSF3
NFYB,IDI1
NFYB,POLE4
NFYB,HDAC1
HDAC1,NFYB
NFYB,SQLE
NFYB,GGPS1
NFYB,DHCR7
NFYB,DDIT3
DDIT3,NFYB
RUVBL1,DDX39A
CENPK,NUP85
MCM6,NUP85
KNTC1,NUP85
GEMIN2,NUP85
F2,GNRH2
PTTG1,DLGAP5
KNTC1,DLGAP5
MCM4,DLGAP5
MIS18BP1,DLGAP5
YEATS4,MBIP
YEATS4,ACTL6A
YEATS4,POLE4
YEATS4,CPSF6
YEATS4,RUVBL1
RUVBL1,YEATS4
YEATS4,ING3
ING3,YEATS4
YEATS4,VPS72
YEATS4,RUVBL2
RUVBL2,YEATS4
PTTG1,FAM64A
ZNF232,PPCDC
MCM6,NCAPG
PTTG1,NCAPG
MCM7,NCAPG
CENPK,NCAPG
KNTC1,NCAPG
MCM3,NCAPG
MCM4,NCAPG
MIS18BP1,NCAPG
MCM6,RRM2B
MCM7,RRM2B
MCM3,RRM2B
MCM4,RRM2B
TRIM28,ZNF567
ZNF567,TRIM28
TRIM28,ZNF770
TRIM28,ZNF208
ZNF208,TRIM28
TRIM28,HDAC1
HDAC1,TRIM28
TRIM28,ZNF195
TRIM28,ZNF101
ZNF101,TRIM28
TRIM28,ZNF561
TRIM28,ZWINT
TRIM28,ZNF253
POLR1B,NIP7
POLR1C,NIP7
MCM6,CCNB1
PTTG1,CCNB1
MCM7,CCNB1
CENPK,CCNB1
CDKN1A,CCNB1
KNTC1,CCNB1
BRCA1,CCNB1
MCM3,CCNB1
MCM4,CCNB1
MIS18BP1,CCNB1
DDB2,POLD3
DDB2,DCAF13
DDB2,NTMT1
DDB2,COPS7B
DDB2,ACTL6A
DDB2,COMMD3
DDB2,POLD2
DDB2,DCUN1D5
DDB2,GLMN
DDB2,PCNA
DDB2,POLE4
DDB2,MCRS1
DDB2,RUVBL1
RUVBL1,DDB2
DDB2,COPS3
DDB2,RFC5
DDB2,GTF2H3
GTF2H3,DDB2
DDB2,RFC4
DDB2,COMMD10
DDB2,COPS7A
HDAC1,CDK4
BRCA2,CDK4
CDKN1A,CDK4
BRCA1,CDK4
POLR1C,MRPS9
POLR1B,IMP4
POLR1C,IMP4
MCM6,KIF23
PTTG1,KIF23
MCM7,KIF23
KNTC1,KIF23
BRCA1,KIF23
MCM3,KIF23
MCM4,KIF23
POLR1B,WDR12
POLR1C,WDR12
ZNF143,ASUN
GTF2E1,ASUN
ZNF143,ICE2
GTF2E1,ICE2
POLR1B,IPO5
RNF19A,RNF138
MCM7,NDC80
CENPK,NDC80
MCM6,NDC80
PTTG1,NDC80
KNTC1,NDC80
MCM3,NDC80
MCM4,NDC80
MIS18BP1,NDC80
HDAC1,CDK2AP1
MCM7,TIPIN
MCM6,TIPIN
BRCA1,TIPIN
MCM3,TIPIN
MCM4,TIPIN
MCM4,CDK1
MCM4,ORC4
MCM4,MCM6
MCM6,MCM4
MCM4,TOP2A
MCM4,ORC5
MCM4,PTTG1
PTTG1,MCM4
MCM4,DBF4
MCM4,KIAA0101
MCM4,WDHD1
MCM4,POLD2
MCM4,KIF20A
MCM4,POLE4
MCM4,CDC20
MCM4,NUSAP1
MCM4,LIG1
MCM4,RFC5
MCM4,ESCO2
MCM4,PRC1
MCM4,CHEK1
MCM4,RFC4
MCM4,CCNB2
MCM4,FANCI
MCM4,BUB1B
MCM4,PRIM2
MCM4,HMMR
MCM4,TPX2
MCM4,MCM7
MCM7,MCM4
MCM4,CDKN3
MCM4,RAD1
MCM4,TYMS
MCM4,MELK
MCM4,AURKB
MCM4,DUT
MCM4,RRM2
MCM4,TTK
MCM4,MAD2L1
MCM4,FEN1
MCM4,UBE2C
MCM4,PLK1
MCM4,BUB1
MCM4,PCNA
MCM4,SMC4
MCM4,HAT1
MCM4,SMC2
MCM4,ZWINT
MCM4,CHTF18
MCM4,CHEK2
MCM4,BIRC5
MCM4,RRM1
MCM4,PRIM1
MCM4,RAD54L
MCM4,MCM3
MCM3,MCM4
MCM4,HELLS
RUVBL1,PIH1D1
POLR3E,PIH1D1
RUVBL2,PIH1D1
MCM7,CHTF18
MCM6,CHTF18
MCM3,CHTF18
MCM6,LIG1
MCM7,LIG1
GTF2H3,LIG1
MCM3,LIG1
EED,HDAC2
HDAC2,EED
EED,MOV10
EED,DNMT1
DNMT1,EED
EED,DNMT3B
DNMT3B,EED
EED,HIST1H4C
EED,HDAC1
HDAC1,EED
TAF1B,POLR1B
POLR1B,TAF1B
TAF1B,HDAC2
HDAC2,TAF1B
TAF1B,POLR1C
POLR1C,TAF1B
TAF1B,HDAC1
HDAC1,TAF1B
TAF1B,GTF2H3
GTF2H3,TAF1B
BRCA2,POLD3
GTF2H3,POLD3
BRCA1,POLD3
MCM3,POLD3
CENPK,SGOL1
PTTG1,SGOL1
KNTC1,SGOL1
MCM7,HAT1
MCM3,HAT1
MCM6,CDK1
MCM6,ORC4
MCM6,TOP2A
MCM6,ORC5
MCM6,PTTG1
PTTG1,MCM6
MCM6,DBF4
MCM6,WDHD1
MCM6,KIF20A
MCM6,POLE4
MCM6,CDC20
MCM6,RFC5
MCM6,PRC1
MCM6,CHEK1
MCM6,RFC4
MCM6,CCNB2
MCM6,BUB1B
MCM6,PRIM2
MCM6,TPX2
MCM6,MCM7
MCM7,MCM6
MCM6,TYMS
MCM6,MELK
MCM6,AURKB
MCM6,DUT
MCM6,RRM2
MCM6,TTK
MCM6,MAD2L1
MCM6,FEN1
MCM6,KNTC1
KNTC1,MCM6
MCM6,UBE2C
MCM6,PLK1
MCM6,BUB1
MCM6,PCNA
MCM6,SMC4
MCM6,SMC2
MCM6,ZWINT
MCM6,CHEK2
MCM6,DNMT1
DNMT1,MCM6
MCM6,RRM1
MCM6,PRIM1
MCM6,MCM3
MCM3,MCM6
MCM6,HELLS
MCM6,GMPS
MMS19,PPAT
RUVBL1,GPN1
RUVBL2,GPN1
GEMIN2,NUP54
F2,KNG1
F2,AMBP
PTTG1,CENPE
CENPK,CENPE
KNTC1,CENPE
MIS18BP1,CENPE
CENPK,SPDL1
KNTC1,SPDL1
MCM7,DBF4
MCM3,DBF4
PTTG1,ANLN
BRCA1,ANLN
RUVBL1,COPS3
GTF2H3,COPS3
GEMIN2,GEMIN7
MCM7,NUF2
CENPK,NUF2
PTTG1,NUF2
KNTC1,NUF2
MCM3,NUF2
MIS18BP1,NUF2
PITX2,LEFTY1
PLRG1,ISY1
BRCA1,MMS22L
BRCA1,TERF1
RUVBL1,CENPU
CENPK,CENPU
PTTG1,CENPU
BRCA1,CENPU
KNTC1,CENPU
MIS18BP1,CENPU
POLR1B,NVL
MCM3,HAUS1
MED21,TM7SF3
MED21,BIRC5
MED21,BRCA1
BRCA1,MED21
MED21,GTF2E1
GTF2E1,MED21
RUVBL1,CENPH
CENPK,CENPH
KNTC1,CENPH
MIS18BP1,CENPH
GTF2E1,TAF9B
TAF9B,GTF2E1
GTF2E1,ZNF143
ZNF143,GTF2E1
GTF2E1,GTF2H3
GTF2H3,GTF2E1
POLR1B,NIFK
POLR1C,NIFK
MCM7,SMC2
KNTC1,SMC2
MCM3,SMC2
MIS18BP1,SMC2
PTTG1,BUB1B
MCM7,BUB1B
CENPK,BUB1B
BRCA2,BUB1B
KNTC1,BUB1B
BRCA1,BUB1B
MCM3,BUB1B
MIS18BP1,BUB1B
BRCA2,FANCD2
GTF2H3,FANCD2
BRCA1,FANCD2
MCM3,FANCD2
PTTG1,CCNB2
HMGB2,CCNB2
MCM7,CCNB2
CENPK,CCNB2
CDKN1A,CCNB2
KNTC1,CCNB2
MCM3,CCNB2
RUVBL1,MIS18A
CENPK,MIS18A
MIS18BP1,MIS18A
PTTG1,PSME3
CDKN1A,PSME3
GEMIN2,NUP35
NR1H3,FABP1
F2,ALB
HMGB2,CDK1
HMGB2,TOP2A
HMGB2,HIST1H1C
HIST1H1C,HMGB2
HMGB2,NME1
HMGB2,MAD2L1
HMGB2,UBE2C
PTTG1,MAD2L1
MCM7,MAD2L1
CENPK,MAD2L1
KNTC1,MAD2L1
MCM3,MAD2L1
POLR1B,ABCE1
MMS19,ABCE1
RUVBL1,ABCE1
POLR1C,ABCE1
F2,F2RL1
MCM7,ORC5
MCM3,ORC5
POLR1B,DCAF13
POLR1C,DCAF13
PTTG1,MELK
KNTC1,MELK
MCM3,MELK
RNF19A,LRR1
POLR3E,POLR1B
POLR1B,POLR3E
POLR3E,ZNF143
ZNF143,POLR3E
POLR3E,PNPT1
POLR3E,GTF3C2
GTF3C2,POLR3E
POLR3E,POLR1C
POLR1C,POLR3E
CENPK,KIAA0101
PTTG1,KIAA0101
MIS18BP1,KIAA0101
PTTG1,PLK1
MCM7,PLK1
CENPK,PLK1
BRCA2,PLK1
KNTC1,PLK1
BRCA1,PLK1
MCM3,PLK1
MIS18BP1,PLK1
MCM7,TPX2
PTTG1,TPX2
BRCA1,TPX2
MCM7,RRM1
MCM3,RRM1
MCM7,TSR1
POLR1B,TSR1
PTTG1,BIRC5
CENPK,BIRC5
KNTC1,BIRC5
MCM3,BIRC5
PTTG1,TK1
PTTG1,BUB1
MCM7,BUB1
CENPK,BUB1
KNTC1,BUB1
BRCA1,BUB1
MCM3,BUB1
MIS18BP1,BUB1
PITX2,LEFTY2
PITX2,HDAC1
HDAC1,PITX2
RFXANK,HDAC6
PMS1,FEN1
PTTG1,FEN1
RAD54B,FEN1
MCM7,FEN1
MCM3,FEN1
PLRG1,SF3B3
F2,FGB
F2,FGA
MIS18BP1,ESCO2
MCM7,CDK1
MCM7,ORC4
MCM7,VPS26A
MCM7,TOP2A
MCM7,WDHD1
MCM7,POLD2
MCM7,KIF20A
MCM7,POLE4
MCM7,CDC20
MCM7,RFC5
MCM7,PRC1
MCM7,CHEK1
MCM7,RFC4
MCM7,PRIM2
MCM7,KIF20B
MCM7,TYMS
MCM7,AURKB
MCM7,DUT
MCM7,RRM2
MCM7,TTK
MCM7,UBE2C
MCM7,PCNA
MCM7,SMC4
MCM7,CHEK2
MCM7,DNMT1
DNMT1,MCM7
MCM7,PRIM1
MCM7,MCM3
MCM3,MCM7
RNF19A,FBXO22
POLR1B,WDR3
GEMIN2,NUP37
GEMIN2,NUP88
GEMIN2,NUP93
GEMIN2,LSM10
GEMIN2,GEMIN8
GEMIN2,PRMT5
F2,AFP
F2,AGT
F2,APOA2
F2,SPP1
F2,AHSG
F2,F3
F2,FN1
F2,FGG
F2,GRPR
F2,F10
F2,CXCR4
F2,PIK3R1
MIS18BP1,CENPN
MIS18BP1,DSN1
MIS18BP1,ITGB3BP
MIS18BP1,ECT2
MIS18BP1,CENPF
MIS18BP1,TTK
MIS18BP1,CDK1
MIS18BP1,RUVBL1
RUVBL1,MIS18BP1
MIS18BP1,CENPK
CENPK,MIS18BP1
MIS18BP1,CDC20
MIS18BP1,NUSAP1
MIS18BP1,CENPW
MIS18BP1,CASC5
MIS18BP1,TOP2A
MIS18BP1,NEK2
MIS18BP1,RRM2
MIS18BP1,KIF20A
MIS18BP1,CKAP2
PTTG1,FANCI
BRCA2,FANCI
KNTC1,FANCI
GTF2H3,FANCI
BRCA1,FANCI
MCM3,FANCI
PTTG1,CKS1B
CDKN1A,CKS1B
CENPK,PPP2R1B
KNTC1,PPP2R1B
CENPK,ZWILCH
KNTC1,ZWILCH
PLRG1,USP39
PTTG1,AURKB
CENPK,AURKB
BRCA2,AURKB
KNTC1,AURKB
MCM3,AURKB
POLR1B,WDR75
POLR1C,WDR75
PTTG1,TYMS
MCM3,TYMS
ZNF143,MRPS11
POLR1C,MRPS11
RUVBL1,MBIP
RUVBL1,CENPN
RUVBL1,COPS7B
RUVBL1,ACTL6A
RUVBL1,POLE4
RUVBL1,VPS72
RUVBL1,ITGB3BP
RUVBL1,ANP32E
RUVBL1,HDAC1
HDAC1,RUVBL1
RUVBL1,RUVBL2
RUVBL2,RUVBL1
RUVBL1,CENPK
CENPK,RUVBL1
RUVBL1,UCHL5
RUVBL1,TEX10
RUVBL1,DKC1
RUVBL1,MCRS1
RUVBL1,DPCD
RUVBL1,CENPW
RUVBL1,CASC5
RUVBL1,ING3
ING3,RUVBL1
RUVBL1,HIST1H4C
RUVBL1,COPS7A
RUVBL1,PRMT5
HDAC2,PRMT5
HDAC1,PRMT5
DNMT1,PRMT5
PLRG1,LSM10
PTTG1,SKA3
ING3,UCHL5
ING3,MBIP
ING3,ACTL6A
ING3,POLE4
ING3,MCRS1
ING3,VPS72
ING3,ANP32E
ING3,RUVBL2
RUVBL2,ING3
DNMT3B,MAT2B
DNMT1,MAT2B
TGIF1,HDAC2
HDAC2,TGIF1
TGIF1,HDAC1
HDAC1,TGIF1
KNTC1,NUP37
KNTC1,CDK1
KNTC1,CENPK
CENPK,KNTC1
KNTC1,TOP2A
KNTC1,SGOL2
KNTC1,CENPN
KNTC1,CENPF
KNTC1,TTK
KNTC1,KIF20A
KNTC1,DSN1
KNTC1,ZWINT
KNTC1,CDC20
KNTC1,NUSAP1
KNTC1,PPP1CC
KNTC1,CASC5
KNTC1,RFC4
KNTC1,ITGB3BP
KNTC1,PRIM1
KNTC1,MCM3
MCM3,KNTC1
DNMT3B,HDAC2
HDAC2,DNMT3B
DNMT3B,DPPA4
DNMT3B,DNMT1
DNMT1,DNMT3B
DNMT3B,HDAC1
HDAC1,DNMT3B
DNMT3B,HELLS
HDAC2,HDAC6
HDAC1,HDAC6
CDKN1A,HDAC6
GATA4,AFP
LIN28A,DPPA4
PTTG1,CDKN3
CDKN1A,CDKN3
CENPK,CASC5
BRCA1,CASC5
RAD54B,RAD51C
RAD54B,CHEK1
RAD54B,BLM
RAD54B,BRCA2
BRCA2,RAD54B
RAD54B,CHEK2
RAD54B,RAD54L
BRCA2,RAD51C
BRCA1,RAD51C
POLR1B,NME1
POLR1C,NME1
POLR1B,BRIX1
POLR1C,BRIX1
CREB1,CAMK2D
TAF9B,USP3
TAF9B,GTF2H3
GTF2H3,TAF9B
TAF9B,TADA1
CENPK,PPP1CC
CREB1,PPP1CC
IVNS1ABP,ERBB4
BRCA2,USP1
DNMT1,USP7
GTF2H3,USP7
RUVBL2,VPS72
BRCA2,BLM
BRCA1,BLM
POLR1B,SDAD1
PTTG1,UBE2C
CDKN1A,UBE2C
RNF19A,UBE2C
BRCA1,UBE2C
MCM3,UBE2C
RUVBL2,MCRS1
MCM3,SMC4
CENPK,SGOL2
BRCA1,SGOL2
MCM3,PRIM1
MMS19,DNA2
BRCA2,DNA2
BRCA1,DNA2
PTTG1,PSMB10
CDKN1A,PSMB10
DNMT1,HDAC2
HDAC2,DNMT1
DNMT1,HDAC1
HDAC1,DNMT1
DNMT1,PCNA
DNMT1,HIST1H4C
DNMT1,MCM3
MCM3,DNMT1
DNMT1,HELLS
GTF3C2,POLR1C
POLR1C,GTF3C2
PMS1,HIBCH
PTTG1,RRM2
MCM3,RRM2
MCM3,WDHD1
CENPK,CENPF
PTTG1,CENPF
PTTG1,NEK2
PTTG1,UBE2T
BRCA1,UBE2T
PLRG1,UCHL5
RUVBL2,UCHL5
CREB1,SGK1
NR1H3,APOA2
CENPK,CENPW
PTTG1,CENPW
POLR1B,DKC1
POLR1C,DKC1
RUVBL2,DKC1
PTTG1,TTK
CENPK,TTK
MCM3,TTK
RUVBL2,DPCD
RNF19A,GLMN
CDKN1A,PTP4A1
CENPK,ITGB3BP
BRCA1,KIF20B
MCM3,KIF20B
POLR1C,MRPS2
PTTG1,RAD54L
BRCA2,RAD54L
BRCA1,RAD54L
POLR1B,EXOSC2
POLR1C,POLR1B
POLR1B,POLR1C
POLR1C,EBNA1BP2
POLR1C,ZNF143
ZNF143,POLR1C
POLR1C,MRTO4
POLR1C,CTPS1
POLR1C,GPN3
POLR1C,EMG1
POLR1C,MRPS12
POLR1C,GTF2H3
GTF2H3,POLR1C
POLR1C,PNPT1
POLR1C,MRPL2
POLR1C,GMPS
PTTG1,CDC20
CENPK,CDC20
RNF19A,CDC20
MCM3,CDC20
POLR1B,CTPS1
PLRG1,HNRNPH2
PLRG1,SF3A3
HDAC1,CDK1
HDAC1,HDAC2
HDAC2,HDAC1
HDAC1,MOV10
HDAC1,CREB1
CREB1,HDAC1
HDAC1,CDKN1A
CDKN1A,HDAC1
HDAC1,BRMS1
HDAC1,HIST1H4C
GTF2H3,COPS7B
PLRG1,PPIL1
CENPK,ZWINT
PTTG1,ZWINT
LIN28A,EBNA1BP2
LIN28A,L1TD1
LIN28A,DROSHA
RUVBL2,TEX10
POLR1B,MRTO4
PTTG1,CKS2
CDKN1A,CKS2
RNF19A,FBXO6
HDAC2,HIST1H4C
RUVBL2,HIST1H4C
BRCA1,DCLRE1C
RUVBL2,PCNA
BRCA2,PCNA
CDKN1A,PCNA
GTF2H3,PCNA
BRCA1,PCNA
MCM3,PCNA
CREB1,ASPH
POLR1B,PAK1IP1
BRCA2,CDK1
BRCA2,RAD1
BRCA2,RBBP8
BRCA2,POLD2
BRCA2,FANCB
BRCA2,POLE4
BRCA2,FANCL
BRCA2,CHEK2
BRCA2,RFC5
BRCA2,CHEK1
BRCA2,RFC4
BRCA2,FANCA
BRCA2,BRCA1
BRCA1,BRCA2
BRCA2,RHNO1
PSIP1,RBBP8
PSIP1,CDCA7L
CDCA7L,PSIP1
MCM3,DUT
POLR1B,NOL10
BRCA1,RAD1
CDKN1A,CHEK2
BRCA1,CHEK2
MCM3,CHEK2
BRCA1,FANCA
PTTG1,RFC4
GTF2H3,RFC4
BRCA1,RFC4
MCM3,RFC4
PTTG1,ECT2
CENPK,CENPN
PTTG1,CENPN
PTTG1,HMMR
BRCA1,HMMR
PTTG1,CDK1
PTTG1,CDCA3
PTTG1,TOP2A
PTTG1,ANAPC4
PTTG1,ANAPC7
PTTG1,KIF20A
PTTG1,KPNA2
PTTG1,NUSAP1
PTTG1,PRC1
PTTG1,CHEK1
MCM3,HELLS
BRCA1,PRC1
MCM3,PRC1
MCM3,KIF20A
CENPK,CDK1
CDKN1A,CDK1
BRCA1,CDK1
MCM3,CDK1
CENPK,DSN1
CENPK,NUP37
BRCA1,FANCB
BRCA1,RBBP8
RNF19A,NEDD4L
POLR1B,WDR43
CDKN1A,CHEK1
CDKN1A,CREB1
CREB1,CDKN1A
CDKN1A,ANAPC4
CDKN1A,ANAPC7
BRCA1,FANCL
RNF19A,UBE2E3
BRCA1,UBE2E3
CREB1,HDAC2
HDAC2,CREB1
CREB1,GSTA2
CREB1,PIK3R1
GTF2H3,CHEK1
BRCA1,CHEK1
MCM3,CHEK1
PLRG1,EFTUD2
BRCA1,ANAPC7
RNF19A,ANAPC7
HDAC2,BRMS1
RUVBL2,ACTL6A
RUVBL2,MBIP
POLR1B,PNPT1
BRCA1,SMC6
POLR1B,EBNA1BP2
GTF2H3,RFC5
BRCA1,RFC5
MCM3,RFC5
BRCA1,TOP2A
MCM3,TOP2A
MMS19,GTF2H3
GTF2H3,MMS19
BRCA1,POLD2
BRCA1,POLE4
BRCA1,RHNO1
BRCA1,ANAPC4
BRCA1,GTF2H3
GTF2H3,BRCA1
POLR1B,GMPS
GTF2H3,POLE4
MCM3,POLE4
RUVBL2,POLE4
RNF19A,ANAPC4
RNF19A,LMO7
RNF19A,CUL2
POLR1B,WDR74
GTF2H3,COPS7A
MCM3,ORC4
POLR1B,GPN3
POLR1B,TRMT1
POLR1B,GTF2H3
GTF2H3,POLR1B
GTF2H3,POLD2
MCM3,NUP88
RUVBL2,ANP32E
MCM3,POLD2
MCM3,PRIM2
