Gene1,Gene2
MCM3,DBF4
MCM3,HAUS1
MCM3,MCM4
MCM3,MCM5
MCM3,MCM6
MCM3,MCM7
MCM3,ORC4
MCM3,ORC5
MCM3,PLK1
MCM3,PPP2R1B
MCM4,CDK1
MCM4,DBF4
MCM4,MCM3
MCM4,MCM6
MCM4,MCM7
MCM4,ORC4
MCM4,ORC5
MCM5,DBF4
MCM5,MCM3
MCM5,MCM7
MCM5,ORC4
MCM5,ORC5
MCM6,DBF4
MCM6,GMNN
MCM6,MCM3
MCM6,MCM4
MCM6,MCM7
MCM6,ORC4
MCM6,ORC5
MCM7,CDC6
MCM7,DBF4
MCM7,MBIP
MCM7,MCM3
MCM7,MCM4
MCM7,MCM5
MCM7,MCM6
MCM7,ORC4
MCM7,ORC5
MCM7,PLK1
MED21,BRCA1
NFYB,AURKA
NFYB,CAT
NFYB,CENPF
NFYB,CKS1B
NFYB,CRELD1
NFYB,DDIT3
NFYB,DPYSL2
NFYB,EFNA5
NFYB,ELOVL5
NFYB,FLAD1
NFYB,HMGB3
NFYB,M6PR
NFYB,MRPL49
NFYB,NIF3L1
NFYB,NUP37
NFYB,PHF5A
NFYB,PIK3R1
NFYB,SPAG9
NFYB,TTK
NFYB,UBE2T
NR1H3,ACTN1
NR1H3,ING3
PITX2,HDAC1
PMS1,MLH1
POLR1C,NME1
PTTG1,ANAPC4
PTTG1,ANAPC7
PTTG1,CDC20
RUVBL1,ACTL6A
RUVBL1,DKC1
RUVBL1,PLG
RUVBL1,RUVBL2
RUVBL2,DPCD
RUVBL2,HDAC1
RUVBL2,RUVBL1
TGIF1,ACTC1
TGIF1,APOO
TGIF1,EEF1E1
TGIF1,GPC3
TGIF1,HDAC1
TGIF1,ID2
TGIF1,IFRD2
TGIF1,IQGAP2
TGIF1,IVNS1ABP
TGIF1,PRMT5
TGIF1,RCAN1
TGIF1,SYTL2
TGIF1,WARS
TRIP13,C11orf54
TRIP13,HDHD3
TRIP13,MAD2L1BP
TRIP13,NIF3L1
TRIP13,PLAC8
TRIP13,WDYHV1
YAF2,GABPB1
ZIC2,AAMP
ZIC2,ATP2C1
ZIC2,BSCL2
ZIC2,CETN3
ZIC2,DHRS3
ZIC2,HPX
ZIC2,MAEA
ZIC2,PPFIBP2
ZIC2,TPD52L1
NFYB,CCNB1
NFYB,CRYZL1
NFYB,PCNA
