Gene1,Gene2,Score
CBFB,PSTPIP1,932.0
CBFB,PANX1,729.0
CBFB,TMX4,618.0
CBFB,ATF7,835.0
CBFB,TSPAN14,658.0
CBFB,CST7,831.0
CBFB,CTSL,683.0
CBFB,POLR1B,800.0
CBFB,MFSD1,1130.0
CBFB,MOB3C,497.0
CBFB,ZFP35,688.0
CBFB,ITIH5,933.0
CBFB,CD69,726.0
CBFB,VPS35,654.0
CBFB,ORC6,654.0
CBFB,CISH,576.0
CBFB,MAD2L1,658.0
CBFB,DPP8,923.0
CBFB,ANXA5,943.0
CBFB,ATP13A1,690.0
CBFB,WDR4,1221.0
CBFB,RMND5A,552.0
CBFB,LAP3,770.0
CBFB,OASL2,859.0
CBFB,RGCC,597.0
CBFB,SAMD9L,666.0
CBFB,SNAP47,536.0
CBFB,4833439L19RIK,519.0
CBFB,ZFP367,637.0
CBFB,GOLT1B,765.0
CBFB,ME2,801.0
CBFB,SLC35B4,511.0
CBFB,ARL8B,754.0
CBFB,SLC18A2,369.0
CBFB,CNIH1,557.0
CBFB,PCMTD1,638.0
CBFB,NUP107,709.0
CBFB,ACAA2,596.0
CBFB,RCC1,926.0
CBFB,TRIM35,696.0
CBFB,FDFT1,643.0
CBFB,LONP1,694.0
CBFB,TOPORS,734.0
CBFB,TARS,547.0
CBFB,CLEC12A,691.0
CBFB,ATG12,698.0
CBFB,AP3S1,698.0
CBFB,COPB1,752.0
CBFB,FTSJ3,1179.0
CBFB,ADO,670.0
CBFB,NCLN,820.0
CBFB,GOLPH3,453.0
CBFB,STXBP4,627.0
CBFB,INO80D,654.0
CBFB,RANBP3,559.0
CBFB,PLAA,788.0
CBFB,CDT1,601.0
CBFB,DNAJC5,570.0
CBFB,PRSS57,625.0
CBFB,MCM3,573.0
CBFB,FCHO2,553.0
CBFB,SESN1,418.0
CBFB,COQ8A,491.0
CBFB,ZFP451,604.0
CBFB,UHRF1,837.0
CBFB,SLC19A1,524.0
CBFB,RCSD1,963.0
CBFB,ELMO2,716.0
CBFB,PRELID3B,563.0
CBFB,JPT2,678.0
CBFB,AGPS,492.0
CBFB,MRPL37,642.0
CBFB,LDHB,638.0
CBFB,MCM5,607.0
CBFB,MYCN,555.0
CBFB,LIG1,646.0
CBFB,GMCL1,368.0
CBFB,APLP2,452.0
CBFB,B230219D22RIK,476.0
CBFB,IL21R,531.0
CBFB,SLC30A5,767.0
CBFB,ZNRF2,473.0
CBFB,TNFRSF21,627.0
CBFB,DHFR,642.0
CBFB,ACOX1,446.0
CBFB,SLC39A6,460.0
CBFB,ELP2,460.0
CBFB,RHOF,462.0
CBFB,ZBTB38,613.0
CBFB,STT3B,462.0
CBFB,MKI67,700.0
CBFB,SDF2L1,495.0
CBFB,IL27RA,459.0
CBFB,EML4,423.0
CBFB,RRM2,490.0
CBFB,NADK,594.0
CBFB,UBA7,404.0
CBFB,CTLA2A,521.0
CBFB,PRIM2,557.0
CBFB,POLR2B,410.0
CBFB,FRRS1,305.0
CBFB,CBX7,616.0
CBFB,USP10,765.0
CBFB,PFKP,698.0
CBFB,LCP2,432.0
CBFB,TM7SF3,460.0
CBFB,MYO1F,442.0
CBFB,PLEKHO2,437.0
CBFB,MLLT3,439.0
CBFB,ALDH9A1,408.0
CBFB,ANXA2,344.0
CBFB,RGS2,533.0
CBFB,RFC5,497.0
CBFB,TBC1D10C,461.0
CBFB,SLC25A46,445.0
CBFB,ZFP467,402.0
CBFB,TUBGCP3,560.0
CBFB,GMIP,587.0
CBFB,NUDT19,605.0
CBFB,CDC7,513.0
CBFB,WDR55,496.0
CBFB,RGS1,399.0
CBFB,PSAT1,652.0
CBFB,RAB37,800.0
CBFB,TMEM97,456.0
CBFB,ATP6AP2,385.0
CBFB,CD48,504.0
CBFB,BC005561,415.0
CBFB,MYO5A,510.0
CBFB,TRIM59,380.0
CBFB,INTS13,455.0
CBFB,TOP2A,614.0
CBFB,ABL1,319.0
CBFB,CPA3,623.0
CBFB,TMEM173,462.0
CBFB,PRPF4,351.0
CBFB,PSEN1,421.0
CBFB,TMEM50B,318.0
CBFB,UTP4,402.0
CBFB,SLCO3A1,543.0
CBFB,DENND2D,301.0
CBFB,TMEM206,438.0
CBFB,SLC44A2,485.0
CBFB,CYBC1,530.0
CBFB,CFP,727.0
CBFB,CCDC137,646.0
CBFB,CTSO,567.0
CBFB,SNX30,403.0
CBFB,PCMTD2,364.0
CBFB,BTG2,620.0
CBFB,PREP,544.0
CBFB,CCL4,403.0
CBFB,MSMO1,475.0
CBFB,METTL27,499.0
CBFB,GIMAP5,426.0
CBFB,TCIRG1,359.0
CBFB,GANAB,532.0
CBFB,TIPIN,442.0
CBFB,G6PDX,491.0
CBFB,ERLIN1,461.0
CBFB,TBC1D9B,305.0
CBFB,GMNN,490.0
CBFB,SGMS1,257.0
CBFB,CERS4,308.0
CBFB,EPSTI1,402.0
CBFB,LTB,350.0
CBFB,PLXNC1,390.0
CBFB,PPP1R15A,330.0
CBFB,PARP8,588.0
CBFB,NDRG1,364.0
CBFB,RPA1,311.0
CBFB,MPL,469.0
CBFB,MCM2,326.0
CBFB,ATAD1,412.0
CBFB,CYB5R1,417.0
CBFB,ACOT9,432.0
CBFB,EMID1,453.0
CBFB,ST6GALNAC4,391.0
CBFB,FLOT2,260.0
CBFB,GRIA3,440.0
CBFB,MPO,465.0
CBFB,SLA,443.0
CBFB,METTL7A1,381.0
CBFB,GNG12,428.0
CBFB,CCDC50,348.0
CBFB,FLT3,448.0
CBFB,ADSSL1,293.0
CBFB,GIMAP6,395.0
CBFB,TYMS,341.0
CBFB,CCNB2,573.0
CBFB,SLC28A2,426.0
CBFB,ISYNA1,408.0
CBFB,HEXA,429.0
CBFB,TM6SF1,401.0
CBFB,XPNPEP1,310.0
CBFB,HLF,260.0
CBFB,GBP7,390.0
CBFB,JUN,400.0
CBFB,MAPKAPK3,289.0
CBFB,CLN5,527.0
CBFB,PTTG1IP,347.0
CBFB,UMPS,421.0
CBFB,MTFR1,378.0
CBFB,NDE1,294.0
CBFB,GSR,331.0
CBFB,BID,433.0
CBFB,FAM91A1,389.0
CBFB,NAMPT,366.0
CBFB,LAPTM4B,357.0
CBFB,USP11,332.0
CBFB,PUS7,428.0
CBFB,GIMAP1,334.0
CBFB,MFNG,264.0
CBFB,UNC93B1,198.0
CBFB,ZFP945,293.0
CBFB,MICU1,324.0
CBFB,IARS,439.0
CBFB,TMX3,389.0
CBFB,GUSB,332.0
CBFB,TGTP2,190.0
CBFB,AKNA,279.0
CBFB,GLIPR2,286.0
CBFB,HELLS,347.0
CBFB,RPS6KA3,290.0
CBFB,TAF12,264.0
CBFB,MFSD14B,297.0
CBFB,CHRNB1,225.0
CBFB,FUT7,377.0
CBFB,EPB41L4B,324.0
CBFB,INPP5B,253.0
CBFB,SELL,310.0
CBFB,UBE2L6,265.0
CBFB,TRMT11,215.0
CBFB,NFAM1,318.0
CBFB,MAP4K2,213.0
CBFB,HACD4,450.0
CBFB,FLNB,317.0
CBFB,ALAS1,274.0
CBFB,GCNT2,419.0
CBFB,CD82,192.0
CBFB,ARHGEF39,285.0
CBFB,PADI4,289.0
CBFB,DDX58,299.0
CBFB,FUCA2,245.0
CBFB,FAM111A,254.0
CBFB,ICAM1,238.0
CBFB,ATP6AP1,212.0
CBFB,OSBPL1A,178.0
CBFB,IGTP,211.0
CBFB,ABCG2,277.0
CBFB,GPR160,167.0
CBFB,CSGALNACT1,219.0
CBFB,CTSZ,255.0
CBFB,PIM2,247.0
CBFB,FCGR3,228.0
CBFB,VAV3,224.0
CBFB,CSAD,212.0
CBFB,PCLAF,248.0
CBFB,PAK1,162.0
CBFB,IRGM2,131.0
CBFB,LYN,141.0
CBFB,PEAR1,205.0
CBFB,CALCRL,209.0
CBFB,GBP2,199.0
CBFB,H1F0,218.0
CBFB,TCN2,182.0
CBFB,RASA4,176.0
CBFB,NKG7,238.0
CBFB,MYO1G,173.0
CBFB,RTP4,170.0
CBFB,PRPS2,203.0
CBFB,TYROBP,127.0
CBFB,CTLA2B,171.0
CBFB,MYL10,188.0
CBFB,SMPDL3A,190.0
CBFB,SSH3,153.0
CBFB,MAN2A2,175.0
CBFB,RAB44,173.0
CBFB,UBL4A,195.0
CBFB,APOE,138.0
CBFB,PRIM1,260.0
CBFB,XAF1,148.0
CBFB,FCER1G,245.0
CBFB,EMILIN1,157.0
CBFB,TOR3A,142.0
CBFB,ARL11,206.0
CBFB,CD53,203.0
CBFB,NEURL3,193.0
CBFB,LGALS1,189.0
CBFB,SCARF1,179.0
CBFB,RASSF4,178.0
CBFB,CTSG,174.0
CBFB,TNIP3,167.0
CBFB,CNRIP1,161.0
CBFB,ZFP36,151.0
CBFB,SH2D5,151.0
CBFB,PTGS1,150.0
CBFB,GNG11,144.0
CBFB,IL12A,134.0
CBFB,PECAM1,131.0
CBFB,MAGED2,131.0
CBFB,MYCT1,124.0
CBFB,PLEK,121.0
CBFB,CD9,121.0
CBFB,IRF8,120.0
CBFB,SHISA8,117.0
CBFB,ANXA1,112.0
CBFB,CSF2RB,108.0
CBFB,GRINA,104.0
CBX7,SHISA8,951.0
CBX7,PRKCH,942.0
CBX7,PLXNC1,802.0
CBX7,CSGALNACT1,1189.0
CBX7,EYA2,995.0
CBX7,FLT3,927.0
CBX7,SLCO3A1,1032.0
CBX7,KCTD12,855.0
CBX7,ZFP467,821.0
CBX7,LYN,902.0
CBX7,VAV3,840.0
CBX7,BCL2,954.0
CBX7,TM6SF1,908.0
CBX7,PARP8,777.0
CBX7,TMEM229B,812.0
CBX7,EPB41L4B,829.0
CBX7,TRIM47,661.0
CBX7,RGCC,819.0
CBX7,TNFRSF21,789.0
CBX7,TRPC6,760.0
CBX7,DHRS3,697.0
CBX7,RCSD1,681.0
CBX7,TSC22D3,589.0
CBX7,MLLT3,669.0
CBX7,HLF,695.0
CBX7,SPNS2,674.0
CBX7,JUN,633.0
CBX7,GRIA3,583.0
CBX7,RAB31,593.0
CBX7,SLC18A2,596.0
CBX7,ST8SIA4,503.0
CBX7,CYP4V3,722.0
CBX7,NDN,599.0
CBX7,PEAR1,537.0
CBX7,GALNT6,634.0
CBX7,NDRG1,787.0
CBX7,IRF8,639.0
CBX7,GNG12,246.0
CBX7,ADSSL1,409.0
CBX7,MFSD1,370.0
CBX7,RGS2,320.0
CBX7,CERK,410.0
CBX7,CD82,240.0
CBX7,OTULINL,325.0
CBX7,PLPPR3,279.0
CBX7,ANXA5,297.0
CBX7,ARID5A,343.0
CBX7,SH2D5,304.0
CBX7,ANXA2,371.0
CBX7,AFAP1L1,317.0
CBX7,SGMS1,192.0
CBX7,PTGS1,184.0
CBX7,SMPDL3A,216.0
CBX7,GATA2,103.0
CBX7,RASSF4,197.0
CBX7,TES,460.0
CBX7,FGL2,257.0
CBX7,KRT18,191.0
CBX7,PANX1,316.0
CBX7,MLKL,377.0
CBX7,FLNB,217.0
CBX7,GRK3,127.0
CBX7,ADA,258.0
CBX7,UNC93B1,124.0
CBX7,NCEH1,180.0
CBX7,DENND2D,144.0
CBX7,EMID1,144.0
CBX7,LDHB,251.0
CBX7,ERLIN1,156.0
CBX7,GLIPR2,150.0
CBX7,PRPS2,143.0
CBX7,RRM1,201.0
CBX7,GMFB,107.0
CBX7,GBP7,193.0
CBX7,STXBP4,191.0
CBX7,MGAT5,183.0
CBX7,CHRNB1,170.0
CBX7,CLN5,157.0
CBX7,NFAT5,154.0
CBX7,RASA4,150.0
CBX7,ALAS1,150.0
CBX7,GMCL1,149.0
CBX7,PFKP,148.0
CBX7,SLC19A1,146.0
CBX7,PTDSS1,145.0
CBX7,AKAP8L,144.0
CBX7,SDF2L1,143.0
CBX7,PRELID3B,143.0
CBX7,B230219D22RIK,143.0
CBX7,H1F0,140.0
CBX7,DUS1L,139.0
CBX7,CTSL,139.0
CBX7,TPM4,137.0
CBX7,TOPORS,134.0
CBX7,SNAP23,132.0
CBX7,DNAJC5,132.0
CBX7,ME2,130.0
CBX7,RPA1,128.0
CBX7,ARL8B,125.0
CBX7,SLC30A5,123.0
CBX7,RAB37,123.0
CBX7,PTTG1IP,123.0
CBX7,PREP,122.0
CBX7,POLD1,122.0
CBX7,IARS,122.0
CBX7,DPP8,122.0
CBX7,PCMTD2,120.0
CBX7,TMX4,117.0
CBX7,TMEM97,116.0
CBX7,ZFP24,115.0
CBX7,XPC,115.0
CBX7,TIPIN,115.0
CBX7,FES,113.0
CBX7,PROCR,112.0
CBX7,AHCYL1,108.0
CBX7,SEH1L,107.0
CBX7,DUSP1,106.0
CBX7,FDFT1,103.0
CBX7,COQ8A,103.0
CBX7,PRMT7,102.0
CBX7,MSMO1,102.0
CBX7,MARS,102.0
CBX7,FCHO2,102.0
GATA2,IRF9,2945.0
GATA2,ITSN1,2493.0
GATA2,PADI4,1354.0
GATA2,MFSD1,1824.0
GATA2,CSF2RB,1468.0
GATA2,PSAT1,1285.0
GATA2,RASSF4,2144.0
GATA2,TOR3A,2082.0
GATA2,STXBP4,2077.0
GATA2,TMEM229B,2135.0
GATA2,BTG2,1368.0
GATA2,HEXA,1313.0
GATA2,SLC2A3,1366.0
GATA2,TESPA1,670.0
GATA2,TMX4,1695.0
GATA2,POR,1609.0
GATA2,RAB37,2143.0
GATA2,ZDHHC6,1549.0
GATA2,SGMS1,2134.0
GATA2,PNO1,1575.0
GATA2,CST7,1544.0
GATA2,RAB44,1775.0
GATA2,DNAJC10,1583.0
GATA2,GMFB,1043.0
GATA2,RRM1,1234.0
GATA2,ISYNA1,1237.0
GATA2,NEURL3,1061.0
GATA2,LONP2,1276.0
GATA2,ALDH9A1,1432.0
GATA2,SLC18A2,948.0
GATA2,CISH,772.0
GATA2,PCMTD1,1135.0
GATA2,ST8SIA4,1194.0
GATA2,TFR2,1772.0
GATA2,DPP8,1326.0
GATA2,KAT7,1336.0
GATA2,CYP4V3,1339.0
GATA2,FCER1G,1356.0
GATA2,BTK,1273.0
GATA2,SPNS2,1527.0
GATA2,JUN,1103.0
GATA2,FRRS1,1845.0
GATA2,MARS,940.0
GATA2,MAPKAPK3,840.0
GATA2,AHCYL1,1150.0
GATA2,MICU1,964.0
GATA2,RANGAP1,1947.0
GATA2,ELMO2,773.0
GATA2,DCAF13,1038.0
GATA2,SPNS3,1216.0
GATA2,MKI67,733.0
GATA2,CTLA2A,878.0
GATA2,OTUD6B,782.0
GATA2,UBE2L6,835.0
GATA2,MLLT3,702.0
GATA2,GNG12,871.0
GATA2,IDH1,813.0
GATA2,USP10,952.0
GATA2,TMX3,856.0
GATA2,TARS,925.0
GATA2,PLIN3,1083.0
GATA2,MTMR6,902.0
GATA2,COPB1,889.0
GATA2,PPP1R15A,734.0
GATA2,H1F0,907.0
GATA2,FCGR3,937.0
GATA2,TSPAN14,764.0
GATA2,HACD4,763.0
GATA2,ARL6IP6,853.0
GATA2,RHOF,807.0
GATA2,POLE3,733.0
GATA2,GTF2H1,599.0
GATA2,ADSSL1,388.0
GATA2,CALCRL,659.0
GATA2,IPO9,470.0
GATA2,RCC1,736.0
GATA2,MAD2L1,1026.0
GATA2,CERS4,738.0
GATA2,TCP11L2,943.0
GATA2,HACD3,599.0
GATA2,PRMT7,551.0
GATA2,XPC,843.0
GATA2,TES,731.0
GATA2,DUS1L,701.0
GATA2,FUCA2,669.0
GATA2,TNFRSF21,592.0
GATA2,WDR5,599.0
GATA2,LAPTM4B,522.0
GATA2,MTREX,781.0
GATA2,TOP2A,791.0
GATA2,TUBGCP2,469.0
GATA2,MORC3,628.0
GATA2,MTFR1,579.0
GATA2,LONP1,478.0
GATA2,NFAT5,482.0
GATA2,EYA2,814.0
GATA2,GBP3,567.0
GATA2,SHMT1,428.0
GATA2,MYO1G,605.0
GATA2,SLC25A46,465.0
GATA2,STAT2,493.0
GATA2,TRMT11,454.0
GATA2,B230219D22RIK,462.0
GATA2,UNC93B1,572.0
GATA2,MED16,576.0
GATA2,CDT1,466.0
GATA2,EML4,401.0
GATA2,DUSP1,377.0
GATA2,GUSB,404.0
GATA2,RPA1,392.0
GATA2,PTDSS1,460.0
GATA2,ABL1,322.0
GATA2,IL27RA,523.0
GATA2,TSC22D3,413.0
GATA2,RFC4,457.0
GATA2,TIPIN,411.0
GATA2,ABCB8,483.0
GATA2,NKG7,493.0
GATA2,PLEKHO2,370.0
GATA2,GMCL1,437.0
GATA2,PRELID3B,405.0
GATA2,USP37,414.0
GATA2,ARL8B,654.0
GATA2,CCDC137,501.0
GATA2,NCAPD2,422.0
GATA2,TIMM29,558.0
GATA2,ARID5A,336.0
GATA2,TRIM35,331.0
GATA2,WDR4,363.0
GATA2,TCN2,332.0
GATA2,CTSF,662.0
GATA2,CLPTM1L,314.0
GATA2,NOP2,348.0
GATA2,AKAP8L,514.0
GATA2,CBFB,443.0
GATA2,POLR1B,456.0
GATA2,RMND5A,396.0
GATA2,OSBPL1A,293.0
GATA2,UBA7,451.0
GATA2,NCEH1,439.0
GATA2,PPAT,311.0
GATA2,MIS12,242.0
GATA2,CFP,282.0
GATA2,FOXRED1,486.0
GATA2,TYROBP,407.0
GATA2,NADK,292.0
GATA2,IL21R,404.0
GATA2,METTL27,270.0
GATA2,BID,314.0
GATA2,ATF7,304.0
GATA2,MSH6,254.0
GATA2,PLD3,284.0
GATA2,MCM4,463.0
GATA2,ERLIN1,298.0
GATA2,ACOX1,205.0
GATA2,TMEM97,274.0
GATA2,ATP6AP1,331.0
GATA2,MOB3C,329.0
GATA2,SNAP23,283.0
GATA2,SLC30A5,263.0
GATA2,COQ8A,492.0
GATA2,DEF8,289.0
GATA2,ADO,402.0
GATA2,PECAM1,254.0
GATA2,GCNT2,243.0
GATA2,POLR2B,261.0
GATA2,IRGM2,401.0
GATA2,FTSJ3,238.0
GATA2,STT3B,283.0
GATA2,ME2,305.0
GATA2,INTS13,250.0
GATA2,GSR,173.0
GATA2,RABGGTB,319.0
GATA2,LAP3,231.0
GATA2,CD9,672.0
GATA2,SEH1L,276.0
GATA2,MYCT1,648.0
GATA2,IL12A,324.0
GATA2,REXO4,246.0
GATA2,4833439L19RIK,244.0
GATA2,XAF1,317.0
GATA2,ICAM1,265.0
GATA2,ALAS1,247.0
GATA2,NAMPT,290.0
GATA2,CPA3,466.0
GATA2,CLN5,214.0
GATA2,NDE1,217.0
GATA2,ZBTB38,210.0
GATA2,KCTD12,350.0
GATA2,ANXA5,224.0
GATA2,ACAA2,159.0
GATA2,TOPORS,202.0
GATA2,TM7SF3,238.0
GATA2,EMILIN1,223.0
GATA2,TAF12,203.0
GATA2,ZFP367,293.0
GATA2,POLD1,202.0
GATA2,TM6SF1,292.0
GATA2,TBL3,194.0
GATA2,CCDC50,183.0
GATA2,APLP2,380.0
GATA2,TMEM206,283.0
GATA2,HLF,435.0
GATA2,PCMTD2,190.0
GATA2,CD48,269.0
GATA2,ATP13A1,280.0
GATA2,FAM91A1,234.0
GATA2,PLAA,213.0
GATA2,XPNPEP1,250.0
GATA2,CUL3,189.0
GATA2,ADGRG3,263.0
GATA2,SLC39A6,196.0
GATA2,ELP2,196.0
GATA2,IARS,246.0
GATA2,ZFP945,517.0
GATA2,DHRS3,214.0
GATA2,COLGALT1,176.0
GATA2,ZFP24,174.0
GATA2,CNRIP1,181.0
GATA2,ATG12,243.0
GATA2,AP3S1,243.0
GATA2,SLC35B4,267.0
GATA2,IGTP,380.0
GATA2,SH2D5,245.0
GATA2,GBP7,167.0
GATA2,ZNRF2,168.0
GATA2,VPS35,167.0
GATA2,ORC6,167.0
GATA2,UBR7,161.0
GATA2,MFSD14B,167.0
GATA2,AKNA,175.0
GATA2,MCM2,166.0
GATA2,INPP5B,182.0
GATA2,NUP107,276.0
GATA2,SLC44A2,232.0
GATA2,JPT2,180.0
GATA2,CTC1,156.0
GATA2,SERPINB9,165.0
GATA2,SESN1,210.0
GATA2,FGL2,197.0
GATA2,BACE1,255.0
GATA2,PSEN1,161.0
GATA2,FLNB,215.0
GATA2,NUDT19,218.0
GATA2,FDFT1,184.0
GATA2,METAP1,144.0
GATA2,RFC5,174.0
GATA2,RAB31,161.0
GATA2,TACC3,178.0
GATA2,HDC,210.0
GATA2,CYBC1,160.0
GATA2,CTSZ,138.0
GATA2,NCLN,138.0
GATA2,CCL4,195.0
GATA2,MCM5,387.0
GATA2,ARHGEF39,193.0
GATA2,LYN,193.0
GATA2,DNAJC5,156.0
GATA2,CSGALNACT2,133.0
GATA2,G6PDX,127.0
GATA2,CNIH1,140.0
GATA2,TYMS,190.0
GATA2,TUBGCP3,136.0
GATA2,PRSS57,362.0
GATA2,ACOT9,122.0
GATA2,MGAT5,180.0
GATA2,ZFP451,176.0
GATA2,FGFR1OP,127.0
GATA2,GMNN,174.0
GATA2,NFAM1,170.0
GATA2,MCM3,116.0
GATA2,FAR1,134.0
GATA2,PREP,131.0
GATA2,RGCC,173.0
GATA2,LCP2,219.0
GATA2,FAM136A,335.0
GATA2,BC005561,167.0
GATA2,GOLT1B,165.0
GATA2,CDC7,161.0
GATA2,PRPF4,313.0
GATA2,CCNB2,157.0
GATA2,PRODH,114.0
GATA2,MYO1F,149.0
GATA2,PANX1,146.0
GATA2,CSTF2,101.0
GATA2,UTP4,142.0
GATA2,CYP2J9,283.0
GATA2,NDRG1,276.0
GATA2,LIG1,139.0
GATA2,TGTP2,270.0
GATA2,PRIM1,133.0
GATA2,ZFP35,263.0
GATA2,LDHB,262.0
GATA2,CD52,262.0
GATA2,MAN2A2,258.0
GATA2,DHFR,130.0
GATA2,PRPS2,127.0
GATA2,TBC1D10C,247.0
GATA2,SDF2L1,124.0
GATA2,SMPDL3A,122.0
GATA2,SERPINA3G,141.0
GATA2,ANXA2,241.0
GATA2,RGS2,239.0
GATA2,CD82,239.0
GATA2,ZDHHC13,118.0
GATA2,PSTPIP1,117.0
GATA2,SNAP47,232.0
GATA2,LY6A,232.0
GATA2,ZFP36,231.0
GATA2,ATAD1,116.0
GATA2,PRIM2,114.0
GATA2,CYB5R1,115.0
GATA2,LGALS1,220.0
GATA2,TBC1D9B,218.0
GATA2,SETD2,109.0
GATA2,IIGP1,218.0
GATA2,DENND2D,109.0
GATA2,NFKBIA,215.0
GATA2,SERPINB1A,211.0
GATA2,PTTG1IP,211.0
GATA2,ARHGEF18,211.0
GATA2,CASP12,205.0
GATA2,VAV3,204.0
GATA2,METTL7A1,204.0
GATA2,MAP4K2,201.0
GATA2,GLB1,183.0
GATA2,FCHO2,179.0
GATA2,WDR55,177.0
GATA2,USP11,173.0
GATA2,KPNA3,172.0
GATA2,MMRN1,171.0
GATA2,CTSL,169.0
GATA2,ANXA1,169.0
GATA2,MOGS,158.0
GATA2,CSAD,153.0
GATA2,SELENBP1,151.0
GATA2,PRKCH,150.0
GATA2,CDCA8,150.0
GATA2,ABCG2,150.0
GATA2,TMEM50B,149.0
GATA2,SNX30,147.0
GATA2,IRF7,139.0
GATA2,GMIP,139.0
GATA2,CTLA2B,129.0
GATA2,GANAB,128.0
GATA2,EMCN,127.0
GATA2,TCIRG1,125.0
GATA2,RANBP3,123.0
GATA2,OASL2,123.0
GATA2,APOE,121.0
GATA2,GBP2,119.0
GATA2,HELLS,118.0
GATA2,ZFP467,114.0
GATA2,TMEM43,114.0
GATA2,PFKP,113.0
GATA2,INO80D,113.0
GATA2,RASA4,108.0
GATA2,SAMD9L,104.0
IRF8,CYBC1,2501.0
IRF8,GBP7,2889.0
IRF8,GBP3,2362.0
IRF8,PHF11B,2425.0
IRF8,IRGM2,2222.0
IRF8,CD53,1647.0
IRF8,IGTP,1936.0
IRF8,CASP1,2058.0
IRF8,RTP4,1733.0
IRF8,ICAM1,1386.0
IRF8,SAMD9L,1439.0
IRF8,TMEM229B,1106.0
IRF8,FOXRED1,1355.0
IRF8,OASL2,912.0
IRF8,CLEC12A,1286.0
IRF8,CFP,1563.0
IRF8,ZFP945,1735.0
IRF8,FES,1136.0
IRF8,TGTP2,1022.0
IRF8,GIMAP6,1345.0
IRF8,NCEH1,1039.0
IRF8,GBP2,1221.0
IRF8,ARID5A,741.0
IRF8,METTL7A1,918.0
IRF8,ARL8B,986.0
IRF8,FCER1G,1400.0
IRF8,SNX30,978.0
IRF8,XAF1,628.0
IRF8,UBA7,557.0
IRF8,PFKP,1019.0
IRF8,UNC93B1,717.0
IRF8,BC035044,714.0
IRF8,CTSZ,773.0
IRF8,TRIM35,904.0
IRF8,CD74,799.0
IRF8,NAMPT,672.0
