Gene1,Gene2
NANOG,ASNS
NANOG,CCNE2
NANOG,EPCAM
NANOG,FN1
NANOG,CDC7
NANOG,ESRP1
NANOG,CCNA2
NANOG,RPE
NANOG,PREPL
NANOG,ARHGAP42
NANOG,ENC1
NANOG,NCAM1
NANOG,RMI1
NANOG,KLHL12
NANOG,CNTRL
NANOG,ATG4C
NANOG,KLHL28
NANOG,ANKRD28
NANOG,PMAIP1
NANOG,ARL4A
NANOG,TBX3
NANOG,MBIP
NANOG,BUB1B
NANOG,RHOBTB3
NANOG,KIF15
NANOG,PROM1
NANOG,PRDM1
NANOG,CHEK2
NANOG,ZNF521
NANOG,NCAPG
NANOG,PRIM1
NANOG,MFAP4
NANOG,RAD51AP1
NANOG,PNPLA8
NANOG,NUCB2
NANOG,RRAS2
NANOG,FAM117B
NANOG,PHLDA1
NANOG,MEX3C
NANOG,HAS2
NANOG,KAT7
NANOG,KIAA1324L
NANOG,ARHGAP28
NANOG,SLC35A3
NANOG,MRPL1
NANOG,ELMOD2
NANOG,EXO1
NANOG,ZNF30
NANOG,STT3B
NANOG,FBXO34
NANOG,SEMA3E
NANOG,CCDC82
NANOG,FER
NANOG,ELL2
NANOG,NUP35
NANOG,TJP2
NANOG,KIF23
NANOG,SATB1
NANOG,CCDC138
NANOG,MRPS30
NANOG,SEMA6A
NANOG,VASH2
NANOG,ANKRD50
NANOG,CYP1B1
NANOG,DNAAF2
NANOG,GPR83
NANOG,BLM
NANOG,TRUB1
NANOG,WDR35
NANOG,MYOCD
NANOG,GPC6
NANOG,SNX18
NANOG,KLHL24
NANOG,NDC80
NANOG,NOL11
NANOG,TRIM2
NANOG,WDFY1
NANOG,AGPAT5
NANOG,GATM
NANOG,FARSB
NANOG,SNX14
NANOG,FAM135A
NANOG,SKA3
NANOG,CLGN
NANOG,COL1A2
NANOG,TGFBR3
NANOG,CD9
NANOG,CAMK2D
NANOG,CCNB2
NANOG,PLK1
NANOG,JPH1
NANOG,ACOX3
NANOG,TDRD7
NANOG,DUSP4
NANOG,ZNF518B
NANOG,VWA5A
NANOG,LGR5
NANOG,KLF8
NANOG,COL4A1
NANOG,DCAF6
NANOG,TDP2
NANOG,SIRT1
NANOG,PLOD2
NANOG,THAP9
NANOG,TBC1D4
NANOG,UTP15
NANOG,LRRCC1
NANOG,WDR12
NANOG,SLC46A3
NANOG,DEPDC1B
NANOG,SEMA6D
NANOG,NOC3L
NANOG,TMEM64
NANOG,CDK6
NANOG,SOS2
NANOG,GLDC
NANOG,CEP55
NANOG,NTS
NANOG,RRN3
NANOG,DNA2
NANOG,CDCA2
NANOG,RIOK1
NANOG,CPVL
NANOG,ARHGAP29
NANOG,RALB
NANOG,TIPIN
NANOG,SH3RF1
NANOG,GRPR
NANOG,DYNC2LI1
NANOG,INSIG2
NANOG,ELOVL2
NANOG,BTBD10
OTX2,MLLT3
OTX2,PLAGL1
OTX2,CCNA2
OTX2,PALLD
OTX2,CCPG1
OTX2,C4orf46
OTX2,SNX18
OTX2,COL1A2
OTX2,DPYSL3
OTX2,TNC
OTX2,ARHGAP28
OTX2,TADA1
OTX2,RAD51AP1
OTX2,CNKSR3
OTX2,CD9
OTX2,PRIM1
OTX2,CDC20
OTX2,CDCA2
OTX2,RGPD2
OTX2,FLRT3
OTX2,UNC5D
OTX2,MRPL1
OTX2,RND3
OTX2,NEDD4
OTX2,PFKFB2
OTX2,PLXNA2
OTX2,RNF138
OTX2,ANKRD28
OTX2,TIPIN
OTX2,XRN1
OTX2,ATP11B
OTX2,WDR12
OTX2,TFB2M
OTX2,CER1
OTX2,TRIM2
OTX2,SLC39A11
OTX2,ACOX3
OTX2,NCAPG
OTX2,PNPLA8
OTX2,OTUD6B
OTX2,BUB1B
OTX2,PIP4K2A
OTX2,LGR4
OTX2,REV3L
OTX2,EXO1
OTX2,KLHL12
OTX2,NOL11
OTX2,ATG4C
OTX2,KLHL28
OTX2,KLHL4
OTX2,PELI2
OTX2,FAM135A
OTX2,NANOG
OTX2,RFPL2
OTX2,KIF15
OTX2,ARL4D
OTX2,TBC1D4
OTX2,DTL
OTX2,GATM
OTX2,PLK1
OTX2,CALB1
OTX2,MCCC1
OTX2,ARL4A
OTX2,WLS
OTX2,NUP35
OTX2,SEMA3A
OTX2,PAM
OTX2,PPP1R9A
OTX2,ELL2
OTX2,DNAAF2
OTX2,FBXO5
OTX2,ATP2B4
OTX2,DCAF6
OTX2,WDHD1
OTX2,WWP1
OTX2,SLC19A2
OTX2,LTBP1
OTX2,SIRT1
OTX2,SLC39A8
OTX2,CHEK2
OTX2,EPB41L3
OTX2,PROM1
OTX2,HSD17B11
OTX2,RTKN2
OTX2,GPR83
OTX2,ALG6
OTX2,YPEL5
OTX2,VWA5A
OTX2,SATB1
OTX2,ENC1
OTX2,STC1
OTX2,MBIP
OTX2,FBN1
OTX2,DDHD2
OTX2,SKA3
OTX2,CEP55
OTX2,DEPDC1B
OTX2,NOC3L
OTX2,TTC39B
OTX2,PPM1H
OTX2,PREPL
OTX2,CA14
OTX2,GDAP1
OTX2,FBXO28
OTX2,VPS13C
OTX2,FER
OTX2,MEX3C
OTX2,SLC35F1
OTX2,COMMD10
OTX2,ALPK2
OTX2,KRCC1
OTX2,CCDC82
OTX2,COL5A2
OTX2,NLGN4X
OTX2,LRRCC1
OTX2,HAS2
OTX2,PRICKLE1
OTX2,KIF23
OTX2,NCAM1
OTX2,LRR1
OTX2,ST8SIA1
OTX2,C3orf14
OTX2,USP44
OTX2,DCLK1
OTX2,ADAMTS3
OTX2,TSPAN12
OTX2,ZNF30
OTX2,ANKRD50
OTX2,SEMA6D
OTX2,RNF13
OTX2,KLHL24
OTX2,RGS5
OTX2,THAP9
OTX2,DKK4
OTX2,ARHGAP42
OTX2,KIAA1324L
OTX2,TRAPPC8
OTX2,IFI16
OTX2,AGL
OTX2,PGM2
OTX2,CCNE2
OTX2,CLDN11
OTX2,TJP2
OTX2,CAP2
OTX2,GRPR
OTX2,CPVL
OTX2,CDK6
OTX2,CCDC80
OTX2,ALCAM
OTX2,MAN1A1
OTX2,ITGA6
OTX2,COL5A1
OTX2,BMP4
OTX2,SH3BGRL2
OTX2,PLOD2
OTX2,ZEB1
OTX2,PLCB4
OTX2,AK4
OTX2,RHOBTB3
OTX2,CD200
OTX2,JPH1
OTX2,SEMA5A
OTX2,ST8SIA4
OTX2,BAMBI
OTX2,ESRP1
OTX2,PTPRZ1
OTX2,COL4A6
OTX2,ZNF518B
OTX2,RIOK1
OTX2,RRAS2
OTX2,ISCA1
OTX2,DLC1
OTX2,PIK3R5
OTX2,MATN3
OTX2,MMP16
OTX2,TMEM64
OTX2,ANKRD6
OTX2,GCA
OTX2,QPCT
OTX2,SERPINE2
OTX2,ETV1
OTX2,VIM
PRDM1,RGPD2
PRDM1,RND3
PRDM1,CNKSR3
PRDM1,PREPL
PRDM1,CER1
PRDM1,CLGN
PRDM1,SEMA3E
PRDM1,ANGPT2
BCL11A,PAM
BCL11A,TJP2
BCL11A,USP44
BCL11A,SNX16
BCL11A,SFRP2
BCL11A,CER1
