Gene1,Gene2
ORC2,MCM5
MCM5,ORC2
ORC2,PRIM2
ORC2,ORC5
ORC2,ORC6
ORC2,CCNA2
ORC2,MCM2
MCM2,ORC2
ORC2,CENPA
ORC2,LIG1
ORC2,POLD1
ORC2,POLE3
ORC2,WDHD1
ORC2,CDC7
MCM5,PRIM2
MCM2,PRIM2
XRCC5,LIG1
XRCC5,POLD1
XRCC5,RAD51
RAD51,XRCC5
GFI1B,GATA1
GATA1,GFI1B
RAD51,CDC6
RAD51,TOP2A
RAD51,CCNB1
RAD51,UBE2C
RAD51,RAD51AP1
RAD51,MAD2L1
RAD51,MCM2
MCM2,RAD51
RAD51,LIG1
RAD51,FIGNL1
RAD51,TIPIN
RAD51,WDHD1
RAD51,TPX2
RAD51,BIRC5
RAD51,MCM5
MCM5,RAD51
RAD51,AURKA
RAD51,CCNB2
RAD51,CDCA8
RAD51,CCNA2
RAD51,POLD1
RAD51,SMC2
RAD51,BUB1B
MYCN,AURKA
MCM2,AURKA
MCM5,AURKA
MCM2,CCNA2
MCM5,CCNA2
E2F8,CCNA2
DDX58,IFI44
MCM5,POLE3
MCM2,POLE3
MCM5,ORC5
MCM2,ORC5
MCM2,CDC7
MCM5,CDC7
DDX58,OASL2
IRF1,OASL2
MCM2,KIF22
MCM5,KIF22
MCM2,RRM1
MCM5,RRM1
MCM2,MKI67
MCM5,MKI67
GATA1,KLF1
KLF1,GATA1
GATA1,WDR5
GATA1,MPL
MCM5,ORC6
MCM2,ORC6
IRF1,IL15
MCM2,CCNB2
MCM5,CCNB2
POLR1B,PKM
MCM5,TIPIN
MCM2,TIPIN
MCM2,BUB1B
MCM5,BUB1B
POLR1B,MARS
MCM2,POLD1
MCM5,POLD1
DDX58,RTP4
DDX58,MAVS
DDX58,IRF1
IRF1,DDX58
POLR1B,PWP2
E2F8,CDC6
MCM5,ALKBH8
MCM2,CDC6
MCM2,TOP2A
MCM2,CCNB1
MCM2,UBE2C
MCM2,MAD2L1
MCM2,LIG1
MCM2,WDHD1
MCM2,RFC5
MCM2,BIRC5
MCM2,MCM5
MCM5,MCM2
MCM2,CDCA8
MCM2,SMC2
KLF1,GYPA
MCM5,TOP2A
POLR1B,ELAC2
MCM5,CCNB1
MCM5,BIRC5
MCM5,RCC1
MCM5,CDCA8
MCM5,RFC5
MCM5,UBE2C
JUN,CASP3
MCM5,CDC6
MCM5,MAD2L1
POLR1B,WDR4
MCM5,SMC2
JUN,WDR5
MCM5,CCNE1
IRF1,GBP2
MCM5,WDHD1
MCM5,RAD51AP1
MCM5,SPC25
MCM5,CENPA
MCM5,LIG1
MCM5,FIGNL1
MCM5,TPX2
