Gene1,Gene2
POLR1C,GPN3
POLR1C,GMPS
PTTG1,CDC20
CENPK,CDC20
MCM3,CDC20
PLRG1,HNRNPH2
PLRG1,PPIL1
CENPK,ZWINT
PTTG1,ZWINT
LIN28A,L1TD1
LIN28A,DROSHA
PTTG1,CKS2
MCM3,PCNA
CREB1,ASPH
MCM3,CHEK2
PTTG1,RFC4
MCM3,RFC4
PTTG1,ECT2
CENPK,CENPN
PTTG1,CENPN
PTTG1,HMMR
PTTG1,CDK1
PTTG1,CDCA3
PTTG1,TOP2A
PTTG1,ANAPC4
PTTG1,ANAPC7
PTTG1,KPNA2
PTTG1,NUSAP1
PTTG1,PRC1
PTTG1,CHEK1
MCM3,HELLS
MCM3,PRC1
CENPK,CDK1
MCM3,CDK1
CENPK,DSN1
CENPK,NUP37
CREB1,GSTA2
MCM3,CHEK1
PLRG1,EFTUD2
MCM3,TOP2A
MCM3,ORC4
MCM3,NUP88
