,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
bglF,0.0243852,0.0382313,0.0726613,0.0398544,0.0415654,0.0344158,0.0443002,0.0434368,0.0299608,0.0660752,0.0271227,0.0166555,0.0304862,0.0285230,0.0242717,0.0300399,0.0359861,0.0245962,0.0334292,0.0626777,0.0367325,0.0787419,0.0232966,0.0440327,0.0325657,0.0518379,0.0256723,0.0291443,0.0220975,0.0424621,0.0444067,0.0241717,0.0305320,0.0478278,0.0485143,0.0497591,0.0571964,0.0608325,0.0313403,0.0243554,0.0238334,0.0269188,0.0328546,0.0324393,0.0531695,0.0223429,0.0428892,0.0367930,0.0360378,0.0509710,0.0181040,0.0441242,0.0369228,0.0614950,0.0642648,0.0369746
bglB,0.0397921,0.0423690,0.0175098,0.0323575,0.0320448,0.0414036,0.0341733,0.0603518,0.0649445,0.0308799,0.0107723,0.0196483,0.0073363,0.0193055,0.0317639,0.0197711,0.0292016,0.0245122,0.0140204,0.0204318,0.0367493,0.0223473,0.0152360,0.0204557,0.0305291,0.0261737,0.0131131,0.0361788,0.0313872,0.0164424,0.0291112,0.0287003,0.0065317,0.0131921,0.0252007,0.0162443,0.0109744,0.0119220,0.0189345,0.0134838,0.0114482,0.0130393,0.0143824,0.0245276,0.0281824,0.0078860,0.0204351,0.0041442,0.0133427,0.0183385,0.0261150,0.0179817,0.0117502,0.0163183,0.0080284,0.0151140
bglG,0.2951319,0.3289786,0.3277470,0.3124502,0.2454347,0.2513473,0.2563317,0.2845857,0.2458780,0.2563520,0.2549302,0.2924178,0.3529960,0.3409174,0.2854027,0.2399224,0.2068375,0.2207721,0.2518633,0.3038715,0.2585702,0.2193954,0.2751301,0.2941106,0.2704266,0.3301111,0.3177348,0.3200593,0.3077752,0.2276524,0.3223073,0.2350679,0.3282569,0.2475594,0.2619726,0.2313295,0.2559790,0.2841436,0.2684871,0.3589266,0.3230442,0.2619543,0.2221577,0.3258476,0.2514275,0.2451521,0.2450677,0.2375836,0.2901436,0.1756414,0.2525219,0.2422281,0.2719583,0.2534028,0.2536775,0.3007506
yjjQ,0.1437948,0.1486571,0.0598962,0.0965679,0.0605924,0.0937565,0.0584662,0.0819877,0.0907845,0.0790671,0.0869899,0.0683915,0.0728621,0.0621271,0.0911647,0.0428662,0.0846115,0.0669421,0.0700188,0.0500024,0.0725631,0.0449068,0.0548977,0.0718831,0.0443696,0.0363076,0.0563044,0.0350379,0.0621600,0.0545597,0.1397214,0.1490888,0.1459692,0.1465495,0.1126546,0.1259444,0.1770864,0.1441394,0.1356492,0.1522405,0.1411202,0.1545011,0.1890970,0.2459401,0.2389654,0.1395328,0.1616198,0.1699311,0.1163497,0.0939560,0.1237798,0.1000718,0.0836918,0.0925093,0.1709745,0.1867953
nhaA,0.1081273,0.1509108,0.1677205,0.1924037,0.1214701,0.1325721,0.1642351,0.1109173,0.1132507,0.1036419,0.0881488,0.1112946,0.0958196,0.1172404,0.0972076,0.1001139,0.0972636,0.0916880,0.1005108,0.1409921,0.1504095,0.0838008,0.1442494,0.1134536,0.1122034,0.0903223,0.0786661,0.0972512,0.0982579,0.1272109,0.1050497,0.0552632,0.0772420,0.0624256,0.1576582,0.1587625,0.1133950,0.1867030,0.1451331,0.1062529,0.0832346,0.1058002,0.1458183,0.0931288,0.1266419,0.1277066,0.1317669,0.1329181,0.1687842,0.1017401,0.1318215,0.1081119,0.1220636,0.1397045,0.1506516,0.1224777
osmC,0.3906187,0.2853927,0.2227665,0.1568499,0.1178811,0.1569330,0.0978539,0.1553307,0.1444765,0.1565092,0.1881334,0.1172904,0.1296955,0.1189551,0.1074421,0.1226593,0.1256083,0.1222845,0.1459105,0.1383484,0.1022506,0.1150218,0.1082722,0.0952267,0.1136609,0.0744758,0.1004690,0.0765956,0.1091771,0.1850399,0.2112992,0.2482869,0.3130328,0.4116007,0.3643179,0.3619273,0.4043663,0.3404308,0.3481376,0.3347073,0.4197106,0.4537694,0.4162941,0.3692546,0.3422938,0.3786094,0.3663577,0.3584967,0.3170720,0.3646230,0.3882597,0.3165340,0.3834351,0.4124957,0.3458499,0.3767269
cadB,0.4728118,0.4708006,0.4888181,0.4402057,0.3772077,0.4848417,0.5441632,0.6595074,0.5724285,0.5661906,0.4521391,0.4906218,0.5684291,0.5212264,0.5167982,0.7385949,0.5032596,0.5183104,0.5769876,0.4580504,0.4373637,0.3800488,0.4390742,0.5666530,0.4338598,0.5346192,0.5807879,0.5613385,0.5404367,0.4017600,0.5487681,0.4533692,0.5870630,0.4964239,0.4992677,0.5006186,0.5123143,0.3860359,0.5089579,0.5954800,0.3923949,0.4735826,0.5477327,0.5052776,0.5064978,0.4381257,0.4134025,0.4744611,0.5111260,0.3973916,0.5190419,0.4905243,0.5764336,0.4765323,0.4182361,0.5211440
cadA,0.5581094,0.4842277,0.3405788,0.3249001,0.2438929,0.2946440,0.2714594,0.2746245,0.2969308,0.3534325,0.2574245,0.2338602,0.2502786,0.3095088,0.2514367,0.2792386,0.3254387,0.2224218,0.3122065,0.3165001,0.2278982,0.2935889,0.2829591,0.1936307,0.3104937,0.2499437,0.1934902,0.2396985,0.2716867,0.4069318,0.5156507,0.5917916,0.5636425,0.4798379,0.5519292,0.4873344,0.4768331,0.4406682,0.4425671,0.4678954,0.6294855,0.6149597,0.6410313,0.5621851,0.5052928,0.5555668,0.4722104,0.6027329,0.4977268,0.5669492,0.5292688,0.5064921,0.5807730,0.5673264,0.5147322,0.4632132
gspB,0.4598520,0.4125587,0.5273763,0.5067667,0.5433952,0.6196366,0.5595906,0.5465133,0.5708699,0.5879865,0.5455804,0.5478348,0.4597869,0.5059936,0.5726880,0.5628810,0.6910105,0.5346859,0.5371832,0.4930728,0.5196054,0.4931805,0.4737215,0.5230635,0.5250568,0.4325860,0.4902060,0.5285927,0.5029132,0.5535902,0.5731946,0.4361382,0.5448567,0.5211837,0.5960455,0.4723147,0.4358025,0.4482774,0.3818578,0.5061731,0.4205772,0.5894749,0.5435514,0.6072057,0.3985318,0.5056435,0.6514186,0.4945186,0.4103473,0.5440530,0.4179246,0.4996625,0.5106586,0.4963925,0.4854056,0.4072505
leuA,0.0028137,0.0127158,0.0247528,0.0146857,0.0108623,0.0090634,0.0206581,0.0143457,0.0095071,0.0080385,0.0024894,0.0507490,0.0120601,0.0386444,0.0069106,0.0034766,0.0043647,0.0059842,0.0132416,0.0129147,0.0078139,0.0043521,0.0146422,0.0078261,0.0020202,0.0100578,0.0023195,0.0084550,0.0030012,0.0136630,0.0087918,0.0064716,0.0074988,0.0090153,0.0183329,0.0049693,0.0114668,0.0034352,0.0026917,0.0102527,0.0039404,0.0083689,0.0038006,0.0076153,0.0064356,0.0057668,0.0132065,0.0068256,0.0084427,0.0076048,0.0170902,0.0117550,0.0050254,0.0114404,0.0029446,0.0024551
ampC,0.6611483,0.7637635,0.7720612,0.8454345,0.8337367,0.6695584,0.8756590,0.7557654,0.7195226,0.7957001,0.7053466,0.7888233,0.7323761,0.6464469,0.7256606,0.7041640,0.7128145,0.7818326,0.6426331,0.7693193,0.6369298,0.7302159,0.6016557,0.6608953,0.7113540,0.7101912,0.7995112,0.6307350,0.9217847,0.6542917,0.7154947,0.7156219,0.6927558,0.7202130,0.7491597,0.6727787,0.5969030,0.6897789,0.7028368,0.5695809,0.7132281,0.6654887,0.5751966,0.7153589,0.7604475,0.5821891,0.7373699,0.6842981,0.7779363,0.6973359,0.7942941,0.8191175,0.7966712,0.8513009,0.5861899,0.7828194
yciF,0.2600542,0.2852051,0.2489433,0.3405945,0.3334920,0.3795197,0.2960537,0.4343513,0.3099766,0.2752688,0.3157005,0.3293325,0.2854490,0.3030153,0.3188487,0.3563465,0.3992245,0.3169388,0.3561176,0.2910534,0.2377127,0.2700764,0.3330253,0.3695607,0.3268883,0.2720962,0.2643846,0.3055502,0.2548752,0.2540173,0.2491448,0.3208236,0.3554763,0.2950297,0.2630603,0.3379262,0.2847705,0.3196391,0.2727182,0.3544041,0.2601116,0.3275033,0.2529598,0.2270118,0.2990055,0.3037828,0.3758488,0.3731880,0.2941684,0.3208647,0.2797685,0.3641434,0.2738651,0.2873128,0.2567665,0.3288856
proW,0.0906990,0.0587169,0.0754965,0.0622055,0.1123200,0.0834357,0.0672422,0.0637816,0.0528242,0.0709123,0.0745297,0.0481972,0.0565579,0.0439803,0.0975229,0.0522977,0.1028774,0.0671167,0.0625488,0.0615918,0.0615081,0.0922340,0.0494632,0.0629603,0.0547568,0.0914486,0.1084610,0.0429676,0.0861496,0.0885851,0.0838733,0.0647806,0.0302660,0.1066518,0.0765223,0.0545701,0.0512334,0.0776400,0.0583102,0.0823992,0.1083259,0.0669876,0.0656898,0.0704351,0.0827702,0.0765377,0.1071726,0.1078822,0.0908753,0.0663355,0.0647439,0.0588785,0.0919080,0.0637699,0.0521703,0.0518212
smtA,0.6325615,0.4971221,0.4287483,0.6110438,0.5963484,0.4473076,0.4999975,0.5630098,0.5570709,0.5056059,0.4626565,0.5755750,0.4720133,0.5993420,0.6229308,0.6159259,0.5366210,0.5538810,0.4885022,0.4384989,0.5465238,0.5151192,0.5222913,0.4856009,0.5903308,0.6369920,0.5313580,0.5999259,0.5749945,0.4953281,0.4525259,0.4442394,0.4521744,0.5124680,0.4871386,0.5221242,0.5887627,0.5364811,0.6267039,0.6885058,0.6341779,0.5069630,0.5252739,0.5826324,0.6263879,0.5419474,0.5179057,0.6551638,0.5727852,0.6157504,0.6583751,0.5136719,0.4631809,0.5448939,0.5028591,0.6103257
leuC,0.0369681,0.0316251,0.0400455,0.0236564,0.0462269,0.0245229,0.0451872,0.0232394,0.0199763,0.0237592,0.0207612,0.0208642,0.0178638,0.0273434,0.0374825,0.0417294,0.0546769,0.0330848,0.0360058,0.0142251,0.0284816,0.0316131,0.0458765,0.0308439,0.0253890,0.0298643,0.0436694,0.0289541,0.0356353,0.0365733,0.0226100,0.0219192,0.0097007,0.0251372,0.0350028,0.0454151,0.0281643,0.0071571,0.0229072,0.0231907,0.0173851,0.0151901,0.0083962,0.0189091,0.0287076,0.0171121,0.0216954,0.0322503,0.0389188,0.0773208,0.0134184,0.0270416,0.0281918,0.0280382,0.0406270,0.0986742
gspO,0.1314302,0.0895181,0.1106139,0.1188939,0.1170901,0.0686365,0.0846499,0.1622965,0.1447864,0.1132097,0.1134402,0.1273379,0.1170363,0.1217307,0.0966831,0.1148847,0.1474696,0.1242470,0.1068556,0.0973973,0.1409068,0.0684482,0.0976438,0.0970936,0.0835417,0.1032245,0.1116319,0.0973006,0.0794354,0.0820373,0.1259495,0.0882931,0.0864328,0.1216719,0.1261423,0.0608004,0.0704318,0.0993906,0.1854964,0.1095663,0.1375012,0.0947350,0.0786849,0.0841080,0.0788548,0.1472885,0.0709293,0.0874989,0.1045702,0.0996286,0.1505134,0.0922534,0.1032441,0.0822861,0.1156233,0.1130280
yciG,0.0766729,0.0475839,0.0352095,0.0467965,0.0439137,0.0333871,0.0475046,0.0269982,0.0203260,0.0420935,0.0470404,0.0605008,0.0208475,0.0278730,0.0279913,0.0089030,0.0190790,0.0365829,0.0595794,0.0328241,0.0157926,0.0496773,0.0463929,0.0588889,0.0419114,0.0378741,0.0339208,0.0627159,0.0159514,0.0490142,0.0400445,0.0333941,0.0436302,0.0720501,0.0340849,0.0315273,0.0294663,0.0406289,0.0541041,0.0510207,0.0317715,0.1323364,0.0470732,0.0766878,0.0251696,0.0372018,0.0564441,0.0247035,0.0480476,0.0203551,0.0510396,0.0314051,0.0442878,0.0592280,0.0444823,0.0320385
pgaC,0.7313477,0.5610376,0.6193306,0.6578776,0.6150661,0.5883937,0.6228593,0.6411610,0.7542670,0.5457983,0.7386879,0.7300600,0.7107017,0.7531608,0.7032448,0.7574726,0.5721891,0.6488509,0.6890996,0.6100990,0.6773102,0.7486142,0.6190981,0.8414541,0.7485833,0.6950283,0.6912750,0.8003836,0.6372397,0.7366653,0.6926281,0.5897138,0.7256057,0.7777573,0.6767773,0.7418482,0.7145525,0.7042642,0.7014100,0.6816442,0.6149012,0.7123746,0.6485524,0.6467447,0.6181497,0.6643039,0.6783491,0.7907652,0.6356158,0.6360987,0.6765168,0.6862013,0.7145729,0.6449830,0.6985704,0.8323625
proV,0.0319123,0.0146383,0.0224281,0.0121301,0.0478393,0.0268944,0.0521821,0.0284549,0.0753906,0.0320609,0.0232083,0.0256780,0.0260518,0.0438683,0.0282737,0.0303778,0.0174851,0.0338292,0.0160635,0.0489582,0.0351017,0.0181398,0.0526860,0.0128910,0.0421475,0.0360933,0.0114918,0.0256072,0.0135812,0.0384222,0.0253337,0.0142135,0.0179005,0.0221915,0.0113840,0.0186888,0.0249518,0.0195863,0.0224749,0.0189155,0.0297948,0.0279739,0.0303364,0.0764364,0.0376456,0.0391942,0.0422220,0.0453365,0.0512042,0.0616389,0.0448211,0.0255913,0.0206081,0.0418217,0.0255728,0.0325470
pgaA,0.5653539,0.7429307,0.6418188,0.7265813,0.6717468,0.6373251,0.6850605,0.7027908,0.5260606,0.5968803,0.5927648,0.5370764,0.6824542,0.6024739,0.5318076,0.5678099,0.6454269,0.6393938,0.6008613,0.7149804,0.6527835,0.6029967,0.5610341,0.6901990,0.7011789,0.6370509,0.6940363,0.6189125,0.5882390,0.6215676,0.6201089,0.4349350,0.4899063,0.3983471,0.6142249,0.4777992,0.5086960,0.5165961,0.4800751,0.5566330,0.5360811,0.6315713,0.5861596,0.5425734,0.5878778,0.5863685,0.4627026,0.4277339,0.5989994,0.6263192,0.5942015,0.6195696,0.6680485,0.6633466,0.5748773,0.5552535
leuL,0.0350725,0.0099722,0.0236869,0.0036222,0.0501480,0.0109009,0.0181245,0.0041916,0.0058961,0.0113087,0.0048157,0.0084932,0.0038651,0.0024082,0.0065353,0.0138786,0.0118970,0.0458983,0.0110001,0.0477515,0.0268954,0.0226324,0.0291614,0.0586872,0.0144774,0.0169290,0.0108278,0.0100540,0.0153249,0.0191636,0.0297408,0.0278219,0.0113168,0.0942909,0.0211611,0.0205317,0.0249890,0.0106395,0.0046015,0.0148708,0.0427248,0.0271266,0.0281334,0.0162912,0.0185777,0.0342093,0.0283571,0.0374076,0.0076551,0.0162979,0.0225323,0.0106767,0.0314155,0.0285090,0.0128084,0.0162720
pgaB,0.1667791,0.1474127,0.2275339,0.3316518,0.2382187,0.2292742,0.2592932,0.2550746,0.2737049,0.1610245,0.3049789,0.2419041,0.2186031,0.1904103,0.2129461,0.2178715,0.1866149,0.2471458,0.1857163,0.2292171,0.1753901,0.2314448,0.2157904,0.2118299,0.2414729,0.2370098,0.3287261,0.1470249,0.1484735,0.1351350,0.1847140,0.2208935,0.1701740,0.1921625,0.1363723,0.2091659,0.1657760,0.2154616,0.1667141,0.2514522,0.2066511,0.2112495,0.1630529,0.1602318,0.2062876,0.2688082,0.1431865,0.2553530,0.2489641,0.2949057,0.1947210,0.3050026,0.2117039,0.1819182,0.1986112,0.2426684
