,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
rbsK,0.0484466,0.0691354,0.0937914,0.0743452,0.0956332,0.0638928,0.0661894,0.0794718,0.0369363,0.0525635,0.0583944,0.0543442,0.0803358,0.0535088,0.0405572,0.0514490,0.0697942,0.0675943,0.1035145,0.0403939,0.0665224,0.0519903,0.0677584,0.0971655,0.0700969,0.0526377,0.0452070,0.0776622,0.0474015,0.0574285,0.0556197,0.0775919,0.0535582,0.0636226,0.0462386,0.0843382,0.0637114,0.0271197,0.0367959,0.0626024,0.0404306,0.0677599,0.0547294,0.0463765,0.0491980,0.0369476,0.0486645,0.0708028,0.0351888,0.0659972,0.0575240,0.0348364,0.0538278,0.0997948,0.0900625,0.0281715
rhaB,0.6952864,0.6317231,0.6313370,0.7203811,0.5457321,0.6670348,0.6813390,0.6860901,0.6130587,0.7072976,0.6774589,0.6643581,0.6660029,0.7195037,0.7526775,0.6501950,0.5980293,0.6624259,0.5467550,0.7899866,0.7771321,0.6594328,0.7996486,0.6054505,0.5478081,0.5155436,0.5690599,0.6397695,0.6690572,0.6184718,0.5821513,0.5671012,0.6728781,0.6949203,0.6087412,0.6569978,0.5725716,0.6281588,0.5945739,0.6106252,0.6689639,0.7229189,0.6292387,0.5214943,0.5965169,0.6012627,0.7023147,0.4892485,0.5919982,0.7435437,0.7434182,0.7613469,0.7595703,0.7680681,0.7047362,0.7859376
malY,0.1736313,0.1574590,0.1302374,0.1748392,0.1675295,0.1791391,0.2484168,0.1646638,0.1796727,0.2333156,0.2624941,0.2601037,0.2042825,0.1702452,0.1934079,0.1682564,0.1703440,0.1920310,0.2085284,0.1803392,0.1938123,0.3146052,0.2002114,0.1968649,0.2380236,0.2062085,0.2130693,0.1872733,0.2409973,0.2122992,0.1909487,0.2257668,0.1596715,0.1385502,0.1394916,0.0947208,0.1255442,0.1730899,0.1669014,0.1890920,0.1505521,0.1788477,0.2579007,0.2250013,0.1792159,0.2433495,0.1995361,0.1479914,0.1649495,0.1183492,0.0965020,0.1201024,0.1268425,0.1108155,0.1812969,0.1684408
rbsB,0.2383682,0.3145129,0.4590298,0.4514632,0.5509117,0.5386813,0.5425449,0.4263400,0.4714078,0.4842629,0.4707627,0.4802237,0.5402988,0.4851224,0.4890605,0.4628881,0.4849997,0.4102064,0.6069450,0.6374765,0.5550125,0.5319366,0.6222158,0.5325117,0.4747821,0.5003225,0.5010232,0.5335981,0.6316551,0.4332942,0.3613756,0.3898811,0.3001953,0.2501461,0.2934269,0.2634953,0.2685600,0.2632388,0.2466691,0.2623752,0.1833595,0.2201833,0.2459917,0.2071478,0.2713636,0.2084764,0.3732053,0.3382729,0.2210789,0.2498533,0.2884360,0.2130955,0.2373207,0.2380443,0.2299047,0.2501545
prpB,0.7180235,0.7636766,0.6887376,0.7368408,0.6096741,0.6067123,0.6038876,0.6384782,0.7259138,0.7227965,0.6199075,0.7025826,0.7380954,0.7940529,0.6475816,0.6325180,0.7695083,0.7530330,0.7951519,0.7951354,0.6013988,0.7201779,0.5458874,0.6218421,0.6300570,0.6430197,0.7041196,0.7809670,0.7200524,0.6168208,0.8062927,0.6640917,0.6881035,0.7712910,0.7009750,0.8157088,0.6503130,0.8350067,0.8219113,0.6105852,0.5391544,0.7175233,0.6935626,0.6821100,0.7340698,0.7012298,0.6082028,0.5758731,0.7286881,0.7800072,0.7438264,0.7305802,0.6240812,0.7290686,0.7241138,0.7350671
prpE,0.6842543,0.6780051,0.6470381,0.6565989,0.7407759,0.6931171,0.7266305,0.6495440,0.6874221,0.8443907,0.7338979,0.6389640,0.8173740,0.7135474,0.7150340,0.7805819,0.6998164,0.7077112,0.7153790,0.6899342,0.7156132,0.5865920,0.7105692,0.7461995,0.8238332,0.6328124,0.6519285,0.7523665,0.6795579,0.6224628,0.7039009,0.6789910,0.6281906,0.6304686,0.6726596,0.7369213,0.5909563,0.6923117,0.7567691,0.6166292,0.6055351,0.6256547,0.6627464,0.6647928,0.7235072,0.6649014,0.6295586,0.7937992,0.5615339,0.6555922,0.7251225,0.7508271,0.6539800,0.6342968,0.7485938,0.6909585
rhaA,0.1985369,0.1810802,0.2830926,0.2550456,0.2045247,0.2812364,0.2475759,0.3372683,0.2328396,0.3428747,0.2914561,0.3152343,0.2357282,0.3563150,0.2757271,0.3552986,0.2354381,0.2220315,0.2712171,0.2327443,0.3058997,0.2853650,0.2791871,0.2514842,0.2354150,0.3444806,0.3404422,0.2247175,0.2574421,0.2257120,0.2866396,0.1692256,0.1786446,0.2561880,0.2672297,0.2173101,0.2049646,0.2096271,0.2937264,0.1943195,0.2596014,0.2206799,0.2673577,0.2753878,0.2330445,0.3315933,0.3027906,0.3195333,0.3046378,0.3070409,0.2660639,0.2791763,0.3435828,0.3045443,0.2223255,0.3454796
melA,0.5615925,0.4916969,0.5505913,0.6963430,0.6614267,0.8193396,0.5186458,0.5966955,0.7146211,0.8120346,0.6121990,0.7393038,0.6864649,0.6198530,0.6482857,0.5586224,0.5849112,0.6485027,0.5956497,0.6682531,0.6040870,0.6578322,0.4986628,0.5939994,0.5713574,0.7051010,0.5876235,0.5705867,0.6837723,0.5969579,0.5917022,0.5556438,0.5146996,0.6181132,0.5410261,0.5015273,0.5391315,0.5951030,0.6684277,0.5972765,0.5144604,0.5915785,0.6051348,0.6946387,0.5971112,0.5819369,0.5888190,0.5115207,0.5108744,0.5986248,0.4873546,0.6341536,0.4706708,0.5556795,0.6002048,0.5237407
prpD,0.5985739,0.6537945,0.4929022,0.7293459,0.6469905,0.6392557,0.6429015,0.5764118,0.7561500,0.5450070,0.5582349,0.6535340,0.5897916,0.7205324,0.5654267,0.5458820,0.6911822,0.6617541,0.7003619,0.6180526,0.5185557,0.5670005,0.6002945,0.5540607,0.5549994,0.5569445,0.5687202,0.6058292,0.7027577,0.6383344,0.6275514,0.7989642,0.6338030,0.6836997,0.7424349,0.6194525,0.7539065,0.6252022,0.6510373,0.5793983,0.6484632,0.5426598,0.6290053,0.7868109,0.6729106,0.5377961,0.6595073,0.6211179,0.7168392,0.7415982,0.8435355,0.6295628,0.6264662,0.5717785,0.6662865,0.7585607
rbsD,0.1551040,0.2109986,0.1963817,0.1522551,0.2145264,0.2534789,0.2129527,0.1863149,0.2045451,0.1400351,0.2342022,0.2459002,0.1906637,0.2965882,0.2952784,0.1408366,0.1813524,0.1734176,0.2019204,0.1852315,0.2162564,0.1822061,0.1694816,0.2261731,0.1844534,0.2134169,0.2143053,0.1899149,0.2448937,0.2225467,0.1896930,0.1428457,0.1946155,0.1590758,0.2357940,0.2324338,0.2342702,0.2798020,0.1662523,0.1919336,0.2023075,0.2133151,0.1788719,0.2421456,0.2263989,0.2952274,0.2595215,0.2232169,0.2428385,0.1902254,0.2796045,0.2418011,0.2331056,0.2743944,0.2655430,0.2428581
malX,0.6034486,0.3825883,0.3397911,0.2948148,0.3009048,0.2901432,0.2543264,0.2040316,0.3610210,0.2424031,0.2696373,0.2339055,0.2857339,0.2623505,0.2605703,0.3308838,0.2546017,0.3331628,0.2928181,0.2250643,0.2510505,0.2736607,0.2170800,0.2517883,0.1954353,0.1942371,0.2588429,0.2975146,0.2637752,0.4037968,0.5405602,0.5198541,0.6952008,0.6504501,0.4826848,0.5626477,0.4903018,0.4827016,0.5460945,0.5425832,0.5320017,0.4691655,0.5687183,0.6665335,0.6444185,0.4835211,0.5886650,0.7331161,0.6356624,0.5050472,0.5083079,0.6597495,0.6291014,0.6796436,0.6216061,0.5744640
rbsA,0.3407602,0.3881872,0.3300248,0.3104528,0.2738590,0.3240335,0.4487236,0.3159126,0.3039449,0.2918948,0.2683824,0.2403591,0.3136567,0.2379899,0.2900032,0.2798150,0.2228160,0.3648023,0.2983055,0.3036561,0.3013835,0.3210970,0.2544702,0.3747642,0.3249664,0.2760044,0.2409851,0.4004160,0.2913858,0.3590282,0.2886948,0.2696291,0.3338366,0.3651810,0.2537965,0.3784482,0.2776819,0.2735420,0.2961035,0.2987819,0.3022164,0.2926162,0.3392913,0.2932485,0.2335877,0.2569907,0.2890025,0.3732955,0.2667077,0.4112465,0.3777418,0.2750491,0.1777713,0.3515291,0.2994142,0.2545740
melB,0.4260671,0.3607864,0.3612278,0.4587204,0.4500227,0.3737841,0.3640025,0.3411483,0.3624278,0.3753088,0.3749441,0.3222261,0.3198986,0.4372650,0.3834774,0.3979406,0.3101266,0.3049562,0.2939907,0.4144004,0.3250082,0.2940367,0.3481252,0.4412645,0.3516145,0.4079028,0.4614050,0.4239821,0.3866506,0.4088014,0.4277066,0.4133660,0.3973685,0.3728775,0.4812671,0.3429822,0.3936968,0.3938178,0.4103210,0.3973347,0.4218031,0.4195904,0.5675580,0.4465795,0.4020528,0.4439016,0.4134580,0.3838993,0.3377027,0.4211395,0.3587370,0.5022571,0.4965101,0.3736966,0.3755263,0.4581729
zraS,0.5676095,0.6561226,0.7551386,0.7030180,0.6846236,0.6905375,0.8171623,0.7299690,0.7126160,0.6530129,0.7391527,0.8507360,0.6562255,0.6242157,0.6773986,0.6641563,0.7755217,0.7182543,0.7504472,0.6502212,0.8320831,0.5903941,0.6964347,0.7493385,0.6527001,0.6822593,0.7514724,0.7382076,0.7691977,0.6802095,0.6614401,0.6178628,0.6516225,0.5781249,0.5945236,0.6379444,0.7219875,0.7473238,0.6482827,0.7128531,0.6501580,0.7282283,0.6923921,0.7849954,0.7494945,0.6967109,0.6206015,0.6381176,0.6292337,0.6654634,0.6556494,0.7290618,0.6895715,0.7873203,0.7255728,0.7411904
rhaD,0.6388754,0.6732984,0.4582339,0.5375048,0.4986872,0.7025091,0.5829507,0.4412825,0.5173237,0.4467362,0.4655110,0.5708113,0.6023080,0.4985168,0.5792841,0.5746631,0.5117381,0.5253387,0.5720976,0.5860535,0.5917905,0.6350972,0.6097934,0.5939450,0.5357345,0.5061749,0.5769418,0.6359951,0.4822590,0.5534982,0.5084545,0.5733239,0.5593074,0.5257193,0.4615778,0.5783968,0.5578657,0.4765351,0.5597290,0.4423974,0.4314162,0.4848720,0.5881063,0.4961700,0.5835076,0.6330674,0.6158628,0.4907806,0.4298524,0.4662177,0.5295211,0.5879701,0.4916270,0.5990065,0.4741851,0.5697259
prpC,0.8101038,0.6670136,0.6658226,0.6561169,0.6517265,0.6025145,0.6581246,0.6484420,0.6652214,0.6865184,0.7045832,0.7504776,0.7279162,0.7121071,0.6555267,0.6485894,0.7269996,0.6654629,0.6150863,0.6727618,0.6252894,0.6156189,0.6505515,0.7368052,0.6309021,0.7322208,0.8278595,0.6420909,0.6872031,0.6787021,0.6477272,0.7972995,0.7626887,0.7026830,0.6890263,0.6786448,0.6160479,0.5764574,0.6294504,0.8685620,0.7586687,0.6923376,0.6988208,0.8348360,0.7553516,0.6224103,0.6352610,0.6924501,0.5942147,0.6797927,0.7415318,0.7227222,0.6599993,0.7056550,0.7628558,0.6730923
rbsC,0.2887962,0.3298044,0.3137813,0.3695512,0.3012839,0.3205486,0.3383133,0.2589768,0.3191918,0.2796319,0.3089309,0.2867223,0.3784467,0.3196419,0.4360399,0.3261634,0.3512760,0.4086542,0.3645840,0.3438241,0.3254041,0.4169343,0.4113373,0.3130391,0.3827895,0.3763888,0.3757225,0.2883017,0.3966280,0.4118955,0.4518636,0.4113700,0.4568065,0.3618810,0.3209225,0.3033835,0.4022300,0.3477999,0.3747309,0.2724477,0.3078758,0.3634202,0.3583783,0.3147505,0.3099213,0.4019195,0.3026158,0.3453531,0.2794249,0.3148734,0.3989295,0.3527065,0.3912588,0.4509297,0.3963670,0.3946148
rhaT,0.6151156,0.6510944,0.8325040,0.7289349,0.7082090,0.6845647,0.7030515,0.7413036,0.7424118,0.7419937,0.7031918,0.6151448,0.6306559,0.6302055,0.7179637,0.7180015,0.6276880,0.6764397,0.6833086,0.6120683,0.6976350,0.8735825,0.6853429,0.6782522,0.6582202,0.8909081,0.7417989,0.7125460,0.7724541,0.6322126,0.6875197,0.6923999,0.5637338,0.6940956,0.5476155,0.6612255,0.6736296,0.6226150,0.6086210,0.7530282,0.6541588,0.5960050,0.6608128,0.7087031,0.7398287,0.6013658,0.6137683,0.6122155,0.6051527,0.6552461,0.7591362,0.7118491,0.7229102,0.7946425,0.8184079,0.7142824
mtlD,0.5031302,0.5313691,0.7063051,0.6513538,0.6921759,0.7428471,0.5053611,0.6228446,0.7657685,0.5800707,0.6650616,0.6878143,0.5835275,0.6581867,0.6958363,0.7404503,0.5820418,0.6877802,0.6470127,0.5512538,0.4791526,0.4886588,0.5809546,0.6173066,0.7072914,0.6989311,0.7567600,0.6752987,0.6794120,0.5025926,0.5317496,0.4134573,0.6005081,0.3824576,0.3564977,0.3385595,0.3640937,0.3754901,0.4590774,0.3809635,0.3984405,0.3499679,0.4392132,0.3931255,0.3566155,0.3630351,0.3523296,0.4054486,0.4530401,0.5038055,0.4899095,0.4475671,0.3877705,0.2854563,0.3915314,0.3692138
mtlA,0.6147428,0.5992129,0.6189559,0.6585280,0.5445333,0.7608540,0.6844057,0.5950844,0.4858395,0.5704884,0.5529752,0.5534486,0.5555077,0.6310698,0.5740474,0.5688046,0.5965532,0.6143919,0.5707004,0.7160983,0.5725027,0.4666171,0.5966192,0.5911170,0.5024500,0.5052855,0.5647027,0.5617966,0.5631859,0.5138766,0.5941826,0.6367034,0.5260630,0.5173858,0.5456617,0.5880036,0.6361899,0.6189564,0.5720024,0.6036047,0.5880809,0.6726675,0.5330138,0.5681127,0.4955751,0.5008378,0.5179619,0.5786985,0.8723696,0.7421922,0.5834805,0.5876292,0.5516050,0.7130014,0.4939368,0.6266231
ychH,0.8159136,0.6524783,0.6843404,0.7924719,0.9239838,0.6692638,0.6961923,0.5365439,0.7358104,0.6974865,0.8148054,0.7875360,0.7539650,0.6896838,0.7337515,0.6753146,0.6325958,0.7088568,0.6350719,0.7169397,0.7069397,0.6493671,0.6950942,0.6434505,0.6374117,0.6717829,0.7057747,0.7538968,0.8150449,0.6893092,0.6507401,0.5922056,0.6701082,0.7053022,0.6641717,0.7300229,0.6499802,0.6880708,0.7573913,0.6597677,0.7399849,0.6608148,0.8873592,0.6682930,0.6298599,0.7630206,0.7016009,0.7361863,0.6563875,0.7984545,0.8085777,0.6897550,0.6947554,0.7481473,0.6152954,0.6001438
agp,0.4025205,0.4320897,0.3885603,0.3813371,0.4395151,0.3823749,0.3922882,0.4744418,0.2926325,0.4039078,0.3599046,0.3616311,0.4039991,0.4222387,0.3628292,0.3911284,0.3878058,0.3433696,0.3861738,0.4052448,0.4144247,0.4378436,0.4288547,0.3719910,0.3252730,0.3518912,0.3933356,0.3795815,0.5241642,0.4506945,0.3856565,0.4636009,0.4335081,0.4307790,0.4139456,0.4088261,0.4313157,0.4108422,0.3156105,0.3983631,0.4606265,0.3559076,0.3003984,0.3574113,0.4690680,0.4968649,0.3674511,0.4163626,0.4083562,0.3676953,0.4808053,0.5494560,0.5062627,0.4297548,0.4260050,0.4315522
