,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
fumC,0.5970475,0.6727768,0.5944493,0.6274611,0.5483573,0.2961247,0.2119601,0.1393473,0.1141408,0.0750207,0.0876178,0.1204556,0.0708889,0.0964879,0.0324280,0.0528351,0.0445637,0.0799962,0.0513953,0.0866992,0.0867067,0.0718735,0.0771158,0.0735362,0.0312348,0.0485803,0.0559864,0.0465480,0.0270827,0.1007776,0.0787717,0.1312137,0.2542204,0.4658091,0.3764067,0.5615559,0.6902567,0.5480657,0.7092036,0.6215007,0.5940578,0.6578141,0.6112864,0.7170004,0.5999222,0.6542069,0.6164553,0.6760284,0.5769087,0.6361591,0.6127118,0.5816391,0.6347478,0.5549395,0.5032161,0.5518851
marB,0.1964992,0.1031375,0.0892136,0.0965677,0.1686360,0.1462356,0.1367681,0.1003004,0.1444388,0.1031194,0.1525539,0.1341945,0.1468285,0.0880535,0.1458366,0.1419762,0.1090787,0.1873855,0.1524308,0.1252794,0.1323156,0.1869404,0.2011435,0.1498434,0.2149459,0.1521409,0.1854417,0.1395246,0.1437822,0.1687109,0.1187386,0.1187408,0.1591620,0.1722942,0.1698476,0.1596938,0.0728137,0.1865464,0.1559410,0.1705312,0.2045786,0.1038819,0.1632297,0.1313484,0.2402500,0.1295251,0.1252517,0.1124749,0.1166072,0.0873109,0.1017440,0.1567470,0.1198215,0.0885568,0.1697884,0.1516807
sodA,0.6066317,0.5865903,0.5343220,0.4633729,0.6073937,0.5384267,0.4870311,0.4536920,0.5391140,0.5459687,0.5238021,0.4811219,0.4220570,0.4422968,0.4319769,0.5452853,0.4376471,0.5860421,0.4705927,0.4868983,0.5977760,0.4127898,0.4151249,0.6201256,0.4259587,0.4694021,0.5235316,0.3784729,0.4934933,0.4620552,0.5129727,0.5805165,0.4335528,0.4882977,0.4510558,0.5273907,0.5060013,0.5291923,0.4729649,0.6317471,0.5750335,0.5210920,0.5763023,0.5111449,0.4877050,0.6005285,0.5670349,0.7107797,0.5716305,0.6216222,0.5222584,0.5762147,0.5357586,0.4647389,0.5064261,0.5032260
rfaY,0.1124766,0.1242660,0.1353619,0.1336183,0.1655023,0.1253460,0.0935260,0.0860929,0.0884710,0.0261773,0.0626507,0.0758485,0.0649464,0.0937447,0.0349096,0.0417290,0.0816672,0.1381443,0.0453013,0.0730506,0.0773520,0.0736073,0.0879686,0.0757436,0.0999310,0.0668659,0.1127623,0.0618364,0.0421766,0.0798863,0.0445921,0.0141159,0.0496543,0.0550994,0.0762197,0.0708540,0.0863542,0.1054286,0.1172729,0.1176366,0.1232159,0.1154260,0.0938547,0.1041564,0.1508014,0.0926725,0.0899551,0.1668780,0.1022001,0.1205954,0.0893288,0.1628209,0.1315762,0.1069779,0.0492843,0.1075627
poxB,0.0345467,0.1686103,0.2252895,0.2385074,0.3169514,0.3480471,0.3038500,0.2989379,0.2932104,0.2145848,0.2336190,0.2525068,0.3594165,0.2493269,0.3201547,0.2626580,0.2998873,0.2288746,0.2788264,0.3009072,0.3449360,0.2683485,0.2820481,0.2845700,0.2162540,0.3146100,0.2898662,0.3108353,0.3708525,0.1755344,0.2557322,0.1048879,0.1157428,0.0926291,0.0608092,0.0380553,0.0456737,0.0835452,0.0585643,0.0504585,0.0460501,0.0371323,0.0510019,0.0569751,0.0632053,0.1053967,0.0722732,0.0700239,0.0565777,0.0631043,0.0415360,0.0332617,0.1115469,0.0774841,0.0716412,0.0960477
glyA,0.1427154,0.1674974,0.1134519,0.1257014,0.1439172,0.1275619,0.1321698,0.1648525,0.1960528,0.2277734,0.1988422,0.2506978,0.2094003,0.2058231,0.1511946,0.1100541,0.1678241,0.1524159,0.1946798,0.1585991,0.1371808,0.1756927,0.2009021,0.2055241,0.1601926,0.1591108,0.1698250,0.1805932,0.1609821,0.1956526,0.1317654,0.1089072,0.1437207,0.1575263,0.1139118,0.0835812,0.1092843,0.0925354,0.0797228,0.0911038,0.1237000,0.0939875,0.1704551,0.0921147,0.1221886,0.1514806,0.1464218,0.0975351,0.1225748,0.1113533,0.0810385,0.1387482,0.0962075,0.1909865,0.1094241,0.0874522
fpr,0.3290256,0.3758930,0.3895162,0.3303659,0.3374925,0.4161691,0.2733821,0.1881101,0.2526397,0.1826812,0.2395968,0.3209018,0.2996482,0.2535887,0.2598497,0.2315920,0.2467512,0.2656274,0.2674762,0.3418007,0.2599926,0.2901274,0.3898972,0.2784543,0.2014162,0.3293070,0.2787176,0.3048677,0.2534701,0.1751821,0.1897656,0.2107984,0.2248319,0.3122037,0.2958477,0.2711319,0.2814175,0.3660455,0.2951196,0.2563200,0.3434779,0.3145403,0.3865627,0.3320548,0.3939352,0.4002821,0.4145283,0.3966878,0.3118093,0.3225301,0.3304084,0.2811529,0.3459375,0.2817187,0.2620022,0.2091492
ahpF,0.4318122,0.2551440,0.2018225,0.2362917,0.1964812,0.1956515,0.1643858,0.1790011,0.2089202,0.2277941,0.1823261,0.1878416,0.1516544,0.1989690,0.1413754,0.2631016,0.1351171,0.1445106,0.2059461,0.1550374,0.1315901,0.1608499,0.1834115,0.1319773,0.2069401,0.1481686,0.1575213,0.2331357,0.2267656,0.3590984,0.3238489,0.3635998,0.3710033,0.4029923,0.3228162,0.3190240,0.3010531,0.4201283,0.3685260,0.3124546,0.3754816,0.3268824,0.4041237,0.3597470,0.3622174,0.3606962,0.3038740,0.3226576,0.3166127,0.3374782,0.3708403,0.2633463,0.3740492,0.3805778,0.4255183,0.4288988
ahpC,0.5636061,0.6760951,0.7473285,0.8043313,0.7136321,0.6531659,0.6239898,0.8072600,0.6846408,0.7038117,0.6912109,0.8748293,0.7417486,0.6573982,0.7335638,0.7531321,0.6303744,0.7619169,0.6691753,0.7045676,0.6593907,0.6970810,0.7142984,0.7172190,0.6578739,0.6770771,0.6922377,0.7116070,0.7558779,0.7816623,0.6661976,0.5143040,0.6279473,0.7468822,0.7013391,0.7243853,0.5921686,0.7070073,0.6290457,0.5154138,0.6779898,0.7277075,0.6645689,0.6888518,0.6495943,0.8161337,0.6648173,0.6299771,0.7075308,0.7404171,0.6343457,0.5692421,0.6154008,0.5675012,0.6136901,0.8246028
uof,0.0889458,0.3431282,0.5027649,0.5897442,0.7540695,0.7528634,0.6135991,0.6559082,0.6218665,0.7924422,0.7750900,0.7364665,0.8288197,0.6896341,0.7704912,0.6831067,0.6587249,0.6848564,0.7645486,0.6434106,0.7994965,0.8494795,0.8202786,0.7771406,0.6720624,0.6791818,0.8866733,0.6695797,0.7957318,0.3887467,0.2787825,0.1679222,0.1390486,0.1268446,0.0748023,0.0910888,0.1283262,0.0691026,0.0833053,0.0925174,0.0521157,0.1076561,0.0994015,0.0800827,0.0949693,0.0629045,0.0962173,0.0698090,0.0881115,0.0799400,0.0791450,0.0618492,0.0751917,0.1003764,0.0724443,0.0813139
pqiA,0.4961119,0.5853743,0.5787547,0.5251775,0.6465582,0.4520053,0.5130215,0.5100691,0.4759818,0.6530564,0.5823345,0.5505385,0.6642845,0.5308304,0.4736712,0.6323601,0.5223370,0.7108938,0.5932813,0.5252116,0.7150200,0.6195489,0.6742625,0.4546036,0.5884395,0.6614609,0.7326363,0.6439520,0.5153718,0.6985565,0.6394656,0.6115598,0.4761619,0.7808216,0.5043016,0.6797630,0.6316162,0.5080182,0.6103016,0.5574173,0.6126692,0.5888429,0.4591911,0.5421244,0.5469189,0.5575184,0.6722056,0.4739675,0.5856675,0.4859000,0.5674011,0.6565218,0.7204310,0.6244701,0.5115819,0.5108535
fhuF,0.1081477,0.0599232,0.0657617,0.0717521,0.1260344,0.0948778,0.1326062,0.1567710,0.1008249,0.1560277,0.1748202,0.1693184,0.2265315,0.2042413,0.3119958,0.2086254,0.2235689,0.2152001,0.2842479,0.1643135,0.2420421,0.2875724,0.2309033,0.1308007,0.1756003,0.1811877,0.1697143,0.1852309,0.1289043,0.2087750,0.1676972,0.1811474,0.3080296,0.2284213,0.2784892,0.3222839,0.3709354,0.2119449,0.1919255,0.1530760,0.1420419,0.1584061,0.2009213,0.1244217,0.1390030,0.1591852,0.1545063,0.1409125,0.1360710,0.1133224,0.1125373,0.1160790,0.0738840,0.1213544,0.1145564,0.1243737
rcnA,0.3832417,0.2652743,0.2954349,0.3319964,0.2943498,0.3407538,0.4610345,0.3070798,0.4205714,0.3492198,0.3926606,0.4810530,0.4992681,0.4819654,0.5823861,0.5259243,0.5148183,0.5565502,0.4438648,0.5026676,0.5213649,0.3852715,0.4084519,0.4609743,0.4174675,0.4069430,0.4199187,0.4268687,0.4459505,0.3979390,0.4151142,0.5327560,0.3764092,0.5850963,0.5753320,0.4802606,0.5274356,0.4570221,0.4402664,0.4203180,0.5364272,0.3331733,0.4401838,0.3991309,0.3848291,0.2629710,0.3635451,0.4132617,0.3063625,0.4175336,0.4238639,0.3615956,0.3931589,0.3640779,0.4359669,0.4339378
pqiB,0.5033576,0.4881960,0.5982949,0.4902852,0.4959198,0.4206586,0.3958453,0.3044571,0.3127474,0.3230034,0.3238984,0.3562740,0.3736708,0.2652296,0.2883238,0.2986167,0.2266877,0.2027723,0.2365795,0.2791205,0.3198708,0.2344055,0.3399114,0.3472150,0.2847497,0.3374077,0.2522603,0.1875253,0.2039279,0.2017018,0.2179166,0.2412905,0.2790195,0.3362563,0.3711567,0.4447466,0.3480802,0.4284669,0.3917140,0.4290801,0.5281480,0.4738987,0.4816333,0.4600407,0.5111231,0.4452641,0.5677164,0.5328603,0.5234699,0.3596001,0.4629132,0.5190604,0.4963640,0.4173226,0.3466541,0.4154310
rfaZ,0.1185581,0.3224426,0.4100264,0.4622181,0.5649405,0.6704133,0.6575169,0.5647966,0.6482967,0.7051571,0.6365355,0.6568999,0.6716565,0.6532804,0.6715654,0.6516517,0.6556696,0.7712032,0.7532655,0.6106639,0.7676864,0.7482281,0.6724427,0.7106191,0.5518954,0.6912740,0.6419416,0.6263661,0.6423022,0.3821615,0.3364604,0.2470723,0.1975639,0.2131409,0.1951270,0.1839898,0.1249113,0.0907800,0.1071636,0.0801259,0.1094591,0.1198186,0.0889284,0.0883545,0.1095560,0.1036476,0.1495344,0.1251585,0.1406281,0.1109518,0.1214542,0.1397168,0.0953270,0.1169530,0.0688565,0.0936434
metE,0.5133761,0.5232370,0.6393217,0.7447541,0.7498488,0.6717922,0.5559410,0.5395740,0.5957775,0.6022913,0.6621348,0.6687246,0.6780870,0.7987403,0.6292258,0.5461062,0.6901260,0.6523295,0.6323315,0.5784916,0.5754911,0.5678045,0.5402305,0.5092440,0.5009110,0.5101970,0.4116525,0.5354402,0.5647193,0.4761723,0.7185538,0.5603757,0.4610012,0.5691617,0.4797601,0.3921315,0.4642181,0.3531934,0.2802886,0.3066431,0.2813491,0.3010677,0.2863004,0.4062117,0.3939076,0.4822510,0.5528350,0.4271957,0.5678819,0.5474077,0.6001430,0.3940200,0.4424182,0.5358057,0.4885057,0.4734978
metA,0.7590134,0.6732354,0.7560774,0.7907566,0.8377270,0.5739880,0.6159086,0.7299522,0.6623616,0.7179896,0.6775619,0.7028974,0.7070372,0.7035271,0.6898931,0.7943135,0.6805927,0.7438061,0.7427262,0.6108364,0.6221549,0.7145580,0.7444595,0.6047135,0.6983927,0.6349166,0.8149863,0.7927073,0.7067056,0.6784680,0.7409044,0.6781011,0.6813079,0.6986457,0.6673499,0.7933002,0.6032242,0.6102019,0.7272734,0.7750564,0.6957018,0.6891111,0.6425841,0.7281220,0.7404817,0.8151796,0.6329106,0.6218137,0.6512080,0.6381430,0.6701059,0.6488422,0.7141453,0.8973527,0.7780271,0.6861078
metH,0.6949487,0.4649344,0.3896915,0.2255146,0.1546641,0.1567414,0.1201995,0.1499077,0.0964739,0.1145666,0.1316141,0.1114640,0.0734404,0.0793207,0.0935316,0.1047743,0.1148218,0.0539047,0.0850482,0.0960437,0.1129907,0.1145583,0.0681401,0.0813602,0.0831278,0.0696414,0.1247704,0.0942547,0.0538247,0.2739283,0.3803735,0.4410329,0.5623597,0.5671143,0.6212710,0.6774719,0.6219940,0.7769406,0.6603214,0.5267309,0.6373994,0.5636902,0.5251925,0.5953919,0.6069410,0.6418448,0.6068442,0.7006167,0.6867791,0.5818054,0.6805399,0.7568204,0.5932315,0.6938131,0.5901990,0.5794301
purA,0.3285444,0.3365965,0.3273415,0.2708357,0.3127970,0.3610174,0.4184437,0.3847626,0.4103435,0.3703894,0.4139219,0.2287561,0.3095461,0.3098442,0.3339512,0.3523579,0.2870609,0.2786940,0.2807288,0.2911772,0.3223375,0.3240737,0.2455671,0.3360684,0.2779852,0.2267607,0.3041445,0.2506678,0.3510514,0.2902960,0.3430837,0.2570030,0.2499986,0.2719304,0.2553703,0.2388567,0.2582504,0.2817242,0.3198540,0.3362621,0.2841690,0.3322200,0.3184768,0.3354461,0.2877447,0.3057231,0.2510999,0.2878423,0.3237937,0.3358191,0.3356007,0.2208848,0.3143002,0.2822664,0.3155750,0.3584859
mntH,0.5923784,0.5551522,0.5171599,0.4482192,0.5075625,0.3467819,0.4742118,0.3551411,0.4853411,0.3717454,0.3837539,0.4173539,0.3117663,0.5661766,0.4625455,0.4479979,0.4050267,0.4790479,0.4207526,0.4278793,0.4285850,0.4629442,0.3838954,0.3966594,0.4843582,0.4616978,0.4574912,0.4428620,0.4860350,0.4974476,0.5807704,0.5679074,0.5688957,0.5859955,0.5914689,0.6101326,0.5747252,0.5570656,0.5963140,0.4103217,0.5426944,0.4334646,0.5542162,0.6308952,0.5623242,0.4778592,0.5524882,0.4886987,0.5317383,0.5328651,0.5245509,0.5808234,0.5897968,0.5385014,0.6130039,0.7302004
nfo,0.2360642,0.1749732,0.2055941,0.2319407,0.1930079,0.1830569,0.2085135,0.1067311,0.1274372,0.1665603,0.1666527,0.1320542,0.1201327,0.1564583,0.1830429,0.1068489,0.1764897,0.1330156,0.1755848,0.1523550,0.1567588,0.1493696,0.1439767,0.1766351,0.2223219,0.1883578,0.1759924,0.1922229,0.2163834,0.2218401,0.1304746,0.1854176,0.1690498,0.2538364,0.2870897,0.2512293,0.2721637,0.2422676,0.2620532,0.2126897,0.2383324,0.1863858,0.1726851,0.3198750,0.2548831,0.2615624,0.2442537,0.2223315,0.1775041,0.1689445,0.2106461,0.2055453,0.2487244,0.1882056,0.2084279,0.2350050
inaA,0.4833930,0.4385666,0.4037453,0.4745511,0.4749793,0.4451214,0.4115997,0.4062054,0.3365489,0.3849955,0.4630912,0.4443952,0.4681862,0.3669375,0.3591284,0.3961530,0.3362576,0.4428886,0.3427358,0.3968272,0.4231518,0.3289805,0.3279964,0.5137584,0.4465779,0.4515400,0.4028207,0.3294115,0.3984297,0.3745082,0.3524921,0.4784870,0.3804007,0.4087228,0.3549399,0.4669840,0.4092457,0.4875561,0.4598806,0.5031483,0.4592017,0.4609151,0.3906976,0.3724247,0.4006272,0.5061947,0.5198698,0.4394019,0.4817954,0.4245369,0.3505673,0.5454713,0.4606951,0.4290749,0.3747558,0.3924770
