,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
marB,0.3791991,0.3953172,0.4687025,0.3667161,0.4498721,0.3826420,0.3723691,0.4949929,0.3873382,0.3295449,0.3693360,0.5227941,0.4923420,0.4268768,0.3322559,0.3694450,0.4475073,0.3754567,0.3681136,0.3484607,0.3817061,0.4503424,0.4313499,0.4733603,0.4176420,0.5070041,0.4044479,0.4078289,0.3610867,0.3636390,0.4117758,0.4352700,0.4312616,0.3766337,0.3503583,0.4645356,0.4570473,0.4044168,0.3962280,0.5209261,0.6243626,0.3774991,0.4870958,0.4197576,0.3681895,0.5043790,0.5246814,0.4993032,0.5001656,0.4092644,0.4516062,0.3542628,0.2736128,0.5064999,0.4768594,0.3297305
micF,0.7144312,0.7216419,0.8053384,0.7323330,0.7753017,0.6791254,0.7396790,0.7756871,0.6863539,0.7218394,0.8463256,0.6444674,0.6695533,0.7152720,0.8991427,0.8054641,0.6850390,0.7846649,0.6614364,0.8291951,0.8696456,0.7351471,0.7728683,0.7857236,0.7568794,0.6684038,0.6270327,0.6836121,0.8554947,0.7713784,0.7416622,0.7152750,0.6829849,0.7283210,0.7126275,0.7261736,0.6245775,0.6941998,0.7385267,0.6595869,0.6635201,0.7340253,0.8215995,0.7679382,0.7338774,0.7577903,0.7990512,0.7132747,0.8834758,0.5885990,0.7273297,0.6791703,0.7476237,0.7041948,0.7806422,0.8085100
pgm,0.2098813,0.1562095,0.1575554,0.1276398,0.1692248,0.1523882,0.1935437,0.1130979,0.1845697,0.2374604,0.1809577,0.1559052,0.1110193,0.1286802,0.1526718,0.1344119,0.0828573,0.1706864,0.1252204,0.1916556,0.0966850,0.2122539,0.1453850,0.1336613,0.1650754,0.1583896,0.1330919,0.0944742,0.1202975,0.1541822,0.1157924,0.1364774,0.1084187,0.0831391,0.0936424,0.0859412,0.1323398,0.1286851,0.1126104,0.1325378,0.1435445,0.1396212,0.1281365,0.1194085,0.0988629,0.0978204,0.1636437,0.0838833,0.0963278,0.1596357,0.2114910,0.1673518,0.1747764,0.2218941,0.2069443,0.1519283
seqA,0.5432009,0.4307338,0.4035362,0.4550198,0.4022857,0.5075743,0.5081580,0.5071906,0.4776033,0.5006189,0.4680247,0.5271755,0.4610404,0.4092381,0.5841727,0.5017902,0.4851511,0.4330600,0.4563557,0.4568253,0.4423428,0.5739948,0.5252708,0.5326767,0.4027747,0.5355446,0.3447373,0.4144146,0.4083154,0.3787885,0.4680733,0.4423824,0.4647924,0.4885879,0.4795495,0.5017266,0.4138385,0.4587648,0.4462541,0.4507674,0.4435380,0.5254485,0.4007829,0.4061109,0.4594729,0.4731624,0.4112490,0.3804981,0.4253992,0.5656867,0.4431497,0.4618961,0.5105482,0.4555194,0.4944622,0.4545342
zwf,0.4401782,0.4823622,0.4734831,0.4188097,0.4185546,0.3738076,0.5263735,0.4025247,0.5497760,0.5411063,0.4999482,0.5201996,0.4291376,0.5413599,0.5166907,0.5002781,0.5580608,0.4526703,0.4042318,0.5187788,0.5332933,0.4608698,0.4800230,0.5261271,0.4737185,0.5415295,0.4435813,0.4457377,0.4831757,0.4911023,0.4541157,0.6345236,0.4619626,0.5989691,0.5543238,0.4824330,0.4253785,0.5249462,0.6221617,0.4850695,0.4401430,0.5447127,0.4536420,0.4978506,0.4828594,0.5123803,0.5273305,0.6106521,0.4897525,0.5267775,0.4789164,0.4276334,0.4104533,0.4408302,0.6060021,0.5330285
xylH,0.6579994,0.5649897,0.6843617,0.6326291,0.5608508,0.5563049,0.5606061,0.6588236,0.5335020,0.6054931,0.5041118,0.5331773,0.4653633,0.6711487,0.4702126,0.5350303,0.5337254,0.5950895,0.6027415,0.7134729,0.6730993,0.6407318,0.4965024,0.6028106,0.5334763,0.5277356,0.5599752,0.4308254,0.5615083,0.5775058,0.6146732,0.6343400,0.5881181,0.6745931,0.5728143,0.5738213,0.6618945,0.7131437,0.7050672,0.5979876,0.6134855,0.6069331,0.5895331,0.5797621,0.5839715,0.7222326,0.6255250,0.6608288,0.5965091,0.6659778,0.7138347,0.5419320,0.5930645,0.5493829,0.6111916,0.6458382
inaA,0.6431110,0.7187459,0.7019685,0.5699196,0.6904034,0.5684628,0.6068029,0.5924751,0.5743712,0.7302396,0.6205854,0.6733463,0.6347707,0.5786810,0.6232132,0.7089572,0.6608904,0.7508424,0.5343973,0.7200831,0.5324116,0.5544490,0.5508488,0.6624268,0.5881307,0.7298056,0.5933980,0.6598109,0.5550558,0.7076159,0.6970507,0.5757471,0.7575917,0.6488422,0.5447260,0.6484287,0.5866659,0.6279453,0.6560960,0.5344255,0.4998200,0.6888890,0.6572599,0.6879663,0.6068955,0.7070761,0.6857679,0.6588647,0.7592719,0.5991238,0.5143175,0.6609998,0.6581957,0.6375207,0.5389668,0.6737404
nfo,0.5759561,0.4592513,0.5354564,0.6168484,0.5348084,0.4992783,0.5914391,0.6002971,0.4864249,0.5585145,0.4383254,0.4989668,0.4109494,0.5775802,0.5004489,0.4868325,0.4946921,0.4185042,0.4666704,0.4459852,0.5914718,0.5367433,0.5298507,0.4847784,0.4901425,0.4448981,0.4596885,0.4573207,0.3890898,0.5597501,0.4677355,0.4575118,0.4700750,0.4558463,0.5665494,0.4858532,0.5791781,0.5303314,0.4275067,0.5729358,0.5751470,0.5529221,0.4608016,0.4963863,0.6072988,0.5328232,0.5562556,0.5453608,0.5104999,0.4660485,0.5995109,0.5042328,0.3909461,0.4400597,0.6009501,0.4681736
xylF,0.3604365,0.4720222,0.4793869,0.4388824,0.4968473,0.3617256,0.4194950,0.4742608,0.5085839,0.4257477,0.4242241,0.4889149,0.4040971,0.4860058,0.4065533,0.4527090,0.4475571,0.5101948,0.4638304,0.4445122,0.5187236,0.3106337,0.3555712,0.4528001,0.3603128,0.4107926,0.3778138,0.4408777,0.5059362,0.3563910,0.4149932,0.4327888,0.3878916,0.4395905,0.3822034,0.4457861,0.3658367,0.4056798,0.4371809,0.4035040,0.4506201,0.4874443,0.4789582,0.3616438,0.4583102,0.3633400,0.4768084,0.3459317,0.4113115,0.4444774,0.4375155,0.4264439,0.4458768,0.3620763,0.4283396,0.3990632
xylG,0.0915741,0.3099461,0.2613643,0.3350217,0.2517385,0.3308939,0.3107102,0.2686170,0.3353010,0.2696867,0.2817177,0.2795013,0.2841502,0.3013645,0.2670648,0.2708294,0.2605981,0.2892141,0.3382276,0.3921998,0.3054603,0.3263836,0.3413785,0.2933830,0.3756096,0.2875155,0.2728046,0.2774868,0.2961906,0.2157908,0.1880680,0.2025829,0.1756029,0.1619644,0.1766952,0.0901790,0.1455473,0.1522847,0.1888173,0.1515421,0.2316868,0.1958810,0.2077167,0.1794527,0.1727612,0.1958160,0.1741650,0.1589361,0.2183832,0.1626945,0.1554492,0.1682877,0.1589493,0.1056703,0.1377349,0.1150478
ygiA,0.2813385,0.3352773,0.2577306,0.2211268,0.2794197,0.2396732,0.1455100,0.2147886,0.2314952,0.1636200,0.2319968,0.2943750,0.3217095,0.2451310,0.2704076,0.3307828,0.3225821,0.3711187,0.2328867,0.2146069,0.2565055,0.2049351,0.3139231,0.1514414,0.2507242,0.2435693,0.2753700,0.1697113,0.2878095,0.2159996,0.2422217,0.2456438,0.2484417,0.1998891,0.2969081,0.2638174,0.2640154,0.2910467,0.2576719,0.2432620,0.3034064,0.3819392,0.2926587,0.3229353,0.3513450,0.2782038,0.2780766,0.2815455,0.2176451,0.2409702,0.2492780,0.1955871,0.2087010,0.1891157,0.2575379,0.2352308
ygiB,0.1122690,0.2161126,0.2975166,0.4049689,0.4100736,0.3747002,0.4537131,0.4597967,0.3526739,0.5160900,0.4780053,0.5128785,0.4701508,0.4346281,0.4585009,0.4612909,0.4664710,0.4725800,0.4787116,0.5508432,0.4252116,0.4691439,0.4541083,0.3723756,0.4336658,0.6514148,0.5255625,0.4759589,0.4430449,0.1872199,0.1944797,0.1914145,0.1322695,0.1769468,0.0931118,0.0837982,0.0772195,0.0869547,0.0940312,0.0745583,0.1098250,0.0918695,0.0657704,0.0864619,0.0806701,0.0942256,0.1195342,0.1116361,0.1248001,0.0870870,0.0948955,0.0553417,0.0631642,0.0794539,0.0582927,0.0871104
tolC,0.6644924,0.6627508,0.7005278,0.6677952,0.7290513,0.6331815,0.7481161,0.6217604,0.6460006,0.6068753,0.6675537,0.5972362,0.6802464,0.6653930,0.7267190,0.8713295,0.6429986,0.6757734,0.6299294,0.6390558,0.6075373,0.6475957,0.7233720,0.7361357,0.6829735,0.6523548,0.5794854,0.6846519,0.6342750,0.6682579,0.7318559,0.6941517,0.5471304,0.5425952,0.6009006,0.5935328,0.6221525,0.5452802,0.5442995,0.6746638,0.6345834,0.6608275,0.7149194,0.6997484,0.5919123,0.7347124,0.5881331,0.6706656,0.5939215,0.5113928,0.5863578,0.7497897,0.6906415,0.6072725,0.5429744,0.5532818
ygiC,0.2079734,0.1234522,0.1445561,0.1237782,0.1336593,0.0792515,0.1068445,0.1055651,0.0910896,0.1278548,0.1857823,0.1832032,0.1199723,0.1704470,0.1419302,0.1350014,0.1406604,0.1273580,0.1614088,0.1214022,0.0743638,0.1002747,0.1048999,0.1331684,0.1225520,0.1256587,0.1150773,0.1846803,0.0769021,0.1145549,0.0989532,0.1499233,0.0737432,0.1088477,0.0788994,0.1431127,0.0780607,0.1144704,0.0942152,0.1091813,0.0940360,0.1729417,0.1217798,0.1510501,0.1068035,0.0998936,0.0934836,0.0682966,0.1181417,0.1229957,0.1243784,0.0710222,0.0740662,0.1137872,0.1123190,0.0778641
mtlD,0.6920418,0.7054580,0.7526882,0.7466634,0.8025244,0.6683220,0.6232644,0.6125765,0.6571775,0.7599485,0.7087090,0.6481104,0.6581546,0.6492212,0.7366489,0.8159772,0.6479601,0.7255209,0.6527462,0.6751352,0.7395355,0.7252950,0.7912277,0.7918927,0.7835744,0.6907647,0.6362570,0.5934981,0.6407891,0.7436129,0.7496847,0.7976060,0.5934170,0.6970770,0.5959465,0.6648613,0.6598911,0.6901859,0.7620308,0.5914159,0.7192410,0.7148135,0.8481516,0.7708951,0.6107933,0.7659791,0.7322832,0.7778929,0.7071734,0.7132012,0.7195689,0.6011581,0.7345744,0.7502484,0.6881696,0.6383919
mtlA,0.4779158,0.2080248,0.1961857,0.1314734,0.1200026,0.1017588,0.1139400,0.1116529,0.1318810,0.1594691,0.1129644,0.0952285,0.0613432,0.0899772,0.1374145,0.0931446,0.0923895,0.1621858,0.0846253,0.1446377,0.1292953,0.1437067,0.1226216,0.1173643,0.0925074,0.0897574,0.0571680,0.0472257,0.0951608,0.2993888,0.5034284,0.5035412,0.4996779,0.6885784,0.5910861,0.5179216,0.4799093,0.4888654,0.3878377,0.5110459,0.5226481,0.5534692,0.3889395,0.5076428,0.4712250,0.5001713,0.5461355,0.4559833,0.6967952,0.7184091,0.5504473,0.4374632,0.4927648,0.4739413,0.4135961,0.5727302
fumC,0.4491339,0.5594857,0.4145143,0.5748211,0.5320435,0.3791361,0.5658822,0.4956616,0.4617735,0.5428254,0.4908908,0.4642342,0.6022905,0.5159388,0.4672136,0.4650586,0.6011439,0.5818550,0.5287992,0.5781939,0.5929444,0.5002980,0.4001338,0.4502204,0.6326254,0.4672982,0.4859286,0.4049936,0.6464334,0.5392448,0.5380785,0.5368615,0.5647952,0.6618951,0.6269939,0.5557314,0.4877671,0.5511370,0.6175819,0.5406978,0.5427932,0.5319421,0.5321804,0.5017633,0.5451845,0.5510252,0.6044811,0.4908824,0.5720028,0.5227506,0.5619752,0.5104776,0.5935223,0.5398394,0.4437978,0.5976979
tyrP,0.6256735,0.6017854,0.6080351,0.4963101,0.7836595,0.5136847,0.5971771,0.6627697,0.6380300,0.6317239,0.7453681,0.6573814,0.5491439,0.6171469,0.6288580,0.6380442,0.5791525,0.5001582,0.7057025,0.6356008,0.7346041,0.6338512,0.7264955,0.6078963,0.5587348,0.5820202,0.5267359,0.5674935,0.5514768,0.5738991,0.7083800,0.6474638,0.6261904,0.6262301,0.5617036,0.5688631,0.4884395,0.5791059,0.5326482,0.5140494,0.5709982,0.5152934,0.6451503,0.5712920,0.4906638,0.5759968,0.6074981,0.6335192,0.5380913,0.6573903,0.6963174,0.6478313,0.5950154,0.7470523,0.6672286,0.7216168
mtr,0.1249524,0.0464849,0.0678037,0.0796498,0.0554425,0.0470223,0.0385646,0.0324936,0.0689691,0.0448068,0.0766093,0.0594862,0.0994601,0.0713080,0.0477144,0.0744118,0.0636532,0.0293225,0.0944247,0.0406189,0.0594390,0.0527932,0.0881262,0.0873390,0.0540743,0.0379611,0.0678758,0.0710940,0.0452836,0.0941327,0.0466485,0.1096168,0.0548791,0.1026555,0.0868509,0.0768314,0.1364260,0.0774402,0.0930723,0.0724190,0.0728826,0.0499916,0.0510172,0.0836154,0.0580635,0.0656364,0.0488562,0.0994789,0.0764401,0.0411980,0.1667972,0.0608248,0.0487057,0.0739279,0.1530289,0.0725557
galM,0.0394966,0.0193692,0.0256911,0.0134923,0.0240690,0.0272600,0.0324611,0.0244867,0.0127122,0.0121419,0.0185344,0.0185960,0.0153288,0.0173075,0.0347975,0.0191938,0.0411978,0.0346677,0.0225836,0.0241457,0.0425327,0.0108707,0.0225804,0.0195079,0.0467767,0.0266698,0.0233716,0.0301043,0.0370653,0.0246226,0.0382960,0.0372192,0.0360875,0.0112257,0.0134090,0.0188402,0.0353202,0.0450505,0.0256231,0.0321012,0.0259865,0.0176691,0.0440998,0.0505342,0.0355207,0.0179436,0.0220532,0.0302374,0.0199316,0.0159685,0.0338440,0.0282428,0.0225041,0.0289702,0.0259258,0.0190090
galK,0.1445610,0.1214512,0.0875079,0.0806325,0.0571495,0.0351497,0.0914420,0.0373414,0.0490702,0.0466438,0.0535945,0.0332919,0.0625719,0.0585221,0.0331818,0.0519102,0.0293375,0.0308346,0.0348463,0.0388342,0.0287340,0.0707760,0.0351555,0.0673724,0.0338148,0.0459938,0.0238500,0.0262570,0.0130814,0.0599162,0.1395591,0.1848962,0.1868832,0.2000463,0.1172010,0.1866783,0.2568919,0.1876121,0.1669971,0.2375488,0.2472422,0.2795441,0.2183067,0.1658193,0.2566706,0.1703170,0.2510577,0.2183769,0.1457722,0.2221301,0.2640957,0.2291051,0.1991670,0.1627476,0.2084521,0.1974302
galE,0.3552393,0.3187753,0.4544544,0.3398279,0.4173015,0.4307512,0.3651756,0.4475146,0.4112249,0.3908277,0.4877400,0.4360752,0.3286806,0.3942696,0.4862913,0.4416197,0.4189411,0.3870700,0.3941185,0.3586637,0.4130201,0.4552566,0.4030276,0.3760779,0.4433687,0.3402478,0.2504029,0.2777891,0.2810232,0.2708450,0.3575679,0.3419089,0.2961348,0.3428038,0.3422350,0.3432279,0.3989409,0.3172198,0.3290981,0.3344608,0.3161937,0.3981299,0.3817468,0.3252071,0.2754775,0.3305007,0.4188305,0.3718843,0.3473841,0.4742578,0.4822025,0.4282714,0.4063306,0.4785525,0.4138203,0.3272715
