,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
tdcB,0.5527899,0.7064677,0.7035701,0.7342279,0.7569228,0.6472799,0.8092241,0.7128921,0.6095991,0.6266662,0.5882592,0.6350061,0.7518134,0.6382777,0.7176440,0.6617007,0.6167517,0.5338039,0.7300814,0.6054768,0.6931968,0.6988374,0.6978964,0.7826241,0.7612460,0.8105656,0.7477630,0.7249343,0.7396833,0.7261219,0.6391985,0.5992643,0.6046952,0.6739165,0.6754830,0.7337464,0.6970853,0.6349389,0.7053406,0.8175077,0.7069659,0.7301737,0.6336251,0.7042549,0.7631559,0.6383467,0.5849045,0.7523187,0.6467953,0.6717501,0.6321019,0.7327774,0.6596202,0.7302329,0.6306843,0.6043625
tdcE,0.1228972,0.1221951,0.1216118,0.1342182,0.0887163,0.0895338,0.1522523,0.0970632,0.0919788,0.1277666,0.1262546,0.1451562,0.1026603,0.1427074,0.1219636,0.0741610,0.0948348,0.0748314,0.1031005,0.1293541,0.1298332,0.0733308,0.1095740,0.1163602,0.0771409,0.0635070,0.0802763,0.0928679,0.0831522,0.0894383,0.1511686,0.1266330,0.0803927,0.1462079,0.1134355,0.1216521,0.0959833,0.1222092,0.1664681,0.1323759,0.1814024,0.1740364,0.1938166,0.1030813,0.1208245,0.0974294,0.0897146,0.0829547,0.1168150,0.1257232,0.1206070,0.1870966,0.1174441,0.1234195,0.1800049,0.0701542
tdcC,0.6905378,0.4686768,0.5153842,0.5479386,0.5982563,0.5656365,0.5131708,0.4791688,0.4905908,0.5799757,0.5482031,0.6188022,0.5838081,0.5643190,0.5574821,0.3889155,0.5439575,0.4883824,0.4454898,0.4405555,0.4929648,0.4718711,0.3901712,0.5285685,0.5243410,0.5297580,0.4703454,0.5419188,0.4920507,0.5123406,0.5823865,0.6459029,0.5490684,0.5707945,0.5991932,0.6283211,0.5766230,0.5324040,0.5031760,0.7364375,0.4988623,0.5239882,0.5328285,0.6203341,0.6212129,0.5611701,0.4806239,0.5622056,0.5358707,0.6304518,0.6688300,0.6335262,0.5307847,0.5237070,0.5656666,0.5487093
tdcG,0.3724133,0.4367349,0.4252052,0.4007516,0.4482817,0.4372084,0.3960230,0.4300067,0.4084429,0.2959388,0.3221160,0.3744051,0.3619959,0.3890160,0.3757517,0.3481735,0.4126797,0.3199310,0.3349227,0.3206017,0.2904134,0.3035922,0.2981713,0.3813041,0.4254481,0.2660569,0.3572605,0.3165229,0.3001846,0.3631582,0.3766199,0.3822934,0.2894877,0.3317149,0.4148389,0.3459942,0.3183876,0.4525473,0.4555529,0.4364363,0.4163694,0.3461807,0.4409374,0.4418107,0.4073503,0.3548869,0.4299067,0.3829676,0.4321380,0.3392891,0.3962319,0.4252366,0.4321725,0.4387642,0.3600384,0.5146019
tdcD,0.7754218,0.6328752,0.8393057,0.6878638,0.7138414,0.6273503,0.6585166,0.6104053,0.8247649,0.7033374,0.6843752,0.6616765,0.7100077,0.8625353,0.6497555,0.6037992,0.7356914,0.6828070,0.9044869,0.7003448,0.6933121,0.6951679,0.6511425,0.6477808,0.6386277,0.7781695,0.7973139,0.6730767,0.7579748,0.6233988,0.7543983,0.7172684,0.7116543,0.6675134,0.7382493,0.6312260,0.6557568,0.6607431,0.5908558,0.6629165,0.7333108,0.7344994,0.7074290,0.6659426,0.6520737,0.7748797,0.6716856,0.7204106,0.7588679,0.7192425,0.8306398,0.8085730,0.8201645,0.6624680,0.8245487,0.4869103
yiaK,0.5519171,0.5489899,0.5387431,0.5475114,0.5582941,0.5419156,0.6997839,0.5214770,0.5276602,0.5723491,0.5295463,0.5918812,0.5244008,0.5032467,0.4684561,0.5259657,0.4894098,0.4774459,0.4996832,0.6046107,0.5718859,0.6101924,0.6269396,0.6072417,0.5848660,0.5392661,0.6198962,0.6018232,0.4607945,0.5580333,0.5156026,0.6309530,0.5516275,0.4729484,0.5649594,0.6506682,0.5908385,0.6150617,0.4988700,0.5942035,0.5759154,0.6159242,0.5876436,0.6827415,0.5879965,0.5630802,0.6188049,0.6273395,0.4972518,0.5955566,0.5763663,0.6042005,0.5077310,0.5463752,0.6122633,0.6216286
sgbU,0.5542811,0.4355738,0.1615568,0.1632947,0.1853697,0.2215921,0.2237401,0.1658633,0.2321916,0.1506379,0.2138279,0.3006489,0.2178114,0.2050784,0.2109901,0.1830855,0.2075575,0.1955620,0.2201578,0.1790972,0.2152025,0.1653372,0.1423925,0.1907189,0.2161714,0.1648142,0.1914813,0.1629280,0.1916750,0.3799602,0.4893229,0.4417148,0.6176232,0.5653234,0.6212870,0.6003701,0.6186138,0.5580668,0.7134356,0.6184481,0.5608973,0.5614612,0.6296445,0.5540895,0.6049730,0.6070751,0.5659495,0.6521317,0.5989059,0.6595606,0.5497965,0.6617503,0.6960123,0.7569931,0.7109755,0.6277231
yiaO,0.7060511,0.7012781,0.7361175,0.7118100,0.6705731,0.6051160,0.6074251,0.6412376,0.6095209,0.5372268,0.7001195,0.6523330,0.6080602,0.6696205,0.7356296,0.6392178,0.6142935,0.6200217,0.7206889,0.6199365,0.6603199,0.6851979,0.7452054,0.7017560,0.7371797,0.6736107,0.7750254,0.7217557,0.7026561,0.7868782,0.5821023,0.6840818,0.6512802,0.7630483,0.7036797,0.6852762,0.6217055,0.4719401,0.5997984,0.6606385,0.5639193,0.5956084,0.7663294,0.7275205,0.6401337,0.7567085,0.6902928,0.5963556,0.6100626,0.6095770,0.5682294,0.5884015,0.7503266,0.7269982,0.7457620,0.7074053
yiaN,0.5042966,0.4365064,0.4558471,0.3753627,0.4074586,0.4627123,0.4998988,0.5201870,0.4876559,0.4847542,0.3766079,0.5154212,0.4358617,0.5522837,0.3981400,0.4274873,0.4869851,0.4789429,0.4783372,0.3699883,0.6215107,0.4507604,0.4822308,0.4656083,0.4730226,0.4754282,0.4778453,0.3849787,0.5564462,0.5569365,0.5595367,0.4704220,0.4700609,0.4836040,0.4594547,0.4555234,0.4126492,0.5024231,0.4007457,0.4506096,0.5093548,0.6344809,0.6162236,0.5925197,0.4378129,0.4433174,0.4035887,0.3573091,0.3739161,0.4580022,0.6054757,0.4696710,0.3825430,0.4503605,0.4415081,0.4812106
sgbE,0.6021866,0.4837071,0.6030864,0.5566248,0.5280470,0.5116263,0.4925843,0.6263720,0.5336869,0.4776109,0.5549480,0.5580678,0.5038157,0.5887157,0.4498312,0.5037514,0.4813652,0.5111111,0.4262744,0.4340328,0.5381051,0.5660466,0.4098287,0.4466312,0.6235676,0.5915064,0.5919175,0.5246419,0.5819140,0.4819828,0.6310442,0.4649718,0.4764267,0.4705369,0.5287221,0.5072862,0.5014936,0.6347389,0.5540076,0.5309902,0.4752799,0.5589804,0.4310867,0.5390803,0.5002538,0.6770248,0.5340924,0.5459836,0.5842925,0.5806644,0.5789683,0.5623471,0.4373732,0.5921783,0.5077597,0.5712337
sgbH,0.4948225,0.4192969,0.3901970,0.4968914,0.4428408,0.4441991,0.4923682,0.5397014,0.4756102,0.4384082,0.5095821,0.4341734,0.4553290,0.5297255,0.4187192,0.4106628,0.4945155,0.4337906,0.4369444,0.3857980,0.4940300,0.4961039,0.5105873,0.5013081,0.4816466,0.5209812,0.4541621,0.4502425,0.4899695,0.4998066,0.4630595,0.5124236,0.4456197,0.3724253,0.4845108,0.4120198,0.5589001,0.4073101,0.5275005,0.5007031,0.4825519,0.4425803,0.4720496,0.5683516,0.4405434,0.4472228,0.4054298,0.5489870,0.5181237,0.4111878,0.3744984,0.4929197,0.5985049,0.3941273,0.4685357,0.5203390
yiaL,0.2466244,0.2942880,0.3239537,0.2773214,0.3174294,0.3838528,0.3898575,0.3836286,0.3540850,0.3505824,0.3134081,0.3156341,0.3732263,0.3418842,0.2536594,0.2496798,0.2645820,0.2694120,0.3078179,0.3412371,0.3410989,0.4389771,0.3352601,0.3761006,0.3445172,0.3745495,0.3442134,0.3933245,0.3402621,0.3603051,0.3271780,0.3728283,0.3050290,0.2872961,0.2728829,0.3347938,0.2612271,0.2108726,0.2565924,0.2675501,0.2195954,0.2612002,0.3047520,0.3160561,0.4001710,0.2463774,0.3147089,0.3373910,0.2953823,0.3343712,0.3656027,0.4104859,0.4101799,0.3653714,0.3464742,0.3356169
lyxK,0.3961100,0.3479994,0.3642798,0.3712399,0.3446261,0.4073557,0.3855499,0.3863097,0.4243685,0.3595343,0.3475625,0.4587235,0.4223771,0.3485569,0.3226350,0.4350507,0.3553711,0.3113541,0.3263643,0.4501649,0.3967507,0.3634239,0.3555321,0.3046377,0.3497615,0.3758779,0.4194391,0.3145597,0.3661424,0.3480301,0.4537650,0.3712084,0.3162290,0.4051441,0.4854540,0.3386271,0.3836664,0.4401316,0.3653097,0.3632041,0.4175687,0.2872274,0.3491714,0.2962979,0.3910192,0.3242562,0.2750349,0.2699144,0.2693067,0.2836831,0.4144309,0.3114282,0.2997866,0.4399051,0.3585076,0.3627505
yiaM,0.7374377,0.6934664,0.6425321,0.6452318,0.7044005,0.7391626,0.8448434,0.7741238,0.7226306,0.7296726,0.6380196,0.6361156,0.6853036,0.7343257,0.6758812,0.6064623,0.7077334,0.7170929,0.6586664,0.7584407,0.6666159,0.6466053,0.6024343,0.6831647,0.7284823,0.7241186,0.6257412,0.6793153,0.7299774,0.6175364,0.8095387,0.7071518,0.6623892,0.6755465,0.4883446,0.6291484,0.5932450,0.7700320,0.6617214,0.7058940,0.6651356,0.5777980,0.6729485,0.7226601,0.7249298,0.7022702,0.7249642,0.6135250,0.5565311,0.6871204,0.6441743,0.6507416,0.5883371,0.6216927,0.6464658,0.6583519
sra,0.6713943,0.4929317,0.4018101,0.2704949,0.3722334,0.3192086,0.2224349,0.2051506,0.1678049,0.2170220,0.1271698,0.1564985,0.1797014,0.1954004,0.1699644,0.1651204,0.1860031,0.1389205,0.1389427,0.1359131,0.1691061,0.1716369,0.1197122,0.1579490,0.1210224,0.1445573,0.1907454,0.1623338,0.1246558,0.3171448,0.5717409,0.6059295,0.6491544,0.6632352,0.5490077,0.5914705,0.6426997,0.5009841,0.5721958,0.5933844,0.6877943,0.4684530,0.5605172,0.5741234,0.7361042,0.6505681,0.6713086,0.5745118,0.5833960,0.6435977,0.6872207,0.7045224,0.7409260,0.7158846,0.7270358,0.6890368
ompC,0.4794222,0.3675124,0.3666980,0.2941463,0.2394641,0.2954580,0.2973144,0.3128967,0.3086690,0.3445291,0.3987391,0.4284576,0.3591338,0.3003975,0.2745615,0.2755476,0.3099711,0.2884046,0.2768427,0.3158140,0.2820805,0.2362888,0.3445660,0.2443965,0.3080433,0.3944995,0.3821968,0.2637126,0.3315688,0.3634370,0.3872052,0.3407683,0.3125292,0.3174700,0.2544882,0.3526915,0.3620223,0.3872362,0.3914857,0.3883957,0.3415115,0.4235693,0.4731089,0.4239881,0.4559614,0.5067686,0.4154763,0.4770474,0.3717951,0.4310647,0.2969009,0.4102639,0.4101717,0.3603108,0.4211702,0.4521202
csgG,0.5100331,0.6376926,0.5289269,0.5599680,0.4114035,0.3327758,0.2544120,0.2566816,0.1799183,0.2039192,0.1508856,0.1986172,0.1587091,0.1894021,0.1438303,0.1325040,0.1352442,0.1464152,0.1254769,0.1331893,0.1875841,0.1200311,0.1602593,0.1921328,0.2136601,0.1544973,0.1403412,0.1395245,0.1433680,0.1007938,0.1186951,0.1899982,0.2418146,0.2454253,0.4912056,0.3073375,0.3753783,0.3677790,0.3942865,0.4950554,0.5598372,0.5448837,0.5632101,0.5301196,0.5634046,0.5189764,0.4516880,0.4599309,0.4771230,0.5313317,0.6071698,0.6186198,0.4763970,0.5016120,0.5075667,0.5150029
csgF,0.5171560,0.5806449,0.5638934,0.6362313,0.5758573,0.6672189,0.6775710,0.5985372,0.6041197,0.6389641,0.5376824,0.6380374,0.6097427,0.6328587,0.5571037,0.5657974,0.6151235,0.4457328,0.6049326,0.5154622,0.5705939,0.5954364,0.5276534,0.5458942,0.5272767,0.5933343,0.6609789,0.7097724,0.6520623,0.4513297,0.3752858,0.5093379,0.4233654,0.4826337,0.5215954,0.4240895,0.4247407,0.4101017,0.5059627,0.4211577,0.5326552,0.4057835,0.5623356,0.5483565,0.5275767,0.5415147,0.5449096,0.5562688,0.5932795,0.5082157,0.5925861,0.5030728,0.4623268,0.5531128,0.5712413,0.4357946
csgE,0.6426171,0.6777008,0.6587652,0.5485404,0.5773552,0.5544559,0.4590747,0.3918270,0.3293214,0.2796429,0.2182797,0.1668209,0.0857389,0.0889811,0.0964900,0.1047019,0.0556970,0.0753656,0.0656280,0.0837048,0.1025539,0.0710171,0.1205402,0.1182643,0.1506141,0.1200425,0.0890489,0.0743590,0.0839457,0.0839179,0.1666117,0.2705931,0.3577933,0.3869371,0.5411549,0.5674296,0.6558366,0.5783257,0.5992151,0.5116817,0.6009753,0.6617644,0.6834778,0.6090892,0.6663496,0.7708271,0.6933125,0.5256493,0.7000041,0.6241560,0.6347979,0.7519936,0.8047985,0.7794643,0.7173298,0.7975239
ompF,0.5625492,0.5988722,0.4806838,0.4189121,0.4599231,0.3821418,0.3901950,0.3608306,0.3509646,0.2248633,0.3432056,0.3900580,0.3073017,0.3437162,0.3457693,0.2650355,0.2642526,0.2782770,0.3004295,0.3139770,0.3763239,0.2619717,0.2572637,0.3606529,0.3490160,0.2910797,0.2892387,0.2785669,0.2749069,0.2813965,0.2774392,0.3699107,0.3410203,0.3824461,0.4231067,0.4723196,0.5013580,0.4252120,0.4345654,0.4721597,0.5458156,0.4740970,0.3869899,0.4038237,0.4641411,0.4447926,0.4925180,0.5129777,0.3668042,0.3670100,0.5660655,0.5979572,0.4874941,0.5245879,0.5257991,0.5226995
micF,0.4980931,0.3345252,0.3331673,0.3010909,0.3041431,0.2253181,0.1663138,0.1829221,0.1644829,0.2195648,0.3261233,0.2527877,0.2619484,0.2380842,0.2592975,0.1686845,0.1766886,0.3050997,0.2372778,0.2100234,0.2333185,0.2388831,0.1540608,0.2235805,0.3749208,0.2784518,0.3381344,0.2501369,0.2318960,0.3131298,0.2716895,0.3685609,0.2728535,0.2768785,0.3383111,0.3864572,0.4111384,0.3535179,0.3054724,0.3214371,0.3153567,0.3549930,0.2735506,0.3108209,0.3551803,0.3427911,0.4497972,0.3432714,0.3499309,0.3959924,0.3852621,0.3501978,0.3243540,0.3646057,0.3344125,0.3723820
