,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
gadA,0.6982689,0.8128432,0.7311786,0.8341562,0.8343468,0.7045294,0.7690436,0.6755495,0.6179947,0.6793489,0.7527019,0.7943859,0.7342620,0.7971318,0.7054218,0.7182040,0.7461483,0.6843651,0.7580040,0.6887017,0.6193242,0.8185717,0.7035671,0.5894317,0.6939155,0.6898012,0.6696259,0.7387366,0.6832816,0.6496709,0.6298690,0.6157663,0.6233792,0.7074443,0.7241857,0.6928497,0.8687855,0.7869152,0.6946952,0.7988503,0.7714749,0.8015801,0.8446204,0.6230149,0.6890661,0.5522546,0.6028841,0.6626734,0.6555132,0.8079604,0.6753271,0.6465601,0.6872590,0.6722764,0.8274268,0.8295482
hdeB,0.4986595,0.5752864,0.4671245,0.3520142,0.5414217,0.4395243,0.4183135,0.4114620,0.5869663,0.4201640,0.4055862,0.3393387,0.4295505,0.3646328,0.4555289,0.5268785,0.3435062,0.4676528,0.4205043,0.5185416,0.4833533,0.4006777,0.3832539,0.3557579,0.4259490,0.4551612,0.5584073,0.3596888,0.4893942,0.4160647,0.3591424,0.4027213,0.4663121,0.4487429,0.3995906,0.4619625,0.3795043,0.4484941,0.4486592,0.5219689,0.5760644,0.5714410,0.5281863,0.6380214,0.5367144,0.5499313,0.4656293,0.4269267,0.4958390,0.4558419,0.4673600,0.5260057,0.4827892,0.5824557,0.6188268,0.5833184
yhiD,0.7102758,0.6964036,0.7553317,0.6714025,0.7121366,0.6943161,0.6078269,0.6613284,0.7896882,0.5727834,0.5806402,0.5910154,0.6782955,0.6545884,0.6845640,0.6615773,0.6948130,0.7270744,0.7284677,0.5983472,0.5258378,0.6976048,0.6926661,0.8013109,0.7374528,0.8123338,0.7284740,0.6628915,0.6565820,0.5971294,0.6690148,0.7787216,0.7253123,0.6731246,0.6997078,0.6526561,0.7176143,0.7974451,0.6407551,0.7531245,0.7493498,0.6805820,0.6199886,0.6767273,0.7669748,0.7587447,0.6477947,0.6568675,0.6488811,0.6484832,0.6406322,0.6743102,0.8269409,0.6598428,0.8005292,0.6700729
hdeA,0.6289020,0.7461724,0.7118441,0.9101350,0.6737538,0.7488180,0.6626066,0.6664326,0.8552035,0.7614680,0.6941604,0.6487705,0.6043256,0.5972396,0.7262285,0.6900791,0.8169023,0.7807257,0.7907094,0.7736783,0.7101177,0.7804612,0.6500339,0.7571521,0.7698125,0.7440852,0.7530293,0.7819842,0.7128157,0.7224868,0.5926442,0.6380360,0.7340942,0.5462339,0.5840352,0.5991864,0.7078092,0.5597425,0.6412889,0.7556998,0.5599708,0.6417164,0.6341616,0.4989120,0.6038916,0.6214201,0.6411092,0.5365655,0.6245421,0.4720366,0.4730816,0.4738524,0.6692747,0.5087919,0.5136803,0.5740726
gadC,0.6010606,0.5331522,0.5032903,0.4957151,0.4574465,0.4590672,0.5630108,0.5707541,0.6022805,0.4964061,0.6191353,0.5819344,0.6226151,0.4894194,0.6123821,0.5463200,0.4923557,0.5211258,0.5434463,0.5166613,0.5256425,0.5281978,0.4882935,0.4099768,0.5775207,0.6211246,0.4965848,0.6222124,0.6394697,0.6292414,0.5560694,0.6068694,0.6334227,0.5974360,0.6384841,0.5858960,0.6391708,0.6373663,0.7239500,0.4635107,0.6960403,0.6860070,0.6546849,0.5897704,0.5731320,0.6066098,0.5544599,0.5716675,0.6059841,0.7026343,0.5002347,0.6370796,0.4774384,0.6263690,0.6820796,0.6889286
cadA,0.4877536,0.5245303,0.5556104,0.6049612,0.4398382,0.6720887,0.4812591,0.5303352,0.5758179,0.5463269,0.6313260,0.5210721,0.6224838,0.6791691,0.5702805,0.7153447,0.5055184,0.5647712,0.4417495,0.5920856,0.5702261,0.6062695,0.5793151,0.5758607,0.6961037,0.7416969,0.5711937,0.5936424,0.6832669,0.5596080,0.4932155,0.4901449,0.5595796,0.4854436,0.5987646,0.4692803,0.7155112,0.7977372,0.5948210,0.6122221,0.6145222,0.5179724,0.4893175,0.5032790,0.4768629,0.5092284,0.4270694,0.5740002,0.4848851,0.5490241,0.4587312,0.5259760,0.4466402,0.5137658,0.6139495,0.6487765
cadB,0.0297962,0.0251886,0.0419517,0.0516313,0.0380693,0.0642388,0.0405390,0.0438468,0.0575650,0.0241776,0.0687945,0.0466987,0.0333216,0.0478461,0.0233930,0.0302073,0.0402798,0.0431581,0.0447290,0.0157817,0.0485102,0.0323863,0.0395575,0.0353716,0.0703877,0.0348826,0.0312046,0.0360973,0.0249686,0.0411521,0.0170309,0.0419322,0.0513361,0.0960696,0.0329810,0.0491009,0.0588611,0.0246558,0.0248172,0.0530219,0.0676743,0.0306780,0.0548401,0.0830051,0.0729587,0.0379013,0.0322586,0.0758393,0.0684947,0.0463251,0.0180005,0.0465216,0.0355728,0.1066559,0.0620833,0.0315181
gadB,0.6479350,0.6160276,0.7860071,0.7436110,0.6327027,0.7172434,0.6730636,0.6280995,0.5916920,0.6528802,0.6213237,0.7413111,0.5683753,0.7007488,0.6009610,0.5807055,0.6326418,0.7269856,0.7342994,0.7052672,0.7594479,0.6337561,0.6054490,0.6257434,0.6260173,0.5335655,0.8196135,0.6138006,0.6658741,0.6393405,0.6869990,0.6896172,0.5736899,0.7044688,0.6042375,0.7317366,0.5480583,0.6945804,0.6137906,0.6742618,0.6941323,0.6010628,0.6691257,0.6876949,0.7920853,0.7280088,0.7176525,0.6479803,0.6186182,0.6037767,0.7129087,0.7029687,0.7588005,0.7214775,0.7013633,0.7148725
mdtE,0.5831965,0.6115918,0.5650567,0.6485273,0.6533691,0.4564564,0.5471463,0.5346598,0.5443545,0.5933621,0.4918466,0.6261545,0.4361964,0.5251586,0.5113976,0.5150708,0.4072842,0.5181951,0.6055396,0.4883111,0.4089363,0.4978241,0.4460882,0.3933374,0.5401008,0.5119064,0.5352223,0.6843519,0.5848872,0.6213467,0.6238710,0.6304418,0.5744753,0.5594045,0.5871794,0.5374595,0.4657779,0.6382917,0.6220987,0.5797672,0.5934627,0.6724318,0.6211597,0.5637243,0.5098618,0.6054390,0.5653717,0.5694432,0.6233845,0.5944101,0.6217571,0.5881108,0.6370941,0.5893867,0.6057131,0.6743390
mdtF,0.6960574,0.6063503,0.5752120,0.6154121,0.6225455,0.6063449,0.5743219,0.5360697,0.4923672,0.5819436,0.6766754,0.6219341,0.6891697,0.5420349,0.5753889,0.4543984,0.4322112,0.5697705,0.6470368,0.5662933,0.6902418,0.6334944,0.6442219,0.5957533,0.4729968,0.6178436,0.6977060,0.6650907,0.6625447,0.6962318,0.7418039,0.8065323,0.5889269,0.5891356,0.5314967,0.5809685,0.7640810,0.6550198,0.6425584,0.5367884,0.7416475,0.6243967,0.5877740,0.6846387,0.6477700,0.5006655,0.5720222,0.6327874,0.6085746,0.6412394,0.5593815,0.5984699,0.5301886,0.5293319,0.5613311,0.8302801
betB,0.1194450,0.1038848,0.0772805,0.0837390,0.0871335,0.1105293,0.1175806,0.1118894,0.1424395,0.0875986,0.1106518,0.1121035,0.1356426,0.1666866,0.1176149,0.1488561,0.1289273,0.1206748,0.1098011,0.0972699,0.1229508,0.1614905,0.0856866,0.1582646,0.0896516,0.1211451,0.1109649,0.1007142,0.1043296,0.0743455,0.1155716,0.0672152,0.0750251,0.0965952,0.0947442,0.0764241,0.1030323,0.0691887,0.0864871,0.0790570,0.0564561,0.0665987,0.1138367,0.0780355,0.0947215,0.1222316,0.1372663,0.1039097,0.0778157,0.0945366,0.0974737,0.1404194,0.0724054,0.0608929,0.0712991,0.0656160
betT,0.1293350,0.1325679,0.0995565,0.1069043,0.1468006,0.1101150,0.1671221,0.2081328,0.1674964,0.1602288,0.2120899,0.1896568,0.2205314,0.2530571,0.2325372,0.1679288,0.2263313,0.1823050,0.1857458,0.1806733,0.1655198,0.1639842,0.2463509,0.2027868,0.2284225,0.2264989,0.2006409,0.2323794,0.1605620,0.1793698,0.1645989,0.1495905,0.1276898,0.1022660,0.1243644,0.1314063,0.1440515,0.1352301,0.0663753,0.1011331,0.1021942,0.1510145,0.0734363,0.1056678,0.0896213,0.1130313,0.1476309,0.1295804,0.1126492,0.1459024,0.1600669,0.1823548,0.1196369,0.1646933,0.1504847,0.1738762
lldD,0.0590574,0.0963678,0.0695825,0.0733431,0.1446330,0.1717817,0.1311803,0.1260080,0.1429159,0.1736046,0.1599515,0.1915104,0.2040310,0.2094155,0.1486616,0.1627115,0.1494252,0.2286920,0.1444210,0.1465140,0.2011329,0.2098706,0.2206854,0.1263310,0.1676705,0.1615911,0.1826226,0.1346254,0.1107822,0.1336452,0.0970666,0.0591119,0.1206512,0.0843304,0.0638575,0.0554498,0.0470398,0.0588378,0.0892650,0.0513263,0.0293467,0.0266645,0.0568048,0.0599252,0.0650546,0.0743111,0.0670792,0.0755021,0.0980155,0.1249579,0.0927463,0.0871854,0.1022921,0.0703566,0.0500781,0.0660720
gadY,0.6856312,0.5955561,0.6127684,0.5920154,0.6272651,0.7008876,0.5869188,0.7142111,0.6021087,0.6430801,0.5978665,0.6358833,0.5722551,0.5999065,0.5663800,0.6179555,0.6525866,0.5990757,0.6190659,0.6564886,0.5775704,0.5879209,0.5679795,0.6153827,0.5878371,0.4866633,0.5908598,0.5718180,0.6433441,0.6605683,0.5236438,0.5915639,0.5847726,0.5176053,0.6062964,0.6869150,0.6573387,0.5581880,0.5951602,0.6217276,0.7803355,0.6534606,0.7054108,0.7998483,0.6028816,0.5536112,0.6634883,0.6617969,0.7366548,0.6127755,0.7415884,0.6634564,0.6209475,0.6733640,0.5643946,0.5261130
betA,0.5070798,0.4503882,0.4315498,0.5244687,0.4863132,0.4979219,0.6226469,0.5426157,0.6324616,0.5548152,0.5568093,0.6294006,0.5832392,0.7644744,0.6082661,0.6321082,0.5713207,0.5122652,0.5386550,0.5770216,0.5737421,0.5845290,0.4568023,0.5026465,0.5762668,0.5120627,0.6372967,0.5495500,0.5601595,0.5307197,0.5555881,0.5989306,0.4519548,0.5451122,0.5614466,0.4992822,0.4973893,0.4119906,0.4438516,0.4539734,0.4439862,0.4362887,0.5272467,0.5317242,0.4938942,0.4790223,0.5242551,0.4886608,0.4358892,0.4476849,0.4977371,0.4609064,0.4650917,0.4622224,0.4751539,0.4621035
lldP,0.1719695,0.1660619,0.1797221,0.1885867,0.1655317,0.1713711,0.1970318,0.1886468,0.2098682,0.1673189,0.1655555,0.1822339,0.1933375,0.2726883,0.2358654,0.2430284,0.2969223,0.2570072,0.2130604,0.2466362,0.1824663,0.2453703,0.1932562,0.2054161,0.2100257,0.2388525,0.2458521,0.2510059,0.2251258,0.1945635,0.2267105,0.1595743,0.1911585,0.2072608,0.1749278,0.1476444,0.2011377,0.1810796,0.1582454,0.1655041,0.1714502,0.1372937,0.1615322,0.1726492,0.1463692,0.2149111,0.2143775,0.1475640,0.2561764,0.1996173,0.2000148,0.1603285,0.1393261,0.1638596,0.2117163,0.1724179
nemA,0.5277573,0.3951434,0.2214729,0.2384930,0.1868021,0.1568696,0.1422953,0.1129444,0.1147601,0.0913519,0.0937560,0.0867146,0.0722541,0.1555492,0.1571192,0.1346160,0.1286935,0.0987652,0.0762638,0.1192535,0.1383504,0.1387981,0.1207062,0.1642559,0.1734827,0.1330048,0.1028967,0.1125369,0.0936716,0.4381276,0.5138498,0.6393026,0.5870955,0.5136159,0.5643324,0.6078745,0.6802800,0.6553139,0.6364451,0.6115871,0.5897095,0.4887045,0.6096731,0.7264884,0.7408653,0.6235121,0.7354365,0.6303430,0.6722017,0.6110078,0.5783078,0.5890655,0.5461196,0.6916969,0.7574639,0.6882200
slp,0.5219845,0.5040957,0.4786520,0.6031234,0.5730786,0.5645414,0.5220376,0.5777670,0.5571038,0.6645094,0.6184143,0.5229802,0.5010654,0.5918769,0.5259986,0.5681030,0.4901046,0.5592066,0.4351892,0.4846390,0.4463419,0.5569111,0.5958317,0.5871279,0.5984915,0.4484003,0.4543058,0.5339604,0.5606645,0.5095180,0.5089006,0.4779091,0.4888133,0.5443133,0.4238914,0.6119642,0.6207567,0.4681185,0.5542806,0.6578143,0.5271709,0.6020707,0.5211944,0.6091371,0.5468820,0.4723980,0.6640687,0.6597662,0.5841351,0.6169425,0.4792599,0.4695152,0.6410567,0.5712772,0.5925602,0.6917707
dctR,0.7546132,0.5836694,0.8170235,0.7061318,0.6894739,0.7332985,0.8166974,0.6554844,0.7789762,0.5762096,0.6878893,0.6349302,0.7419457,0.6917650,0.8164471,0.7545126,0.7031418,0.7981071,0.8627493,0.6982435,0.7631493,0.6767732,0.6633493,0.6818442,0.7226715,0.6356731,0.6835370,0.6028551,0.6434006,0.5498537,0.6519862,0.7154182,0.7175093,0.6055084,0.6651879,0.7449517,0.7179707,0.7626361,0.7254433,0.6612421,0.6604891,0.5701907,0.7275539,0.6449197,0.5612420,0.6265317,0.6959397,0.8517355,0.8097903,0.7897127,0.5928514,0.5511168,0.6170645,0.7695465,0.6830749,0.6938709
hdeD,0.2527543,0.3060823,0.3376510,0.3777699,0.2968162,0.2602929,0.2028230,0.2364150,0.2676524,0.2691700,0.3300318,0.3290621,0.3265039,0.4518687,0.3657913,0.3381422,0.5143549,0.3214940,0.2770385,0.3247270,0.3130774,0.3373111,0.3086948,0.2943274,0.4220721,0.2844943,0.4583318,0.3154054,0.3277726,0.3515250,0.3269678,0.3932981,0.3717564,0.4796581,0.4306702,0.4755908,0.3554434,0.4021783,0.4747454,0.4862801,0.3436364,0.4106115,0.3901298,0.4096699,0.3223153,0.2905070,0.3074047,0.3390479,0.3211007,0.2967131,0.3053164,0.2608023,0.3411421,0.2023057,0.2689513,0.2291658
rutD,0.3760099,0.3477798,0.4756443,0.3148883,0.4033017,0.3482572,0.3513505,0.4283835,0.3201279,0.4103496,0.4341884,0.3126919,0.4556279,0.3500597,0.3811480,0.4413382,0.3713375,0.3650422,0.4027904,0.3919271,0.3690569,0.4112946,0.3870960,0.5330871,0.5235585,0.4460098,0.4997853,0.4642333,0.3942482,0.3993103,0.4259395,0.3984928,0.4120095,0.3185858,0.3608071,0.4497776,0.3493073,0.3160788,0.3661624,0.4949686,0.5076482,0.5117445,0.4844274,0.4510056,0.3910087,0.3989673,0.3688883,0.3686310,0.4169687,0.3462959,0.2757178,0.2749048,0.3898198,0.4893387,0.3817701,0.4417026
rutA,0.4302107,0.4863906,0.4977993,0.5099886,0.3916675,0.4717559,0.2957029,0.3941630,0.4300720,0.3614877,0.4052905,0.3786974,0.3794263,0.4526473,0.4207256,0.3370272,0.4324757,0.3720692,0.4491432,0.4239713,0.4072208,0.3953097,0.4314391,0.4442358,0.4416750,0.4395967,0.3920595,0.4410570,0.4270628,0.4019665,0.3391909,0.4328923,0.4206053,0.5805202,0.4410284,0.4235276,0.4638370,0.4288854,0.4261308,0.4202165,0.4631152,0.4957564,0.5393135,0.4444540,0.5281216,0.4346603,0.4105668,0.4485735,0.3454866,0.3496211,0.3654869,0.5078951,0.3633567,0.4020720,0.4712563,0.4985417
