,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
rbsD,0.5938345,0.6369180,0.6313226,0.6886619,0.8198515,0.5794309,0.6867511,0.6246612,0.7127035,0.6170502,0.6723831,0.7121435,0.6288361,0.5325242,0.6043253,0.7389788,0.5336762,0.6919382,0.6080354,0.5708019,0.6186042,0.6661333,0.7332150,0.5311101,0.7025859,0.6590549,0.5777730,0.5858303,0.5946943,0.5371259,0.5505885,0.6596827,0.6795548,0.5813869,0.5591423,0.5842404,0.5666255,0.6027877,0.6401447,0.6746011,0.5428221,0.6015755,0.6065002,0.5676901,0.5479810,0.6597174,0.6142119,0.6556410,0.6377434,0.6725894,0.6699295,0.6949202,0.6492610,0.7166033,0.6757299,0.6549447
rbsA,0.4362335,0.4744029,0.4396102,0.4428959,0.3945083,0.3896418,0.4618827,0.4020979,0.3643262,0.3388646,0.3478537,0.4519467,0.5683256,0.4826442,0.4782942,0.4291176,0.5419526,0.4493487,0.4098870,0.4082392,0.4276248,0.4198521,0.4124418,0.3759644,0.4212789,0.3737071,0.3591455,0.3136791,0.4289675,0.5057767,0.3595342,0.4086989,0.4132641,0.4273151,0.4025868,0.4307900,0.4318515,0.4670743,0.3685230,0.4021771,0.4680934,0.4639020,0.5179437,0.3824549,0.4336614,0.5223769,0.4092625,0.6026579,0.4469375,0.4462397,0.4765935,0.4630684,0.4445633,0.4514491,0.4420336,0.4684026
araA,0.1967467,0.1637009,0.1497234,0.1603616,0.1927735,0.2065683,0.1834329,0.1695922,0.2360178,0.1501645,0.1858839,0.1515426,0.1659524,0.1538119,0.1425251,0.1464336,0.1883912,0.1704545,0.1115727,0.1400643,0.1312001,0.1502593,0.1554463,0.1838873,0.2344400,0.2099575,0.1545947,0.1340364,0.1402009,0.1651755,0.1637257,0.1507691,0.1995932,0.1691792,0.1600638,0.2080605,0.1500083,0.1840163,0.1590356,0.1360981,0.1487968,0.1782585,0.1564949,0.1696990,0.2000698,0.1741992,0.1353572,0.1464744,0.1445509,0.1867399,0.1664227,0.2018053,0.1544885,0.1698951,0.1846399,0.2058569
rhaA,0.3552270,0.2049080,0.2519020,0.2365068,0.2255180,0.2434889,0.3509485,0.2465378,0.3005167,0.1374117,0.1862565,0.2003253,0.2633293,0.2687614,0.3164170,0.4143834,0.3217450,0.3336345,0.4248357,0.3286664,0.3379164,0.3486987,0.3689867,0.3589214,0.4187687,0.3566706,0.2683230,0.2240097,0.2617100,0.2953981,0.3436911,0.3916661,0.2887226,0.2338534,0.2192469,0.3246097,0.2802868,0.3632602,0.3290967,0.3266734,0.3436153,0.2718156,0.2636376,0.2059248,0.2662759,0.3202029,0.3441291,0.3456005,0.2723924,0.2604455,0.2217757,0.2402400,0.2682012,0.3138988,0.2935444,0.3221558
araB,0.5076042,0.4121821,0.5719211,0.5261008,0.4578620,0.4667559,0.4413320,0.4293725,0.4860234,0.3993031,0.5253192,0.5750153,0.4317077,0.4730362,0.4969029,0.5541413,0.4804053,0.5106688,0.4911468,0.5137802,0.4687513,0.4428991,0.4968272,0.4912579,0.5296656,0.4999212,0.4358154,0.4188020,0.4608519,0.5436873,0.4426885,0.4010556,0.4133709,0.4843730,0.5173107,0.4283243,0.4333525,0.3934348,0.5924581,0.5404674,0.4971172,0.5144134,0.4612884,0.4670454,0.4243378,0.3996498,0.4358382,0.4755328,0.4773534,0.5238395,0.4941347,0.3744814,0.4407874,0.4045111,0.4349008,0.4327112
zraS,0.3388549,0.3677423,0.5680857,0.4814078,0.4660895,0.4566648,0.5941705,0.4760673,0.5630695,0.4759433,0.5714085,0.4723934,0.4129683,0.6070654,0.4954102,0.5250481,0.4886831,0.5443102,0.5972782,0.6076278,0.6235259,0.4943389,0.6412121,0.4950263,0.5073276,0.4688226,0.6803849,0.4885138,0.5066507,0.5084005,0.3909102,0.3950747,0.3330793,0.4954316,0.3343376,0.4890571,0.3346248,0.3533545,0.3076217,0.3927622,0.4080399,0.3366280,0.2719265,0.4008364,0.4862527,0.4131410,0.2945507,0.3858410,0.3866503,0.3451799,0.4595213,0.4580404,0.3293528,0.3330653,0.3762409,0.3624727
araG,0.3514227,0.4902409,0.5643137,0.6153123,0.7073979,0.7447773,0.6978342,0.7332667,0.6381856,0.6310947,0.6839717,0.5868813,0.5759828,0.5279831,0.6814129,0.7216356,0.7592569,0.5913834,0.6779951,0.5633439,0.6879823,0.6176692,0.7296941,0.6410901,0.6129885,0.5212397,0.5841690,0.5436953,0.5473464,0.5658393,0.4646425,0.4518170,0.4052012,0.3466004,0.3691278,0.2861306,0.4144012,0.4230442,0.3473592,0.3352969,0.3994469,0.3827791,0.4117096,0.3860518,0.4124550,0.3514702,0.4399042,0.4998475,0.4964971,0.3854768,0.3944738,0.3684219,0.3595400,0.3911844,0.3924244,0.3133203
rbsB,0.5160826,0.5513341,0.6623894,0.5842500,0.6348288,0.6279344,0.5503400,0.5320743,0.5708895,0.6084624,0.5674275,0.6065084,0.5997412,0.6581991,0.6079532,0.6896732,0.6356127,0.7363661,0.6109688,0.7774176,0.6292329,0.5749057,0.6540020,0.7795119,0.6927472,0.6509992,0.5293032,0.7252439,0.5398422,0.6424323,0.5795553,0.5697012,0.6163686,0.5667827,0.6184094,0.6474373,0.6009685,0.6010171,0.5284135,0.5318834,0.4496822,0.5090654,0.5628413,0.4845099,0.5148490,0.6193658,0.5662614,0.5836011,0.5245304,0.5564776,0.6506293,0.6254788,0.5340840,0.4187246,0.4914512,0.5440565
melA,0.2966035,0.2969764,0.2307975,0.3402369,0.3161886,0.2395190,0.2127931,0.3376740,0.2678402,0.2347726,0.2791090,0.3351885,0.2064515,0.2669912,0.2494948,0.2832021,0.2778006,0.2531357,0.3059123,0.2684627,0.2281718,0.2469394,0.3403741,0.2338451,0.3614995,0.3830754,0.3036918,0.3225897,0.3240744,0.2651654,0.3220123,0.2768809,0.3565915,0.2460127,0.2618454,0.4044110,0.2720087,0.2715851,0.3522434,0.3305440,0.3491572,0.3256755,0.2407478,0.3359027,0.3049469,0.2744253,0.3389935,0.3106568,0.3148801,0.2959928,0.3317955,0.2410891,0.2516978,0.3005555,0.2235648,0.2634608
rbsK,0.7077765,0.7043635,0.6718895,0.7981898,0.7417334,0.6960748,0.7414688,0.7042973,0.7003652,0.7814709,0.7038691,0.6259534,0.6919307,0.7730024,0.7327674,0.6782657,0.6783142,0.6960701,0.8785193,0.7581354,0.7111835,0.8193930,0.6648028,0.6708562,0.6486329,0.6788102,0.6512395,0.7995020,0.7580050,0.7567182,0.7409409,0.8996078,0.6772314,0.7282343,0.7330619,0.7487848,0.6765889,0.6453520,0.7861286,0.6617494,0.7784335,0.7109084,0.6809229,0.7389170,0.7234520,0.7164017,0.7664141,0.7863004,0.6475286,0.6156087,0.7777954,0.6289711,0.7057503,0.6906090,0.7743400,0.7010032
melB,0.7974505,0.7680525,0.6893535,0.7574151,0.6879714,0.8398024,0.7569969,0.6873937,0.7411090,0.7612730,0.7361843,0.7878329,0.8113172,0.7603562,0.6324889,0.7339651,0.7328448,0.7222812,0.7742401,0.7659169,0.6915355,0.7701761,0.8085021,0.8388604,0.6880323,0.6912479,0.6411712,0.6743372,0.5994485,0.7658283,0.6955383,0.7544502,0.7162280,0.8325971,0.6552634,0.7096582,0.7680489,0.7848207,0.7276540,0.8453992,0.7301902,0.7262646,0.8909003,0.6670594,0.7659866,0.6730852,0.6819292,0.7284925,0.6674403,0.6936201,0.7586780,0.7162197,0.5787772,0.7772694,0.6657538,0.6234010
araF,0.3022624,0.2785971,0.3539126,0.3248472,0.3255905,0.4175567,0.3206757,0.3671162,0.3455268,0.2693631,0.3361307,0.3089139,0.3568393,0.2990570,0.3449853,0.2870666,0.2495511,0.2077609,0.2794925,0.2975746,0.3731504,0.3038018,0.2912124,0.2644061,0.3544087,0.2699390,0.4084206,0.2939985,0.2891177,0.3345419,0.2392349,0.3082801,0.4764401,0.3973686,0.4736746,0.3895579,0.3314679,0.3366443,0.3195984,0.3041178,0.3278564,0.3929566,0.2910584,0.2628942,0.2520156,0.4120874,0.3406211,0.2539433,0.2874128,0.2741802,0.3290607,0.3134426,0.3466458,0.2821988,0.3086487,0.3831243
rbsC,0.7161932,0.7592585,0.7609801,0.6458885,0.7626161,0.7320753,0.7359422,0.7033776,0.6923259,0.6484506,0.6314607,0.6839825,0.7236065,0.6670180,0.6338794,0.5082664,0.5798817,0.5286251,0.5867908,0.6159437,0.6915077,0.6752127,0.6494687,0.6549360,0.7082738,0.5683582,0.7233356,0.6281079,0.6800061,0.7129054,0.6608041,0.6586479,0.6970621,0.6001517,0.6552823,0.5979422,0.7286358,0.6091131,0.6707193,0.6277083,0.6885689,0.7211670,0.7208176,0.6836853,0.8236290,0.7788309,0.7705005,0.6583003,0.6241687,0.6505758,0.6000151,0.5334545,0.6219648,0.6659421,0.5738158,0.7601443
rhaB,0.3415230,0.3349217,0.3146749,0.2686205,0.2855565,0.3272838,0.3229234,0.3140377,0.3548276,0.3402056,0.4037480,0.4031390,0.3320018,0.3824754,0.4115285,0.4619016,0.3245802,0.4023671,0.3391548,0.2831697,0.3374651,0.2730711,0.3537059,0.2795764,0.2682829,0.3113842,0.3561877,0.4566786,0.3188580,0.3172666,0.2742051,0.2302747,0.3335603,0.3776783,0.3503539,0.3582035,0.3138811,0.4468590,0.3857083,0.3688037,0.3042799,0.3514420,0.3419070,0.2951438,0.2651133,0.3526230,0.2868617,0.3131185,0.3612353,0.3315940,0.3139147,0.4838402,0.4245275,0.3668084,0.3362935,0.4086349
rhaD,0.0841139,0.0431966,0.0402505,0.0378236,0.0435730,0.0518509,0.1107392,0.0307097,0.0435879,0.0397218,0.0416222,0.0358940,0.0377884,0.1005267,0.0574380,0.0845459,0.0789762,0.0546012,0.0674023,0.0723198,0.0584729,0.0827419,0.0556691,0.0709365,0.0747075,0.0732339,0.0413518,0.0331040,0.0255092,0.0564761,0.0572814,0.0651745,0.0445950,0.0472150,0.0452629,0.0436575,0.0634961,0.0582566,0.0643308,0.0625371,0.0615410,0.0687601,0.0455579,0.0647015,0.0473518,0.0390524,0.0468434,0.0316975,0.0414022,0.0438962,0.0591935,0.0343145,0.0341380,0.0579851,0.0533588,0.0683091
araJ,0.3170199,0.4385387,0.4724998,0.4398061,0.5533826,0.5775423,0.5994997,0.6872407,0.5868655,0.5317511,0.4566693,0.5536998,0.6775119,0.6620989,0.6534576,0.7081989,0.6034445,0.5591529,0.6505899,0.5945465,0.6408960,0.7066963,0.5455685,0.6094589,0.7910424,0.5817005,0.6163221,0.6086866,0.6859781,0.4287912,0.3361733,0.2801496,0.3159867,0.3387820,0.2230694,0.3193950,0.3084824,0.4086124,0.3723515,0.2366748,0.3170762,0.4086790,0.2250284,0.2403655,0.2541823,0.3621386,0.3807404,0.2796424,0.3181157,0.3833408,0.2794513,0.2515536,0.3002031,0.3594489,0.2844350,0.2336493
araD,0.6096336,0.7622149,0.6144454,0.6507382,0.6318193,0.6561618,0.7596632,0.5981627,0.6972567,0.6096689,0.6719255,0.6747167,0.6647835,0.6837761,0.6305953,0.6600321,0.7035830,0.6620448,0.5981757,0.5469399,0.6448740,0.6919997,0.6722233,0.5814343,0.6752149,0.7055739,0.6297926,0.7242299,0.7172909,0.6105469,0.6832224,0.6443831,0.7137523,0.7169251,0.6923090,0.6881236,0.7320588,0.7144593,0.5407063,0.6749474,0.7426910,0.6323755,0.7738218,0.6160213,0.5474687,0.6040099,0.7068501,0.6840743,0.7034610,0.6123918,0.6981094,0.6177197,0.6303874,0.6214386,0.6245703,0.7491332
araE,0.6039828,0.5149092,0.4632342,0.4675029,0.5368953,0.4496370,0.5678870,0.6202567,0.6168197,0.5860165,0.5979788,0.6713402,0.6119579,0.6387110,0.5883311,0.5459105,0.6125875,0.4853065,0.5423544,0.5285795,0.4397751,0.4492118,0.4229621,0.4203078,0.4747341,0.5193177,0.5868127,0.5739668,0.5460132,0.4561653,0.4546013,0.4655004,0.4309426,0.3893839,0.5222760,0.4092438,0.4983076,0.5032569,0.4012614,0.3673178,0.3400583,0.3628721,0.4940301,0.4760722,0.4120156,0.4272197,0.4549606,0.3976839,0.3974439,0.4473517,0.3606027,0.4058294,0.4261386,0.4603816,0.4910317,0.4629556
malX,0.1214018,0.1675411,0.1669485,0.1238940,0.1489757,0.1574692,0.1414576,0.1154859,0.1453631,0.1200545,0.1624297,0.1608938,0.1652131,0.1901102,0.1604012,0.1329386,0.1022142,0.1275253,0.1215599,0.1863907,0.1248043,0.1733811,0.1652711,0.1761180,0.1580555,0.1314869,0.1494144,0.1922319,0.1206036,0.1529735,0.1445939,0.1855403,0.1965717,0.1311809,0.1278180,0.1634259,0.1748831,0.2148819,0.1572327,0.1645317,0.2163520,0.1969369,0.2236779,0.1348898,0.1803899,0.1485519,0.1970999,0.1883084,0.1257330,0.1825081,0.0980657,0.1369261,0.1487411,0.2494963,0.1471851,0.1814068
araH,0.2921223,0.3762505,0.2998908,0.3982480,0.4390258,0.5332670,0.4626032,0.4374465,0.4079651,0.4189771,0.3945819,0.5288849,0.4285925,0.4757510,0.3862554,0.4432609,0.5026240,0.3558110,0.4498958,0.4438510,0.5181392,0.3681233,0.4353752,0.4954431,0.5292303,0.3860372,0.4441356,0.4335504,0.4965282,0.4371083,0.3493445,0.4387327,0.3714311,0.2726370,0.2497970,0.3459993,0.3555154,0.3026843,0.3311117,0.3414279,0.2639179,0.3437567,0.2504298,0.2930025,0.2798820,0.3132899,0.3056996,0.2067763,0.2108704,0.3162673,0.3481359,0.2728308,0.3209522,0.4114848,0.3024753,0.2577719
malY,0.6939431,0.6359992,0.6243345,0.7962203,0.7440540,0.7369543,0.6251749,0.6857701,0.7196817,0.5527622,0.7040118,0.5880521,0.5537654,0.5921733,0.5053321,0.7008980,0.5840131,0.5475326,0.5052847,0.6412937,0.6003293,0.6150029,0.6400563,0.5766745,0.6946328,0.6678300,0.6273068,0.5387723,0.6311555,0.6761915,0.5963342,0.6167709,0.5852499,0.5195140,0.7138790,0.5737500,0.6844916,0.5300842,0.5837437,0.5980440,0.6549097,0.6455679,0.6528696,0.6693457,0.5871867,0.6742764,0.5999867,0.5801173,0.5558716,0.5737297,0.5629229,0.5612894,0.6282158,0.6456066,0.5139561,0.6356741
xylA,0.1982146,0.1421376,0.0767502,0.1196793,0.1221883,0.0858943,0.0749571,0.1013244,0.0863905,0.0924769,0.0683804,0.1197794,0.1047993,0.1251707,0.0849869,0.0727328,0.0861424,0.1313644,0.0870079,0.0490838,0.0353048,0.0543659,0.0927281,0.1681786,0.0731347,0.1036986,0.1014222,0.1719116,0.0770683,0.1125185,0.1382636,0.1943800,0.1577296,0.1703388,0.1475017,0.1164078,0.1528758,0.1939038,0.1620624,0.1399179,0.1071648,0.1696741,0.1822114,0.1632415,0.1055249,0.1084368,0.1290562,0.1580931,0.1863800,0.1390207,0.1785271,0.1781180,0.1968216,0.1398159,0.1633005,0.1917872
