,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
gadX,0.4912076,0.3399973,0.4452548,0.4415951,0.3504480,0.4890649,0.4431919,0.4547852,0.3969875,0.4491081,0.5108136,0.5034378,0.5081265,0.4697059,0.5835807,0.5795976,0.6909511,0.5316792,0.5254836,0.5381308,0.5608056,0.5096881,0.4302710,0.4086622,0.4257252,0.5071845,0.4708561,0.3749628,0.3545905,0.2920388,0.3608927,0.3190813,0.2972018,0.3282978,0.3517478,0.3606922,0.3556108,0.3448237,0.4923742,0.3818305,0.4498599,0.4662242,0.3805390,0.3946270,0.3830348,0.3895595,0.3629943,0.3549194,0.3477937,0.4899143,0.4229557,0.4187583,0.4100119,0.4757814,0.4880238,0.3945806
torR,0.2557914,0.1594856,0.1670359,0.1224372,0.1456120,0.1420084,0.1335791,0.1641901,0.2273633,0.1689263,0.2113961,0.1568008,0.1974197,0.1476550,0.2152469,0.1156387,0.1389213,0.1048517,0.1061360,0.2009826,0.1632230,0.2338142,0.1750907,0.1273408,0.1419569,0.0813197,0.1959320,0.1899063,0.1860486,0.2584505,0.2474612,0.1815106,0.2138441,0.1697887,0.1491528,0.1512038,0.2790070,0.2007108,0.2277476,0.2256301,0.1282190,0.1508831,0.2319540,0.1737583,0.1753196,0.2065566,0.1757636,0.2551133,0.1690712,0.1548977,0.2363331,0.1580039,0.2045956,0.1752107,0.1850554,0.2201661
rutR,0.4934305,0.5109564,0.3944660,0.4576636,0.4357913,0.4916022,0.6159199,0.5575093,0.5460271,0.4877054,0.5741386,0.4099646,0.5870016,0.4039216,0.6170835,0.5281090,0.5016819,0.4911498,0.5199941,0.5114874,0.4786758,0.5163281,0.3973352,0.4750145,0.4797126,0.5670560,0.3668452,0.5176943,0.4241055,0.4011164,0.4628726,0.5144405,0.4631263,0.5113010,0.5136891,0.5701096,0.4995521,0.4457151,0.4764970,0.4842419,0.5520165,0.4758493,0.4533767,0.4532368,0.5118400,0.5140889,0.5989766,0.7153198,0.4993563,0.4211247,0.4267549,0.4927006,0.4813318,0.5271175,0.4073727,0.4840911
gadW,0.5315585,0.4329889,0.3271919,0.2105105,0.1123959,0.0715450,0.0702692,0.0540732,0.0673604,0.0495551,0.0453414,0.1062282,0.0222108,0.0448327,0.0329325,0.0414749,0.0998309,0.0384814,0.0327962,0.0217711,0.0542555,0.0306325,0.0365922,0.0747929,0.0625060,0.0334225,0.0321710,0.0358337,0.0759243,0.2383720,0.3659962,0.4212065,0.4536322,0.5786204,0.4715257,0.5146541,0.6351492,0.6284671,0.6048637,0.5882771,0.5058853,0.5289146,0.6257526,0.7410949,0.6329828,0.5756652,0.4250541,0.5490317,0.5336879,0.6064236,0.4802962,0.6472036,0.5617447,0.4997583,0.6719662,0.5669539
nemR,0.3697598,0.5204583,0.3474597,0.4564753,0.3712802,0.4308425,0.5832238,0.4159448,0.4610611,0.4240971,0.3766899,0.3782251,0.3127957,0.3529641,0.4155706,0.3396790,0.3805339,0.4700205,0.4055174,0.3638529,0.4141135,0.4086510,0.4175141,0.4377287,0.3190696,0.4490381,0.4481161,0.4605350,0.3304215,0.3400837,0.5140168,0.3580637,0.4105149,0.3153585,0.4038627,0.5076239,0.5419358,0.4072283,0.4173333,0.4267007,0.4873615,0.4317901,0.4234215,0.3782442,0.3798330,0.3130952,0.3078118,0.4502827,0.3975065,0.4018051,0.3861514,0.4221848,0.3935920,0.4366496,0.3563723,0.3292089
gadE,0.5418421,0.5265602,0.4767562,0.5747257,0.5306153,0.4642096,0.2627036,0.3757707,0.2601418,0.1925122,0.1969779,0.1450701,0.1234416,0.1336283,0.1081653,0.1006621,0.0773352,0.0673004,0.0727280,0.0452183,0.0305525,0.0301039,0.0242654,0.0233780,0.0481639,0.0274470,0.0459295,0.0381901,0.0872566,0.0692647,0.0305657,0.0594108,0.0994449,0.2883177,0.2879557,0.3252299,0.4753077,0.4528465,0.4702728,0.5764580,0.5203159,0.4744635,0.4935879,0.5374946,0.5538283,0.5308908,0.5713276,0.5158462,0.5322284,0.4552989,0.5436384,0.5580056,0.5931644,0.6358512,0.5902679,0.5875504
ydeO,0.0078589,0.0148077,0.0275285,0.0630111,0.0817444,0.0663379,0.0911128,0.0603600,0.1078605,0.0927537,0.0734798,0.0566342,0.0903134,0.0982404,0.1112468,0.0526354,0.0824674,0.0923706,0.0738783,0.1087753,0.0645626,0.0776911,0.0885694,0.0984463,0.0673666,0.0662484,0.0910686,0.1095067,0.0817302,0.0411731,0.0335662,0.0437344,0.0168352,0.0115935,0.0047397,0.0015635,0.0012474,0.0118953,0.0175643,0.0107133,0.0099640,0.0056408,0.0047541,0.0148193,0.0212841,0.0028329,0.0041042,0.0280002,0.0009019,0.0020496,0.0081755,0.0064343,0.0043816,0.0019723,0.0059888,0.0004934
evgA,0.0013048,0.0830694,0.0852147,0.0903703,0.0381454,0.0899637,0.0951796,0.0977203,0.1144179,0.0862230,0.0679416,0.0996778,0.0622212,0.0929825,0.1446422,0.0847277,0.0832237,0.0555891,0.0795149,0.0628378,0.0729842,0.0831494,0.0477534,0.0462632,0.0953014,0.0796544,0.1114424,0.0956373,0.0542338,0.0317385,0.0085235,0.0053238,0.0061297,0.0019703,0.0121261,0.0035142,0.0019135,0.0067187,0.0175671,0.0044404,0.0025767,0.0046660,0.0024640,0.0077800,0.0012373,0.0002076,0.0055772,0.0028796,0.0000128,0.0020344,0.0033227,0.0072952,0.0097951,0.0012004,0.0021511,0.0022679
marB,0.1331658,0.2431337,0.1541523,0.1657203,0.1422250,0.1620434,0.1507962,0.1350809,0.1205574,0.0905299,0.0753849,0.1296091,0.0613886,0.0642087,0.1113151,0.1682402,0.0876979,0.0820093,0.1224541,0.0834758,0.0734290,0.0568023,0.0713764,0.0734099,0.0831120,0.0544111,0.0575913,0.0744978,0.0506941,0.1121831,0.0868181,0.1244962,0.1024550,0.1859201,0.0982123,0.1444575,0.0848675,0.0752444,0.1443985,0.1249696,0.1074407,0.1702583,0.1543246,0.1392920,0.0799931,0.1141418,0.1348245,0.1083188,0.1578986,0.1453722,0.1276459,0.1504091,0.1077715,0.1358751,0.1737032,0.1684598
mdtE,0.1721465,0.3198106,0.3884527,0.4752826,0.4258643,0.4982866,0.4987492,0.4377790,0.4970680,0.5549205,0.6074444,0.5995606,0.7298068,0.7997767,0.6109119,0.7485385,0.6507092,0.6336892,0.5972456,0.5712794,0.6924548,0.6656403,0.6353206,0.5865952,0.5894957,0.6876464,0.4597064,0.6948435,0.7023451,0.4958162,0.3530926,0.2759443,0.3505138,0.2146284,0.1523368,0.2251724,0.2107259,0.2258123,0.1926793,0.1619107,0.1539326,0.2579463,0.2576946,0.2852999,0.2692037,0.2652386,0.3000475,0.2586173,0.2944874,0.2158967,0.2408175,0.2399279,0.2333124,0.2084193,0.1697655,0.2985424
mdtF,0.0420744,0.0699682,0.1484072,0.1638942,0.3084709,0.3102862,0.2953843,0.2774694,0.3330355,0.3497337,0.3129215,0.3651430,0.3625607,0.3384645,0.3619249,0.3393103,0.4949084,0.3457974,0.4467014,0.3403743,0.3046637,0.4254733,0.4029678,0.3850646,0.3997876,0.4492645,0.3304197,0.3086554,0.3105362,0.2305643,0.2387104,0.3253596,0.3272629,0.2191936,0.2193527,0.1053042,0.1250401,0.0680393,0.0687147,0.0851436,0.0745873,0.0353042,0.0507653,0.1129738,0.0410907,0.0818041,0.0637461,0.0340210,0.0386448,0.0565378,0.0336758,0.0720302,0.0472209,0.0365858,0.0460973,0.0368840
hdeB,0.1130991,0.1416149,0.2061824,0.2205713,0.2227124,0.2924314,0.1909031,0.2437244,0.2454331,0.2418882,0.2324691,0.1713613,0.2130039,0.1904333,0.2174955,0.2007660,0.3349595,0.2074488,0.1606399,0.2508668,0.1811725,0.1506081,0.2052746,0.1855518,0.2049320,0.2325899,0.1741399,0.1461905,0.1667253,0.1003726,0.0455555,0.0452309,0.0266378,0.0464835,0.0658371,0.0557452,0.0732813,0.0624921,0.1031350,0.1113568,0.1427994,0.1206036,0.1229017,0.1486533,0.1419434,0.1503078,0.1108163,0.1059543,0.1410024,0.1342174,0.1142723,0.0989455,0.1165755,0.0699700,0.1010932,0.0861335
yhiD,0.4851517,0.5576987,0.4108741,0.3884054,0.4709697,0.3737745,0.3090750,0.3476354,0.4171573,0.3096727,0.4073863,0.4033755,0.4812725,0.3075312,0.3368966,0.3190971,0.3881247,0.3924506,0.3887606,0.2946028,0.3210399,0.3316402,0.3119622,0.3968455,0.3283210,0.3027914,0.2678286,0.2607462,0.3511739,0.2325460,0.2957381,0.2920637,0.2807655,0.3968405,0.2795616,0.4397230,0.4425485,0.5381551,0.5658380,0.4079930,0.5294700,0.5031778,0.6317450,0.5383673,0.5538348,0.6043440,0.5678291,0.5000817,0.5405700,0.5245692,0.5618713,0.5494138,0.4847773,0.5360708,0.5516128,0.4337491
hdeA,0.5377712,0.5413011,0.4494836,0.4724415,0.5451169,0.4675442,0.4409887,0.4365662,0.4291818,0.4578958,0.4503239,0.4737514,0.3834427,0.3136583,0.3523197,0.3088164,0.3667299,0.2962858,0.2614697,0.1953692,0.2214431,0.2342761,0.2080497,0.2062582,0.4105758,0.3427717,0.3647086,0.2706291,0.3516644,0.3523856,0.4121532,0.4212951,0.3551483,0.3754440,0.3627407,0.3931098,0.3687924,0.4459081,0.4007488,0.3798315,0.3601135,0.4885702,0.4817545,0.5149798,0.4453777,0.4450877,0.5724460,0.4464933,0.5282844,0.5467803,0.5033658,0.4293420,0.4586146,0.5222548,0.4839425,0.4227669
gadA,0.7272144,0.5884604,0.7244994,0.6772758,0.7078486,0.7654824,0.5729681,0.7685950,0.7735005,0.6551443,0.6778457,0.7933074,0.6468033,0.7530884,0.7933195,0.8141970,0.6996732,0.6113914,0.6019480,0.6653975,0.7961124,0.7604995,0.6841624,0.7957744,0.6565497,0.7838182,0.7256565,0.6750529,0.6423784,0.6284946,0.7606801,0.5814679,0.7022770,0.6521838,0.8310477,0.7410245,0.7427475,0.7349744,0.6229406,0.5606588,0.6596263,0.6327305,0.6457655,0.7271154,0.6660840,0.7257089,0.6505648,0.6553411,0.5960390,0.6817380,0.6411357,0.6760399,0.5362090,0.6877811,0.5796230,0.5207844
micF,0.3569538,0.4314438,0.3655370,0.4556861,0.3819452,0.2890970,0.3716685,0.1898611,0.2122398,0.2773659,0.2002638,0.1679934,0.1694432,0.1436906,0.1393816,0.1973192,0.1640166,0.1481170,0.1280738,0.1496725,0.1902226,0.1661037,0.1415144,0.1657588,0.1931390,0.1793568,0.1830370,0.1909246,0.1252155,0.1417734,0.1326546,0.1796319,0.1797332,0.2006976,0.1998425,0.1536608,0.1608647,0.2281817,0.1792026,0.2618013,0.2525612,0.3580549,0.3632850,0.2819995,0.3101483,0.2343911,0.2785827,0.3087355,0.3959798,0.2581567,0.3170962,0.3810041,0.3454289,0.2980945,0.2920327,0.2624746
gadB,0.0747536,0.0543123,0.0304407,0.0870351,0.0411636,0.0527231,0.0652222,0.1095752,0.0959084,0.1117014,0.1864323,0.1665572,0.1850151,0.1650775,0.1508424,0.1691950,0.1132426,0.1164809,0.1289373,0.0884698,0.1031147,0.0777222,0.0895101,0.0712834,0.0450254,0.0516114,0.0867174,0.1251361,0.0809852,0.0289620,0.0997464,0.0538179,0.0647104,0.0630324,0.0321334,0.0589458,0.0753916,0.0558219,0.0771372,0.0511931,0.0607119,0.1100156,0.0546866,0.0596383,0.0580054,0.0815704,0.0556454,0.0550217,0.0474149,0.0339793,0.0384565,0.0610218,0.0618865,0.0541486,0.0836625,0.0645496
fumC,0.2310319,0.2874293,0.3419389,0.3152077,0.2966431,0.2970393,0.1906298,0.1903883,0.1943795,0.1421356,0.1520682,0.1176445,0.1154567,0.1681365,0.1380529,0.1831340,0.1364568,0.1542151,0.1471448,0.1238805,0.1787609,0.1302337,0.1166142,0.1063189,0.1312528,0.1911281,0.1407048,0.1536733,0.1386798,0.1211707,0.0595176,0.0411482,0.0471984,0.0927634,0.1628355,0.1117409,0.1535794,0.1655236,0.2031257,0.1552156,0.1454205,0.1969137,0.1419331,0.1253047,0.1685183,0.1736528,0.2314871,0.1963031,0.2200759,0.1488781,0.2186093,0.2002971,0.1861725,0.1992144,0.1998141,0.2157664
gadC,0.2728649,0.2454795,0.4218667,0.3835861,0.3793554,0.3916058,0.2701057,0.3247784,0.4132317,0.4735506,0.4500843,0.3960108,0.3588093,0.3935899,0.4334355,0.3921431,0.4040146,0.4577194,0.4353634,0.4491701,0.3509767,0.3367319,0.2955631,0.4307851,0.3629106,0.3571622,0.3644580,0.4252632,0.4281045,0.2854204,0.2381219,0.2120497,0.1760379,0.1735903,0.1538460,0.1489898,0.2017918,0.1347422,0.2693657,0.3326959,0.1799925,0.2396553,0.2633188,0.2620086,0.3085755,0.3111003,0.2157676,0.2710675,0.2622826,0.2063850,0.1908143,0.3227731,0.2090597,0.2921916,0.2055874,0.3005759
zwf,0.0004709,0.1318182,0.2197440,0.2376961,0.2970513,0.3308445,0.2828869,0.3403671,0.3504751,0.3527902,0.2964911,0.3373532,0.3510037,0.3683088,0.4162789,0.3962507,0.3361647,0.3489034,0.3170884,0.2995105,0.3229241,0.3294604,0.3577669,0.3864022,0.3619449,0.3963662,0.2619871,0.3307157,0.3018889,0.2169811,0.1470115,0.1324160,0.0440538,0.0143749,0.0220154,0.0125902,0.0147749,0.0022536,0.0032614,0.0004010,0.0001458,0.0013830,0.0022693,0.0019349,0.0012884,0.0072474,0.0004594,0.0000892,0.0011087,0.0043453,0.0038480,0.0016371,0.0035200,0.0065326,0.0024095,0.0042439
dctR,0.4206490,0.4192858,0.4071216,0.3849071,0.3321524,0.3608327,0.2508752,0.1875454,0.1543655,0.1575084,0.1940026,0.1298857,0.1631909,0.1481775,0.1449992,0.2097485,0.2197168,0.1735377,0.2222625,0.1826776,0.1847472,0.1275865,0.1505631,0.1566592,0.1440241,0.1991555,0.1032812,0.1033899,0.1099246,0.0847482,0.0963011,0.0898698,0.0977220,0.1748193,0.1784288,0.1489228,0.3157064,0.2544942,0.3608423,0.3394510,0.3738350,0.3929513,0.4368209,0.4401144,0.3903924,0.3786282,0.4116920,0.4419124,0.3300575,0.3303585,0.4127571,0.3491022,0.4006068,0.4389759,0.3641913,0.4199028
slp,0.2516091,0.2450007,0.3048657,0.2324167,0.1733333,0.1948939,0.1935618,0.1189102,0.1584255,0.1022789,0.1733899,0.1323957,0.1261301,0.1267112,0.1350175,0.1346918,0.1642189,0.1470324,0.1592298,0.1322163,0.1915490,0.1369734,0.1366035,0.1818927,0.2046400,0.1180883,0.1781152,0.0925128,0.1462765,0.1767864,0.1395519,0.1180443,0.1319265,0.1313317,0.1303425,0.1454647,0.1841765,0.2520833,0.2078565,0.1896861,0.2445052,0.2514225,0.3936899,0.4641104,0.3818625,0.2964641,0.2352825,0.3880639,0.3716060,0.2531864,0.2703013,0.2915957,0.4233452,0.2743158,0.2141115,0.3425648
inaA,0.1978737,0.2837158,0.2525800,0.1772903,0.2332475,0.2562636,0.2587969,0.2292547,0.1809718,0.2243459,0.2883263,0.2309316,0.2132275,0.2758952,0.2781423,0.2371283,0.2847717,0.2762527,0.2459872,0.2974084,0.2942627,0.2909742,0.3504781,0.3122208,0.2306917,0.2977647,0.2488194,0.2457621,0.2398547,0.2983643,0.2689572,0.1952932,0.2413553,0.2256712,0.2301614,0.3122885,0.2325729,0.2398786,0.2916087,0.1977787,0.2649431,0.2013389,0.2749074,0.2423339,0.2588010,0.2953614,0.2708047,0.2474352,0.2823939,0.2866989,0.2358428,0.1528922,0.2535519,0.2181448,0.2131033,0.2929860
nfo,0.0209187,0.0262011,0.0124227,0.0152030,0.0201217,0.0272244,0.0104382,0.0316437,0.0356808,0.0473059,0.0583539,0.0468185,0.0438750,0.0281979,0.0406676,0.0179479,0.0234205,0.0331428,0.0249658,0.0224635,0.0244353,0.0198228,0.0223202,0.0211918,0.0401027,0.0225776,0.0132989,0.0155003,0.0506856,0.0257051,0.0345272,0.0249444,0.0263440,0.0292465,0.0299339,0.0237255,0.0190817,0.0185425,0.0383354,0.0337269,0.0171267,0.0409360,0.0176420,0.0186568,0.0372735,0.0206815,0.0168773,0.0443092,0.0394006,0.0189014,0.0157974,0.0321742,0.0267836,0.0261852,0.0228133,0.0116672
ygiA,0.4154569,0.4163042,0.3689551,0.4820564,0.3656763,0.3773601,0.3191171,0.2800874,0.2967070,0.2314488,0.2407866,0.2991710,0.3197464,0.2181924,0.3148389,0.2695905,0.2869285,0.3686074,0.2462103,0.2472724,0.3138437,0.2561971,0.3400465,0.2377197,0.3099763,0.2787463,0.3002240,0.4048117,0.3368034,0.3186342,0.4068672,0.3191181,0.3442883,0.2388617,0.2882231,0.3045378,0.3440252,0.4446329,0.4089230,0.4443333,0.4595580,0.3838855,0.3667327,0.3404096,0.4000271,0.3962772,0.3825354,0.4283672,0.4742627,0.3788544,0.3559418,0.4269817,0.3661662,0.4939438,0.3838599,0.4918442
ygiC,0.4284799,0.5920287,0.5376306,0.4815673,0.5070146,0.4551255,0.4994279,0.4780726,0.4964562,0.3263039,0.3623434,0.2673400,0.3171589,0.2536697,0.2980902,0.2480900,0.2261047,0.2138629,0.1601836,0.1820837,0.1809010,0.1935632,0.1690700,0.1800687,0.1109421,0.1196010,0.1037244,0.1451420,0.2029625,0.1299854,0.1563778,0.1383443,0.2025172,0.2679490,0.3762568,0.4148844,0.3520385,0.4000877,0.5142848,0.5699732,0.4211273,0.3932391,0.4029649,0.3936979,0.3698048,0.4580168,0.4422603,0.5729484,0.4739037,0.5290071,0.4585233,0.5013398,0.5206272,0.5410150,0.4129217,0.4168630
ygiB,0.6830268,0.7396362,0.7485624,0.6325287,0.7012322,0.5325536,0.6449509,0.6252554,0.6750024,0.7467044,0.7224374,0.7557111,0.6762950,0.7040205,0.5962263,0.7196236,0.6848988,0.7035741,0.6236459,0.5885318,0.6444351,0.6198776,0.7441832,0.6195803,0.6103606,0.8242003,0.7715879,0.6998575,0.5634467,0.7588020,0.7609510,0.6349744,0.6594006,0.5909526,0.6817261,0.6150477,0.6353257,0.6103164,0.6873318,0.6642819,0.6735748,0.7721165,0.6965169,0.5769761,0.7804343,0.6909774,0.8350046,0.6595633,0.7692330,0.7699240,0.7238160,0.6820581,0.6388584,0.6593977,0.7366640,0.6629394
tolC,0.1992819,0.2486783,0.2214226,0.2455633,0.2396299,0.1967069,0.1736523,0.0964531,0.1610357,0.0831492,0.0713632,0.0585173,0.0629384,0.0719400,0.0834731,0.0520236,0.0980904,0.0648135,0.0693425,0.0571764,0.0449849,0.0755748,0.1324417,0.1033219,0.0538433,0.0373512,0.0889684,0.0379176,0.0580285,0.0310865,0.0281898,0.0677426,0.0639860,0.0627207,0.0993283,0.0807166,0.1395096,0.1877821,0.1855327,0.2404083,0.2795413,0.2096104,0.2029243,0.1989735,0.2173698,0.2148446,0.2397539,0.1887149,0.1643311,0.1422507,0.2818830,0.2778589,0.2516024,0.2168952,0.2529496,0.2168382
