,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
csgD,0.5138429,0.5812784,0.4912556,0.4218844,0.4631195,0.3335433,0.2914932,0.3413839,0.2907983,0.3196399,0.2387966,0.2512173,0.1904300,0.2621299,0.1958587,0.1444382,0.1952963,0.2926495,0.1710744,0.2138320,0.2196854,0.1551241,0.1597427,0.1126401,0.1416261,0.2073233,0.1340073,0.1294353,0.1733772,0.1423416,0.2327167,0.3081191,0.3593582,0.3719907,0.3537151,0.3441119,0.4562186,0.3773183,0.4762411,0.5024947,0.4626812,0.5257629,0.4664949,0.5244658,0.6218235,0.6672547,0.5431501,0.4731187,0.4889193,0.6769810,0.5870708,0.5375252,0.5049524,0.6283326,0.6082716,0.5410134
mdtE,0.0756384,0.0978432,0.0763490,0.0912955,0.1625095,0.2858561,0.3582471,0.3722776,0.5776722,0.5620839,0.6238011,0.6892859,0.6240145,0.6786040,0.6846894,0.8277206,0.5381299,0.6971052,0.6517256,0.7667471,0.7414114,0.7409007,0.6346372,0.6671560,0.6682862,0.5970230,0.5992769,0.6911194,0.6885104,0.6100560,0.7563943,0.7218437,0.7271527,0.5436590,0.6170677,0.7092330,0.7181114,0.6730491,0.7979673,0.9156880,0.7074654,0.7518984,0.7238909,0.6833071,0.6592713,0.6433300,0.7121144,0.6729097,0.7744500,0.6413420,0.7191976,0.6941066,0.6518039,0.7280433,0.7259482,0.5925864
mdtF,0.4145059,0.6888880,0.7060989,0.5638000,0.5595472,0.6840047,0.6730968,0.8788900,0.7582207,0.6748740,0.7377677,0.6945901,0.5993627,0.7237909,0.8370226,0.7181962,0.7089801,0.8136248,0.6947007,0.6485339,0.5932160,0.7039436,0.7121102,0.6761000,0.6886297,0.8606999,0.6373952,0.7078854,0.6771782,0.5442666,0.7091134,0.7176930,0.8021255,0.7144597,0.7026898,0.7091915,0.8061810,0.7679269,0.7595671,0.7433763,0.7089933,0.8078551,0.6686940,0.6634070,0.7233875,0.6773563,0.7332771,0.7498106,0.7144636,0.6905037,0.6629800,0.6416024,0.6541591,0.6588763,0.6632073,0.6643644
hdeA,0.0654468,0.0687905,0.0829450,0.1089746,0.0898461,0.0925218,0.0965397,0.1574847,0.2078979,0.1565566,0.2288762,0.1976992,0.2112032,0.2194478,0.2424801,0.2428056,0.1490869,0.2489164,0.2292383,0.1750367,0.2304578,0.1645978,0.2082732,0.2017369,0.1959538,0.2240310,0.1431359,0.2183054,0.2313484,0.2213785,0.1820554,0.2272725,0.1580951,0.1258562,0.1542845,0.0900797,0.0582925,0.0994014,0.1497084,0.1120750,0.0791122,0.0878917,0.0391507,0.0596026,0.0544765,0.0590971,0.0700164,0.0982853,0.0697830,0.0819224,0.0467796,0.0534336,0.0715120,0.0475925,0.0279042,0.0182320
hdeB,0.3401490,0.3960790,0.4511831,0.4101921,0.4335621,0.4066819,0.2918001,0.2854891,0.3378221,0.4670346,0.3199513,0.3176075,0.3642920,0.2784005,0.4002962,0.3235658,0.3428846,0.3787578,0.3867150,0.3618840,0.4626773,0.3857331,0.4094961,0.3186630,0.3831595,0.4562442,0.4157661,0.4464103,0.3952813,0.4314349,0.3378329,0.3550652,0.4005925,0.4453034,0.4054334,0.4065346,0.3816107,0.4703342,0.3436513,0.3493973,0.3051616,0.3500248,0.2966540,0.3064524,0.3386337,0.3444841,0.3449680,0.3149289,0.3363629,0.4171650,0.4320167,0.3990965,0.3936712,0.3028159,0.4200851,0.3451414
yhiD,0.4412002,0.4985153,0.4824039,0.4683287,0.4679804,0.5125545,0.3993939,0.5313423,0.5102920,0.4825854,0.4472572,0.5684436,0.5491395,0.5224482,0.5642279,0.4547394,0.5922379,0.5299317,0.5121170,0.4314174,0.4475176,0.4284161,0.4778622,0.4298553,0.4697492,0.4716286,0.5360856,0.5144566,0.4398833,0.5262858,0.4689583,0.5147246,0.4203725,0.4937276,0.4800648,0.4496828,0.3793555,0.3703566,0.4257875,0.3998306,0.4617590,0.4448998,0.4752411,0.4239231,0.3701387,0.4282636,0.5041100,0.4844861,0.4391120,0.4170393,0.4084312,0.4756243,0.3776494,0.3652904,0.4105911,0.3980570
gadA,0.3132814,0.2597790,0.2469987,0.2126359,0.2129711,0.2093133,0.2667964,0.2566134,0.2925765,0.1897198,0.2100027,0.2649570,0.1847330,0.2046238,0.2594695,0.2034714,0.1780880,0.2551388,0.3037806,0.2775277,0.2702750,0.2912124,0.2712208,0.2389303,0.2962159,0.2262076,0.2582200,0.3061692,0.2627677,0.2482625,0.2540900,0.2584372,0.2314678,0.2138577,0.2769688,0.2114610,0.2289549,0.2605174,0.2167856,0.1980301,0.2393716,0.3083294,0.2481058,0.2228540,0.2297201,0.2201109,0.2446082,0.2109947,0.2079131,0.2294114,0.2757035,0.2508992,0.1795749,0.2316886,0.2791475,0.1780415
gadB,0.0106854,0.0104857,0.0303713,0.0126153,0.0067841,0.0073817,0.0084111,0.0161049,0.0187799,0.0175062,0.0275783,0.0254477,0.0141649,0.0143343,0.0096484,0.0173752,0.0254717,0.0181142,0.0125437,0.0297195,0.0349530,0.0329246,0.0153910,0.0137252,0.0220215,0.0280242,0.0082766,0.0058639,0.0072612,0.0070782,0.0077921,0.0078070,0.0368861,0.0287869,0.0184496,0.0144869,0.0127086,0.0183255,0.0257898,0.0180469,0.0148571,0.0090641,0.0242762,0.0220745,0.0209330,0.0218869,0.0100293,0.0119013,0.0034906,0.0154809,0.0107585,0.0114183,0.0135624,0.0103021,0.0105598,0.0052845
gadC,0.1940269,0.2452029,0.1431603,0.2160820,0.2038503,0.1670633,0.1758315,0.2100740,0.1840191,0.2263094,0.2061989,0.2282210,0.1608621,0.1713043,0.2337081,0.2557051,0.2496874,0.1286560,0.2136645,0.1646423,0.2041650,0.2150437,0.2026109,0.2498449,0.2739649,0.2866091,0.1981483,0.2244721,0.1985205,0.1179604,0.1767237,0.1547559,0.1390252,0.2034645,0.1651914,0.1722693,0.1582796,0.1760340,0.2271940,0.2370169,0.2695527,0.2055344,0.2156061,0.2271973,0.2670233,0.2010619,0.2427599,0.2177691,0.1583182,0.1199685,0.0906626,0.0733385,0.1104389,0.0438379,0.1275567,0.1518401
nemA,0.2089276,0.1414528,0.0552624,0.0914930,0.1706423,0.1701942,0.2114297,0.2142006,0.1716225,0.1506035,0.1634102,0.2434705,0.2437581,0.2278708,0.1316129,0.2134234,0.2632347,0.2157255,0.3017833,0.2898383,0.2305601,0.3182865,0.3002629,0.2899557,0.1837361,0.2537572,0.2123870,0.3330725,0.2773912,0.4352905,0.5001238,0.3068375,0.3214674,0.2678712,0.2734278,0.2330430,0.2143225,0.2118222,0.2084630,0.1808921,0.2515147,0.1529626,0.1839784,0.1995133,0.1995890,0.2242814,0.2477706,0.1845063,0.1456209,0.2600962,0.2332865,0.1811011,0.1643898,0.1478835,0.1843153,0.2749444
gadY,0.0258537,0.1701196,0.3145513,0.2187090,0.2787646,0.2536418,0.3417241,0.3166931,0.3486324,0.4535195,0.3534000,0.4513870,0.3354832,0.3577152,0.4221327,0.3961154,0.3492438,0.3771585,0.2401864,0.3706487,0.3869818,0.3184000,0.3487439,0.3695914,0.3733632,0.3892664,0.4125867,0.3628426,0.2855780,0.2505696,0.1778827,0.0843601,0.0611020,0.0711334,0.0557775,0.0886971,0.0239170,0.0146223,0.0244032,0.0484975,0.0262373,0.0687084,0.0332345,0.0359067,0.0359714,0.0180004,0.0128006,0.0599047,0.0171752,0.0139293,0.0106181,0.0254553,0.0334796,0.0483716,0.0344996,0.0218665
hdeD,0.0133889,0.3481169,0.3615328,0.4259503,0.6400816,0.5897743,0.7341848,0.6695933,0.7215798,0.6899824,0.6327727,0.7772772,0.7143044,0.7190119,0.6755785,0.7944316,0.6528846,0.7166612,0.7035974,0.8997876,0.6502711,0.8213547,0.7108902,0.7651464,0.6537015,0.7180023,0.7479370,0.7306271,0.7190569,0.5565919,0.4107957,0.2614926,0.2121732,0.1788807,0.1571515,0.1137686,0.0994570,0.0514324,0.0441424,0.0398012,0.0338319,0.0476501,0.0221486,0.0465777,0.0448515,0.0387162,0.0147925,0.0355712,0.0308588,0.0246633,0.0183186,0.0172227,0.0265817,0.0178451,0.0342631,0.0269984
slp,0.2362344,0.4548398,0.5877965,0.4983802,0.5578562,0.5305716,0.6948171,0.6238391,0.6341541,0.8331744,0.8331456,0.7911081,0.7430178,0.6280218,0.7379636,0.7189264,0.6649445,0.7213637,0.5946741,0.7148220,0.6267281,0.8154513,0.5726461,0.6947390,0.7363023,0.8521820,0.8242722,0.6267533,0.6424075,0.5407206,0.4998702,0.3197544,0.3347729,0.3019346,0.2503392,0.3139760,0.3227994,0.2720190,0.2686364,0.1996378,0.2709973,0.2021427,0.1866896,0.2277144,0.2727075,0.2391851,0.2334638,0.2893894,0.3546420,0.2714866,0.2775409,0.2859680,0.2467004,0.2725789,0.2918803,0.2283237
dctR,0.5536660,0.4324616,0.6205934,0.4435117,0.4019886,0.4708413,0.4292381,0.4871113,0.5190697,0.5133924,0.3905226,0.4333477,0.4365782,0.3664678,0.3563853,0.3995511,0.4047141,0.4972386,0.4779618,0.5874794,0.4364808,0.4963298,0.5511548,0.4401790,0.5199924,0.5139771,0.4691107,0.5147992,0.5055604,0.5236272,0.6231885,0.4666676,0.5392776,0.4504918,0.4804674,0.4657678,0.4429513,0.4779110,0.4244962,0.4863047,0.4324322,0.4112600,0.4146478,0.4674541,0.4583549,0.3734415,0.4034487,0.4617736,0.3377284,0.4144532,0.4010156,0.4727194,0.4889999,0.5444953,0.5767167,0.4995506
cadA,0.4271049,0.3126629,0.3186131,0.2959263,0.3007109,0.3764055,0.2910375,0.3580271,0.3425277,0.3738566,0.2782175,0.3971759,0.3770498,0.3515585,0.2762216,0.3869127,0.2792279,0.3520097,0.3045333,0.2367087,0.2691133,0.3276138,0.3136936,0.3510740,0.2376400,0.3244835,0.3222731,0.2821122,0.3291661,0.3730611,0.3685016,0.3613177,0.2467160,0.3033584,0.2373473,0.3512448,0.2535988,0.2991584,0.4272978,0.4047488,0.2154117,0.2634896,0.3176393,0.3391771,0.3113368,0.3594098,0.3162429,0.2888986,0.3688303,0.3387871,0.3115144,0.3258892,0.3842613,0.3018651,0.2942912,0.3559015
cadB,0.2157388,0.2835482,0.3074261,0.3063206,0.2997905,0.1964145,0.2659882,0.2767716,0.2376080,0.2882559,0.2886051,0.2282884,0.2375232,0.1636382,0.1902633,0.2891720,0.1939462,0.2705656,0.1709600,0.2245841,0.2465732,0.2258676,0.3685665,0.2972256,0.3573118,0.2687746,0.2326048,0.2496146,0.3064883,0.2558389,0.3011049,0.2722548,0.2598513,0.1975699,0.1981169,0.2261249,0.2455342,0.2337810,0.2242538,0.2610483,0.2527667,0.2404599,0.2557693,0.2195968,0.3431662,0.2079871,0.2007182,0.3292824,0.2608294,0.3498112,0.3234351,0.2631040,0.2868673,0.2507359,0.2370675,0.3166291
osmC,0.6300561,0.6295272,0.6688142,0.6192941,0.7329743,0.7881870,0.6737916,0.8419483,0.6934882,0.7383339,0.7174745,0.6743812,0.7901697,0.8092059,0.7376065,0.7960901,0.8019255,0.7345648,0.8558350,0.8011682,0.7783420,0.8229465,0.7527640,0.7786510,0.7878780,0.7759170,0.6583649,0.7476655,0.6010808,0.6120201,0.5431931,0.5772277,0.5412274,0.4802168,0.5804434,0.5483536,0.5288902,0.5313989,0.5250812,0.5388331,0.6023736,0.5249635,0.5479162,0.5987355,0.4241806,0.3738589,0.4874357,0.4236326,0.4303558,0.5289052,0.5489675,0.5023823,0.5548583,0.6555927,0.7401483,0.5554907
csgG,0.5993858,0.5787676,0.6053268,0.6971950,0.5540103,0.5379801,0.6376562,0.5029706,0.5233753,0.5869434,0.3885687,0.5056817,0.4897894,0.5501458,0.4669838,0.5176481,0.4127326,0.3740461,0.4003099,0.3983576,0.4057777,0.3680447,0.3324788,0.5150276,0.3482137,0.3654826,0.3943781,0.3308685,0.3868230,0.4194581,0.2882648,0.3942619,0.3441487,0.4367913,0.3510753,0.5109141,0.3687906,0.4090570,0.4381850,0.4887000,0.5428147,0.6236013,0.5244588,0.6006394,0.5084512,0.4740296,0.5359117,0.5308577,0.5919050,0.4640220,0.6644326,0.5395815,0.5734893,0.6618942,0.5395233,0.6931835
csgF,0.8069410,0.5082902,0.4163204,0.4628936,0.3778847,0.3346841,0.3580958,0.3548476,0.2464066,0.3157881,0.2722561,0.2988791,0.2795400,0.2233858,0.2422885,0.2426284,0.2331201,0.2485190,0.2146964,0.2267352,0.2503133,0.2457625,0.3213196,0.2414640,0.2028591,0.2067776,0.2264096,0.2155703,0.2505965,0.4321796,0.4664330,0.4299155,0.5835529,0.5383489,0.5818450,0.6530953,0.5725114,0.5942969,0.6580977,0.6506735,0.6115804,0.6685272,0.6688014,0.7317781,0.5949850,0.7110049,0.8095222,0.6497222,0.5055394,0.5982811,0.7427676,0.7007729,0.6505909,0.7689237,0.6617441,0.8052060
csgE,0.6027638,0.4961987,0.5589081,0.5175985,0.4486372,0.4443244,0.3991623,0.4160718,0.3376331,0.3817363,0.3691109,0.3684803,0.3259861,0.3285366,0.3022753,0.3417046,0.4361755,0.3228602,0.4421674,0.2878172,0.3396991,0.3404069,0.3697374,0.3213885,0.3399961,0.3244003,0.3764328,0.2791637,0.2385490,0.3115881,0.3081406,0.3580988,0.3796585,0.3293308,0.4297522,0.3467700,0.3832332,0.3759442,0.2935009,0.3697415,0.5310200,0.4856607,0.4659222,0.3917459,0.4201087,0.3140486,0.4339780,0.4141100,0.3456062,0.3508451,0.3642828,0.4274435,0.5326339,0.5308301,0.3639053,0.4372770
gltD,0.6185701,0.6818570,0.6770044,0.6418778,0.7119076,0.7165164,0.5531522,0.7443559,0.6749630,0.6171423,0.7652830,0.6777423,0.6748950,0.8602330,0.6145906,0.5804705,0.7684425,0.7526498,0.6935330,0.5987672,0.6932313,0.7579568,0.5545210,0.6043530,0.7173548,0.6267510,0.5896306,0.6320169,0.6894965,0.6318023,0.7312464,0.6675893,0.6121308,0.6704143,0.7482049,0.8496932,0.7057174,0.7638069,0.8525093,0.6006448,0.7623860,0.7226262,0.7304039,0.6152487,0.7346769,0.6380007,0.6907164,0.8591915,0.6909607,0.7170411,0.6807662,0.6599066,0.7731422,0.6526633,0.6585015,0.6770581
