,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
appY,0.3453226,0.4128830,0.4304372,0.4365779,0.4446031,0.4779816,0.3349086,0.3970796,0.4641505,0.4389584,0.5742890,0.5553361,0.5181178,0.5431180,0.5764688,0.5060171,0.5047101,0.4837346,0.5649500,0.4019473,0.4878559,0.3809350,0.4919788,0.3684417,0.3133205,0.2896413,0.4291817,0.5333549,0.5416377,0.5209744,0.3777047,0.2652870,0.2834039,0.3608662,0.3080797,0.3549139,0.3287802,0.5478212,0.4996461,0.3972869,0.3494442,0.3762948,0.3218776,0.3367625,0.2998903,0.2899170,0.3670942,0.4443738,0.4990396,0.3586206,0.4348647,0.3530969,0.3813206,0.5000353,0.4028737,0.4262087
caiF,0.6230326,0.5792265,0.6378060,0.6137744,0.7411618,0.6664550,0.6167582,0.6625249,0.7226714,0.7836747,0.7739508,0.6901392,0.7857109,0.5887576,0.7452393,0.6238872,0.5633415,0.6549175,0.7721224,0.6339262,0.6753035,0.7903442,0.6497493,0.6359551,0.6319414,0.7832736,0.7553693,0.6021223,0.7265939,0.6470112,0.6698666,0.5775517,0.7254182,0.6010536,0.6092458,0.7495144,0.6865802,0.7203809,0.7011638,0.6461569,0.6018504,0.6765434,0.6066209,0.5862028,0.6597689,0.6597985,0.6782738,0.6257042,0.7599016,0.7441620,0.7179828,0.7426078,0.6807426,0.6773410,0.6588451,0.6453528
gadW,0.4255024,0.5526318,0.6581821,0.7066233,0.6612241,0.6995669,0.5854840,0.6183297,0.5309470,0.5376415,0.4913675,0.5540794,0.5825738,0.5217763,0.5265646,0.7154917,0.6154961,0.6929345,0.6141869,0.6765008,0.7303637,0.7243817,0.6605877,0.5397268,0.5230719,0.5565761,0.6139170,0.6361634,0.5161880,0.7619557,0.5292511,0.5968483,0.5678616,0.4507687,0.4123459,0.4197446,0.6163717,0.6432215,0.5518153,0.5918380,0.6098208,0.5784247,0.5566898,0.4978727,0.6608996,0.5626447,0.5477589,0.7255688,0.5560746,0.5902829,0.6365677,0.5499810,0.6030747,0.6762037,0.7717518,0.5647585
gadX,0.0037973,0.0016324,0.0166940,0.0013967,0.0026949,0.0087870,0.0019481,0.0058881,0.0122374,0.0138208,0.0060904,0.0021530,0.0011240,0.0040261,0.0051793,0.0045397,0.0020368,0.0092661,0.0008025,0.0005034,0.0020702,0.0008252,0.0007724,0.0036792,0.0074357,0.0038654,0.0021609,0.0035932,0.0061451,0.0221096,0.0023318,0.0011024,0.0027449,0.0197627,0.0043947,0.0020124,0.0001643,0.0007971,0.0001859,0.0001586,0.0014533,0.0017607,0.0007872,0.0002047,0.0005866,0.0000545,0.0024294,0.0021449,0.0050759,0.0001992,0.0017162,0.0034596,0.0018153,0.0005113,0.0004911,0.0011711
rutR,0.3674308,0.2525527,0.3421946,0.3008803,0.2822619,0.3673374,0.3202841,0.4540252,0.3259826,0.3614993,0.2897116,0.3818747,0.3751040,0.4763745,0.3077091,0.3499271,0.3190536,0.2712963,0.3372807,0.3201419,0.3376725,0.2862158,0.3139335,0.2643148,0.2603836,0.2963955,0.3282157,0.3822151,0.4001294,0.4237435,0.5289981,0.4849204,0.4250594,0.4972309,0.4154952,0.4649142,0.4636168,0.4454255,0.4129768,0.3613115,0.3741107,0.4096951,0.4323619,0.3798205,0.4932048,0.3926661,0.3578687,0.3923716,0.4318745,0.3937712,0.4082152,0.4510360,0.4275857,0.4484681,0.4069673,0.4343095
nemR,0.2021675,0.1330067,0.0941637,0.1006956,0.1249056,0.1802727,0.1413462,0.1294767,0.1001667,0.1026831,0.0750626,0.1159770,0.0623549,0.0803172,0.0728960,0.0749643,0.0741647,0.0701452,0.1304090,0.0897065,0.1138744,0.0585202,0.0633143,0.0662827,0.1180750,0.0825330,0.1018262,0.0736323,0.1579340,0.1471163,0.3017495,0.1581452,0.1869026,0.1585663,0.1567603,0.1986297,0.1930486,0.1979027,0.1471659,0.2482478,0.2285569,0.1811991,0.2329431,0.1888111,0.2131711,0.1842672,0.2262146,0.2128391,0.1681947,0.1816177,0.2161364,0.1869997,0.1708772,0.3065430,0.1971996,0.1664906
gadE,0.0736281,0.1988859,0.3639868,0.4362698,0.3650147,0.4526898,0.3494411,0.3860174,0.4457470,0.4327648,0.3700943,0.3547377,0.4395081,0.4453126,0.4240675,0.4210305,0.6002432,0.4946074,0.4383678,0.3797273,0.4968517,0.5176912,0.4734611,0.4434275,0.4771313,0.3623640,0.4108545,0.5074679,0.4898906,0.3337348,0.3149693,0.1654510,0.1693313,0.1673294,0.1119474,0.1272276,0.1220308,0.1864845,0.1000490,0.0659991,0.0907099,0.1012029,0.1130092,0.0625854,0.0646729,0.0603593,0.0996546,0.0575164,0.0428562,0.0969377,0.0839005,0.0992097,0.0531527,0.0729541,0.0823563,0.0349515
rcsA,0.6709019,0.5276018,0.4072435,0.4610196,0.4079956,0.5254967,0.3949379,0.4623556,0.4593537,0.4017087,0.3923203,0.3118921,0.5262946,0.3898369,0.4441121,0.4886766,0.4630747,0.3719986,0.4072660,0.4687028,0.4104155,0.3805129,0.3329510,0.3131109,0.4783758,0.5105066,0.3919343,0.4481180,0.3920723,0.4936789,0.5910257,0.6205486,0.5541194,0.5757196,0.5946121,0.6129038,0.5064978,0.5811135,0.5834949,0.6540590,0.6974846,0.7678867,0.6806343,0.6469604,0.6254821,0.6886146,0.6846782,0.7346966,0.7199991,0.7160356,0.6342522,0.5536358,0.7481437,0.7024705,0.7813440,0.6282748
ydeO,0.0191467,0.0090687,0.0389711,0.0259895,0.0094078,0.0153705,0.0143104,0.0170263,0.0225067,0.0371265,0.0327601,0.0114629,0.0088396,0.0245635,0.0111474,0.0209024,0.0092729,0.0213282,0.0038503,0.0109746,0.0015831,0.0068453,0.0046045,0.0092784,0.0260622,0.0135059,0.0168086,0.0079962,0.0149329,0.0089627,0.0148053,0.0268102,0.0176219,0.0210846,0.0163182,0.0174107,0.0258173,0.0097749,0.0129777,0.0275450,0.0267128,0.0095347,0.0074296,0.0137630,0.0091928,0.0139421,0.0088475,0.0060051,0.0051687,0.0098373,0.0097610,0.0289914,0.0093089,0.0191754,0.0103785,0.0184996
evgA,0.0822025,0.0992362,0.0745265,0.0681654,0.0597469,0.0702408,0.0577201,0.0684983,0.0681823,0.0901816,0.0732506,0.0752428,0.0573062,0.0683957,0.0861292,0.0466655,0.0949134,0.1015477,0.0943296,0.1000504,0.1197782,0.0668066,0.1133404,0.0921719,0.1299651,0.1125260,0.0832670,0.0813575,0.0681045,0.0937171,0.0552598,0.0767327,0.1233438,0.1121493,0.1042875,0.1578150,0.1190417,0.0924849,0.0994393,0.1610063,0.1586181,0.0706318,0.1288696,0.0830758,0.0741204,0.0927063,0.0699772,0.0521221,0.0855653,0.0720983,0.0775372,0.0631681,0.0800956,0.0868898,0.0627168,0.1040699
mdtF,0.5641187,0.5480952,0.5755928,0.5421055,0.5192502,0.6293334,0.6063800,0.5831079,0.6036533,0.6698362,0.5656926,0.6697769,0.6670970,0.6472745,0.5544184,0.7112335,0.6889711,0.7169194,0.6890799,0.7066069,0.5809990,0.6027687,0.4995682,0.6303676,0.6790487,0.7648292,0.6040940,0.8010025,0.6724535,0.6378040,0.7138736,0.7890665,0.6558746,0.6869982,0.6587714,0.6277570,0.5306142,0.5172039,0.6354723,0.6324325,0.5592395,0.5528566,0.6318689,0.5733686,0.6184391,0.6078944,0.4737916,0.4897064,0.4239825,0.3646749,0.3877198,0.3617020,0.4373992,0.5172986,0.5857171,0.5448206
mdtE,0.1879480,0.1923109,0.2916155,0.1667696,0.2220718,0.2548988,0.2347374,0.2526775,0.2701902,0.2390047,0.3223012,0.2776380,0.1880665,0.2790208,0.2166130,0.2040796,0.2338485,0.2255266,0.3391082,0.2467291,0.3232144,0.3237736,0.2557722,0.3198391,0.2849523,0.2783784,0.2782637,0.2776740,0.2789234,0.2868267,0.2580554,0.2035629,0.1797665,0.2014244,0.1276584,0.2112190,0.2099503,0.1492975,0.2195905,0.2381379,0.1659530,0.2804807,0.1641687,0.1974713,0.1691656,0.2075704,0.1594220,0.1904401,0.2022315,0.1442873,0.1749141,0.2204127,0.2163108,0.2537544,0.2578490,0.1946966
cadA,0.6187512,0.6303870,0.5133600,0.6169888,0.5378049,0.5667331,0.5793676,0.6932456,0.8028697,0.6797265,0.5637712,0.7785794,0.7769376,0.6439335,0.6624491,0.6490071,0.7513597,0.7006672,0.6729289,0.6399341,0.6272011,0.7137905,0.6628281,0.6727892,0.8600365,0.7040481,0.7336964,0.7559846,0.6045517,0.6171742,0.7068939,0.6846352,0.6672411,0.7737640,0.6991948,0.8570168,0.6987456,0.6145527,0.6598208,0.8328808,0.7331573,0.6112050,0.7666467,0.6414036,0.6717999,0.6943626,0.6383050,0.6953886,0.7185733,0.6400792,0.6785905,0.7260762,0.7767312,0.7859539,0.6691773,0.5689673
cadB,0.0174916,0.0221357,0.0264244,0.0559240,0.0914434,0.1882821,0.1524071,0.2200975,0.2073166,0.2124329,0.3277866,0.3149789,0.3011977,0.2823420,0.4093155,0.3680096,0.2900506,0.3648639,0.3500983,0.2777044,0.2977499,0.3164499,0.2333108,0.2767557,0.2676470,0.2688064,0.2567699,0.2669071,0.3472144,0.3788943,0.2406778,0.2856527,0.2564495,0.2086783,0.1567760,0.1646398,0.1950736,0.1996504,0.0858843,0.1374700,0.0572507,0.0466646,0.0407871,0.0297446,0.0262463,0.0219602,0.0267725,0.0259064,0.0320216,0.0124501,0.0079379,0.0082227,0.0227796,0.0277557,0.0103706,0.0107887
bglG,0.3241681,0.4275553,0.3820826,0.2875093,0.3396216,0.3365746,0.3624833,0.3328218,0.3291110,0.2420306,0.3150351,0.3555655,0.4304517,0.3303918,0.2986604,0.2414550,0.3175671,0.2990776,0.3009533,0.4095830,0.3836952,0.3778399,0.2666933,0.3798745,0.2957288,0.3671051,0.2782018,0.3506577,0.2444184,0.3044347,0.3246794,0.3278292,0.3428292,0.2251529,0.4114473,0.2645341,0.2815651,0.4307269,0.3586854,0.2551913,0.3015494,0.2915810,0.3582370,0.3132591,0.3227977,0.3295243,0.2969148,0.4503533,0.3662487,0.3394963,0.4019793,0.2844604,0.3364769,0.3699948,0.3204846,0.3269520
bglB,0.1570638,0.1988744,0.1580741,0.1589612,0.1175826,0.1542889,0.1311176,0.2834808,0.2868525,0.2726333,0.2425220,0.2283136,0.1847789,0.1713852,0.1607639,0.1517617,0.1557777,0.1607992,0.1820524,0.1283453,0.1274232,0.1473519,0.1682543,0.0938158,0.1623056,0.1451837,0.0996648,0.2306924,0.1496173,0.1338382,0.1471757,0.1449754,0.1343948,0.1303689,0.1117725,0.1246380,0.0887792,0.1618938,0.2196852,0.1332794,0.1766532,0.1979634,0.1280274,0.1259944,0.1805799,0.1249774,0.1410927,0.1685459,0.1299852,0.1824953,0.1712997,0.1837103,0.2433271,0.1162256,0.1431374,0.1331051
bglF,0.1256707,0.1017879,0.0933226,0.1564044,0.0961016,0.0805509,0.1223798,0.1419356,0.1535701,0.1143861,0.1426778,0.1750547,0.1717196,0.1334127,0.1435199,0.0933842,0.0962840,0.1075088,0.1043010,0.1860490,0.1289996,0.1309735,0.1352908,0.1610390,0.1227259,0.1679424,0.0947414,0.1056243,0.1093796,0.1467666,0.1569322,0.1312823,0.1175314,0.1462484,0.0931038,0.0898860,0.1125610,0.1083069,0.1153860,0.0913026,0.1122194,0.1624684,0.1648994,0.1426465,0.1551354,0.1584272,0.1131741,0.1350614,0.0796700,0.1235873,0.1297718,0.1122675,0.1345691,0.1650069,0.1500909,0.1343686
yhiD,0.4125198,0.3646362,0.4235595,0.4702216,0.4009678,0.4543304,0.5309207,0.5613337,0.5859474,0.5781986,0.5601682,0.5591124,0.5041446,0.6173083,0.5476935,0.5201085,0.6092430,0.6141352,0.5560638,0.5295113,0.5917442,0.5241396,0.5991064,0.4751100,0.5921342,0.5727710,0.5615237,0.5693308,0.4182444,0.4800710,0.7259079,0.4532209,0.5466763,0.4981243,0.5795197,0.4680333,0.4893142,0.5587332,0.4118170,0.6461886,0.4520340,0.4982225,0.4540781,0.3895126,0.4688697,0.3967697,0.3716726,0.5730608,0.4147149,0.4503648,0.4421405,0.4918230,0.4817015,0.4608978,0.4546234,0.4044529
hdeA,0.4123317,0.3361061,0.3272547,0.3608944,0.5334360,0.4592490,0.4699242,0.5865518,0.5109965,0.6441075,0.6086243,0.6378266,0.6464892,0.6479402,0.5647459,0.4863188,0.6175616,0.5014845,0.6176184,0.5902960,0.5183798,0.5589328,0.6409598,0.5791582,0.5720658,0.8094962,0.5897445,0.6768748,0.5272419,0.6499258,0.6517962,0.6986498,0.5973741,0.5420797,0.7019080,0.4463324,0.4989363,0.5134693,0.5026562,0.5287894,0.4653592,0.4841714,0.4175961,0.4820003,0.3805462,0.4686065,0.3957721,0.3962674,0.3396156,0.3175484,0.4285881,0.4898205,0.3508328,0.4441933,0.4414936,0.3545022
hdeB,0.5416282,0.5015876,0.6566098,0.6905792,0.7576124,0.6459030,0.7078740,0.7079781,0.7252913,0.7284827,0.8590176,0.6633305,0.7748934,0.7578038,0.6645010,0.6559263,0.5736480,0.6333708,0.6976823,0.7108894,0.7521257,0.8040618,0.6610178,0.7533463,0.7008575,0.7250552,0.7030255,0.6216992,0.7435915,0.5240257,0.6141773,0.4862365,0.6301627,0.5639391,0.5281807,0.5570793,0.4576999,0.5109815,0.5249395,0.5385842,0.4881922,0.4786457,0.4140535,0.5322132,0.5719564,0.5406113,0.4574638,0.3902781,0.4131632,0.5148792,0.4422625,0.4450135,0.4194475,0.3850288,0.4678494,0.5568706
gadA,0.0626214,0.1002530,0.1269428,0.2016415,0.2251644,0.2501172,0.1973275,0.2685909,0.2264178,0.2254072,0.2214975,0.2368401,0.2504344,0.2437197,0.2572616,0.2919019,0.2352926,0.3141780,0.2555863,0.2589834,0.2595119,0.1950220,0.2967105,0.3655341,0.2986733,0.2828310,0.2568179,0.2693096,0.2951557,0.2140454,0.2948190,0.2323111,0.2124470,0.2686801,0.2965216,0.2113041,0.1973090,0.1583673,0.1535288,0.1538390,0.1131419,0.1073366,0.1181893,0.1432843,0.1500002,0.0994355,0.0722278,0.0558955,0.0813679,0.0536704,0.0365346,0.0670699,0.0904745,0.0849622,0.0553863,0.0804820
hdeD,0.2378110,0.2244380,0.2060671,0.3024766,0.2809044,0.3046112,0.2979998,0.2600829,0.3216573,0.4007512,0.4322733,0.4416538,0.4053148,0.3919526,0.4036159,0.3611495,0.3031975,0.2505941,0.3089769,0.3418792,0.3322551,0.2857868,0.2736108,0.3561311,0.3137133,0.2599597,0.2786784,0.3100903,0.3265387,0.3202327,0.4328080,0.4423463,0.3560050,0.4381389,0.3225068,0.2964407,0.3811301,0.3478037,0.2616012,0.2820030,0.3917221,0.3312924,0.3399789,0.2698859,0.2038146,0.2779174,0.3062168,0.2999794,0.2575294,0.3457201,0.2949607,0.2878695,0.2251585,0.2102262,0.2331163,0.2785177
gutQ,0.4760976,0.4441604,0.4822970,0.3763713,0.4019470,0.4067948,0.4508849,0.4301342,0.3539977,0.3602726,0.3524406,0.4081636,0.4001458,0.3703898,0.2814452,0.2859390,0.3603424,0.3500424,0.3884648,0.4028579,0.4476900,0.4493156,0.4728307,0.5709654,0.5378158,0.4580914,0.4266147,0.4402366,0.4230074,0.5104396,0.3776182,0.5144185,0.6018430,0.4685676,0.5464485,0.6070025,0.5530226,0.3886509,0.4980570,0.5443399,0.3869052,0.4018504,0.4091581,0.4232510,0.4928423,0.4205869,0.3756199,0.4682387,0.4580645,0.3777942,0.3592594,0.3897356,0.3553042,0.4858073,0.2992359,0.3860854
srlD,0.0841655,0.1531636,0.0787787,0.0508443,0.0644224,0.0630492,0.0593662,0.0671427,0.0821017,0.0789699,0.0628911,0.0553683,0.0757288,0.0910172,0.0783579,0.0669719,0.0813432,0.1219445,0.0573895,0.1018861,0.0700487,0.0821051,0.1409217,0.0584758,0.0625780,0.0604179,0.0934386,0.0622239,0.0735169,0.0802595,0.0589686,0.0717557,0.0888233,0.0779080,0.0928209,0.0745490,0.0527683,0.0457562,0.0895159,0.0517048,0.0797044,0.0396530,0.0668295,0.0762826,0.0856281,0.0941419,0.1504350,0.0710333,0.0950048,0.0585768,0.0672947,0.0670201,0.0386898,0.0710519,0.1165565,0.0654168
srlB,0.1114937,0.1367250,0.1525958,0.1715387,0.1888645,0.1230404,0.1867844,0.1322989,0.0850148,0.1604224,0.1345966,0.1426452,0.0975824,0.1514133,0.1130144,0.1554873,0.1104362,0.1579741,0.1571368,0.1069627,0.1485086,0.1677035,0.1977067,0.1626809,0.1702718,0.1497267,0.1747713,0.0860366,0.1561350,0.2066692,0.1713914,0.2462285,0.1957811,0.2387996,0.1621595,0.1582567,0.1405154,0.1442932,0.1427418,0.1239009,0.1132262,0.1870302,0.1575609,0.1338924,0.1227886,0.1863257,0.1579538,0.1815407,0.1512548,0.1768600,0.1371173,0.1565979,0.0847166,0.0985705,0.1359012,0.1019160
srlE,0.3612566,0.4394389,0.3979318,0.5252086,0.4797344,0.6059225,0.5447563,0.7210119,0.7299990,0.6128143,0.5773479,0.6579646,0.4874605,0.6536933,0.5181747,0.6565128,0.6335310,0.6165532,0.5517204,0.6258089,0.5825538,0.6972025,0.7038480,0.6025835,0.7833735,0.6849964,0.6253717,0.6297267,0.6596079,0.5740239,0.5962996,0.6937871,0.4215511,0.5760141,0.7003441,0.4852006,0.6247788,0.6059642,0.6003351,0.6513124,0.6014899,0.5314764,0.6057454,0.5554730,0.4444484,0.5165061,0.4370526,0.4719297,0.3274037,0.5151245,0.5115708,0.4532077,0.4050781,0.3673868,0.3665848,0.3971538
srlA,0.0066268,0.2550450,0.4244081,0.5264973,0.4531980,0.4825185,0.4868748,0.4639132,0.4994951,0.4549271,0.4706062,0.5069484,0.4331856,0.4656096,0.5390454,0.5561158,0.6066223,0.4301110,0.4563801,0.5488292,0.4735711,0.4645182,0.5057958,0.6242235,0.4597700,0.4453893,0.5400400,0.5212078,0.4316962,0.3840547,0.1984538,0.1619454,0.2171514,0.1295086,0.0470040,0.0625198,0.0252530,0.0439266,0.0433810,0.0175844,0.0318016,0.0121453,0.0211386,0.0110975,0.0147471,0.0126118,0.0046318,0.0063612,0.0071140,0.0035089,0.0029080,0.0043599,0.0137191,0.0063995,0.0133385,0.0082242
gadB,0.0045949,0.0014074,0.0045598,0.0029896,0.0089882,0.0119361,0.0075929,0.0227612,0.0076064,0.0091850,0.0059534,0.0044490,0.0095911,0.0253966,0.0040659,0.0120567,0.0273218,0.0231637,0.0187827,0.0157913,0.0235747,0.0187156,0.0175407,0.0012668,0.0112475,0.0089239,0.0413210,0.0159333,0.0077364,0.0119477,0.0084335,0.0090889,0.0146037,0.0031806,0.0193397,0.0287994,0.0270977,0.0248839,0.0065211,0.0021507,0.0014393,0.0016422,0.0015957,0.0047231,0.0108126,0.0009835,0.0049871,0.0205894,0.0054005,0.0069417,0.0244513,0.0032287,0.0007757,0.0001910,0.0061104,0.0005040
osmC,0.4899384,0.4553228,0.3874899,0.3820010,0.3257043,0.3260597,0.3358358,0.2148140,0.1969210,0.2026644,0.2931046,0.3231551,0.3366849,0.2221863,0.2589853,0.2264110,0.3027914,0.2236207,0.2203268,0.2097107,0.2080661,0.2364626,0.2095952,0.2176464,0.1566512,0.2043773,0.1768568,0.1693478,0.1989023,0.3073490,0.2216490,0.4034331,0.3859844,0.4779948,0.4124048,0.4714644,0.5633818,0.5438051,0.5106861,0.5069760,0.4094685,0.4460716,0.4027635,0.4517569,0.5133851,0.4963461,0.5089996,0.3889405,0.5586310,0.4348173,0.3788779,0.5017673,0.3760059,0.4869333,0.3261209,0.4221748
gadC,0.0003401,0.0050787,0.0036743,0.0103224,0.0131438,0.0078392,0.0074848,0.0080971,0.0197761,0.0148854,0.0051941,0.0085688,0.0046543,0.0028935,0.0045875,0.0120192,0.0043971,0.0012548,0.0000001,0.0032028,0.0012992,0.0014972,0.0013431,0.0006408,0.0135117,0.0023613,0.0051645,0.0041273,0.0107554,0.0064408,0.0041848,0.0011201,0.0024795,0.0038827,0.0046634,0.0077048,0.0160926,0.0049997,0.0080757,0.0170791,0.0116937,0.0058309,0.0023146,0.0028188,0.0138402,0.0055972,0.0222125,0.0038814,0.0094264,0.0052201,0.0010096,0.0018749,0.0041868,0.0009058,0.0008072,0.0019275
