,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
lrhA,0.0877838,0.0435993,0.0371723,0.0395790,0.0483017,0.0736213,0.0606210,0.0486776,0.0586885,0.0312785,0.0570516,0.0580174,0.0879987,0.0872739,0.0642165,0.0756791,0.0726825,0.0395137,0.0322929,0.0694586,0.0441260,0.0776761,0.0572087,0.0530426,0.0391704,0.0537653,0.0530873,0.0671712,0.0957003,0.0409067,0.0443988,0.0756532,0.1180793,0.0862288,0.0602715,0.0731220,0.0696770,0.0699067,0.0575268,0.0732410,0.1042819,0.0645447,0.0653698,0.0662188,0.0596260,0.0509950,0.0612817,0.0555314,0.0439653,0.0368728,0.0743043,0.0587746,0.0623055,0.1297074,0.1061641,0.0537135
gadE,0.0193183,0.0343222,0.0275323,0.0396866,0.0515369,0.0476495,0.0672437,0.1041805,0.1079534,0.1662147,0.2479609,0.2677739,0.3278271,0.2781411,0.3538112,0.3433014,0.3321430,0.3471493,0.2759658,0.3127585,0.2798434,0.3255721,0.4325769,0.3321794,0.3131487,0.2988190,0.3306968,0.3108221,0.3246164,0.3394621,0.2589518,0.2091038,0.1877119,0.2446364,0.1805965,0.1729323,0.1471375,0.1172330,0.1197464,0.0931181,0.1000279,0.1008692,0.0791664,0.0441979,0.0394644,0.0540795,0.0790762,0.0369348,0.0486454,0.0333148,0.0070386,0.0076403,0.0119551,0.0084382,0.0096451,0.0184668
ydeO,0.0577779,0.0365086,0.0667270,0.0229587,0.0266046,0.0398851,0.0109384,0.0143823,0.0068341,0.0124931,0.0156492,0.0082912,0.0246533,0.0139571,0.0133877,0.0078039,0.0365045,0.0227128,0.0188103,0.0041747,0.0117795,0.0068750,0.0079847,0.0088239,0.0231819,0.0065759,0.0189455,0.0196384,0.0162957,0.0275168,0.0309511,0.0314308,0.0705516,0.0438663,0.0904325,0.0432177,0.1169116,0.0574920,0.0625834,0.0376700,0.0543084,0.0603989,0.0503649,0.0687972,0.0474786,0.0523154,0.0572475,0.0628791,0.0600106,0.0560731,0.0386178,0.0502555,0.0651518,0.0346652,0.0661006,0.0744883
evgA,0.0046146,0.0071609,0.0025548,0.0021062,0.0014656,0.0025774,0.0025022,0.0070610,0.0080457,0.0091968,0.0026983,0.0084214,0.0072987,0.0090480,0.0015295,0.0100343,0.0056380,0.0145895,0.0056118,0.0077822,0.0047026,0.0017041,0.0065179,0.0066163,0.0022030,0.0053185,0.0077459,0.0086917,0.0038221,0.0054733,0.0002310,0.0005123,0.0037698,0.0030828,0.0003506,0.0017238,0.0029175,0.0036865,0.0047474,0.0077922,0.0021462,0.0031066,0.0014309,0.0043196,0.0010780,0.0022669,0.0031702,0.0017197,0.0020853,0.0021992,0.0001975,0.0013642,0.0057126,0.0029154,0.0009118,0.0055190
gadW,0.7432547,0.7694331,0.7025827,0.7450766,0.6822430,0.7720436,0.7893203,0.6530613,0.6440620,0.6493893,0.7532789,0.6907788,0.6904593,0.5952246,0.6328670,0.5489813,0.5395871,0.6606729,0.5799417,0.7342844,0.5455494,0.7201609,0.7152332,0.5644035,0.7061063,0.6160393,0.6203239,0.8043228,0.7768186,0.6944359,0.6307836,0.7020676,0.6722876,0.6375203,0.6506058,0.7013276,0.7753870,0.6360805,0.6951588,0.6181220,0.6978888,0.7917923,0.7482171,0.6054132,0.7636836,0.6727509,0.7370210,0.8469524,0.7302563,0.7517103,0.7024910,0.8045477,0.8760792,0.5421485,0.7382198,0.6333175
gadX,0.1569033,0.0595826,0.0888684,0.1137330,0.1959364,0.2212348,0.1923683,0.2051534,0.2598232,0.2730093,0.2424509,0.2863173,0.2590060,0.3768661,0.2871266,0.3191995,0.2402709,0.2422348,0.2368346,0.2773698,0.2893609,0.2956937,0.2597376,0.2335999,0.2222139,0.2756082,0.2672511,0.2458069,0.2499796,0.2901790,0.1794441,0.1416287,0.1456720,0.1207935,0.1655559,0.1946501,0.1281739,0.1097743,0.0883366,0.1303965,0.1441502,0.0832086,0.1208300,0.1284875,0.0894146,0.1015196,0.1012960,0.1027897,0.0959171,0.0664694,0.1466523,0.1014234,0.0994432,0.0805983,0.1270156,0.1188032
rutR,0.3562556,0.2856759,0.1882892,0.1390440,0.1674653,0.1363675,0.1421488,0.1564114,0.1038719,0.1655698,0.1672542,0.1528570,0.1065546,0.1755692,0.1581514,0.1861389,0.1158494,0.1339241,0.1338271,0.1463449,0.1412742,0.1526568,0.1627491,0.1220141,0.0802520,0.1156082,0.1514126,0.0835757,0.1455608,0.2611283,0.3281670,0.4223668,0.3437739,0.3498117,0.3810480,0.3891952,0.3181288,0.3166794,0.3329784,0.2579110,0.2983637,0.3337266,0.3153835,0.2993124,0.3066295,0.2402616,0.3339531,0.2422070,0.2959490,0.3198420,0.3549041,0.3164520,0.2805174,0.2832001,0.4337677,0.3272320
nemR,0.8038555,0.6940080,0.6477822,0.6439216,0.6113001,0.7592670,0.7430957,0.7321577,0.7359529,0.6690154,0.9489927,0.7510688,0.5932970,0.6775590,0.7088953,0.6583116,0.7439474,0.5301229,0.6838688,0.5701670,0.6687314,0.7032872,0.6846074,0.7289989,0.7141495,0.6429049,0.6287541,0.6581430,0.7766215,0.8769062,0.7536511,0.7985801,0.6567136,0.8173781,0.6305601,0.6043154,0.6886699,0.7997600,0.6104285,0.6807275,0.7058406,0.6440041,0.6763297,0.6946905,0.6661246,0.5964831,0.6790419,0.6217964,0.6299285,0.5967947,0.5450497,0.6144793,0.6438299,0.6538495,0.7838931,0.7827078
torR,0.3472558,0.4349701,0.3309767,0.2986438,0.2932612,0.3525506,0.3501244,0.2686408,0.2952936,0.3939444,0.3229134,0.3984934,0.3208575,0.3993366,0.3543820,0.3621570,0.3774247,0.3253373,0.3976713,0.4022862,0.2964333,0.2950650,0.2867042,0.3245426,0.3560896,0.4669001,0.4991545,0.3375499,0.3463625,0.3293058,0.5072700,0.4284043,0.4176076,0.3834869,0.3479986,0.4095024,0.3619284,0.3487956,0.4009551,0.3386002,0.4238604,0.3716965,0.4372024,0.4820485,0.3775095,0.4390614,0.4856480,0.3250972,0.3896754,0.3587998,0.4384326,0.2746771,0.4366793,0.3323878,0.3466572,0.3684613
phoP,0.1514587,0.1040719,0.1090587,0.0836736,0.1241683,0.0936949,0.0927279,0.0708199,0.1338928,0.1073621,0.0857982,0.0634955,0.1078261,0.0634175,0.0656580,0.1105093,0.1213381,0.1663030,0.1380299,0.0792338,0.1080886,0.0636324,0.0568076,0.0531133,0.0541215,0.0745025,0.1077535,0.0829760,0.1054379,0.0746790,0.1211860,0.1303442,0.0886947,0.1119070,0.0974454,0.1165004,0.0537971,0.1071868,0.0704467,0.1094338,0.1098180,0.0651582,0.1167348,0.0679418,0.0482757,0.0466356,0.1288327,0.1233231,0.0924993,0.0554969,0.0689582,0.0605978,0.0550452,0.0655313,0.0835493,0.0818370
mdtE,0.3386146,0.3962737,0.4205086,0.4032744,0.3589233,0.3560772,0.3468373,0.3122107,0.2887772,0.3562352,0.3528758,0.3063378,0.3372377,0.3685011,0.3179702,0.3933377,0.3436486,0.3210398,0.3869964,0.3868239,0.3427251,0.3745538,0.3212021,0.3543892,0.3963486,0.3770524,0.3872072,0.3754776,0.3348309,0.3327266,0.4030057,0.3897349,0.4558046,0.5305081,0.3917168,0.3870968,0.3589764,0.3450381,0.4625538,0.4118227,0.4496505,0.3187008,0.4128904,0.3639051,0.3512531,0.3882832,0.3201022,0.4526961,0.2502401,0.4644759,0.2977578,0.4403982,0.3131098,0.3817206,0.3431345,0.2856194
mdtF,0.0148507,0.0248798,0.0189913,0.0086849,0.0075497,0.0089601,0.0131268,0.0141971,0.0099169,0.0070325,0.0067537,0.0195561,0.0333452,0.0241053,0.0904841,0.0127381,0.0202583,0.0303692,0.0138986,0.0503112,0.0341194,0.0306398,0.0215331,0.0430168,0.0232699,0.0578114,0.0572820,0.1015902,0.0216763,0.0324303,0.0159786,0.0428891,0.0725641,0.0926178,0.1581915,0.1892451,0.2182861,0.1581711,0.1103623,0.1046186,0.0645828,0.0745602,0.0765131,0.0424654,0.0168492,0.0254897,0.0218364,0.0068740,0.0051960,0.0164032,0.0148351,0.0183897,0.0107162,0.0120747,0.0118221,0.0053335
csgF,0.0350589,0.0301821,0.0316040,0.0361767,0.0110401,0.0218458,0.0093925,0.0198816,0.0277653,0.0169953,0.0159082,0.0130686,0.0153983,0.0155724,0.0259659,0.0259398,0.0221127,0.0157115,0.0098370,0.0169090,0.0272433,0.0195233,0.0348358,0.0249973,0.0225561,0.0426399,0.0062604,0.0629002,0.0401555,0.0176754,0.0171074,0.0255223,0.0205050,0.0134176,0.0120368,0.0361044,0.0380922,0.0132795,0.0100826,0.0083407,0.0255113,0.0301544,0.0261816,0.0267571,0.0187945,0.0103045,0.0244201,0.0245573,0.0213838,0.0342044,0.0126842,0.0320913,0.0195872,0.0150805,0.0152492,0.0237468
csgE,0.1905817,0.3775017,0.4196296,0.4591378,0.4964121,0.4512933,0.4993949,0.4909236,0.4876994,0.5305439,0.5766268,0.5279332,0.4688658,0.4998084,0.5756489,0.4915468,0.4614582,0.5999752,0.5175622,0.5362991,0.5228651,0.4965025,0.6211238,0.5542089,0.6226066,0.5179604,0.5122244,0.6142166,0.5397061,0.6408974,0.3692639,0.3722456,0.2974431,0.2700104,0.3141789,0.2999537,0.2451624,0.2247771,0.2246051,0.2759115,0.2238693,0.2873093,0.2232912,0.2609650,0.2232392,0.2380793,0.2288790,0.2707821,0.2136400,0.2492021,0.2386358,0.2516587,0.2569464,0.1804511,0.2347701,0.2743968
csgG,0.7670608,0.8160932,0.7690155,0.7341722,0.7094038,0.5591558,0.7657960,0.5593828,0.7579413,0.7347905,0.7051712,0.7099665,0.6114239,0.6497521,0.6077644,0.6950383,0.8004646,0.8333763,0.7255600,0.6949602,0.6396090,0.6379437,0.6252058,0.6956490,0.7152486,0.6677433,0.7537937,0.7198450,0.8289498,0.6355779,0.6225849,0.7574608,0.5514942,0.7015500,0.7197228,0.7676642,0.6443153,0.7702631,0.6928433,0.6635296,0.8423925,0.7248196,0.7631427,0.6685448,0.5768273,0.6851565,0.6978449,0.6857403,0.7066647,0.7003858,0.6236274,0.6384793,0.6913699,0.6246826,0.8125231,0.7222644
hdeA,0.5447534,0.6079223,0.6316756,0.5545986,0.5169406,0.5020665,0.4842125,0.5863713,0.5069074,0.4670114,0.6122859,0.5320660,0.4315376,0.5316376,0.5813802,0.6138734,0.4381703,0.5162035,0.5984690,0.4676564,0.4957375,0.5626867,0.4771244,0.5228111,0.4295018,0.5891143,0.5498003,0.4791151,0.4165120,0.5256624,0.5760798,0.4817130,0.5671659,0.6207645,0.5445175,0.6443859,0.6214774,0.5332198,0.5959168,0.5742435,0.5868414,0.5987585,0.5095104,0.5559776,0.6189490,0.5854102,0.5982207,0.4861888,0.7246165,0.6291784,0.7143973,0.7030810,0.5957021,0.5188737,0.5919620,0.5815171
hdeB,0.0894253,0.0490277,0.0457317,0.0540398,0.0590440,0.0750739,0.0645299,0.1196177,0.1004884,0.1111404,0.0893210,0.1992047,0.2002534,0.2644360,0.2938632,0.2818099,0.2940262,0.3166621,0.3751587,0.4122699,0.3656126,0.4033098,0.3817292,0.4139488,0.3279441,0.4833862,0.3821484,0.5168020,0.4474644,0.4398024,0.4296396,0.3734341,0.3545339,0.4453102,0.3156651,0.3277666,0.3426050,0.4394923,0.2651783,0.2931133,0.2774428,0.1531285,0.2344703,0.1293030,0.0998482,0.1087697,0.0700495,0.0719578,0.1086385,0.0709342,0.0781694,0.0729749,0.0467830,0.0334806,0.0597375,0.0703421
yhiD,0.8231408,0.4972614,0.4944876,0.5922171,0.6676693,0.5790943,0.6349656,0.6245171,0.5315186,0.7140348,0.6359444,0.7289811,0.5868350,0.5814606,0.5620451,0.6399475,0.6028969,0.5807770,0.6872039,0.7206826,0.6382478,0.5721341,0.5655763,0.5515423,0.5630184,0.6530372,0.6111883,0.5431179,0.5979670,0.6187700,0.6352882,0.5814922,0.5306577,0.5233192,0.6315866,0.5416732,0.5532129,0.7124445,0.5359919,0.6441114,0.5663684,0.7227885,0.5838092,0.5890865,0.6278375,0.6250576,0.6243923,0.5341909,0.5799248,0.6710452,0.5701222,0.6123213,0.5319899,0.6957657,0.5911406,0.5458596
gadA,0.1169535,0.0667337,0.0705988,0.0339412,0.0290450,0.0728739,0.0764023,0.0865230,0.0597806,0.0572133,0.0794440,0.0658935,0.1281359,0.1008217,0.1817427,0.1079959,0.1970817,0.1460830,0.2062340,0.2026235,0.1518244,0.1329360,0.1565932,0.1866502,0.1844468,0.2045619,0.1666542,0.1683846,0.1725171,0.1927926,0.1732985,0.1669631,0.2187347,0.1954707,0.1811191,0.1501183,0.2498765,0.1266531,0.1983624,0.1005520,0.1090894,0.0668976,0.0593211,0.0991686,0.0807427,0.0939714,0.0638511,0.0864580,0.0788189,0.0690254,0.0459710,0.0874760,0.0517321,0.0685093,0.0831062,0.0680918
gadB,0.1326284,0.1452168,0.1967810,0.1554282,0.2291438,0.1588856,0.1566066,0.2004493,0.1585397,0.1204193,0.2112027,0.1781656,0.2100618,0.1677986,0.1681991,0.1765514,0.2183313,0.2233839,0.2307716,0.1607297,0.2272234,0.1922141,0.1965112,0.2199376,0.2163733,0.1881512,0.1572925,0.2236289,0.1610562,0.1902727,0.1176407,0.0665515,0.0662859,0.0833101,0.0937546,0.1005543,0.1110314,0.0720809,0.0907862,0.0677463,0.0772026,0.0799526,0.0519850,0.0533143,0.0386752,0.0415676,0.0388418,0.0692756,0.0874977,0.0562544,0.0861502,0.0952818,0.0561183,0.0575702,0.1099757,0.1005973
gadC,0.1383300,0.1197026,0.1451290,0.1611535,0.1633578,0.1922512,0.1206828,0.1681075,0.1079608,0.1752150,0.1849281,0.2358357,0.2408462,0.2816919,0.3673678,0.4056446,0.4193124,0.4603248,0.4197333,0.4259541,0.4196674,0.3537918,0.4339293,0.3686600,0.5359186,0.4252528,0.4300003,0.4344146,0.4424092,0.4230696,0.3363751,0.3990391,0.3869553,0.3949853,0.3799927,0.4351952,0.4379268,0.3601524,0.2725034,0.3345376,0.2696333,0.3304459,0.2511983,0.2517563,0.1870108,0.1179571,0.1833163,0.2285134,0.1620732,0.2020215,0.0912830,0.1421800,0.1653617,0.1141365,0.1224894,0.0650001
sra,0.3599755,0.4968479,0.4086250,0.2898796,0.4053400,0.3306337,0.4045069,0.3520255,0.3176108,0.4267301,0.4238501,0.4088907,0.3901601,0.4225266,0.4169004,0.3521451,0.4810719,0.4832504,0.4610284,0.4427747,0.4429307,0.4843638,0.4068574,0.3760161,0.4436364,0.4683677,0.5607444,0.3887981,0.5200692,0.4574696,0.4747059,0.4420131,0.3836998,0.3464182,0.4933526,0.3722536,0.4270286,0.4168136,0.3903278,0.3811096,0.4175696,0.4102526,0.3406908,0.3460426,0.4554054,0.3959484,0.4797842,0.4481914,0.4353541,0.3406226,0.3638323,0.4016829,0.4263218,0.4019933,0.4068464,0.4609775
flgH,0.0183153,0.0107838,0.0148803,0.0028962,0.0039215,0.0033662,0.0024854,0.0022537,0.0007730,0.0082984,0.0023208,0.0131110,0.0038104,0.0058690,0.0021025,0.0089030,0.0030613,0.0033518,0.0061033,0.0016123,0.0053557,0.0019325,0.0033186,0.0005697,0.0088572,0.0052137,0.0092695,0.0214693,0.0192780,0.0012651,0.0023557,0.0086868,0.0062181,0.0042456,0.0224553,0.0148782,0.0318751,0.0195835,0.0199186,0.0052789,0.0378337,0.0230551,0.0142459,0.0118290,0.0183322,0.0087264,0.0260947,0.0452335,0.0125258,0.0033625,0.0694417,0.0199006,0.0149581,0.0459006,0.0200599,0.0561795
fliM,0.0488578,0.3385042,0.4313263,0.5219313,0.6617951,0.7283643,0.7990150,0.7607899,0.6430985,0.5428770,0.6144565,0.5646862,0.5995907,0.5012636,0.6798214,0.5226496,0.5941278,0.5743878,0.5796334,0.6790438,0.5798570,0.5992015,0.5893826,0.6215387,0.5845185,0.6332796,0.5105884,0.6133777,0.6813625,0.3671122,0.2740740,0.1346058,0.0565452,0.0393493,0.0498295,0.0801010,0.0106440,0.0307797,0.0168179,0.0326388,0.0147051,0.0433460,0.0195332,0.0133232,0.0632454,0.0137717,0.0137216,0.0093750,0.0136359,0.0436215,0.0067335,0.0154974,0.0153603,0.0400751,0.0238984,0.0079567
ppdA,0.0096019,0.0099809,0.0190137,0.0184789,0.0116744,0.0355104,0.0304388,0.0195517,0.0139628,0.0045981,0.0137143,0.0267531,0.0276022,0.0112351,0.0357024,0.0205995,0.0613863,0.0167721,0.0429514,0.0280331,0.0178492,0.0360277,0.0093258,0.0092642,0.0167187,0.0052083,0.0187354,0.0127376,0.0197622,0.0244255,0.0077440,0.0207949,0.0100222,0.0255758,0.0376310,0.0096313,0.0249901,0.0193599,0.0246983,0.0098385,0.0382256,0.0153040,0.0355474,0.0035294,0.0173448,0.0145999,0.0203681,0.0151296,0.0194105,0.0157617,0.0233195,0.0541241,0.0056195,0.0189306,0.0236233,0.0216483
flgM,0.0059599,0.0026875,0.0044841,0.0036439,0.0032802,0.0159277,0.0050134,0.0077156,0.0068401,0.0063662,0.0003236,0.0024005,0.0017031,0.0068108,0.0011347,0.0087364,0.0004044,0.0022697,0.0049134,0.0046060,0.0072478,0.0117000,0.0013305,0.0008354,0.0030322,0.0021604,0.0022605,0.0096276,0.0030038,0.0036629,0.0056610,0.0055740,0.0023071,0.0011896,0.0027090,0.0053760,0.0069368,0.0081631,0.0025925,0.0182240,0.0069176,0.0237061,0.0041153,0.0093767,0.0020733,0.0049882,0.0062491,0.0003226,0.0000117,0.0049261,0.0119967,0.0034109,0.0097113,0.0066409,0.0025949,0.0034689
fliT,0.0332498,0.0639949,0.0405738,0.0303219,0.0148978,0.0134123,0.0351915,0.0291889,0.0338091,0.0545616,0.0345114,0.0355126,0.0658208,0.0587652,0.0409631,0.1057212,0.0295664,0.0265153,0.0599397,0.0219199,0.0245988,0.0200029,0.0312205,0.0209117,0.0161465,0.0142255,0.0264644,0.0267505,0.0309155,0.0687622,0.0284564,0.0434702,0.0517160,0.0552852,0.0569435,0.0508682,0.0510069,0.0608325,0.0247289,0.0365812,0.0416345,0.0382877,0.0444449,0.0506941,0.0162711,0.0196595,0.0171865,0.0268919,0.0158179,0.0174700,0.0233660,0.0147671,0.0093716,0.0133235,0.0194588,0.0409452
fliF,0.1236418,0.1534798,0.0862055,0.1136546,0.0864506,0.0840631,0.0554574,0.0856868,0.0567643,0.1061532,0.0807719,0.0416205,0.0781410,0.0477402,0.0604550,0.0421803,0.0477461,0.0475221,0.0275840,0.0349631,0.0435144,0.0177063,0.0251106,0.0464594,0.0381791,0.0367283,0.0691068,0.1071588,0.0252089,0.0423825,0.0638131,0.0745282,0.0828094,0.0931825,0.1010941,0.1266274,0.1421403,0.0941451,0.1087284,0.1132223,0.1475841,0.1746481,0.1519084,0.1034233,0.0974750,0.1493912,0.1409130,0.1184975,0.0901867,0.1169412,0.1158093,0.1019440,0.0742309,0.0750259,0.1264391,0.0884544
osmB,0.5228088,0.5655400,0.5613972,0.7292217,0.6509169,0.7074447,0.6113695,0.6510151,0.8805729,0.9382478,0.7908887,0.7293726,0.6861666,0.9113281,0.7802019,0.8018143,0.8154624,0.6954198,0.7149468,0.8058977,0.8008786,0.7753103,0.8066392,0.8221021,0.8451661,0.7119835,0.6669434,0.8271488,0.6440429,0.6393439,0.4963710,0.6850340,0.5640488,0.5370448,0.4105861,0.5219084,0.6555398,0.6968715,0.5665433,0.5289704,0.5067561,0.4551144,0.5130612,0.6128640,0.4621793,0.4575997,0.4696675,0.6268403,0.7028802,0.5412573,0.4864536,0.5026938,0.6786685,0.5167091,0.5878513,0.5406695
fliK,0.1057530,0.3046575,0.4530414,0.3505205,0.5071099,0.4068711,0.4586524,0.4112462,0.3830395,0.4847491,0.4094500,0.6414321,0.3717447,0.4579628,0.4410175,0.4760972,0.3952536,0.3211919,0.3990585,0.3963837,0.3931163,0.3443128,0.4527987,0.3857966,0.4036262,0.3876642,0.3464644,0.4414076,0.4670517,0.2393503,0.1481004,0.1030119,0.0818295,0.1157121,0.1121852,0.0905566,0.1728520,0.1409570,0.1617065,0.1688454,0.2032095,0.2536018,0.2531461,0.1749919,0.2349888,0.2351486,0.3071330,0.1846313,0.1110261,0.1152581,0.0771099,0.1099166,0.1167079,0.1172712,0.1330595,0.0959054
