,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
feaR,0.5875084,0.5373237,0.5619961,0.6547264,0.6553228,0.6635099,0.6397754,0.7680994,0.7819088,0.7817309,0.7309554,0.8602442,0.7092833,0.8325167,0.7017904,0.7546032,0.7158399,0.8187405,0.7381371,0.8270634,0.6384913,0.7145734,0.7895628,0.7759409,0.6844082,0.7235558,0.7075843,0.7142099,0.6078239,0.7092657,0.7181652,0.6567496,0.7471248,0.6217734,0.6547025,0.8916765,0.6781182,0.6668613,0.7383728,0.7579012,0.7046421,0.6855360,0.6938584,0.6200230,0.7979531,0.6365370,0.7239404,0.5998856,0.7388295,0.6340620,0.6411913,0.6518765,0.6924253,0.8928561,0.8141933,0.8472607
malI,0.4447800,0.4574283,0.2183135,0.2112095,0.1757980,0.0841023,0.0554037,0.0354814,0.0290899,0.0311084,0.0112939,0.0153514,0.0074082,0.0124182,0.0159262,0.0129829,0.0270803,0.0245687,0.0117189,0.0093793,0.0258638,0.0048817,0.0442822,0.0283801,0.0102681,0.0063581,0.0125391,0.0264333,0.0036845,0.1802869,0.1526730,0.1649213,0.1465020,0.2471871,0.1094224,0.1039934,0.1599174,0.2208601,0.1980886,0.2045725,0.1183926,0.2510165,0.1503342,0.1608953,0.1462561,0.1880772,0.1387887,0.1628027,0.1120069,0.1391204,0.1655697,0.1265721,0.1356291,0.1511726,0.1507776,0.1868600
mtlR,0.3985601,0.4554531,0.5313394,0.5904598,0.7061629,0.7366076,0.7773818,0.6569606,0.6668237,0.7703938,0.6670226,0.7463511,0.7748815,0.7797649,0.6784239,0.6706283,0.7305671,0.7973372,0.6870152,0.6175788,0.6816131,0.7597694,0.7708896,0.7386448,0.6848060,0.7400942,0.6144051,0.7070503,0.7417098,0.7667786,0.6993417,0.7215633,0.7154695,0.6368158,0.8310533,0.7601997,0.6074957,0.6961154,0.8439542,0.7976579,0.6356513,0.5928855,0.6832242,0.6445634,0.6461455,0.7357418,0.6825486,0.7340214,0.5852016,0.7261239,0.7435124,0.7363698,0.8619867,0.5780534,0.6294399,0.7667298
prpR,0.3767923,0.3036564,0.3231134,0.3112181,0.3698732,0.3666106,0.3902584,0.3975335,0.4766560,0.4808907,0.5002842,0.4247145,0.4538584,0.4997179,0.4549952,0.5514280,0.5418859,0.4752430,0.5926883,0.5103590,0.4745181,0.5387974,0.4055625,0.4343275,0.5095979,0.4782282,0.4303415,0.5615949,0.5196597,0.3905955,0.4788782,0.4305265,0.5144539,0.4815925,0.4339923,0.4414538,0.4868500,0.4831057,0.5433339,0.5086966,0.4170652,0.5002769,0.4452622,0.4538925,0.5050600,0.5246882,0.4225306,0.4776295,0.4585057,0.3940179,0.4515586,0.4126474,0.5247244,0.3906210,0.4802492,0.5239766
ascG,0.0543347,0.0642925,0.0900380,0.0957232,0.0971965,0.0848373,0.1070160,0.1359270,0.1182636,0.0736320,0.0984572,0.1062027,0.0662639,0.0749527,0.0572604,0.1023595,0.0927430,0.1091523,0.0933011,0.1310672,0.0701369,0.0858168,0.0796322,0.0781271,0.0552539,0.0800321,0.1631572,0.0948855,0.1128075,0.0672033,0.0847311,0.0734174,0.0918109,0.1478290,0.0847516,0.0508449,0.0604289,0.0990148,0.1630828,0.1123617,0.1155468,0.0663248,0.0614608,0.1061875,0.0698180,0.0627863,0.0594632,0.0784034,0.0786666,0.1189224,0.0491221,0.1277380,0.0895711,0.0661725,0.0919449,0.0803974
marR,0.3204768,0.2451477,0.3167980,0.2390028,0.2369937,0.2583072,0.2624440,0.3681448,0.3621633,0.3967752,0.4490333,0.2360153,0.4663242,0.2390788,0.3558379,0.3249177,0.3464575,0.3829003,0.2864215,0.2876811,0.3655788,0.4104782,0.3576085,0.3483358,0.3678700,0.3008912,0.3597561,0.3341917,0.3167562,0.5830758,0.3847946,0.3874466,0.3595045,0.3850393,0.4086888,0.4397399,0.3497589,0.3801181,0.3383953,0.3348812,0.3573982,0.4817151,0.3256145,0.3584886,0.3613984,0.4332619,0.3908539,0.3332748,0.3860202,0.4543000,0.4248745,0.4841175,0.3382667,0.2824776,0.2958345,0.4382695
rbsR,0.0080911,0.0018469,0.0062113,0.0326561,0.0227376,0.0945569,0.1970709,0.3146343,0.3448265,0.4081299,0.2708319,0.3135632,0.2173590,0.2341487,0.2021232,0.2565473,0.2691353,0.1876694,0.2823692,0.3000762,0.2644964,0.3899642,0.2473141,0.2942630,0.1908164,0.2635056,0.2648553,0.2415451,0.2446041,0.1949241,0.1832268,0.2679877,0.1861158,0.1864076,0.2017040,0.2496026,0.1988436,0.2978986,0.2311418,0.2040302,0.2415289,0.1712441,0.1929772,0.2232990,0.2596319,0.2061211,0.1994984,0.2104527,0.1793464,0.1988553,0.2014543,0.1888775,0.1768362,0.1893765,0.2193375,0.2378422
chbR,0.2053155,0.1003340,0.0554479,0.0276023,0.0447293,0.0556104,0.0794061,0.1494070,0.1153975,0.1913826,0.1882069,0.1741281,0.1859555,0.1030218,0.1490000,0.1635917,0.1985231,0.2112021,0.2026549,0.1865058,0.1944300,0.1979720,0.2239116,0.1641563,0.2256324,0.1524468,0.1928341,0.1841839,0.1269547,0.3276960,0.4044495,0.3598880,0.4580254,0.3591904,0.3355786,0.3479978,0.3551210,0.3821997,0.3168272,0.2648951,0.2780889,0.3403196,0.3878280,0.2971900,0.2982374,0.3106224,0.2393748,0.3649212,0.3832072,0.3255620,0.4712552,0.3733269,0.3404989,0.2674507,0.3467533,0.3149007
nagC,0.3258386,0.2285684,0.2522862,0.1993065,0.2614269,0.1926726,0.1500701,0.2178295,0.2196149,0.2138653,0.1912620,0.1588497,0.2037031,0.1082426,0.1799845,0.1590862,0.1600826,0.1654451,0.2557180,0.3516949,0.2344386,0.1634734,0.1326848,0.1456178,0.1550294,0.1539003,0.1301260,0.1413266,0.1867173,0.1977229,0.1944213,0.1647241,0.2476877,0.2302426,0.1675331,0.2129035,0.1649166,0.1908350,0.1710063,0.1636092,0.2437726,0.1738362,0.1862848,0.2225646,0.2298136,0.1870011,0.1617643,0.2178721,0.1176964,0.1428246,0.2123455,0.2467604,0.1761986,0.2048865,0.2288790,0.1971183
fucR,0.0233202,0.0295094,0.0336498,0.0445611,0.1219830,0.1761727,0.2131709,0.2869632,0.3452508,0.4585648,0.3330616,0.3690511,0.3664357,0.4014330,0.3422934,0.4034000,0.3753410,0.3696187,0.4278758,0.4243079,0.5381954,0.4174619,0.5679700,0.6298558,0.4225799,0.4520116,0.4841926,0.4416562,0.4481747,0.4628841,0.5398911,0.3583851,0.4661121,0.4863973,0.4090527,0.3879332,0.4681627,0.3537726,0.3780101,0.5269361,0.3810530,0.3663053,0.3856064,0.4534033,0.4126649,0.3699518,0.3102309,0.3652745,0.3375210,0.3827475,0.3995987,0.4538884,0.4336865,0.4626608,0.4688833,0.3248203
chbC,0.2363452,0.4714142,0.5117727,0.5897695,0.5768181,0.8595278,0.7847656,0.7315484,0.6308980,0.7015683,0.7907851,0.8419271,0.6742877,0.7442464,0.6880519,0.6899696,0.6570588,0.7954417,0.6975161,0.7229446,0.8332447,0.6852301,0.7305776,0.6299840,0.6745077,0.8029839,0.7011323,0.8867083,0.6553178,0.5810487,0.6552797,0.4776852,0.4655556,0.4273971,0.4094927,0.6165545,0.4623324,0.6029324,0.4592769,0.4402677,0.5435738,0.4456070,0.5312375,0.5926141,0.5745381,0.4128270,0.4509510,0.4071656,0.3819165,0.4929023,0.5905199,0.5283093,0.4728238,0.4409941,0.4622420,0.5523579
chbB,0.0773958,0.0660392,0.0395304,0.0234223,0.0660326,0.0469975,0.0482409,0.0427613,0.0395076,0.1002108,0.0740144,0.1067031,0.0907559,0.0860154,0.0936423,0.0732511,0.0627436,0.0863899,0.1089193,0.0716661,0.0746219,0.0804538,0.0685152,0.1494624,0.0780073,0.1163270,0.1243676,0.1125874,0.1121804,0.0662424,0.1718110,0.2187252,0.1639913,0.2309852,0.2097068,0.2843112,0.2684870,0.2818814,0.4098114,0.3907725,0.3230921,0.2982469,0.2557780,0.3318613,0.3360226,0.3181166,0.3983797,0.2669788,0.2691932,0.3526705,0.2785836,0.2895958,0.1865286,0.2840249,0.3565478,0.3284500
chbG,0.4190248,0.3513069,0.3846932,0.2931752,0.3653563,0.4459247,0.3539719,0.4198340,0.3914621,0.3835544,0.4268916,0.3825413,0.3710084,0.4225311,0.3728474,0.4648273,0.4241309,0.4284272,0.4639623,0.4811093,0.5250734,0.5780480,0.5716068,0.4411179,0.4332415,0.5387105,0.5188136,0.4104219,0.4125333,0.5272810,0.5664989,0.5980845,0.6229872,0.4445560,0.5312507,0.4507624,0.5292978,0.4232835,0.4686272,0.4324981,0.5531646,0.5073942,0.5120096,0.5229063,0.5780940,0.5186391,0.6209754,0.5576626,0.4486157,0.5901096,0.5275958,0.6451553,0.5599749,0.6282179,0.5341641,0.6173519
chbA,0.4955709,0.4418626,0.5610397,0.6207434,0.6794277,0.6398573,0.5891290,0.6389917,0.7447113,0.7183086,0.7548741,0.6988522,0.6927187,0.7929572,0.7222150,0.7026106,0.6941041,0.7338697,0.6936758,0.7838893,0.7142606,0.6678794,0.8007674,0.6501853,0.8679620,0.7427661,0.6919677,0.6864065,0.6693463,0.8133532,0.7607612,0.6478118,0.7376339,0.6800853,0.7011106,0.7110154,0.6458267,0.5668949,0.6369386,0.5538464,0.6925710,0.6137815,0.6051549,0.6120377,0.6206515,0.5032364,0.6523477,0.6268653,0.6220432,0.6348633,0.6015663,0.6420038,0.6796636,0.7173022,0.5610553,0.5649317
chbF,0.4817723,0.4524946,0.3014573,0.2708070,0.2244477,0.1588322,0.2161467,0.1703924,0.1881825,0.2219119,0.1210103,0.2109232,0.1958438,0.2137153,0.1595456,0.2457685,0.1869542,0.1535821,0.1519890,0.1736459,0.1657339,0.2163811,0.2437397,0.1746021,0.1860590,0.1985141,0.2091290,0.1657319,0.1901497,0.4501481,0.5708953,0.6689752,0.5527115,0.6652447,0.7639585,0.7983808,0.8055523,0.5984799,0.7661933,0.7087785,0.6819439,0.6737241,0.7143978,0.9772589,0.6617401,0.8172169,0.5943413,0.8256728,0.6942973,0.6925256,0.7524541,0.6969818,0.6742515,0.7586400,0.8992436,0.7347822
nagB,0.3261144,0.1769713,0.1394995,0.2664789,0.2115406,0.2319147,0.2780874,0.2997546,0.2075912,0.2658549,0.3494815,0.2202734,0.2254817,0.2354814,0.2508720,0.2708762,0.2169407,0.2524806,0.3070397,0.2613311,0.2531198,0.3035365,0.3068662,0.2710053,0.3146461,0.3020787,0.2701116,0.2210519,0.2444367,0.4420135,0.5936103,0.5918328,0.8226847,0.6415651,0.6400088,0.7238320,0.8272611,0.7442593,0.7021391,0.6388604,0.6545926,0.6594590,0.6336117,0.5602458,0.6892266,0.6157213,0.7938237,0.6687756,0.7754838,0.5380923,0.6766816,0.6118088,0.6562947,0.6272349,0.7552650,0.6602275
prpC,0.1274472,0.1685738,0.2105154,0.2127597,0.2530640,0.3140920,0.3213367,0.3919341,0.3838919,0.4023872,0.5007111,0.6012274,0.4647761,0.6340641,0.5377838,0.6420395,0.5436152,0.5060999,0.5488044,0.5847994,0.5164330,0.6404475,0.6853556,0.6439367,0.6827016,0.5394319,0.6457266,0.5961490,0.6461363,0.5606127,0.5871692,0.6037210,0.6343325,0.6213072,0.5626633,0.6926692,0.6489795,0.5958055,0.6469597,0.4680751,0.6244499,0.6483067,0.6290984,0.5186608,0.5720453,0.5074615,0.5172627,0.6322268,0.5910459,0.5425406,0.5516054,0.5946043,0.6291410,0.5696433,0.5739810,0.6884585
fucO,0.3999105,0.4124496,0.4999614,0.4956997,0.4928334,0.4310008,0.4792882,0.5035153,0.6687887,0.5046356,0.5996283,0.6858763,0.7402331,0.7352462,0.7994604,0.7441225,0.8863747,0.7813460,0.7603884,0.9425406,0.6798485,0.7278259,0.6849987,0.7451854,0.8897702,0.7205766,0.7922482,0.7580194,0.6530967,0.9028664,0.7951129,0.6578197,0.6801319,0.7254048,0.6630567,0.7102170,0.7449253,0.7481555,0.7265357,0.7020510,0.8086863,0.6660604,0.7449886,0.6075312,0.6629574,0.7150458,0.7583827,0.6822473,0.6814785,0.7384272,0.6433573,0.6516447,0.6109490,0.7656638,0.6559150,0.7149025
fucI,0.0670708,0.0912309,0.0735551,0.0973151,0.0792619,0.0670141,0.1053143,0.1148403,0.2080747,0.2407403,0.3089892,0.2946049,0.5478372,0.3102348,0.5493918,0.4964073,0.4918285,0.5558233,0.5987111,0.4384120,0.6377213,0.5629467,0.5203885,0.5840712,0.6196484,0.6538418,0.4522170,0.5953455,0.6278317,0.5113538,0.6028167,0.5262282,0.6173737,0.5772846,0.5904349,0.4924320,0.4885075,0.5559570,0.4732342,0.5365308,0.6425967,0.5109729,0.5968411,0.4342364,0.4932594,0.5305493,0.5081775,0.5653945,0.5411020,0.5806287,0.5090515,0.4864129,0.4863797,0.5105191,0.4961171,0.5234206
fucK,0.0286021,0.0693580,0.0333120,0.0526931,0.0807740,0.2000229,0.2671832,0.4484845,0.5407438,0.5819710,0.5897146,0.5941752,0.6387734,0.5597349,0.6296805,0.7441516,0.6622785,0.6260734,0.6605723,0.6684923,0.6514180,0.7209035,0.6717030,0.6331502,0.8086805,0.6816485,0.7219054,0.6983503,0.6529675,0.6803217,0.7177451,0.6224610,0.6489349,0.7095238,0.5905748,0.7118253,0.7609212,0.6184831,0.5010539,0.6701407,0.6942677,0.5494342,0.5690355,0.5960073,0.6457749,0.6445838,0.5752773,0.5498498,0.6242409,0.4343671,0.6363698,0.7614958,0.5937456,0.5767205,0.6373120,0.7738319
rbsD,0.8074439,0.6570723,0.7280667,0.7244847,0.7277319,0.6111602,0.7063763,0.5934142,0.5169973,0.4791075,0.4113341,0.4288466,0.5070497,0.5313248,0.4597721,0.3901720,0.4477677,0.4839288,0.5197137,0.5251129,0.4462799,0.4840443,0.4649640,0.5542185,0.4389830,0.5316761,0.4959535,0.6476279,0.5516791,0.4836678,0.4123609,0.4454880,0.3779099,0.5015405,0.4502747,0.3969285,0.4501441,0.4947793,0.5750195,0.5169458,0.4911311,0.4193466,0.5031836,0.4470266,0.3485303,0.3760412,0.4786608,0.3687541,0.4100700,0.4717913,0.3820389,0.3611262,0.3717710,0.5107598,0.4208790,0.4873152
prpD,0.2392058,0.2226941,0.3224078,0.3054806,0.3696272,0.3757782,0.4302981,0.4943909,0.4606278,0.3992148,0.4053103,0.4669313,0.6099391,0.5559681,0.5528950,0.5741799,0.5206672,0.5301125,0.6242895,0.6027323,0.6628845,0.5519854,0.5522398,0.5690634,0.6559197,0.4964368,0.5231117,0.5579135,0.5179275,0.5932421,0.5411599,0.4350798,0.5303054,0.4964418,0.5276099,0.5535899,0.5776217,0.4639840,0.5915161,0.5670125,0.5149413,0.5233977,0.4842258,0.4269728,0.4672197,0.4546470,0.4817602,0.5307171,0.5660826,0.4814161,0.4987484,0.5382149,0.4556551,0.5407495,0.5041597,0.4951225
zraS,0.1303391,0.2266505,0.2266462,0.3432169,0.3434048,0.5077456,0.6554450,0.6729320,0.7990572,0.6662576,0.7127482,0.7191558,0.8192061,0.7982101,0.5651741,0.6520482,0.7107832,0.6436199,0.6909517,0.6920705,0.7176660,0.6050902,0.7172938,0.6527718,0.6477137,0.7134193,0.7570393,0.7126723,0.6314533,0.6192046,0.6423180,0.6359051,0.7028598,0.6890396,0.6621474,0.6257379,0.5089516,0.6990598,0.6780512,0.5604184,0.5768446,0.7223551,0.5719014,0.5976870,0.5958941,0.6875766,0.5624298,0.5638061,0.5178886,0.5521635,0.5530975,0.4934613,0.6110778,0.6204608,0.5599934,0.6241342
nagD,0.7493755,0.6762851,0.6907514,0.7882315,0.7954358,0.6015346,0.6995273,0.7642580,0.7064013,0.7135453,0.6636775,0.7248129,0.6825558,0.6481894,0.7227604,0.7055217,0.6746718,0.7468820,0.6675447,0.6367018,0.7492070,0.7105240,0.7396963,0.6933045,0.7024374,0.7284854,0.7373136,0.7179296,0.7325788,0.7491801,0.6415459,0.6559283,0.5028573,0.6354270,0.7329016,0.7423854,0.8377476,0.7593892,0.8092103,0.8758764,0.7801609,0.7480610,0.6742051,0.8863447,0.8363886,0.7626961,0.7136867,0.6808131,0.7873347,0.7251715,0.8075406,0.7338358,0.7543761,0.6958157,0.8643627,0.7889029
malY,0.4147170,0.4364254,0.3618286,0.2648930,0.2825629,0.2575615,0.2549896,0.2955725,0.2048780,0.3464470,0.2641820,0.2500476,0.2122829,0.1952686,0.2265627,0.3168771,0.2987042,0.2159077,0.2483691,0.2384562,0.2107290,0.2325070,0.1835419,0.2317149,0.2335064,0.2934878,0.2618044,0.2218458,0.2903699,0.3481918,0.3639734,0.4998176,0.5014404,0.4410775,0.5414970,0.5138685,0.5419677,0.6609886,0.4980753,0.4625317,0.4927835,0.5848941,0.4422360,0.5317148,0.4907869,0.4669378,0.4555408,0.5444861,0.5022890,0.6262906,0.5467248,0.4463445,0.4789649,0.4746999,0.6160221,0.5269470
rhaD,0.0037254,0.0164053,0.0487318,0.1255153,0.1583905,0.2687222,0.3993244,0.4759335,0.4871496,0.5411190,0.6132298,0.6450631,0.5238840,0.6873210,0.6710370,0.5317477,0.5428154,0.7030898,0.6520024,0.6562457,0.5257687,0.5973633,0.7284110,0.5766806,0.6532904,0.5600678,0.6287619,0.7156741,0.7159756,0.7509943,0.7184966,0.6240713,0.6687745,0.5833745,0.5495000,0.6387238,0.6759753,0.6065111,0.6255344,0.8071035,0.8305669,0.7002694,0.6949767,0.5472657,0.6768243,0.6474638,0.6705938,0.6414028,0.6377780,0.7156215,0.6699207,0.6396331,0.6615444,0.6915364,0.6857328,0.5353625
nagE,0.6972150,0.7710691,0.7764030,0.7976774,0.6130761,0.6779046,0.6793508,0.6356654,0.5732992,0.4588518,0.5489981,0.5517466,0.4417724,0.5489419,0.6220482,0.5237345,0.5658398,0.5969098,0.6060342,0.6582265,0.6976514,0.6117067,0.6188026,0.6497594,0.6152415,0.7008074,0.7276479,0.6778867,0.4660832,0.6125346,0.6087391,0.5108163,0.5985674,0.8400460,0.6185518,0.6163750,0.5443422,0.5969012,0.5183680,0.5876161,0.6183665,0.5513362,0.6733883,0.6063595,0.4862314,0.6873475,0.5115732,0.5000784,0.6301328,0.5831528,0.5565193,0.6223168,0.6867162,0.6635441,0.6274622,0.5781883
rhaA,0.1799063,0.1676401,0.2574020,0.3021656,0.3811386,0.5339102,0.5235410,0.5446337,0.6179104,0.4903401,0.4578921,0.5032343,0.5502376,0.5891261,0.5509918,0.6373863,0.8172663,0.5910966,0.6264833,0.6110781,0.6014725,0.7760668,0.6982972,0.6281780,0.8081359,0.5588706,0.5179697,0.6210416,0.5862452,0.6714154,0.5991459,0.5807942,0.6176785,0.6833073,0.6378743,0.6666477,0.6658666,0.7650782,0.9044216,0.6149623,0.5970033,0.6607282,0.6821308,0.6570609,0.6769088,0.5823637,0.5853476,0.6509260,0.6580478,0.6209471,0.5038516,0.6507326,0.5629041,0.5747667,0.7095962,0.5551269
ascF,0.5767847,0.4751193,0.5016858,0.5697970,0.6771071,0.5889876,0.7490789,0.8982938,0.6606638,0.6654839,0.6830909,0.7111976,0.7145133,0.8540030,0.6630325,0.7494501,0.7711376,0.8646606,0.7993000,0.6003217,0.7556427,0.7863480,0.7517996,0.7008398,0.7289481,0.6997100,0.7778519,0.6426452,0.7460431,0.7067539,0.8240408,0.7538290,0.6774170,0.7376100,0.6623558,0.7140022,0.7222751,0.7345715,0.7305797,0.6918754,0.6684593,0.6457954,0.7227182,0.6852749,0.6667223,0.6574222,0.6551419,0.6023735,0.6453298,0.6475677,0.7152498,0.6386021,0.6801710,0.6165156,0.6707049,0.6685844
melA,0.0064540,0.0054849,0.0169284,0.0412951,0.0475477,0.0741485,0.1024649,0.1083255,0.1309737,0.1852129,0.1367182,0.2004108,0.1682748,0.2613713,0.2074498,0.2441108,0.1880340,0.2235425,0.2407764,0.2458898,0.2154835,0.1944778,0.1961658,0.2506627,0.2688569,0.2422689,0.2072049,0.2525804,0.2771639,0.2423020,0.2474456,0.2764059,0.1628100,0.2064860,0.1663703,0.1721231,0.1601582,0.2364279,0.1759530,0.1724141,0.2218892,0.2527774,0.1972207,0.2116999,0.2325085,0.1577605,0.1433829,0.1201363,0.1333366,0.1584506,0.1386112,0.1447094,0.1688768,0.1669254,0.1365774,0.1563748
