,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
rbsR,0.3463357,0.2979147,0.4330961,0.5316966,0.5346366,0.5748988,0.6208705,0.7960395,0.6058516,0.6287180,0.6977733,0.6732227,0.7058672,0.7479709,0.7889327,0.7829927,0.7122336,0.8989811,0.7520302,0.7268908,0.7173545,0.7594164,0.7540339,0.6260108,0.7911444,0.7179887,0.6815475,0.6445108,0.7594028,0.6418894,0.7151549,0.7131204,0.8983395,0.6290042,0.6837563,0.7095844,0.6826770,0.7065059,0.7391213,0.7548150,0.6919650,0.7805653,0.6725497,0.7484674,0.7035863,0.5869871,0.5618550,0.7823360,0.6503424,0.6550338,0.6275297,0.6648929,0.7632013,0.6638813,0.8164331,0.6489925
marR,0.4292391,0.3813326,0.4929842,0.4609477,0.5585162,0.5286775,0.6863446,0.7527228,0.6590422,0.6412628,0.7484214,0.5686822,0.6067397,0.6270455,0.7424585,0.6843216,0.7613117,0.8454354,0.6363312,0.7222992,0.8089025,0.6395251,0.8237539,0.8115476,0.7706971,0.7878241,0.8641009,0.7220788,0.7685904,0.7750693,0.7450027,0.5817625,0.6787794,0.6107396,0.6705667,0.8438494,0.7261718,0.7280684,0.6497563,0.7488875,0.7850829,0.8322098,0.7932067,0.7695807,0.7966195,0.7281145,0.7633755,0.7411519,0.7137430,0.7399890,0.6957956,0.6278523,0.6183679,0.5604625,0.6327928,0.4045312
fucR,0.4670753,0.6658030,0.7145359,0.6898022,0.7033359,0.7675393,0.7602166,0.7195365,0.6071722,0.6522090,0.6543945,0.6793696,0.8239231,0.6593103,0.6474081,0.6650694,0.7854618,0.7235166,0.7300000,0.7340955,0.6644191,0.7018941,0.7099521,0.7914840,0.8076122,0.8527138,0.8458545,0.8279411,0.7874916,0.7015637,0.9028651,0.7462655,0.7236068,0.7180625,0.7801575,0.8379417,0.7919772,0.7499009,0.7563994,0.8359714,0.8288668,0.8075094,0.8822863,0.7893608,0.8917472,0.8250825,0.7289442,0.8272561,0.7846844,0.6063915,0.6691034,0.7319264,0.7598054,0.6262211,0.7399925,0.5811887
chbR,0.1614935,0.2570834,0.3538061,0.4105299,0.4798052,0.6097191,0.5637572,0.3869819,0.6301354,0.5817322,0.6836166,0.7300044,0.6942879,0.7379854,0.7390636,0.8562207,0.7454668,0.7321414,0.7177861,0.6739202,0.5636136,0.5706450,0.6287614,0.7114578,0.7944859,0.6489744,0.7117501,0.7690491,0.6251822,0.5257233,0.5819565,0.4588982,0.3925726,0.4049309,0.5264620,0.4698611,0.3929937,0.4557977,0.3172205,0.3482880,0.4593060,0.2959588,0.4078584,0.4146191,0.4372769,0.2561181,0.3191630,0.2282608,0.2192767,0.2135749,0.2194765,0.2341728,0.2223988,0.1515152,0.1227293,0.1089028
nagC,0.5512173,0.4757274,0.3062579,0.2386843,0.1713569,0.1183482,0.1074312,0.0456757,0.0398580,0.0816426,0.0529615,0.0762539,0.0303400,0.0351695,0.0192780,0.0070002,0.0247310,0.0273966,0.0232946,0.0253683,0.0394143,0.0127449,0.0488834,0.0457712,0.0266120,0.0382923,0.0168830,0.0389636,0.0192583,0.2355030,0.2451682,0.3360682,0.2562894,0.3542934,0.4365543,0.3157187,0.2927671,0.4419066,0.3512669,0.3904147,0.3989100,0.3635409,0.3558344,0.4576200,0.3492454,0.4190722,0.4221387,0.3402547,0.4647568,0.4719629,0.4169458,0.4035316,0.4285901,0.4669580,0.4505834,0.4209419
srlR,0.2574940,0.2752449,0.3052776,0.4403221,0.4342115,0.3991210,0.4371998,0.6742721,0.6085530,0.6436454,0.6657248,0.6455503,0.5454374,0.5543626,0.6274774,0.6495547,0.6169785,0.5772739,0.6574237,0.7161018,0.7230558,0.6242866,0.6360026,0.6312598,0.6793915,0.7633928,0.6708307,0.6727132,0.7290665,0.6000486,0.7345124,0.5779933,0.6425980,0.5554351,0.5303399,0.6235981,0.6774324,0.6197813,0.6514073,0.6977351,0.4905796,0.5929475,0.5637459,0.6341175,0.5573269,0.5131126,0.4854598,0.4543878,0.4932309,0.4879577,0.5195846,0.4497557,0.4367060,0.3204682,0.4243217,0.3403278
gutM,0.2335726,0.1970826,0.2273995,0.2826678,0.3167148,0.3495219,0.3143940,0.2894877,0.4282180,0.4339742,0.4073136,0.4720653,0.4068430,0.4259876,0.4179781,0.3555566,0.4506269,0.4374668,0.3447687,0.4776902,0.5426306,0.4126280,0.4637553,0.4763166,0.4507001,0.5055007,0.4101854,0.3958852,0.5376105,0.5102484,0.5872667,0.4423224,0.4591551,0.3915257,0.5217670,0.3807657,0.4744687,0.4819183,0.4275783,0.4698781,0.3490822,0.4546497,0.4332530,0.4194306,0.5135642,0.4223085,0.4132896,0.3748538,0.4527573,0.3271320,0.3857114,0.3446621,0.2517761,0.2743066,0.2531464,0.2274696
idnR,0.0398140,0.1380594,0.2658788,0.2799387,0.4876242,0.5388607,0.7093751,0.6405697,0.5594535,0.6163444,0.6863562,0.6700433,0.7358803,0.7149531,0.6960681,0.7414660,0.6997377,0.6226351,0.7304653,0.7456440,0.7618942,0.6900896,0.7809807,0.5953535,0.9311500,0.6478477,0.7398769,0.7129432,0.7194427,0.8291344,0.6796112,0.5859852,0.5985004,0.6493145,0.6007316,0.7125086,0.6308283,0.5821416,0.7798962,0.5860068,0.5213153,0.6585116,0.5979652,0.5714052,0.6021188,0.5294466,0.5946201,0.3839754,0.5699211,0.6383509,0.5566585,0.5857429,0.4668531,0.5382348,0.5688692,0.5103355
xylR,0.0840880,0.2414241,0.4754141,0.4264658,0.5450803,0.7009180,0.6143715,0.7673106,0.6790155,0.6303175,0.6623328,0.6903137,0.6393214,0.6959993,0.6595007,0.6476924,0.7600489,0.7208408,0.7440289,0.7640741,0.6747270,0.6409469,0.6680407,0.6800153,0.7269006,0.7771959,0.7229425,0.7303492,0.6827875,0.7518945,0.5641101,0.5584964,0.6333641,0.5869795,0.6310069,0.5138363,0.4563577,0.4688747,0.3511006,0.4499852,0.4872901,0.4265710,0.4515718,0.5057404,0.4353459,0.4764516,0.4217796,0.4845598,0.3940244,0.3825314,0.3325128,0.2711316,0.3335724,0.2856297,0.2828296,0.3267236
uxuR,0.3272690,0.2583928,0.3143735,0.2244298,0.2893867,0.2990533,0.3382415,0.4152664,0.3234488,0.3784944,0.4483902,0.4007016,0.3813956,0.4207951,0.3881044,0.3211432,0.4175814,0.3963995,0.4431627,0.4261044,0.4815863,0.4172125,0.4365006,0.4261332,0.4507126,0.3553786,0.4033753,0.5267481,0.4280456,0.4915603,0.3887144,0.3715697,0.4209775,0.4440798,0.5236880,0.4602595,0.3859823,0.3998897,0.3878213,0.4228925,0.4332072,0.4257570,0.3286175,0.3806534,0.3658078,0.3866196,0.4317253,0.3217534,0.4453714,0.3950811,0.3416836,0.4042865,0.3466736,0.3513939,0.4030305,0.2691959
chbB,0.0130295,0.1247248,0.2300696,0.3489350,0.4846193,0.5154714,0.4738219,0.5007680,0.5464523,0.5656197,0.5426813,0.5394251,0.6293902,0.5893367,0.5211145,0.5341098,0.4723769,0.4409720,0.4467535,0.4912639,0.5858433,0.4872316,0.5725887,0.5603612,0.5833554,0.6059467,0.4997584,0.5564368,0.5082483,0.3049385,0.2997280,0.1315994,0.1760903,0.0361448,0.0667508,0.0747439,0.0846940,0.0607207,0.0589805,0.0596809,0.0375225,0.0515556,0.0806446,0.0546005,0.0650333,0.0825878,0.1090355,0.0812620,0.0501743,0.0659160,0.1027299,0.0594699,0.0546306,0.1126718,0.1097706,0.1656658
chbF,0.0890091,0.1779224,0.3370745,0.3656162,0.4400816,0.4099262,0.4740575,0.5393817,0.5745113,0.7182095,0.6831942,0.5945215,0.6271578,0.6810915,0.6775925,0.6397338,0.5052182,0.5924593,0.5661733,0.5605864,0.6556661,0.6145083,0.5740209,0.6352066,0.7541569,0.6435144,0.6022228,0.8719417,0.6986561,0.4971780,0.4826642,0.5346754,0.4428692,0.4205203,0.4129578,0.3018289,0.4956955,0.3731078,0.3998854,0.5102847,0.4304974,0.3876722,0.3912852,0.4369801,0.3770658,0.3481580,0.2794339,0.2940458,0.4195326,0.3986788,0.3094142,0.3200719,0.3162184,0.2744584,0.4080257,0.3029801
chbG,0.0028391,0.0172860,0.0610177,0.0726337,0.0669807,0.1888053,0.0950578,0.2041456,0.1963837,0.2600475,0.2351314,0.2577911,0.2791171,0.2694404,0.2592496,0.3757635,0.3658092,0.4053997,0.4885717,0.4842884,0.5259020,0.4725545,0.5160820,0.4869312,0.5066018,0.4352675,0.5866694,0.3987102,0.5197971,0.4294247,0.3451600,0.2676078,0.1871000,0.1279584,0.1617652,0.0930099,0.0835223,0.1621935,0.1698412,0.1315111,0.0948271,0.1294197,0.1190241,0.1223937,0.1093912,0.0993518,0.1024554,0.1013608,0.1517612,0.2068794,0.0929745,0.1040549,0.1034929,0.1129643,0.0718809,0.0517455
chbA,0.0887664,0.0925870,0.1373325,0.3177262,0.4739918,0.6720096,0.6857398,0.7338883,0.5752349,0.6748686,0.5564467,0.7411350,0.6722515,0.6946514,0.7737060,0.6900976,0.7767150,0.6648717,0.5826244,0.5986524,0.8343535,0.6271475,0.7328002,0.7370412,0.6864399,0.8271496,0.6368257,0.6596774,0.8226827,0.8002536,0.7232502,0.7525246,0.8287550,0.8222477,0.6807467,0.7704890,0.6141395,0.7488014,0.7218783,0.7247460,0.6799513,0.7967220,0.7339984,0.6170052,0.6612219,0.7177250,0.7445461,0.6543975,0.6764963,0.5637350,0.7518656,0.7340059,0.7104581,0.6984488,0.5470162,0.4602946
chbC,0.0010874,0.0000000,0.0014024,0.0182357,0.0694594,0.0584100,0.1237617,0.1080370,0.0995054,0.1498371,0.1256353,0.1061672,0.1402755,0.0883324,0.1253929,0.2011171,0.2119262,0.2430866,0.2867733,0.3039214,0.3198292,0.3825167,0.2813768,0.3175618,0.3173201,0.3613240,0.3882454,0.3832476,0.4675802,0.3637651,0.2317500,0.1599432,0.1511894,0.1726965,0.1712123,0.1152899,0.1440305,0.1321208,0.1242026,0.1032687,0.1842307,0.1391654,0.1510274,0.1367406,0.0942802,0.0808923,0.1495096,0.1324294,0.1255141,0.1640173,0.0888609,0.1008338,0.0935014,0.0649346,0.0708667,0.0168434
gutQ,0.3023662,0.2379486,0.2469569,0.2213144,0.3264445,0.4642811,0.4844557,0.4846819,0.3462867,0.4216980,0.4754769,0.3864388,0.4116501,0.3635413,0.3717631,0.4138912,0.4644909,0.4793407,0.4628180,0.4264399,0.5123127,0.5044779,0.4451187,0.6469507,0.5886077,0.6177494,0.4562857,0.5431020,0.4303909,0.5216351,0.5505591,0.5104723,0.5162396,0.5899507,0.6076609,0.5816253,0.6043590,0.4801498,0.5897491,0.6020033,0.5462299,0.4119133,0.4370211,0.5583055,0.5640661,0.5559122,0.5440830,0.5533484,0.5366762,0.5931124,0.4903376,0.5366742,0.4667315,0.3028895,0.4408013,0.3475245
srlE,0.3152286,0.4551013,0.4340881,0.5080071,0.5706570,0.5827302,0.6744600,0.5776220,0.6803730,0.6034260,0.6450231,0.5349137,0.6870889,0.5466998,0.6020929,0.6070816,0.5885925,0.5376143,0.6097074,0.5367619,0.5924275,0.6419017,0.6111445,0.6305783,0.6007074,0.6212725,0.6663559,0.6645352,0.6903449,0.6995484,0.5867627,0.5053639,0.5156114,0.4120477,0.4420954,0.3546312,0.3713788,0.3193461,0.2707633,0.3204610,0.3118242,0.2719784,0.3762588,0.2752715,0.3998666,0.2966599,0.2772651,0.3080625,0.3696054,0.2888250,0.3116146,0.3128082,0.2176316,0.3711644,0.3699397,0.4210130
srlD,0.1190217,0.1748266,0.0926215,0.0854402,0.1838555,0.2360092,0.2688101,0.4291016,0.3901046,0.3903290,0.4169011,0.3165797,0.3695905,0.3087383,0.3793755,0.3518121,0.4864673,0.3212755,0.3228224,0.3627719,0.3968330,0.4262286,0.3843159,0.3173168,0.4086973,0.4772023,0.3812355,0.4090111,0.3683753,0.4130395,0.3130934,0.2847707,0.3265158,0.3924909,0.3887015,0.4507692,0.3727439,0.5187263,0.3008431,0.3718531,0.2769260,0.3355971,0.4718300,0.3748064,0.4169800,0.3018510,0.3507444,0.2780932,0.2522199,0.3324084,0.2252220,0.1652806,0.2165168,0.2428266,0.1712907,0.1935427
srlA,0.0535591,0.1099137,0.1176078,0.2000533,0.2515335,0.3495137,0.3384590,0.4663894,0.4364007,0.4118940,0.4206504,0.4270577,0.3264253,0.3752003,0.3618503,0.3605574,0.3455250,0.3686456,0.3214490,0.3368744,0.3620032,0.3741372,0.3773552,0.3411028,0.3520379,0.4197664,0.4627268,0.4523714,0.5367516,0.4490056,0.4007121,0.4749965,0.4371247,0.4545978,0.5401944,0.3563801,0.3888786,0.3921976,0.3749338,0.3394836,0.3611129,0.2730908,0.4626075,0.4191283,0.3433618,0.3140570,0.3915621,0.3427934,0.3485096,0.3045477,0.2255231,0.2895113,0.2707800,0.1685159,0.1407163,0.1439943
srlB,0.0288109,0.1024714,0.1933510,0.3047112,0.3500973,0.3548293,0.3492097,0.3894911,0.4578081,0.4906584,0.5673167,0.5344083,0.5629473,0.4215375,0.4388184,0.5609548,0.4694327,0.4522373,0.5234840,0.3748810,0.4235494,0.4523323,0.4739775,0.5435937,0.4729466,0.5639225,0.4649483,0.5742705,0.4335413,0.4046800,0.3963994,0.5817961,0.4704470,0.4250198,0.4220828,0.3641883,0.4306488,0.4452718,0.3712202,0.4307289,0.4522878,0.4630506,0.5291811,0.4199497,0.4532235,0.3935762,0.4057974,0.3304121,0.4297806,0.4363840,0.3965538,0.4800277,0.5290142,0.4291611,0.4034990,0.3771482
zraS,0.0007694,0.2210605,0.3473108,0.4799411,0.4959961,0.4891657,0.5741379,0.5583869,0.4432470,0.4916799,0.4126737,0.6185512,0.4979076,0.5513374,0.5262559,0.5416601,0.5017640,0.4948171,0.4975470,0.4985821,0.4833348,0.5505324,0.4731111,0.5450975,0.5325033,0.5341299,0.5787314,0.5897202,0.5212850,0.3424745,0.2474854,0.1788383,0.1523758,0.1301662,0.0942916,0.1192013,0.0582128,0.0533674,0.0537412,0.0529560,0.0287060,0.0323001,0.0228091,0.0281656,0.0214387,0.0277368,0.0163624,0.0065357,0.0116451,0.0047047,0.0070300,0.0049511,0.0028283,0.0005588,0.0004079,0.0037039
rhaB,0.0094988,0.0081891,0.0123557,0.0758387,0.1388272,0.1498156,0.2520684,0.2502720,0.2998981,0.3609180,0.2624714,0.3054042,0.2803963,0.2397273,0.3341775,0.3401045,0.3567814,0.3427090,0.3833400,0.3638213,0.3826408,0.4860110,0.4143224,0.3481345,0.3308451,0.4223110,0.3888048,0.3796911,0.4279621,0.3043314,0.3637721,0.2975370,0.4431845,0.2869289,0.3656022,0.3645884,0.3017216,0.3815118,0.3377599,0.2953218,0.2398267,0.3394478,0.2600501,0.2943644,0.1583099,0.1224698,0.1468991,0.1106444,0.1160883,0.1647066,0.1173788,0.1546750,0.1559127,0.1198489,0.0809245,0.0951613
prpE,0.0255516,0.0081254,0.0337205,0.0191977,0.0242295,0.0706209,0.1240173,0.1457075,0.1772927,0.2126379,0.3604104,0.3945341,0.3806362,0.4687865,0.3462098,0.3947973,0.4370573,0.5163875,0.4746839,0.5202617,0.4946735,0.5032672,0.5624512,0.5335588,0.5911405,0.5761940,0.6641584,0.5595556,0.5506198,0.6077580,0.5569356,0.5544544,0.5470164,0.5543350,0.6093930,0.6022541,0.6894219,0.5218081,0.5392681,0.4183447,0.4272631,0.3776825,0.3066262,0.2417737,0.1985885,0.1998375,0.2180377,0.2153469,0.1352212,0.2290710,0.1836063,0.1458904,0.1361618,0.0482185,0.0565014,0.0760510
prpD,0.1464179,0.1506943,0.2994460,0.2623052,0.4424432,0.3261180,0.4404088,0.4151319,0.4546860,0.5293304,0.4444206,0.5005062,0.5221016,0.4569401,0.4791060,0.4092421,0.5730505,0.4973129,0.4550720,0.4042043,0.5261460,0.4621581,0.5792573,0.4831034,0.4366606,0.5159473,0.4648938,0.3904310,0.5093419,0.4356850,0.4171058,0.4481862,0.3951467,0.3450707,0.3973576,0.4961843,0.3764619,0.3872663,0.4281233,0.4289225,0.3178501,0.3928303,0.2761107,0.3040351,0.2840516,0.3512429,0.3991345,0.3271206,0.2792366,0.3042267,0.3002208,0.2584825,0.2356439,0.2434876,0.1995085,0.1734515
rbsC,0.6176773,0.4928336,0.3084061,0.2725836,0.1661052,0.1215360,0.0958379,0.0682152,0.0819784,0.0794339,0.0739525,0.0434390,0.0722423,0.0352040,0.0118676,0.0297866,0.0370393,0.0639932,0.0455371,0.0456669,0.0442191,0.0223631,0.0414964,0.0655835,0.0293745,0.0471802,0.0571389,0.0542506,0.0503151,0.2200417,0.2525409,0.4667908,0.3409533,0.4890533,0.5372849,0.4984969,0.6268662,0.5336912,0.5678550,0.4165068,0.4344697,0.4577570,0.4916372,0.3305573,0.4240334,0.4314274,0.3827120,0.3388321,0.4681376,0.4768337,0.4075111,0.4232203,0.3639279,0.4028715,0.3660504,0.3630913
rbsA,0.0676074,0.0734020,0.1086707,0.0664156,0.1224034,0.2009941,0.2602185,0.2921688,0.3182615,0.3542626,0.3561676,0.3656569,0.3434228,0.3905753,0.3757326,0.3578057,0.4425361,0.4339413,0.4335205,0.4643184,0.3986489,0.4052016,0.4231912,0.3496166,0.4128503,0.3200319,0.4693897,0.3405715,0.3472930,0.2871602,0.3560380,0.3677289,0.5176441,0.4709416,0.3087708,0.3224774,0.4093010,0.3569579,0.2528853,0.3603859,0.3041988,0.3961570,0.3110928,0.3545901,0.3200676,0.3012895,0.2209750,0.1953017,0.2170499,0.1514421,0.1577831,0.1539750,0.1242983,0.0353206,0.0597488,0.0419569
melB,0.1046640,0.2465960,0.3768635,0.4495342,0.5355437,0.5822036,0.6396067,0.6050291,0.7076537,0.6825945,0.5768034,0.6953958,0.6456169,0.7501172,0.6226955,0.7270824,0.5818271,0.6230846,0.6110865,0.6310194,0.7117547,0.5357241,0.7630830,0.7524143,0.8080662,0.6874689,0.6907518,0.6289659,0.6557046,0.8389529,0.6166676,0.7291565,0.6012601,0.6739701,0.6190637,0.6979958,0.5766649,0.4781242,0.6615014,0.6634797,0.6486856,0.6096606,0.5718301,0.6032359,0.7242219,0.6104880,0.5930405,0.4408185,0.6121951,0.4926063,0.6184629,0.6784758,0.5740905,0.5360535,0.5965974,0.5073633
nagE,0.8711656,0.8272494,0.8530775,0.7840960,0.7178552,0.7829681,0.8310336,0.7782947,0.9556307,0.8115580,0.8056307,0.7345060,0.8191020,0.7372165,0.7373334,0.6855305,0.6603747,0.6774869,0.8600494,0.9527714,0.7330227,0.8130547,0.7644984,0.7678058,0.7197448,0.7180570,0.6675199,0.7681468,0.7439444,0.7518044,0.6991534,0.7252149,0.7403526,0.7883880,0.5846062,0.6041767,0.7408150,0.6465422,0.7120244,0.6952521,0.6514329,0.7966529,0.8771359,0.5664407,0.7736789,0.7140644,0.7765917,0.7122979,0.7017081,0.8768731,0.7503452,0.6818101,0.7708759,0.6269685,0.8034019,0.7422108
fucO,0.2868689,0.3684519,0.5392994,0.5479778,0.6047109,0.7790525,0.6992196,0.7489394,0.7855172,0.7519678,0.7695349,0.7736206,1.0000000,0.7318421,0.8668196,0.6466303,0.8319274,0.7639779,0.7147468,0.6948011,0.8031329,0.8203523,0.6927779,0.6583025,0.6447609,0.8020352,0.7268813,0.7070549,0.6373388,0.5981157,0.4815769,0.5375987,0.4309350,0.5621673,0.5487080,0.5504136,0.6480596,0.4703706,0.5276452,0.5990609,0.5513172,0.4623814,0.4024791,0.4583280,0.5315994,0.3495893,0.3074413,0.5152531,0.3126283,0.4000226,0.3433172,0.4092672,0.3300788,0.2897877,0.3636820,0.3490168
rhaD,0.0078399,0.0049172,0.0063136,0.0067115,0.0191576,0.0536908,0.3141080,0.3867579,0.3899535,0.5060987,0.5215730,0.5302052,0.4217240,0.5531302,0.5014095,0.5351698,0.5386573,0.5970063,0.6847778,0.5948155,0.6535135,0.5553828,0.6318112,0.6384833,0.5236067,0.6358812,0.6490962,0.6942148,0.5361433,0.6588376,0.5751215,0.6271313,0.6444565,0.4447753,0.3612223,0.4617999,0.3018855,0.3232969,0.2892044,0.2166684,0.2012155,0.1748990,0.1867968,0.1027746,0.0749650,0.0818626,0.0561396,0.0708381,0.0621456,0.0629901,0.0582607,0.0200633,0.0523361,0.0167654,0.0061047,0.0199626
