,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
ydeO,0.2732459,0.3609452,0.4180549,0.6120000,0.6057007,0.6428502,0.5485062,0.5162561,0.5646534,0.6114401,0.5842173,0.5701468,0.5620242,0.5849522,0.6073491,0.6112014,0.4848155,0.6575432,0.5081469,0.6893878,0.5720870,0.6226818,0.5450471,0.6164991,0.6201881,0.6352051,0.5801425,0.4590085,0.4580304,0.4167451,0.2723755,0.2622169,0.3444556,0.2348161,0.1949159,0.2213272,0.2590051,0.2068734,0.2479251,0.2832297,0.2405461,0.2184191,0.2466812,0.2956921,0.3352341,0.2179384,0.1582886,0.2353851,0.1410432,0.1848389,0.2070212,0.2137744,0.2837768,0.2138445,0.2644852,0.2755109
evgA,0.0688184,0.0750363,0.1227427,0.0989602,0.0584246,0.0542925,0.0802896,0.0385254,0.0863998,0.0528605,0.0543984,0.0618965,0.0408004,0.0571501,0.0992377,0.0228808,0.0654759,0.0589300,0.0710430,0.0487878,0.0713250,0.0688939,0.0686815,0.0588721,0.0503891,0.0758222,0.0667544,0.0518955,0.0363182,0.0481402,0.0339749,0.0932048,0.0404608,0.0718358,0.0369547,0.0478820,0.0487858,0.0482838,0.0622082,0.0647396,0.0999736,0.0758641,0.0740052,0.0497428,0.0308394,0.0478919,0.0524391,0.0263189,0.0544602,0.0638427,0.0434119,0.0738513,0.0566436,0.0505913,0.0519970,0.0363225
rcsA,0.1437550,0.2067642,0.3268286,0.4636975,0.5369544,0.4923591,0.5434505,0.4915031,0.4525951,0.6261058,0.6314694,0.5237351,0.6103348,0.5464538,0.5607743,0.6304129,0.6365048,0.6466226,0.6508160,0.6348637,0.7094631,0.6804313,0.5388172,0.6624865,0.6369548,0.6994169,0.6208379,0.6234490,0.7214158,0.6406651,0.4076075,0.4897227,0.3713951,0.3302928,0.3222603,0.3507821,0.2200283,0.2745781,0.2256579,0.2463685,0.1821406,0.2493702,0.2143400,0.1989649,0.1308502,0.1331619,0.1335793,0.1383450,0.1030722,0.1068891,0.1317923,0.1514103,0.1379708,0.1072064,0.1298497,0.1792881
csgD,0.6504209,0.6284261,0.5599930,0.5231174,0.4502645,0.4134844,0.5331725,0.5177787,0.5106878,0.4050638,0.4420782,0.4940116,0.5025859,0.4811835,0.5044760,0.4003956,0.5142776,0.4494976,0.3992114,0.4754242,0.4752689,0.4980903,0.4827096,0.4608599,0.3958514,0.3781012,0.3955303,0.3575389,0.3415184,0.5599638,0.7060730,0.5022668,0.6826425,0.7229121,0.5254738,0.7191040,0.6325059,0.6549377,0.6363842,0.7833806,0.8180996,0.7513693,0.6950819,0.6926966,0.7802451,0.8273762,0.6381461,0.6975666,0.6362124,0.7961546,0.7209947,0.7627377,0.6928928,0.6870495,0.7612203,0.6864626
rcsB,0.7830599,0.5850268,0.5982772,0.6823983,0.6286300,0.8093872,0.6574607,0.7092524,0.6518186,0.6814961,0.6138726,0.8191928,0.8612752,0.6393543,0.6047337,0.6854408,0.7069330,0.7055642,0.6942959,0.6952350,0.7121174,0.6154279,0.8152463,0.7826193,0.7246088,0.7572443,0.8738789,0.7688168,0.6500430,0.6927689,0.9149398,0.7446601,0.7524574,0.7158028,0.6368108,0.6943737,0.6876526,0.6190387,0.9021746,0.7881364,0.6506241,0.5957833,0.6500371,0.6942316,0.6077565,0.7100402,0.6791034,0.7935570,0.6939548,0.7114385,0.6560650,0.8274678,0.6703632,0.7381128,0.8182816,0.6325814
rstA,0.5656905,0.5863347,0.6210460,0.5832023,0.5656268,0.6494546,0.6173752,0.5661736,0.7128689,0.5389773,0.5828434,0.7651250,0.6723736,0.6219177,0.7023017,0.6083548,0.6073541,0.6092872,0.6450766,0.6153440,0.6083477,0.5277707,0.6387736,0.6415147,0.5753776,0.6786277,0.5100945,0.4698248,0.6663853,0.5318907,0.4746864,0.6186224,0.5247371,0.5284527,0.6062415,0.5723237,0.6370116,0.6264844,0.5677097,0.5574833,0.5916804,0.7199071,0.5906428,0.5519886,0.5838704,0.6966167,0.6276189,0.5413029,0.5110268,0.6229199,0.6497370,0.6343286,0.7355633,0.5598870,0.5519919,0.6564623
ompR,0.6161815,0.6552594,0.6410481,0.6216982,0.7174099,0.7117937,0.7252345,0.6449167,0.8178634,0.7887631,0.7259374,0.7323396,0.7783545,0.8148915,0.7349143,0.7634966,0.8029168,0.7097432,0.7011409,0.6333326,0.6939393,0.8104060,0.8662660,0.6733595,0.6996690,0.8405537,0.6573693,0.6509853,0.6377692,0.7565130,0.6690446,0.7115173,0.6158324,0.6812178,0.7368813,0.7955286,0.8123971,0.7357162,0.6846462,0.7472043,0.6769669,0.5792797,0.6932840,0.6875206,0.7738343,0.7312815,0.9079053,0.8043342,0.6593940,0.6725049,0.7028518,0.7632007,0.6551685,0.7409912,0.6966902,0.6408750
bolA,0.0895011,0.1326638,0.1156623,0.1089341,0.1289956,0.1227605,0.0861318,0.1488819,0.1380297,0.1261351,0.0922221,0.0791563,0.0867409,0.0781500,0.1123418,0.0676665,0.1208559,0.1061521,0.0995984,0.1121613,0.1288054,0.0683468,0.1124411,0.0891347,0.1042662,0.0968494,0.0487112,0.0638426,0.0866583,0.1438147,0.0587582,0.0688670,0.0607222,0.0890490,0.0845860,0.1154196,0.0933888,0.0956414,0.0955976,0.0837618,0.1091929,0.0698874,0.1170765,0.0937893,0.0891106,0.0801947,0.0951892,0.0606527,0.0843179,0.0640012,0.0945692,0.0931726,0.1084403,0.0858586,0.0664177,0.0579318
phoP,0.4129681,0.3037113,0.2856852,0.3240552,0.2221833,0.2912947,0.2736345,0.3493317,0.2985895,0.2902767,0.3053611,0.3269294,0.3333177,0.3594704,0.2705607,0.3730249,0.3136536,0.2585938,0.2949445,0.3225764,0.3045669,0.3090102,0.3680312,0.2794981,0.3060990,0.3540522,0.2684050,0.2665584,0.3156050,0.2494614,0.3137085,0.3232931,0.3505729,0.3459368,0.3212130,0.3554082,0.2608222,0.3346375,0.2792501,0.3373909,0.3443544,0.2894973,0.2990896,0.2520485,0.3263133,0.2985773,0.3283101,0.2564297,0.3265426,0.4314001,0.3179480,0.3239816,0.3206572,0.3781426,0.2435527,0.2326058
treR,0.6597310,0.5436296,0.5051106,0.5279322,0.5771528,0.5231465,0.5323336,0.5785587,0.6648827,0.6770219,0.5978235,0.5628457,0.6684402,0.4967902,0.5599997,0.6034749,0.6275933,0.6553184,0.4975145,0.6014207,0.6593443,0.6032933,0.5589811,0.5043873,0.6621091,0.6117195,0.6890078,0.5802326,0.6162914,0.5192174,0.6628343,0.5878488,0.5477584,0.5495480,0.5430295,0.6074129,0.4821362,0.5622325,0.5766754,0.5883144,0.6375299,0.5978899,0.5494459,0.6231738,0.5442679,0.5883825,0.6071747,0.5500362,0.5130496,0.5385816,0.7451663,0.5499993,0.5663231,0.7228450,0.7084977,0.6289469
mdtE,0.8004990,0.6807767,0.6735614,0.6059727,0.5123082,0.6463248,0.5442715,0.7227237,0.7214847,0.6490880,0.7209658,0.8429535,0.6085656,0.5479902,0.5391371,0.6287317,0.7056643,0.6460622,0.6305845,0.6943207,0.7532049,0.5772083,0.6351630,0.6753170,0.6463891,0.7562672,0.6932344,0.7888698,0.6759286,0.6178725,0.6239789,0.5358599,0.7468148,0.6153166,0.6291992,0.5864274,0.6225117,0.5577613,0.6741496,0.5483658,0.4980783,0.5129206,0.4889731,0.5423099,0.5713652,0.5269920,0.5011178,0.5051412,0.5460152,0.4377011,0.4124295,0.4516411,0.5204821,0.5138453,0.5781299,0.6480978
mdtF,0.3643568,0.2174560,0.3351651,0.3418488,0.4377100,0.3216593,0.4014666,0.3675069,0.3088784,0.3304616,0.4840198,0.5254438,0.4621556,0.3965289,0.3736048,0.3314296,0.2988521,0.2871377,0.3746090,0.2895782,0.3707013,0.4137316,0.3875237,0.3703468,0.3588146,0.3335067,0.3239937,0.3376914,0.2661939,0.2652192,0.2798067,0.3158986,0.2488025,0.1979484,0.3085377,0.2483140,0.2833321,0.2609530,0.3226452,0.3699358,0.3784100,0.4706357,0.3695918,0.3559550,0.3978752,0.3430694,0.2892887,0.3541591,0.2051009,0.2390046,0.1991300,0.1959459,0.3329280,0.2910997,0.2636444,0.3232164
csgE,0.2688569,0.2856069,0.2355216,0.3131118,0.3229164,0.2016535,0.1651649,0.1903430,0.1205967,0.1269193,0.1431485,0.1332527,0.1039778,0.1178940,0.2010720,0.1327888,0.1566497,0.1107494,0.0961965,0.1111422,0.0816340,0.0889403,0.0953102,0.0659009,0.1039809,0.0754113,0.1135198,0.0993541,0.0787917,0.0894067,0.1182058,0.1653517,0.0861019,0.1330528,0.1276862,0.0992966,0.1296735,0.1951387,0.1354647,0.1757310,0.2283975,0.1960181,0.2252283,0.2204338,0.2594815,0.2463627,0.1831734,0.2140469,0.2441965,0.2379332,0.2097409,0.2913699,0.2570223,0.2809463,0.3369618,0.2747890
csgG,0.5635325,0.7566862,0.7139566,0.5203152,0.7109756,0.6533525,0.6349811,0.7425029,0.6805281,0.5858741,0.5654899,0.6732821,0.6710385,0.7444292,0.6000494,0.7094315,0.8101684,0.7237142,0.7122335,0.6410743,0.6065795,0.6172804,0.6939389,0.7048528,0.6710963,0.7527371,0.6995586,0.7672620,0.5844666,0.5269764,0.5979238,0.5126763,0.5605162,0.5772089,0.6415042,0.5639890,0.6539572,0.5295735,0.5819463,0.6115732,0.7536900,0.5682391,0.5690537,0.5304889,0.6407923,0.4927947,0.6430375,0.6346904,0.5920784,0.6149668,0.5552438,0.6918139,0.6706615,0.5591009,0.5886285,0.5852886
csgF,0.2625267,0.2307127,0.2156965,0.2188727,0.2181540,0.1178793,0.1331223,0.0781646,0.0364048,0.0470446,0.1047903,0.1051278,0.0929548,0.0735952,0.1093657,0.1274521,0.1013750,0.0698855,0.0613953,0.0781963,0.0877926,0.0890035,0.0658838,0.0493158,0.0883426,0.1174347,0.0666963,0.0710867,0.0650254,0.1298320,0.1575799,0.1690099,0.1336110,0.1617339,0.1479390,0.1324683,0.2091805,0.1470152,0.1503005,0.1423532,0.2034630,0.2551882,0.2061518,0.2013912,0.1940775,0.1932914,0.2367709,0.3033234,0.3572702,0.2488839,0.2336388,0.2632384,0.2579650,0.1957207,0.2036997,0.2488494
gadA,0.2437969,0.2164633,0.2304285,0.1853997,0.2594353,0.2090458,0.3197615,0.2135662,0.1840580,0.2936733,0.2405483,0.2596534,0.2983773,0.2819272,0.3113547,0.2843215,0.3473438,0.3681588,0.3576489,0.3506645,0.3776156,0.3086465,0.2647586,0.3701394,0.3097427,0.4516168,0.3364227,0.2906566,0.3524649,0.3249321,0.3135687,0.2776808,0.2173395,0.2749020,0.2458530,0.3420643,0.1972044,0.2369559,0.2670064,0.2202866,0.2042075,0.3078280,0.2252791,0.2250405,0.2256950,0.2590366,0.2718285,0.1864728,0.1804688,0.2154644,0.3207068,0.2083142,0.2957972,0.2928428,0.2887095,0.3026876
yhiD,0.4536577,0.4761861,0.5686036,0.6948012,0.6845160,0.7022660,0.8395846,0.6998283,0.7333382,0.7457652,0.6927273,0.7357107,0.6857577,0.7332531,0.6243253,0.7608717,0.7065522,0.7363445,0.7099648,0.7265759,0.7059514,0.6852315,0.6565923,0.6933129,0.8815786,0.6491530,0.7121571,0.6907656,0.8330553,0.5770891,0.5442969,0.5708699,0.4260996,0.4273294,0.4223302,0.3940808,0.5637591,0.4038889,0.3448964,0.4244215,0.4316873,0.3950244,0.3559860,0.3277567,0.3898397,0.3885771,0.4091678,0.4758120,0.4321702,0.3708428,0.5171430,0.4115795,0.4477799,0.4031435,0.4508569,0.3903191
hdeB,0.6469350,0.8074399,0.6848359,0.6029819,0.7076249,0.6316572,0.6992431,0.5749079,0.7048280,0.7496744,0.6791376,0.6751059,0.6514573,0.7798802,0.7323554,0.7928283,0.7208016,0.8554651,0.7676641,0.7136822,0.6781636,0.5810993,0.7904866,0.6245182,0.7919704,0.7780399,0.5894187,0.7604249,0.5841896,0.6951686,0.6345807,0.7411829,0.7407222,0.7320880,0.6156667,0.6529115,0.7685253,0.7820205,0.6708340,0.7753159,0.6891330,0.6450503,0.7170360,0.9347063,0.6475144,0.7582374,0.6840668,0.6740851,0.8605438,0.7647551,0.6730807,0.6495928,0.6031807,0.7965443,0.7438502,0.6315893
hdeA,0.5516790,0.3844362,0.4860852,0.4661065,0.4710220,0.3748048,0.3667065,0.4123838,0.3947225,0.4218816,0.3781240,0.4273996,0.4176420,0.3553697,0.2903924,0.4834447,0.3897941,0.3593188,0.3731960,0.5289404,0.3331175,0.4696457,0.3674424,0.3653136,0.3523302,0.3701012,0.3265592,0.4289561,0.4450018,0.2602365,0.2736731,0.3345118,0.3491221,0.3809991,0.4286115,0.4943990,0.4619253,0.4146800,0.6700037,0.5957763,0.5370569,0.5057123,0.5401542,0.4670586,0.4568501,0.4940956,0.4378542,0.3554195,0.3941648,0.4098729,0.4883959,0.4751834,0.4043078,0.3890161,0.5003500,0.4494534
rutB,0.6922728,0.6040755,0.6758344,0.7267139,0.7483156,0.7515967,0.6683016,0.7693382,0.8616580,0.7608479,0.7083912,0.6965418,0.6050484,0.6524464,0.6061995,0.5576546,0.6816385,0.6427890,0.6241746,0.6368263,0.5734061,0.7062113,0.6227218,0.6628974,0.6225173,0.6665432,0.6869472,0.7537199,0.7241681,0.8609626,0.7461230,0.7405896,0.7886439,0.7995793,0.8043585,0.6655740,0.8779329,0.7125583,0.6434436,0.6900784,0.7821960,0.6857755,0.7141843,0.7267221,0.6258773,0.7525936,0.7908734,0.7628093,0.8255190,0.7033236,0.6754252,0.7128315,0.7291360,0.7734306,0.6605680,0.7128814
rutG,0.0097932,0.0241067,0.0173775,0.0238388,0.0161815,0.0132698,0.0134130,0.0243983,0.0189126,0.0149532,0.0275038,0.0261987,0.0139147,0.0204027,0.0138578,0.0183418,0.0328610,0.0373104,0.0274915,0.0251412,0.0230837,0.0226526,0.0389106,0.0174838,0.0235035,0.0303052,0.0622789,0.0437274,0.0157193,0.0216925,0.0230495,0.0366986,0.0399696,0.0414624,0.0299039,0.0211671,0.0324479,0.0269572,0.0278726,0.0246208,0.0309051,0.0320718,0.0321722,0.0267723,0.0224318,0.0217009,0.0117699,0.0372189,0.0596503,0.0127468,0.0147071,0.0166660,0.0610451,0.0479201,0.0643360,0.0304509
rutC,0.5989543,0.6240377,0.6877393,0.6757321,0.7210048,0.6443044,0.5592875,0.6898478,0.5775223,0.6265478,0.5910309,0.6484834,0.6154027,0.6475399,0.5360725,0.6810452,0.5979476,0.6962687,0.7046264,0.5752116,0.5562279,0.6315346,0.6820108,0.6330636,0.6078146,0.5721059,0.5600375,0.5842556,0.6097815,0.8202229,0.5890694,0.7551710,0.5152882,0.6969739,0.7573583,0.6781198,0.6118844,0.6827342,0.7015186,0.6852245,0.6674539,0.6335968,0.6274354,0.6240526,0.7715543,0.6944773,0.6494478,0.6071022,0.6671646,0.7126928,0.7341463,0.7412122,0.7290403,0.7203832,0.6835826,0.8091140
rutE,0.7623939,0.6492485,0.6062119,0.6101996,0.6320574,0.6775482,0.7041867,0.5463615,0.5231871,0.6279941,0.5563030,0.6162828,0.4654489,0.6266238,0.5779605,0.5291086,0.5844671,0.6196045,0.6302766,0.5802636,0.6029125,0.5560349,0.4981304,0.5724294,0.6127799,0.6704740,0.6507668,0.5396375,0.5650496,0.8063365,0.6194989,0.7929109,0.5829533,0.5619381,0.6422930,0.6276050,0.6381275,0.6388886,0.5189823,0.6461931,0.5593881,0.6526355,0.6711670,0.7817783,0.6611967,0.6984140,0.4926667,0.5885576,0.6115468,0.7094330,0.7484161,0.6565340,0.6247161,0.6335145,0.7454253,0.7733963
rutF,0.0675965,0.0552656,0.0528863,0.0909660,0.0382491,0.0750943,0.0647912,0.0833487,0.0637518,0.0767524,0.0648813,0.0938371,0.0869411,0.0650571,0.0800782,0.0792317,0.0665082,0.1037857,0.0763217,0.1002718,0.0455321,0.0761171,0.0966619,0.0751204,0.0830002,0.1148033,0.0517432,0.0467612,0.0551294,0.0471949,0.0582010,0.0344923,0.0433833,0.0617004,0.0644715,0.0447855,0.0470508,0.0397229,0.0415995,0.0538821,0.1097566,0.0805096,0.0876845,0.0492249,0.0490451,0.0604307,0.0576885,0.0583204,0.0630372,0.0737101,0.0698717,0.0817537,0.0986077,0.0464006,0.0856312,0.0857006
rutA,0.4575043,0.4097441,0.4543802,0.5583976,0.4409648,0.5267746,0.4683134,0.5161188,0.4708791,0.6460068,0.5271517,0.4902502,0.5514190,0.4624845,0.6616230,0.5021433,0.5776241,0.4981814,0.5789360,0.5053570,0.4095291,0.4192061,0.5166435,0.4576210,0.4959737,0.5305689,0.4515907,0.4856965,0.4733193,0.4973868,0.4651916,0.5086309,0.3765318,0.5357278,0.4349927,0.4633361,0.4413222,0.4197710,0.4461673,0.5910777,0.4886808,0.4311192,0.5494488,0.4434740,0.4424755,0.3973278,0.4182255,0.3834326,0.4273100,0.4543797,0.4663830,0.5357052,0.6760352,0.4233202,0.5317485,0.4060071
rutD,0.4679200,0.6394058,0.6354462,0.6051142,0.4296445,0.4479336,0.4435224,0.4254689,0.4119531,0.4437617,0.4598004,0.5973483,0.4173711,0.4521269,0.4801122,0.4738324,0.5244777,0.4590810,0.5526074,0.4255193,0.5278501,0.5028938,0.4583765,0.5060943,0.5296649,0.5410269,0.5314768,0.5237006,0.4929223,0.5380419,0.4649383,0.4024133,0.4909826,0.5821242,0.5115691,0.5391740,0.5297636,0.6039758,0.6001704,0.4529419,0.4719930,0.4408549,0.5114157,0.4987667,0.6446611,0.5315486,0.5213351,0.4548055,0.4822241,0.4988693,0.4259011,0.4985440,0.3998024,0.5836330,0.5053902,0.5439039
cadB,0.4614107,0.5080387,0.5813357,0.5844612,0.6165544,0.6321332,0.7350471,0.7189932,0.6699188,0.6101252,0.7142309,0.5414879,0.6343963,0.7217231,0.6894107,0.6666699,0.6795163,0.6638599,0.6670725,0.7213241,0.7013115,0.6092460,0.5822864,0.6438942,0.5832139,0.7479113,0.5473771,0.6719440,0.7757942,0.5061731,0.5226367,0.5871715,0.5373486,0.4861819,0.5167460,0.5125904,0.3638664,0.4305250,0.4880616,0.4080269,0.3725378,0.4364049,0.3782517,0.4739355,0.3919695,0.3187646,0.3444321,0.3632798,0.3964680,0.3659779,0.3861655,0.3698523,0.4083375,0.3707888,0.3720873,0.3747034
gadB,0.4608035,0.1974446,0.2906866,0.2536062,0.2368899,0.3273306,0.3411086,0.4767145,0.4448570,0.4685267,0.4546796,0.4514166,0.4850951,0.5698850,0.5975481,0.5073711,0.5503207,0.4936491,0.5241282,0.5097193,0.4035148,0.5118400,0.6075006,0.5307737,0.4279925,0.4601580,0.5867393,0.6507208,0.6021847,0.6592129,0.6544801,0.5137202,0.5751655,0.5997692,0.4274833,0.4714757,0.4306625,0.3986670,0.3740462,0.3529730,0.3102532,0.3025346,0.3429082,0.3142935,0.2615318,0.3585507,0.2945461,0.3540003,0.3969756,0.3700011,0.3292056,0.3524247,0.4096703,0.2754457,0.2501709,0.3652758
fadL,0.2611090,0.2187424,0.2605875,0.3639076,0.2673979,0.2100681,0.2028308,0.2179010,0.2136499,0.2450247,0.2812954,0.2487511,0.2987431,0.1984890,0.1672542,0.1868992,0.1944301,0.1940962,0.2606479,0.1962180,0.2932627,0.2306024,0.2776897,0.2494044,0.2649722,0.1661076,0.2298955,0.2106833,0.1438184,0.1763545,0.1603005,0.1525396,0.1219995,0.1446784,0.2234554,0.1523874,0.2333797,0.1939424,0.1441659,0.2179177,0.1782860,0.1617651,0.2106500,0.2212527,0.2862667,0.2336100,0.2140521,0.2352054,0.1897533,0.2146893,0.1519138,0.2174848,0.1882065,0.1643379,0.1649581,0.2584498
cadA,0.4806353,0.4776772,0.3688315,0.3743908,0.3373093,0.3446530,0.3465396,0.3965491,0.3543251,0.3751581,0.3824956,0.4008098,0.4138185,0.4153022,0.3807591,0.5143643,0.5570822,0.4598145,0.4629371,0.6258175,0.4887753,0.5222957,0.4928865,0.4574908,0.5261825,0.4510139,0.4951094,0.4734076,0.5398270,0.5649312,0.5332560,0.5613256,0.5386169,0.5808251,0.6435581,0.5763723,0.5761250,0.5496081,0.5341227,0.5958248,0.5757100,0.5665924,0.6456063,0.5512827,0.5648685,0.5948722,0.5136920,0.6363818,0.6408746,0.5490756,0.6323804,0.4977461,0.5958939,0.4599554,0.5303825,0.5099105
