,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
gadE,0.6661123,0.6274751,0.7350190,0.7560623,0.5945634,0.6924747,0.6295213,0.5845000,0.7640086,0.7048712,0.7179525,0.6374954,0.5356771,0.7309229,0.6568349,0.7530370,0.8327855,0.8866962,0.7712961,0.6924421,0.7422182,0.6548366,0.7688905,0.6154751,0.6850318,0.6550333,0.7058905,0.6246987,0.7540390,0.5766743,0.6921772,0.6208082,0.6143630,0.6493435,0.6316677,0.5912020,0.5666688,0.6451080,0.6243066,0.6124946,0.5582654,0.5880340,0.6245259,0.6576088,0.4872717,0.6125383,0.4544533,0.5911233,0.6349242,0.5579731,0.5097674,0.5402123,0.5487813,0.4853470,0.5602367,0.6737531
ydeO,0.4476867,0.3542635,0.4920484,0.5401764,0.4119265,0.4102846,0.5773637,0.6314285,0.5994664,0.5293600,0.5505334,0.5715194,0.5886650,0.6060767,0.5700061,0.6241105,0.6392638,0.5519994,0.6009074,0.5443990,0.5482343,0.4129611,0.4940026,0.5953630,0.5694586,0.5228746,0.5171165,0.5487729,0.5151954,0.4751953,0.4656166,0.5930105,0.5034065,0.5006805,0.4767192,0.3267241,0.5059899,0.4933626,0.4330733,0.4067894,0.4670913,0.4237117,0.4725361,0.5717721,0.6649393,0.6412477,0.4918272,0.4698819,0.4338465,0.4529122,0.4166636,0.3794048,0.4835099,0.4922652,0.4607356,0.4352416
evgA,0.8150694,0.8705717,0.7338112,0.6570229,0.6389856,0.7719164,0.7328966,0.6094194,0.5600622,0.6750674,0.6579129,0.6828565,0.7054711,0.8057238,0.8353933,0.7333605,0.6389702,0.7041094,0.6346104,0.6371180,0.6327719,0.8153585,0.6666016,0.6400593,0.8238400,0.7480894,0.8826629,0.7549806,0.7281178,0.7508924,0.7511532,0.7281704,0.8668779,0.6968205,0.7402289,0.7048296,0.8844493,0.7116470,0.7821666,0.5749471,0.6346650,0.6033361,0.9288744,0.8026553,0.6567734,0.8030421,0.7993332,0.7562364,0.7446882,0.6304944,0.6385320,0.7004456,0.7106112,0.7838195,0.7161424,0.8339345
csgE,0.2704347,0.2237155,0.2403595,0.2713763,0.3155714,0.4487765,0.4477062,0.6060071,0.4621797,0.4391994,0.3871203,0.5100012,0.4924368,0.4801138,0.5094501,0.4310250,0.5458060,0.5107621,0.4457356,0.5739522,0.4960713,0.5116020,0.4214475,0.4901090,0.5026555,0.4297025,0.4741142,0.5108305,0.4327260,0.5669075,0.4852674,0.4922989,0.4388224,0.3679671,0.3271264,0.2488747,0.2202133,0.2344484,0.2499386,0.3649826,0.2509330,0.1883962,0.2370291,0.2992570,0.1799518,0.2292241,0.1336118,0.2084359,0.2371251,0.2457643,0.1770933,0.2146316,0.1901775,0.1736461,0.2159892,0.2100836
csgG,0.1731371,0.2382579,0.2264675,0.2798553,0.2356919,0.3433556,0.4201051,0.4853162,0.3488113,0.4678426,0.4999526,0.4740988,0.4324881,0.4552485,0.3890123,0.5034411,0.4152021,0.4095415,0.3435345,0.4300348,0.4610900,0.3521904,0.3953524,0.3655078,0.4378837,0.3732994,0.4935892,0.4218126,0.3822082,0.3774353,0.4238696,0.2808622,0.3120928,0.2732462,0.3043476,0.2685695,0.2747940,0.2353943,0.2681974,0.2277983,0.2234159,0.2013600,0.3045845,0.2328984,0.2353597,0.2797009,0.2323248,0.1621578,0.1590431,0.2449775,0.2314871,0.2172714,0.2352710,0.2220334,0.2618799,0.1596484
csgF,0.2165302,0.2391800,0.2032404,0.1509661,0.2341876,0.2299942,0.1611494,0.2752611,0.3238125,0.2571319,0.3425379,0.3756122,0.3602513,0.3683272,0.3845900,0.3982731,0.3462567,0.4878866,0.4001689,0.5467363,0.5019555,0.4887422,0.4671771,0.4523214,0.4662217,0.4094536,0.4422574,0.3926474,0.3649289,0.3697852,0.4293776,0.4133644,0.3834283,0.3379038,0.2959651,0.3252199,0.2480894,0.2358183,0.2561418,0.2493711,0.2700817,0.2454947,0.2251712,0.2142028,0.2375413,0.2157079,0.1678932,0.1149614,0.1975061,0.2715917,0.1386155,0.1865217,0.2153415,0.1983699,0.1782103,0.2111736
sra,0.1125181,0.0754296,0.0578108,0.0601396,0.0504561,0.0922931,0.0379019,0.0679421,0.1084995,0.0784697,0.1180879,0.0914321,0.0753569,0.0896952,0.0606092,0.0443537,0.0429340,0.0468404,0.0693330,0.0475590,0.0431286,0.0552662,0.1191998,0.0668980,0.0526333,0.1041223,0.0609240,0.0464441,0.0772827,0.0507773,0.0917563,0.0514690,0.0740939,0.0634410,0.0403659,0.0549404,0.0585239,0.0588329,0.0630042,0.0584332,0.0465733,0.0485971,0.1165896,0.1534002,0.0998400,0.0923139,0.0991379,0.1115999,0.0661582,0.0880094,0.0501791,0.0909423,0.0684638,0.0880776,0.0875863,0.0770347
yjbE,0.6338887,0.5256882,0.5701331,0.5365343,0.6721568,0.6222406,0.4804394,0.5454480,0.6553792,0.5988196,0.5673429,0.5460733,0.4630162,0.4982169,0.5726094,0.5635973,0.7073830,0.5882762,0.5721980,0.5867706,0.4745309,0.5208196,0.5646188,0.4728729,0.4477997,0.5118590,0.5264984,0.7108004,0.5864248,0.6358824,0.5753332,0.5787400,0.6174829,0.5722081,0.6957132,0.6431072,0.5792129,0.6697196,0.6625713,0.6795489,0.6369286,0.6140742,0.5164232,0.6056860,0.4753929,0.5382442,0.6015690,0.6115524,0.6734935,0.6068512,0.5902679,0.7163919,0.6634975,0.4660415,0.4508661,0.5931432
yjbF,0.7367393,0.6856320,0.9030346,0.8540450,0.6452023,0.7235200,0.6818032,0.6988653,0.6948000,0.7072424,0.7276417,0.6105965,0.7462669,0.7888487,0.7699480,0.7855677,0.8573108,0.9041828,0.7602998,0.6833445,0.6698770,0.6630428,0.6892565,0.7039652,0.7590072,0.6597256,0.6501201,0.8550019,0.7378876,0.8306258,0.6887657,0.6212431,0.6523114,0.6326981,0.6258060,0.5978467,0.8522054,0.7218280,0.7459411,0.8153102,0.7230685,0.7424140,0.6774899,0.8673444,0.6471586,0.6310048,0.8207523,0.7139960,0.7881471,0.7175448,0.6165945,0.7533449,0.6346692,0.6783958,0.6938196,0.7579331
yjbG,0.7175787,0.7078055,0.6708650,0.6613206,0.7289750,0.6420261,0.7358670,0.5867887,0.7369351,0.7549632,0.6801051,0.6678741,0.6404080,0.6247589,0.6825438,0.7427439,0.5834173,0.7360137,0.6988776,0.7847294,0.6474325,0.8627520,0.6891173,0.6371250,0.6590982,0.6879520,0.7359951,0.7312556,0.7609360,0.7792790,0.7173665,0.7298976,0.7084442,0.7168449,0.6494948,0.6202139,0.5866267,0.8287234,0.6832582,0.6760461,0.6756643,0.7246614,0.8448223,0.7017173,0.6127888,0.6974327,0.7492034,0.7439441,0.8347509,0.8105450,0.7204961,0.6924255,0.8969078,0.7624254,0.6399158,0.7273788
yjbH,0.6387571,0.6198697,0.7576458,0.8959400,0.8398114,0.7207441,0.6082504,0.7305755,0.6070090,0.5899273,0.8101286,0.6488643,0.6677043,0.7471666,0.8062927,0.7612748,0.8495099,0.6441777,0.6874515,0.6945410,0.7579621,0.7755982,0.7600758,0.7993643,0.8074438,0.7288404,0.6697274,0.6893920,0.6890470,0.7657902,0.8995155,0.7017840,0.6887592,0.6524628,0.6078103,0.6109813,0.6595578,0.6346546,0.6524053,0.6476856,0.6436120,0.6991156,0.7219007,0.6784181,0.7518054,0.7160119,0.5567759,0.6763663,0.6515419,0.7371037,0.7616262,0.7622711,0.6947315,0.6670583,0.6639599,0.7286912
tdcB,0.6052424,0.5732322,0.5061057,0.5656954,0.6115629,0.5385985,0.5877103,0.5279101,0.6242693,0.7435573,0.6385852,0.6062099,0.5949533,0.5463341,0.5965514,0.6440955,0.5060987,0.5141369,0.5221637,0.6316048,0.5416198,0.6122200,0.4584449,0.5690412,0.5668933,0.6248844,0.6161206,0.6621028,0.6134045,0.7304814,0.5731991,0.4398734,0.4978585,0.6884087,0.6184049,0.5939262,0.6433953,0.7132385,0.6619428,0.6559267,0.6645989,0.6527076,0.7123486,0.5556810,0.6149589,0.6078818,0.5809955,0.6285992,0.6393796,0.6423415,0.6208887,0.5554279,0.7128051,0.6855974,0.6793601,0.5919784
tdcC,0.3834875,0.4659315,0.4215036,0.3704149,0.4070660,0.4092900,0.5174004,0.5259689,0.3921298,0.4037071,0.4489255,0.4685349,0.3626558,0.5338697,0.4396909,0.5610880,0.4559115,0.4718547,0.4142620,0.4653032,0.4294955,0.4590744,0.4490569,0.3798095,0.4096701,0.4427560,0.5541434,0.5851051,0.4639248,0.4895355,0.4148779,0.4903325,0.4475180,0.4732790,0.5094243,0.5178130,0.4136812,0.4134969,0.4499648,0.4795205,0.4273743,0.4732311,0.4992573,0.4208327,0.4366380,0.4394711,0.5332330,0.4702956,0.5299024,0.5010810,0.5104722,0.5307824,0.4325085,0.5104100,0.3506061,0.4267135
mdtF,0.7637662,0.6826663,0.5682943,0.6596838,0.6142693,0.6724749,0.7020806,0.6557538,0.7416393,0.7327512,0.8383795,0.7077182,0.9000857,0.6871972,0.7230825,0.6774796,0.6263569,0.7296860,0.6668520,0.7335832,0.6989854,0.7187652,0.6725814,0.8023558,0.8438709,0.7958614,0.7334297,0.8290604,0.8599578,0.5952354,0.6764931,0.7326434,0.6793999,0.7667311,0.6341018,0.6466999,0.7980746,0.6855719,0.5870537,0.6594207,0.6628436,0.6987480,0.7996347,0.8055886,0.7271948,0.7325361,0.7430792,0.7516270,0.8205081,0.7222578,0.8004187,0.6936906,0.6521821,0.6816207,0.6863979,0.7081992
tdcF,0.4508630,0.5779243,0.7538543,0.7110039,0.6326432,0.7631648,0.6502323,0.6289250,0.7006366,0.7302940,0.6885442,0.7200073,0.7301335,0.6452980,0.7228191,0.5997224,0.5821855,0.7304261,0.8070711,0.8055828,0.7869711,0.7947048,0.7819148,0.7197436,0.6751726,0.7670856,0.6546641,0.6119130,0.7049138,0.5679471,0.5520784,0.5272517,0.5922700,0.5396878,0.5502935,0.5472650,0.5107070,0.4548492,0.4946327,0.5540180,0.5532371,0.5531131,0.4434674,0.4912915,0.5642559,0.5102356,0.6376923,0.4921538,0.5258208,0.5195468,0.5225341,0.5487598,0.5025899,0.4603858,0.5086381,0.4550355
tdcE,0.4312809,0.5077256,0.5369850,0.4398738,0.6530899,0.5122103,0.5522010,0.5117039,0.4909845,0.5044054,0.5565797,0.6268897,0.5382498,0.5427448,0.5260202,0.5571892,0.6758542,0.5807179,0.5807141,0.4989442,0.5484723,0.5882690,0.4361366,0.4579714,0.4928569,0.5086911,0.6500302,0.5332026,0.4575683,0.6094750,0.5133898,0.4485235,0.5972385,0.5851901,0.6046143,0.5258090,0.4168516,0.4693909,0.6856961,0.5408253,0.4628862,0.5250109,0.6819506,0.4141002,0.6277675,0.6357927,0.5193933,0.5902608,0.6173453,0.4967998,0.5924805,0.5636781,0.5235217,0.4983383,0.4768800,0.5001929
mdtE,0.6541871,0.5175110,0.5472487,0.5265932,0.5910105,0.6180730,0.6658463,0.5738201,0.6304397,0.6416022,0.6911780,0.6935564,0.5768920,0.7041472,0.5534801,0.6034623,0.4475679,0.5726719,0.4796521,0.6287939,0.5523951,0.5729516,0.6513940,0.4875950,0.5649976,0.6570329,0.4139047,0.5710038,0.4796088,0.6613305,0.6276362,0.6088968,0.6705794,0.5811963,0.5237774,0.5737387,0.6169558,0.6214945,0.5829024,0.4681150,0.5765401,0.6101088,0.6552345,0.6222868,0.5280457,0.6027882,0.6768807,0.6623778,0.5503080,0.4771737,0.5026534,0.5288077,0.5801471,0.6302283,0.5641638,0.5622213
tdcD,0.6206281,0.7629452,0.6408958,0.6012794,0.5156492,0.5767573,0.6646831,0.5461798,0.6650316,0.5409733,0.6906509,0.7692368,0.6471189,0.6147730,0.6932960,0.4647467,0.5464528,0.6568866,0.5358609,0.7095398,0.5777619,0.6562846,0.6704122,0.5993451,0.6611061,0.6951852,0.5894812,0.6462885,0.6113696,0.5883408,0.6019548,0.6534243,0.7428904,0.7659217,0.6465207,0.6777047,0.6305682,0.5607937,0.6793643,0.6852180,0.6443520,0.6538188,0.6951339,0.7061994,0.6373857,0.6353240,0.6058950,0.6514591,0.6292849,0.8722581,0.6198295,0.6692217,0.7841623,0.9141875,0.6634289,0.7069834
tdcG,0.3962784,0.4945714,0.3600542,0.3208007,0.4611783,0.3992373,0.3678893,0.3860063,0.3699915,0.3982136,0.5575973,0.4176364,0.5372844,0.4544374,0.4147999,0.3689431,0.4188271,0.3020438,0.4448317,0.3679447,0.3457890,0.4037342,0.4842865,0.4832419,0.3877282,0.3782128,0.5122434,0.4152893,0.3580066,0.4254292,0.4195623,0.4401733,0.4434118,0.5512480,0.5701679,0.4877599,0.4279046,0.4578312,0.3826626,0.5021986,0.4623407,0.4292823,0.3681598,0.3847674,0.5210129,0.4538796,0.4241569,0.3407029,0.4314746,0.4108166,0.3841829,0.4704644,0.4817251,0.4228641,0.4378324,0.4488504
ompF,0.2228492,0.0802757,0.1254558,0.1253637,0.0873583,0.1346646,0.1711295,0.1733516,0.2159321,0.2575499,0.2141415,0.2443820,0.2477235,0.2325911,0.2242216,0.2205295,0.2008308,0.2756295,0.3001078,0.3518097,0.2934822,0.4258003,0.2967585,0.3451262,0.4248383,0.2406539,0.3427907,0.3519112,0.2966815,0.3677553,0.2461013,0.3696568,0.2308510,0.2008358,0.2456937,0.2165428,0.1896349,0.1827643,0.1293329,0.1383846,0.1001639,0.1210009,0.1293119,0.1499638,0.1251084,0.1669061,0.1332491,0.0825917,0.1388876,0.1508916,0.2147624,0.2271267,0.1609582,0.2248015,0.1430222,0.1338538
osmB,0.2718867,0.2272578,0.2177603,0.2735932,0.1948940,0.1817128,0.2366049,0.1823292,0.1365946,0.1353816,0.1227727,0.1413552,0.1003127,0.1163678,0.1029113,0.1257221,0.1552118,0.0773535,0.0585272,0.0846932,0.0506720,0.0501270,0.0689938,0.0491145,0.0896956,0.0723292,0.0571837,0.0769776,0.0508931,0.0535135,0.0894799,0.0790762,0.1042931,0.0839367,0.0814883,0.1364425,0.1550605,0.1178813,0.1212842,0.1080057,0.1580899,0.1505227,0.1969463,0.1322672,0.1141741,0.1532285,0.1556760,0.1234734,0.2099561,0.1532158,0.1352825,0.1477508,0.1324384,0.1238729,0.1093966,0.1129435
wzb,0.4383118,0.4832082,0.3851980,0.4657669,0.4630772,0.3880162,0.5035191,0.2549352,0.3567476,0.2935072,0.2770176,0.3327248,0.3140802,0.2849443,0.2067622,0.2634076,0.3624240,0.2608564,0.2785882,0.3228723,0.2984243,0.3084285,0.2584926,0.2217756,0.1865550,0.1851132,0.2469588,0.2656763,0.2959506,0.3260625,0.2299726,0.2339716,0.4131359,0.3801144,0.3185479,0.2632496,0.2897527,0.3697107,0.4434602,0.4085186,0.4067326,0.4128348,0.3263026,0.3230034,0.3299076,0.3492565,0.4179705,0.3756939,0.5291846,0.5521933,0.3913242,0.4238487,0.4867942,0.4243893,0.4768667,0.4411097
rprA,0.7323306,0.7680135,0.7589043,0.7878005,0.7740204,0.7794640,0.7739463,0.7104155,0.7552299,0.7478751,0.7383826,0.7412606,0.7719521,0.6608580,0.7720536,0.5795715,0.8096995,0.7944405,0.7460237,0.6210096,0.7396309,0.6768407,0.6527326,0.6244780,0.6364283,0.7268613,0.7879447,0.7673877,0.7131512,0.7103442,0.6466498,0.7624253,0.6549169,0.6889077,0.7051017,0.6875428,0.6983674,0.9572525,0.7557317,0.6685525,0.5909310,0.5950222,0.8140961,0.7346988,0.8611235,0.7546654,0.7487293,0.7383479,0.8477082,0.7224866,0.6653305,0.5580583,0.7403754,0.6680936,0.8117506,0.7597446
