,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
rstA,0.6019701,0.6074006,0.5179460,0.5210965,0.7539617,0.5667368,0.5748203,0.5353651,0.5454035,0.6180459,0.6408177,0.6429731,0.5500139,0.6245217,0.5990877,0.5851608,0.5123128,0.6371147,0.6641669,0.6233415,0.5817772,0.6132397,0.6580577,0.6531718,0.4699629,0.5340736,0.5482609,0.4473244,0.5340083,0.4609095,0.6454859,0.5505924,0.6693879,0.5523239,0.5357557,0.6848546,0.5113954,0.5574484,0.5870242,0.5014192,0.5016912,0.5531847,0.4753866,0.6083669,0.5499466,0.6300730,0.5591557,0.6418851,0.5145838,0.5636095,0.6046917,0.5548047,0.6008312,0.5395300,0.5744705,0.4760829
gadE,0.5873708,0.5565217,0.5974275,0.5743971,0.5565737,0.4832015,0.6579017,0.5252220,0.5745866,0.5321452,0.6023680,0.5887299,0.5874492,0.5927107,0.4708169,0.4738950,0.5739381,0.6415586,0.6308278,0.5044640,0.5803698,0.6908508,0.5863564,0.4620097,0.5399662,0.5297090,0.5171639,0.6030162,0.5104487,0.5984812,0.4888837,0.4911024,0.3962581,0.6269973,0.5509546,0.5475953,0.5011841,0.4934309,0.6420986,0.5954414,0.5444220,0.6208734,0.5171182,0.5455589,0.5062746,0.4804855,0.4281997,0.6595769,0.5294817,0.6017056,0.7489609,0.5174529,0.5408965,0.5307627,0.4587572,0.5998537
ydeO,0.6016997,0.5233333,0.5479156,0.6490115,0.5344851,0.5453731,0.6785529,0.6263808,0.5649788,0.6084138,0.6420967,0.6165652,0.6523803,0.5984859,0.6300967,0.5058864,0.5995971,0.5533616,0.4970565,0.4848957,0.6829646,0.5774402,0.6023160,0.7037569,0.6905417,0.6494171,0.6342803,0.5468398,0.5998235,0.5201368,0.6746200,0.6717099,0.5756567,0.5126165,0.6709339,0.5462458,0.5419262,0.6022586,0.6351805,0.4896189,0.5478052,0.5747415,0.5634786,0.6690631,0.7022587,0.5963172,0.4905882,0.5986368,0.5649820,0.5143029,0.6077686,0.4340925,0.5092270,0.5146661,0.5037491,0.6927486
evgA,0.7437717,0.6992859,0.7472496,0.6348230,0.8719605,0.6650696,0.6935826,0.6704416,0.5669147,0.6607702,0.6589757,0.7196948,0.7578321,0.6944289,0.7106370,0.6419165,0.7285048,0.6812041,0.6192437,0.7682310,0.7297101,0.7117870,0.7732636,0.8060863,0.7428138,0.6749757,0.9121537,0.6137809,0.6863757,0.8315764,0.6332728,0.7960646,0.9109086,0.7305838,0.6661662,0.8144154,0.7057611,0.7160942,0.7270677,0.5920582,0.8389009,0.7500706,0.7731046,0.8172575,0.6685184,0.6489672,0.6624568,0.5823825,0.8803522,0.7282125,0.7875272,0.6874044,0.6599794,0.7266457,0.6596975,0.6270310
gadW,0.6299345,0.7439597,0.8033013,0.5833028,0.7252140,0.6324949,0.5343971,0.7230656,0.5571607,0.6174138,0.6070782,0.6364212,0.6327486,0.5937441,0.6248543,0.6388058,0.6749527,0.5726623,0.5761872,0.6175467,0.6810590,0.6215499,0.6206347,0.7209721,0.6557645,0.5071366,0.6718052,0.6296244,0.5976826,0.7559329,0.7034901,0.7726220,0.5816067,0.6011923,0.5315424,0.5572081,0.5312843,0.6206122,0.6853604,0.5529588,0.5347721,0.6068457,0.5198474,0.4954670,0.6294076,0.5330514,0.6500394,0.6135753,0.6887915,0.6283455,0.6217197,0.6460913,0.6832107,0.6160542,0.6163283,0.6333043
gadX,0.5757281,0.5036057,0.4730558,0.4492153,0.5588922,0.5232130,0.4697912,0.5498395,0.5853832,0.4756935,0.4305189,0.4822047,0.5629690,0.5028611,0.4896781,0.4863757,0.6657810,0.5586084,0.5156094,0.5236243,0.4915825,0.4889642,0.5105089,0.5268420,0.5733692,0.5016453,0.5401314,0.4540225,0.5170305,0.5671575,0.4586472,0.5234392,0.5383610,0.4881232,0.5831216,0.4500182,0.4883895,0.5057112,0.5641881,0.5629539,0.5122807,0.5162504,0.5339553,0.5221188,0.4351690,0.4663472,0.4417955,0.4063795,0.4064177,0.5240547,0.5250475,0.5631202,0.5736028,0.5482091,0.5757398,0.6399229
rutR,0.1963477,0.1928310,0.1874289,0.2042229,0.1421114,0.1869668,0.2345872,0.2499726,0.1698736,0.1912473,0.1951286,0.1796494,0.2403163,0.2133763,0.2139065,0.2019783,0.1687316,0.1654122,0.0971388,0.1710865,0.2975377,0.1728068,0.1714238,0.2353342,0.1723241,0.1647457,0.2009922,0.1892514,0.1965463,0.2879842,0.2990890,0.1754699,0.2665555,0.1941259,0.2301244,0.1862556,0.2189247,0.2497744,0.3124149,0.2733575,0.1651567,0.1743743,0.2607572,0.2027364,0.2348892,0.1681572,0.2280705,0.2622520,0.2052326,0.2060336,0.2057245,0.1992838,0.2098628,0.1689750,0.2433118,0.2242426
nemR,0.3272121,0.2498222,0.2328293,0.2453611,0.2500159,0.2310688,0.2048945,0.2524184,0.2886249,0.2866221,0.3400213,0.2462593,0.4097634,0.3031036,0.2879670,0.2872564,0.2447985,0.1924134,0.2311262,0.2279303,0.2813426,0.3449655,0.2807752,0.2948286,0.3107266,0.2242434,0.2560755,0.2983603,0.3060736,0.2691396,0.3299825,0.2434126,0.3227879,0.2684077,0.4139211,0.3289162,0.3339465,0.3460117,0.2950536,0.2531698,0.1968782,0.1774596,0.3175050,0.3919063,0.3868447,0.2821609,0.2804117,0.3869232,0.3023155,0.2781170,0.2507968,0.2374589,0.2906335,0.2849595,0.3133826,0.2401516
torR,0.4915932,0.3246691,0.3159421,0.3093183,0.2684109,0.2584239,0.2500658,0.4004926,0.3309438,0.2792052,0.2825557,0.3095663,0.3291301,0.3628472,0.3349284,0.3910775,0.3963291,0.3392235,0.3542651,0.2996269,0.2888485,0.3472208,0.2373446,0.3518641,0.3080011,0.3231705,0.2968249,0.2843067,0.3075765,0.3639653,0.4699788,0.4888136,0.3695119,0.5078774,0.4333414,0.4586445,0.4060292,0.4240718,0.4416392,0.4986915,0.4734644,0.4092605,0.4262312,0.4549878,0.4643702,0.5310926,0.4085005,0.4135168,0.3915535,0.5184933,0.5140403,0.4086155,0.3933942,0.4298013,0.4315503,0.5032065
phoP,0.9358079,0.7338183,0.5886932,0.7096558,0.6451944,0.7058940,0.5943741,0.5899904,0.6773331,0.6997858,0.7109923,0.6409687,0.6719491,0.6804565,0.7129825,0.8399046,0.7778525,0.8049534,0.8658266,0.7500321,0.7762039,0.6429058,0.7278978,0.6062998,0.6125117,0.6906715,0.6409133,0.6664975,0.7440970,0.6681205,0.6906740,0.6221329,0.7074140,0.6007016,0.7051260,0.6798409,0.6810788,0.6722105,0.7566368,0.6645364,0.7193052,0.7101302,0.7394042,0.5507218,0.6135224,0.6053953,0.5296628,0.6220924,0.6951531,0.7463155,0.7681196,0.7191457,0.6836045,0.7863760,0.6260408,0.7610817
mdtF,0.5523379,0.6418539,0.6053548,0.6776169,0.6825564,0.6200811,0.6069721,0.7823770,0.5875034,0.6193447,0.7694090,0.7089836,0.8051575,0.6430193,0.7363287,0.5693541,0.5951944,0.6758988,0.7392075,0.7492991,0.5342099,0.5029110,0.5646804,0.7019319,0.5776388,0.6296276,0.6043006,0.6616196,0.5694805,0.7244882,0.6703176,0.6539774,0.6542446,0.6769291,0.6302738,0.6800740,0.7875972,0.6686027,0.4663493,0.6486055,0.5494372,0.6031814,0.5746098,0.6119744,0.6537186,0.7188086,0.7008585,0.6760990,0.6006541,0.6127732,0.6514869,0.5871633,0.6599795,0.6100904,0.7081175,0.6707555
mdtE,0.0879740,0.2396332,0.3457905,0.5299716,0.6195822,0.5986918,0.6548208,0.4930585,0.5496265,0.6091208,0.5962991,0.7056962,0.5981179,0.5438888,0.5614217,0.5991197,0.6335793,0.5480804,0.5317845,0.5492739,0.6020711,0.4852860,0.6022341,0.5078026,0.4886706,0.5703760,0.5777084,0.5429751,0.5407301,0.3998108,0.2913790,0.2574846,0.1499214,0.1394840,0.1816488,0.0780912,0.0902156,0.0852834,0.1434125,0.1429174,0.0799123,0.1347304,0.0813937,0.0898257,0.1110562,0.1438675,0.0989765,0.0966203,0.0856182,0.0885253,0.1064034,0.0947371,0.0910887,0.1191245,0.0985674,0.1405101
csgF,0.6533433,0.7170875,0.6299366,0.7287824,0.6930583,0.6835512,0.5651990,0.6781995,0.7382109,0.6833498,0.5974235,0.7157624,0.7058658,0.8424640,0.8036379,0.6381922,0.8157379,0.8206866,0.6456705,0.7144889,0.8602650,0.6958361,0.8386485,0.6625060,0.8026317,0.7655586,0.6922107,0.7396220,0.8553006,0.8195056,0.6412536,0.6755771,0.6241442,0.6222853,0.7474591,0.6520100,0.5436794,0.6511758,0.5960160,0.6094529,0.5932711,0.6954121,0.6115762,0.6696723,0.6564560,0.7362036,0.6269121,0.7981103,0.6297262,0.5513208,0.6439713,0.6257959,0.7883480,0.5929856,0.6007923,0.6424714
csgG,0.1428480,0.1426007,0.1562018,0.1321902,0.1218096,0.1274658,0.1403802,0.1246269,0.1535789,0.1541019,0.1204585,0.1596888,0.1276113,0.1367019,0.1219188,0.1424623,0.1188840,0.2378050,0.2108908,0.2697771,0.2745571,0.2116686,0.1964669,0.2104710,0.2482189,0.1820085,0.2103232,0.2024007,0.2517456,0.1576751,0.2119034,0.2135694,0.2110259,0.2469057,0.1885557,0.1442105,0.1264762,0.1160623,0.1618607,0.0629814,0.1534482,0.1046463,0.0813631,0.1545440,0.1743026,0.1251773,0.1522865,0.1322447,0.1283697,0.1055766,0.1210132,0.1444931,0.1209401,0.1368492,0.1031356,0.1759557
csgE,0.1146950,0.1213916,0.1861573,0.2030573,0.2422677,0.2671356,0.2606312,0.2150205,0.2764677,0.2717282,0.3528247,0.3102398,0.2863490,0.3151770,0.2983159,0.3050515,0.3026168,0.3175954,0.3478330,0.3660113,0.3716642,0.3418715,0.2962588,0.3387383,0.3743909,0.3409411,0.3015237,0.3068850,0.2993053,0.2970397,0.2706088,0.2940567,0.3061496,0.2700236,0.2554647,0.2034464,0.2014213,0.1525788,0.1431157,0.1610887,0.1614803,0.1588729,0.1334948,0.1102391,0.1287322,0.1338506,0.1614304,0.1597044,0.1463719,0.1911971,0.1379210,0.1724878,0.1877628,0.0951472,0.0922204,0.1320874
yhiD,0.4468893,0.5526456,0.4341813,0.4567806,0.4728813,0.4560726,0.4760914,0.5565384,0.4798216,0.4443943,0.4752905,0.4763391,0.5067483,0.5342559,0.5116937,0.4212234,0.4777361,0.3713879,0.4736897,0.5009919,0.5601851,0.4663068,0.5065859,0.4475668,0.4821111,0.6260317,0.4093971,0.4864858,0.4843766,0.4948395,0.4191025,0.4447271,0.4807018,0.5636554,0.4718142,0.3954657,0.4693491,0.4727174,0.4972215,0.3817275,0.5301744,0.3904246,0.4395318,0.5409516,0.4095514,0.4187619,0.3890330,0.4689507,0.4745807,0.5120756,0.4194236,0.4847878,0.4580828,0.4675351,0.6804794,0.5165265
hdeB,0.7335237,0.6590475,0.6245802,0.4819964,0.5053163,0.5655794,0.4598448,0.4244979,0.4128921,0.5144712,0.6245703,0.4332534,0.5989890,0.5206814,0.6524189,0.5096888,0.5565565,0.5020498,0.5793825,0.5632186,0.6088564,0.4578414,0.6086247,0.6210223,0.5829821,0.5751018,0.4931332,0.5752775,0.5318093,0.5164126,0.5715844,0.6825563,0.5767062,0.5702774,0.5949466,0.7158470,0.7023003,0.6888511,0.6782035,0.6714699,0.5862703,0.5750532,0.6537204,0.7007804,0.5622441,0.6594124,0.6045490,0.5408172,0.6710925,0.6265975,0.6951829,0.6948282,0.6034414,0.6629258,0.6463601,0.6076166
hdeA,0.5749343,0.6008709,0.6513378,0.5596913,0.6390208,0.4864851,0.5291264,0.4259583,0.5065269,0.4641516,0.4796716,0.5500134,0.5445974,0.4990026,0.5796743,0.5208095,0.5079271,0.4907474,0.4903932,0.5536210,0.5312919,0.5554867,0.5556727,0.5046785,0.4569355,0.5438426,0.6109840,0.4814355,0.4711087,0.4995534,0.5184808,0.5467198,0.4624219,0.5598053,0.5560316,0.5287952,0.5792294,0.5548465,0.6515826,0.5457976,0.4906257,0.5476592,0.4209068,0.5132373,0.4516072,0.5281225,0.4301697,0.5380881,0.4144416,0.5392067,0.5476679,0.4579321,0.4726499,0.4953572,0.5659824,0.5219628
gadA,0.3469671,0.4075476,0.4722622,0.4916897,0.5595956,0.6413781,0.5462499,0.5225450,0.5943830,0.5506691,0.5993591,0.5690628,0.5894516,0.6414842,0.6129980,0.6524542,0.6201407,0.7172944,0.6297183,0.5775562,0.6543598,0.5768988,0.5698685,0.6089372,0.5598509,0.5442989,0.7523076,0.5784240,0.6116726,0.5200699,0.4718810,0.3666245,0.4629314,0.3879220,0.3545663,0.3580719,0.3307477,0.3697854,0.3915732,0.3703420,0.3319010,0.2794310,0.4381140,0.3795836,0.4967737,0.3889010,0.4400490,0.4193442,0.3865391,0.3780562,0.3333716,0.3347349,0.3215080,0.3627768,0.3484445,0.3463393
gadB,0.3448629,0.2371008,0.3163266,0.3407030,0.3235482,0.3188230,0.3068912,0.2832197,0.2708502,0.2643771,0.2232414,0.3293577,0.3453177,0.2662435,0.3006634,0.3465980,0.2818084,0.2605845,0.3638425,0.3216102,0.2855445,0.3108112,0.2153706,0.3125376,0.2408024,0.2775751,0.2852680,0.2501569,0.3372910,0.3672622,0.3279059,0.3014516,0.2856737,0.3546684,0.3004901,0.2809868,0.2629149,0.2499816,0.2754930,0.3079309,0.2439445,0.2777979,0.2609436,0.3007359,0.2862831,0.2858634,0.2999270,0.2771287,0.2875493,0.3076774,0.3430548,0.3327243,0.4047547,0.3556029,0.3039661,0.3109065
gadC,0.2249492,0.3323180,0.4303799,0.4754006,0.5002334,0.3807101,0.5238161,0.3593990,0.4533353,0.4441681,0.5417181,0.5565751,0.4632449,0.4304029,0.4293093,0.5157055,0.5243049,0.6183272,0.5847057,0.5149556,0.5274178,0.5469764,0.5365963,0.5808763,0.5790542,0.6018281,0.5859373,0.7215508,0.5309343,0.4604836,0.2977737,0.3273099,0.2788555,0.2316097,0.2222396,0.2093967,0.2343341,0.2303317,0.1721922,0.2007518,0.2138746,0.2025447,0.1698533,0.1904332,0.1973030,0.2124403,0.2542788,0.1995534,0.2168723,0.1972158,0.1442144,0.1923972,0.2038189,0.1774081,0.2443503,0.3299202
sra,0.5608141,0.4901636,0.4427953,0.4657528,0.5733745,0.3968149,0.5144905,0.4975266,0.5056635,0.4971558,0.5896216,0.3993564,0.3993820,0.4240499,0.3658712,0.4546212,0.4540013,0.4573323,0.4003246,0.4693672,0.3990888,0.3465587,0.3640603,0.3918200,0.4837869,0.4429070,0.4986526,0.4780634,0.4830148,0.3921971,0.3861304,0.3596298,0.4791234,0.3899812,0.4749706,0.3429936,0.4688080,0.4211792,0.4400475,0.5308201,0.4794330,0.4112683,0.4528323,0.4719369,0.5022536,0.4520194,0.5026559,0.5107609,0.4511731,0.4639645,0.4517857,0.4854391,0.4582282,0.4225553,0.5389274,0.5455811
flgM,0.1920055,0.2189254,0.1600537,0.1771472,0.2235056,0.2072110,0.2329113,0.2646034,0.2789509,0.3952131,0.3449870,0.4405476,0.5412488,0.5827797,0.6244694,0.5554153,0.4686496,0.6346132,0.6139839,0.5801221,0.5820183,0.5674680,0.4602452,0.6981846,0.5022653,0.5895697,0.6435807,0.6441541,0.6456157,0.5278199,0.6127174,0.6984810,0.5834115,0.5742075,0.5605210,0.5137623,0.4631610,0.5665102,0.5154429,0.4948450,0.2633243,0.3170751,0.2839264,0.3120286,0.2870001,0.2290222,0.2994932,0.1852694,0.2280031,0.2069865,0.2312032,0.1751238,0.2410648,0.2214472,0.1609871,0.1530497
flgJ,0.0451240,0.0490707,0.0678705,0.0385991,0.0498703,0.0317949,0.0581308,0.0606400,0.0447370,0.1132767,0.1105998,0.1149714,0.1378884,0.1325622,0.1060500,0.1151820,0.1526371,0.1505438,0.1223465,0.0990210,0.1257079,0.1035571,0.1117166,0.1267567,0.1476201,0.1693631,0.1501827,0.1294345,0.1339660,0.1470901,0.1503207,0.1757240,0.1348996,0.1208120,0.0999881,0.0908027,0.0959562,0.1079138,0.1043310,0.0844214,0.0619870,0.0472933,0.0448507,0.0487794,0.0530427,0.0669428,0.0775659,0.0725761,0.0622272,0.0744395,0.0690841,0.0487651,0.0705299,0.0436608,0.0679613,0.0341343
fliR,0.3110802,0.4007800,0.5735680,0.6414362,0.6107101,0.6753944,0.7130273,0.8145917,0.7323180,0.7980329,0.7474406,0.6320491,0.7220396,0.6982455,0.7189362,0.8445359,0.6930795,0.6389694,0.7320431,0.7879955,0.6663868,0.7168219,0.6884695,0.6671178,0.7775611,0.8027639,0.6651685,0.8810394,0.7586511,0.7353235,0.6606721,0.7574525,0.6853365,0.7179073,0.5591405,0.6416466,0.6332096,0.6545699,0.6101804,0.7344727,0.6923805,0.6809510,0.6342819,0.6842270,0.5813632,0.5698651,0.5652342,0.5207753,0.5277678,0.4900715,0.3354206,0.5507546,0.4269190,0.5168692,0.3617779,0.2967421
rprA,0.3279895,0.2771818,0.2221940,0.2076323,0.2386675,0.1917133,0.1816055,0.2352923,0.2245091,0.2283220,0.2309396,0.2180262,0.1822023,0.1509728,0.1826951,0.1196612,0.1328958,0.1493691,0.1550507,0.1331387,0.1702240,0.1863274,0.1468672,0.1299388,0.1267390,0.1695636,0.1718849,0.1958896,0.1257400,0.1534806,0.1255043,0.1866841,0.1266280,0.1161060,0.1423606,0.1755783,0.1465623,0.1615793,0.2488486,0.2298588,0.1967342,0.2368199,0.2874857,0.3571068,0.2936164,0.2622933,0.3127684,0.2839769,0.2890317,0.3314306,0.2296583,0.1813930,0.2016641,0.1926207,0.2099894,0.1990040
wcaB,0.3391952,0.2640361,0.2608797,0.2388245,0.3029276,0.2519690,0.2794321,0.2431338,0.3527304,0.3126253,0.2686707,0.2417726,0.1610494,0.1832418,0.2153148,0.1454562,0.0931626,0.1009283,0.1136175,0.0842733,0.1058458,0.0809249,0.1000065,0.1185818,0.0868941,0.1085414,0.1363740,0.1038140,0.1481093,0.1529089,0.1159373,0.1302685,0.1966865,0.2834978,0.2542588,0.2460394,0.3101206,0.2998204,0.3569681,0.3826362,0.2645946,0.3731900,0.3322647,0.2883934,0.4331791,0.3884099,0.2871273,0.3286615,0.3342541,0.3232992,0.2810093,0.2836403,0.3796041,0.4876771,0.3091288,0.2977108
flhE,0.4252814,0.3436005,0.3483016,0.3203388,0.4089801,0.4425951,0.3829105,0.4157051,0.3192807,0.3675265,0.3623970,0.3582579,0.3732353,0.3879173,0.4270113,0.5706733,0.5300145,0.5997272,0.5136043,0.5689472,0.4856497,0.5330962,0.4729641,0.5626918,0.5296427,0.6667750,0.6139997,0.5859398,0.6369999,0.5544441,0.6185449,0.5794805,0.6473119,0.4494925,0.4417346,0.4836304,0.4050062,0.4523277,0.4147376,0.4588462,0.4473239,0.4326632,0.4276415,0.4306108,0.2944539,0.2957765,0.3129405,0.2528646,0.3610388,0.3416844,0.3617565,0.3462946,0.3393212,0.3250392,0.3143096,0.3824898
fliQ,0.0100077,0.0080773,0.0058081,0.0050246,0.0129566,0.0037388,0.0053885,0.0550845,0.0336974,0.0615746,0.0668703,0.1317535,0.1764021,0.2234934,0.2548913,0.2801349,0.2832485,0.2628983,0.3026480,0.3088214,0.3244375,0.2674519,0.3270932,0.2501875,0.3041597,0.3355757,0.2939772,0.2911224,0.2881570,0.2471798,0.3506606,0.5019890,0.4074916,0.1882775,0.1871925,0.1600650,0.1661387,0.0460567,0.0380088,0.0321378,0.0209047,0.0185277,0.0028443,0.0035302,0.0216323,0.0095329,0.0065707,0.0012917,0.0140251,0.0042067,0.0149751,0.0071101,0.0098788,0.0217499,0.0110130,0.0220868
fliM,0.3255466,0.3922695,0.3737812,0.3174474,0.2524310,0.2552128,0.3141672,0.2829468,0.2861229,0.1817941,0.3087369,0.1984737,0.2034161,0.2698486,0.3204812,0.2100309,0.2201838,0.2884297,0.2258835,0.2438141,0.2500419,0.2190749,0.2176733,0.2239850,0.1938166,0.1879373,0.2364591,0.2557346,0.2641948,0.2254540,0.2165822,0.3192892,0.4094451,0.3716456,0.4157491,0.4517201,0.2761512,0.2703669,0.3700840,0.3665116,0.2994778,0.3571168,0.3229461,0.3049204,0.2832100,0.3700194,0.2994533,0.4069218,0.3240604,0.3843641,0.2939360,0.2201549,0.3740417,0.3724443,0.4044819,0.4326164
