Gene1,Gene2
EGR1,EIF5A
EGR1,ERGIC3
EGR1,FKBP2
EGR1,H2-DMA
EGR1,HPCAL1
EGR1,HPRT
EGR1,HSPA8
EGR1,KLF6
EGR1,MEA1
EGR1,MRPL28
EGR1,PABPC1
EGR1,PRDX5
EGR1,PTMA
EGR1,REXO2
EGR1,RPL10
EGR1,SNX5
EGR1,TMSB10
EGR1,TRF
EGR1,TUBB6
EGR1,UBE2D3
EGR1,ZYX
GTF2B,POLR2E
GTF2B,POLR2F
GTF2B,POLR2G
GTF2B,POLR2J
GTF2B,POLR2K
GTF2B,SSU72
GTF2B,TAF9
ID2,CDKN1A
ID2,PPP1CA
ID2,TRP53
IRF1,B2M
IRF1,BC028528
IRF1,BST2
IRF1,CD274
IRF1,CD44
IRF1,CHMP5
IRF1,CXCL16
IRF1,H2-AA
IRF1,H2-K1
IRF1,H3F3B
IRF1,IDH1
IRF1,IRF5
IRF1,LGALS3BP
IRF1,LY86
IRF1,MT2
IRF1,N6AMT2
IRF1,PSMA3
IRF1,PSMB10
IRF1,PSME2
IRF1,RPL37A
IRF1,SAT1
IRF1,STAT1
IRF1,SUMO1
IRF1,TAPBP
IRF1,TFG
IRF1,TGIF1
IRF1,ZYX
IRF5,B2M
IRF5,CCL3
IRF5,CCL4
IRF5,CD44
IRF5,H2-AA
IRF5,H2-K1
IRF5,IL1B
IRF5,IRF1
IRF5,MT2
IRF5,STAT1
IRF5,TNF
IRF5,UBC
KLF6,ATF3
MED21,CD36
MED21,FABP4
MED21,LPL
MED21,MED10
MED21,TNF
NFE2L2,ATF3
NFE2L2,CDKN1A
NFE2L2,PTMA
NFE2L2,UBC
NFKB1,BCL2A1A
NFKB1,BCL2A1B
NFKB1,BCL2A1C
NFKB1,CASP1
NFKB1,CCL3
NFKB1,CCL4
NFKB1,CD14
NFKB1,IL1R2
NFKB1,IL1RN
NFKB1,MALT1
NFKB1,PSENEN
NFKB1,RAC1
NFKB1,RAC2
NFKB1,SDC4
NFKB1,SQSTM1
NFKBIA,CSNK2B
NFKBIA,IL1B
NFKBIA,SQSTM1
NFKBIA,SUMO2
NFKBIA,TNF
NFKBIA,TNFAIP3
NFKBIA,TRP53
NFKBIA,UBC
NFKBIZ,CXCL1
NFKBIZ,IER3
NFKBIZ,IL1A
NFKBIZ,IL1B
NFKBIZ,TNFAIP3
NFKBIZ,ZFP36
NME2,AK2
NME2,GUK1
NME2,POLD4
NME2,POLR1D
NME2,POLR2E
NME2,POLR2F
NME2,POLR2G
NME2,POLR2J
POLR1D,NME1
POLR1D,NME2
POLR2E,0610009D07RIK
POLR2E,EIF3I
POLR2E,GTF2B
POLR2E,HNRNPA2B1
POLR2E,HNRNPF
POLR2E,MRPL28
POLR2E,NHP2
POLR2E,NHP2L1
POLR2E,NME1
POLR2E,NME2
POLR2E,POLR2F
POLR2E,POLR2G
POLR2E,POLR2J
POLR2E,POLR2K
POLR2E,RPL19
POLR2E,RPL8
POLR2E,RPS15
POLR2E,SF3B5
POLR2E,SNRPD1
POLR2E,SNRPG
POLR2E,SUPT4H1
POLR2E,TAF9
POLR2E,TCEB2
POLR2F,0610009D07RIK
POLR2F,2900010M23RIK
POLR2F,BANF1
POLR2F,GTF2B
POLR2F,HNRNPA2B1
POLR2F,HNRNPF
POLR2F,NHP2
POLR2F,NHP2L1
POLR2F,NME1
POLR2F,NME2
POLR2F,POLR2E
POLR2F,POLR2G
POLR2F,POLR2J
POLR2F,POLR2K
POLR2F,RPL19
POLR2F,RPL23
POLR2F,RPL37
POLR2F,RPL37A
POLR2F,RPL8
POLR2F,RPLP0
POLR2F,RPS15
POLR2F,RPSA
POLR2F,SF3B5
POLR2F,SNRPD1
POLR2F,SNRPG
POLR2F,SUPT4H1
POLR2F,TAF9
POLR2F,TCEB2
POLR2G,0610009D07RIK
POLR2G,CCT5
POLR2G,GTF2B
POLR2G,HNRNPA2B1
POLR2G,HNRNPF
POLR2G,MED10
POLR2G,NME1
POLR2G,NME2
POLR2G,POLR2E
POLR2G,POLR2F
POLR2G,POLR2J
POLR2G,POLR2K
POLR2G,RPL19
POLR2G,RPL4
POLR2G,RPLP0
POLR2G,SF3B5
POLR2G,SNRPD1
POLR2G,SNRPG
POLR2G,SUPT4H1
POLR2G,TAF9
POLR2G,TCEB2
POLR2J,0610009D07RIK
POLR2J,GTF2B
POLR2J,HNRNPA2B1
POLR2J,HNRNPF
POLR2J,NME1
POLR2J,NME2
POLR2J,POLR2E
POLR2J,POLR2F
POLR2J,POLR2G
POLR2J,POLR2K
POLR2J,SF3B5
POLR2J,SNRPD1
POLR2J,SNRPG
POLR2J,SUPT4H1
POLR2J,TAF9
POLR2J,TCEB2
POLR2K,0610009D07RIK
POLR2K,GTF2B
POLR2K,HNRNPA2B1
POLR2K,HNRNPF
POLR2K,POLR2E
POLR2K,POLR2F
POLR2K,POLR2G
POLR2K,POLR2J
POLR2K,SF3B5
POLR2K,SNRPD1
POLR2K,SNRPG
POLR2K,SUPT4H1
POLR2K,TAF9
POLR2K,TCEB2
RBM39,RAC1
SIN3B,IFRD1
SIN3B,MORF4L1
SNRPB,SNRPD1
SNRPD1,0610009D07RIK
SNRPD1,HNRNPA2B1
SNRPD1,HNRNPF
SNRPD1,LSM3
SNRPD1,LSM7
SNRPD1,NHP2
SNRPD1,PCNA
SNRPD1,POLR2E
SNRPD1,POLR2F
SNRPD1,POLR2G
SNRPD1,POLR2J
SNRPD1,POLR2K
SNRPD1,SF3B5
SNRPD1,SNRPB
SNRPD1,SNRPG
SRSF2,NPM1
STAT1,1810022K09RIK
STAT1,ACTB
STAT1,APRT
STAT1,ATF3
STAT1,ATP5H
STAT1,B2M
STAT1,BTF3
STAT1,CASP1
STAT1,CD274
STAT1,CD44
STAT1,CD74
STAT1,CISH
STAT1,COX5B
STAT1,CSTB
STAT1,DUSP1
STAT1,FCER1G
STAT1,FCF1
STAT1,GNB2L1
STAT1,GNGT2
STAT1,H2-AA
STAT1,H2-K1
STAT1,IFI30
STAT1,IRF5
STAT1,LGALS3BP
STAT1,MT2
STAT1,NEDD8
STAT1,NRAS
STAT1,ODC1
STAT1,PLAUR
STAT1,PSENEN
STAT1,PTS
STAT1,RANBP1
STAT1,RAP1B
STAT1,RPL26
STAT1,SDF2
STAT1,SOD1
STAT1,SUMO1
STAT1,TMED2
STAT1,TNF
STAT1,TRIM30A
STAT1,TXNDC17
STAT1,UBC
STAT1,UQCRH
SUPT4H1,CCNL1
SUPT4H1,POLR2E
SUPT4H1,POLR2F
SUPT4H1,POLR2G
SUPT4H1,POLR2J
SUPT4H1,POLR2K
SUPT4H1,SSU72
SUPT4H1,TCEB2
TAF9,APRT
TAF9,CCT2
TAF9,GTF2B
TAF9,KPNA2
TAF9,POLR2E
TAF9,POLR2F
TAF9,POLR2G
TAF9,POLR2J
TAF9,POLR2K
TAF9,PSMC6
TAF9,PSMD14
TAF9,PSMD6
TCEB2,2900010M23RIK
TCEB2,NDUFA7
TCEB2,NEDD8
TCEB2,POLR2E
TCEB2,POLR2F
TCEB2,POLR2G
TCEB2,POLR2J
TCEB2,POLR2K
TCEB2,SUPT4H1
TCF7L2,CTNNB1
TGIF1,2700060E02RIK
TGIF1,ALDOC
TGIF1,ARHGDIB
TGIF1,BC028528
TGIF1,CAPZA1
TGIF1,CAPZA2
TGIF1,ID2
TGIF1,PFN1
TGIF1,PSMB8
TGIF1,RPL7
TGIF1,RPS25
TGIF1,YWHAZ
TNFAIP3,NFKB1
TNFAIP3,NFKBIA
TNFAIP3,NFKBIZ
TNFAIP3,TNF
TNFAIP3,TNIP3
TNFAIP3,UBE2D3
TRP53,2410015M20RIK
TRP53,BUD31
TRP53,CD44
TRP53,CDC42
TRP53,CUTA
TRP53,EEF1A1
TRP53,GADD45B
TRP53,GMFG
TRP53,GRCC10
TRP53,H3F3A
TRP53,HSP90AB1
TRP53,MIF
TRP53,NDUFA13
TRP53,NDUFS3
TRP53,NFKBIA
TRP53,NPM1
TRP53,NRAS
TRP53,PARK7
TRP53,PFN1
TRP53,PPIA
TRP53,PPP1CA
TRP53,PRDX5
TRP53,RHOA
TRP53,RPLP2
TRP53,RPS15
TRP53,RPS19
TRP53,S100A4
TRP53,S100A6
TRP53,SHISA5
TRP53,SPAG7
TRP53,SPP1
TRP53,SSNA1
TRP53,STAT1
TRP53,STMN1
TRP53,SUMO1
TRP53,TGIF1
TRP53,TUBB5
TRP53,UBC
TRP53,VPS28
ZFP36,BTG2
ZFP36,DUSP1
ZFP36,NFKBIZ
ZFP36,TNF
