Gene1,Gene2
COPS5,PSMD6
NFKB1,PSMD6
TNF,PSMD6
TCEB2,PSMD6
TRP53,PSMD6
NFKB1,PSMC6
TNF,PSMC6
TCEB2,PSMC6
TRP53,PSMC6
NFKB1,PSMB5
TNF,PSMB5
TCEB2,PSMB5
TRP53,PSMB5
COPS5,EIF3E
COPS5,ATP5O
NFE2L2,SOD1
TRP53,CDKN1A
TRP53,HSP90AB1
TNF,DUSP1
ZFP36,DUSP1
EGR1,DUSP1
TNF,H2-K1
NFKB1,PSMB8
TNF,PSMB8
TCEB2,PSMB8
TRP53,PSMB8
IRF1,PSMB8
STAT1,PSMB8
TRP53,CSNK2B
TNF,AIF1
TNF,PSME1
TNF,PSMB3
TNF,CD14
TNF,UBC
TNF,FCGR2B
TNF,HMGB1
TNF,NFKB1
NFKB1,TNF
TNF,CD68
TNF,MRC1
TNF,CXCL1
TNF,PTPRC
TNF,PSMA3
TNF,PSMB10
TNF,ZFP36
ZFP36,TNF
TNF,PSMB7
TNF,CFLAR
TNF,TRP53
TRP53,TNF
TNF,PSMA5
TNF,IL1RN
TNF,CXCL2
TNF,PSMD8
TNF,RPS27A
TNF,PSME2
TNF,ANXA5
TNF,PSMA7
TNF,CCR2
TNF,IL1B
TNF,ACTB
TNF,TLR2
TNF,PSMD14
TNF,PSMA4
TNF,CCRL2
TNF,IL1A
TNF,IRF1
IRF1,TNF
TNF,TNFRSF1B
TNF,PSMB9
TNF,STAT1
STAT1,TNF
TNF,LAMP1
TNF,PSMB2
TNF,CLEC4E
TNF,PSMC4
TNF,CASP1
POLR2F,RPS14
TRP53,RPS14
POLR2G,ATP5A1
POLR1D,SEC11A
COPS5,MYEOV2
COPS5,UBC
COPS5,CISH
COPS5,POLR2F
POLR2F,COPS5
COPS5,COMMD1
COPS5,TCEB2
TCEB2,COPS5
COPS5,RNF7
COPS5,POLR2K
POLR2K,COPS5
COPS5,RPS27A
COPS5,PSMA2
COPS5,COMMD4
COPS5,COMMD6
COPS5,EIF3M
COPS5,ACTB
COPS5,COMMD3
COPS5,POLR2J
POLR2J,COPS5
COPS5,POLR2G
POLR2G,COPS5
ATF3,TRP53
TRP53,ATF3
ATF3,EGR1
EGR1,ATF3
ATF3,STAT1
STAT1,ATF3
NFKB1,PSMB7
TCEB2,PSMB7
TRP53,PSMB7
NFKB1,PSMD14
TCEB2,PSMD14
TRP53,PSMD14
POLR1D,NOP10
POLR2F,NOP10
POLR2K,NOP10
POLR2F,PCNA
POLR2K,PCNA
POLR2J,PCNA
POLR2G,PCNA
NFKB1,IL1B
EGR1,IL1B
NFKB1,IL1A
MED21,FABP4
NFKB1,PSMA7
TCEB2,PSMA7
TRP53,PSMA7
TRP53,ANXA5
NFKB1,NRAS
TRP53,NRAS
NFKB1,TLR2
STAT1,TLR2
NFKB1,LYZ2
NFKB1,PSME1
NFKB1,PSMB3
NFKB1,GGH
NFKB1,UBC
NFKB1,CTSD
NFKB1,HMGB1
NFKB1,CXCL1
NFKB1,PSMA3
NFKB1,PSMB10
NFKB1,TRP53
TRP53,NFKB1
NFKB1,PSMA5
NFKB1,MTPN
NFKB1,B2M
NFKB1,CXCL2
NFKB1,PSMD8
NFKB1,RPS27A
NFKB1,TXN1
NFKB1,PSME2
NFKB1,LYZ1
NFKB1,RAC1
NFKB1,RAC2
NFKB1,PSMA4
NFKB1,SQSTM1
NFKB1,PSMB9
NFKB1,NFKBIZ
NFKBIZ,NFKB1
NFKB1,PSMB2
NFKB1,PSMC4
GTF2B,POLR2F
POLR2F,GTF2B
GTF2B,POLR2K
POLR2K,GTF2B
GTF2B,SSU72
GTF2B,MED21
MED21,GTF2B
GTF2B,POLR2J
POLR2J,GTF2B
GTF2B,POLR2G
POLR2G,GTF2B
TRP53,TXN1
TRP53,STMN1
TCEB2,PSMB2
TRP53,PSMB2
NFE2L2,PARK7
TRP53,PARK7
POLR2F,SSU72
POLR2J,SSU72
POLR2G,SSU72
POLR2K,SSU72
NFKBIZ,CXCL1
CBX3,HNRNPA2B1
CBX3,H2AFV
CBX3,H3F3B
CBX3,H3F3A
HNRNPK,CNBP
MED21,POLR2F
POLR2F,MED21
MED21,POLR2J
POLR2J,MED21
MED21,POLR2G
POLR2G,MED21
MED21,POLR2K
POLR2K,MED21
TCEB2,PSMC4
TRP53,PSMC4
POLR2F,RPS3
STAT1,IL2RG
TRP53,MAP1LC3B
TCEB2,PSMB10
TRP53,PSMB10
IRF1,PSMB10
TRP53,ANXA2
TCEB2,PSMA4
TRP53,PSMA4
POLR2F,RPSA
STAT1,LGALS3BP
HNRNPK,SNRPD2
SRSF2,SNRPD2
SNRPB,SNRPD2
POLR2F,SNRPD2
TCEB2,SNRPD2
POLR2J,SNRPD2
POLR2G,SNRPD2
POLR2K,SNRPD2
POLR2J,HNRNPK
HNRNPK,POLR2J
POLR2J,SNRPE
POLR2J,HNRNPC
POLR2J,LSM3
POLR2J,UBC
POLR2J,SRSF2
SRSF2,POLR2J
POLR2J,HNRNPA2B1
POLR2J,H2AFV
POLR2J,PRPF40A
POLR2J,SNRPB
SNRPB,POLR2J
POLR2J,POLR2F
POLR2F,POLR2J
POLR2J,DNAJC8
POLR2J,SF3B5
POLR2J,TCEB2
TCEB2,POLR2J
POLR2J,BUD31
POLR2J,SNRNP25
POLR2J,POLR2G
POLR2G,POLR2J
POLR2J,POLR2K
POLR2K,POLR2J
POLR2J,H3F3B
POLR2J,H3F3A
POLR2J,HNRNPF
POLR2J,RPS27A
POLR2J,LSM7
HNRNPK,SNRPE
HNRNPK,HNRNPC
HNRNPK,LSM3
HNRNPK,SRSF2
SRSF2,HNRNPK
HNRNPK,HNRNPA2B1
HNRNPK,PRPF40A
HNRNPK,SNRPB
SNRPB,HNRNPK
HNRNPK,POLR2F
POLR2F,HNRNPK
HNRNPK,DNAJC8
HNRNPK,SF3B5
HNRNPK,TRP53
TRP53,HNRNPK
HNRNPK,BUD31
HNRNPK,POLR2G
POLR2G,HNRNPK
HNRNPK,POLR2K
POLR2K,HNRNPK
HNRNPK,HNRNPF
HNRNPK,LSM7
TCEB2,NDUFA7
TRP53,MIF
POLR2F,SNRPE
POLR2F,PFDN5
POLR2F,HNRNPC
POLR2F,NHP2
POLR2F,SRSF2
SRSF2,POLR2F
POLR2F,UBC
POLR2F,SF3B5
POLR2F,TCEB2
TCEB2,POLR2F
POLR2F,MRPS16
POLR2F,RPS13
POLR2F,BUD31
POLR2F,SNRNP25
POLR2F,POLR2K
POLR2K,POLR2F
POLR2F,RPS27A
POLR2F,LSM7
POLR2F,LSM3
POLR2F,POLR1D
POLR1D,POLR2F
POLR2F,HNRNPA2B1
POLR2F,H2AFV
POLR2F,PRPF40A
POLR2F,SNRPB
SNRPB,POLR2F
POLR2F,NME1
POLR2F,RPS20
POLR2F,DNAJC8
POLR2F,ACTB
POLR2F,POLR2G
POLR2G,POLR2F
POLR2F,H3F3B
POLR2F,H3F3A
POLR2F,HNRNPF
POLR2F,RPS15
SRSF2,LSM3
SNRPB,LSM3
POLR2G,LSM3
POLR2K,LSM3
TRP53,RPS27L
SRSF2,SNRNP25
SNRPB,SNRNP25
POLR2G,SNRNP25
POLR2K,SNRNP25
TRP53,DAP
TCEB2,COMMD3
TCEB2,PSMD8
TRP53,PSMD8
STAT1,BST2
POLR2K,HNRNPC
POLR2K,POLR1D
POLR1D,POLR2K
POLR2K,UBC
POLR2K,SRSF2
SRSF2,POLR2K
POLR2K,HNRNPA2B1
POLR2K,H2AFV
POLR2K,PRPF40A
POLR2K,SNRPB
SNRPB,POLR2K
POLR2K,DNAJC8
POLR2K,SF3B5
POLR2K,ACTB
POLR2K,TCEB2
TCEB2,POLR2K
POLR2K,BUD31
POLR2K,POLR2G
POLR2G,POLR2K
POLR2K,H3F3B
POLR2K,H3F3A
POLR2K,HNRNPF
POLR2K,RPS27A
POLR2K,LSM7
TCEB2,RNF7
SRSF2,POLDIP3
TRP53,CD24A
POLR1D,NHP2
POLR1D,NHP2L1
POLR1D,POLR2G
POLR2G,POLR1D
TCEB2,PSME2
TCEB2,PSME1
TCEB2,PSMB3
TCEB2,COMMD4
TCEB2,UBC
TCEB2,CISH
TCEB2,COMMD1
TCEB2,COMMD6
TCEB2,PSMA3
TCEB2,PSMA5
TCEB2,PSMB9
TCEB2,UBE2L6
TCEB2,POLR2G
POLR2G,TCEB2
TCEB2,UBE2D3
TCEB2,RPS27A
STAT1,CISH
STAT1,TRP53
TRP53,STAT1
STAT1,UBE2L6
STAT1,SUMO1
STAT1,PRKCD
STAT1,IRF1
IRF1,STAT1
STAT1,PSMB9
STAT1,TRIM30A
EGR1,TRP53
TRP53,EGR1
SRSF2,LSM7
SNRPB,LSM7
POLR2G,LSM7
TRP53,RPL26
NFKBIZ,CXCL2
SRSF2,NPM1
TRP53,NPM1
SRSF2,PRPF40A
SNRPB,PRPF40A
POLR2G,PRPF40A
TRP53,RPL5
H1F0,HMGB1
TRP53,HMGB1
TRP53,PSMA5
TRP53,SUMO1
SRSF2,HNRNPC
SRSF2,HNRNPA2B1
SRSF2,SNRPB
SNRPB,SRSF2
SRSF2,DNAJC8
SRSF2,SF3B5
SRSF2,BUD31
SRSF2,SARNP
SRSF2,POLR2G
POLR2G,SRSF2
SRSF2,HNRNPF
SNRPB,NHP2L1
SNRPB,DNAJC8
POLR2G,DNAJC8
POLR2G,HNRNPC
POLR2G,UBC
POLR2G,HNRNPA2B1
POLR2G,H2AFV
POLR2G,SNRPB
SNRPB,POLR2G
POLR2G,SF3B5
POLR2G,BUD31
POLR2G,H3F3B
POLR2G,H3F3A
POLR2G,HNRNPF
POLR2G,RPS27A
TRP53,IDH1
TRP53,ACTB
TRP53,PSMB3
SNRPB,SNRPE
SNRPB,HNRNPC
SNRPB,NHP2
SNRPB,SF3B5
SNRPB,BUD31
SNRPB,SNRPG
SNRPB,HNRNPA2B1
SNRPB,HNRNPF
TRP53,RPL11
TRP53,RPS27A
TRP53,PSME1
TRP53,UBC
TRP53,H1F0
H1F0,TRP53
TRP53,PSMA3
TRP53,CFLAR
TRP53,SPP1
TRP53,PSME2
TRP53,SUMO2
TRP53,IRF1
IRF1,TRP53
TRP53,TPT1
TRP53,PSMB9
IRF1,PSMB9
TCF7L2,H2AFV
TCF7L2,H3F3B
TCF7L2,H3F3A
