Gene1,Gene2
PURA,RPA2
PURA,RFC3
GATA4,GATA3
GATA3,GATA4
GATA4,BMPR1A
BMPR1A,GATA4
GATA4,ZFPM2
ZFPM2,GATA4
GATA4,BMP2
BMP2,GATA4
GATA4,MYOCD
MYOCD,GATA4
CENPK,ERCC6L
BMPR1A,ZFYVE16
BMP2,ZFYVE16
ASH2L,SPP1
ASH2L,HOXB3
HOXB3,ASH2L
ASH2L,KDM6A
ASH2L,PRMT6
WWP1,ERBB4
PDGFA,ERBB4
OTX2,DKK1
POLR1B,IPO4
ZEB1,FN1
ANKRD6,VANGL1
POLR1B,PUS7
BCL11B,GATA3
GATA3,BCL11B
BCL11B,EOMES
EOMES,BCL11B
POLR1B,MAK16
ZEB1,ESRP1
ZEB1,ZEB2
ZEB2,ZEB1
ZEB1,VIM
POLR1B,TFB2M
POLR1C,TFB2M
POLR1B,HEATR1
CENPK,TTK
WWP1,GLMN
RNF14,GLMN
RNF19A,GLMN
CENPK,ITGB3BP
POLR1B,NOC3L
CNTRL,CEP55
BMPR1A,BAMBI
BMPR1A,BMP2
BMP2,BMPR1A
BMPR1A,CER1
CENPK,KIF2C
POLR1C,POLR1B
POLR1B,POLR1C
POLR1C,POLR3G
POLR1C,RPF2
POLR1C,NFIB
NFIB,POLR1C
POLR1C,NOP2
WWP1,CDC20
RNF14,CDC20
CENPK,CDC20
ID1,CDC20
RNF19A,CDC20
CENPK,CDCA8
CNTRL,OPTN
CNTRL,CEP290
CNTRL,NIN
CNTRL,ODF2
CNTRL,CEP192
CENPK,ZWINT
BMP2,BAMBI
ID1,BMP2
BMP2,ID1
HOXB3,KDM6A
BMP2,SPP1
BMP2,CER1
GATA3,NRIP1
NRIP1,GATA3
GATA3,ZFPM2
ZFPM2,GATA3
GATA3,SATB1
SATB1,GATA3
GATA3,EOMES
EOMES,GATA3
POLR1B,PAK1IP1
NFIB,POLR3G
POLR1B,NOP2
POLR1B,UTP14A
RNF14,WWP1
WWP1,RNF14
RNF14,MEX3C
RNF14,RNF19A
RNF19A,RNF14
RNF14,NEDD4
TMF1,COG6
WWP1,MEX3C
RNF19A,MEX3C
POLR1B,RPF2
WWP1,NEDD4
RNF19A,NEDD4
WWP1,RNF19A
RNF19A,WWP1
ZEB2,VIM
