Gene1,Gene2
FOXP1,PHLPP1
FOXP1,PIP4K2A
FOXP1,PLCB1
FOXP1,PMAIP1
FOXP1,PREX1
FOXP1,RABGAP1L
FOXP1,RIN2
FOXP1,ROR2
FOXP1,SORL1
FOXP1,STIM2
FOXP1,SVIL
FOXP1,TPD52
FOXP1,VPS13C
GATA3,ABLIM1
GATA3,AHNAK
GATA3,ALCAM
GATA3,ANKRD28
GATA3,ANKRD44
GATA3,ARID5B
GATA3,ATRNL1
GATA3,BCAR3
GATA3,BMPER
GATA3,CADM1
GATA3,CAMK2D
GATA3,CAPN2
GATA3,CEP112
GATA3,COL5A1
GATA3,CRIM1
GATA3,DAAM1
GATA3,DCLK1
GATA3,DENND1A
GATA3,DLC1
GATA3,DSCAM
GATA3,DUSP10
GATA3,ELMO1
GATA3,ERBB4
GATA3,FN1
GATA3,FNDC3B
GATA3,FOXP1
GATA3,FRMD4B
GATA3,GULP1
GATA3,HECW2
GATA3,ITPR2
GATA3,KIF21A
GATA3,LIMCH1
GATA3,LTBP1
GATA3,MCC
GATA3,MLLT3
GATA3,MME
GATA3,MYOF
GATA3,NAV2
GATA3,NEDD9
GATA3,NEK7
GATA3,NFIB
GATA3,NRP1
GATA3,NRP2
GATA3,OSBPL10
GATA3,OSBPL3
GATA3,PALLD
GATA3,PAM
GATA3,PDE4D
GATA3,PHLDB2
GATA3,PIP4K2A
GATA3,PLCB1
GATA3,PLCB4
GATA3,PLXNA2
GATA3,PPM1H
GATA3,PREX1
GATA3,RBM47
GATA3,RHOBTB3
GATA3,RND3
GATA3,SEMA3A
GATA3,SEMA6A
GATA3,SH3RF1
GATA3,SIPA1L2
GATA3,STK3
GATA3,STXBP5
GATA3,SVIL
GATA3,SYNE2
GATA3,SYT1
GATA3,TIAM1
GATA3,TPD52
GATA3,TRIM37
GATA3,TRPS1
GATA3,UNC5C
GATA6,SEMA6A
GATA6,SVIL
