Gene1,Gene2
MCM3,MCM4
MCM4,ORC2
ORC2,MCM4
MCM4,PRIM1
MCM4,CDC6
MCM4,TOP2A
MCM4,TYMS
MCM4,CCNB1
MCM4,ORC5
MCM4,RFC4
MCM4,CCNE2
MCM4,KIF20B
MCM4,MAD2L1
MCM4,MCM2
MCM2,MCM4
MCM4,NCAPD2
MCM4,NCAPG
MCM4,LIG1
MCM4,TIPIN
MCM4,WDHD1
MCM4,TPX2
MCM4,RAD51
RAD51,MCM4
MCM4,RFC5
MCM4,CCNE1
MCM4,NCAPG2
MCM4,BIRC5
MCM4,MCM5
MCM5,MCM4
MCM4,PRIM2
MCM4,AURKA
MCM4,CCNB2
MCM4,CDCA8
MCM4,ORC6
MCM4,PRC1
MCM4,CCNA2
MCM4,HELLS
MCM4,POLD1
MCM4,RPA2
MCM4,POLE3
MCM4,NUF2
MCM4,INCENP
MCM4,NCAPH
MCM4,CDC7
MCM4,NASP
MCM4,PLK1
MCM4,SMC2
MCM4,BUB1B
DDX58,USP25
MCM3,RFC4
ORC2,RFC4
MCM2,RFC4
RAD51,RFC4
POLR2B,RFC4
MCM5,RFC4
ERCC8,RFC4
MCM5,CDCA3
POLR1B,BYSL
ZFP36,DUSP1
JUN,DUSP1
TSC22D3,DUSP1
ELP2,WDR36
ELP2,PWP2
POLR1B,ETF1
PML,SEH1L
MCM3,INCENP
MCM5,INCENP
MCM2,INCENP
MCM3,CDCA5
MCM5,CDCA5
MCM2,CDCA5
RAD51,CDCA5
MIS18BP1,CDCA5
MCM3,HELLS
MCM2,HELLS
RAD51,HELLS
MCM5,HELLS
MCM3,PRIM1
ORC2,PRIM1
MCM5,PRIM1
MCM2,PRIM1
RAD51,PRIM1
MCM5,TK1
MCM3,TYMS
MCM2,TYMS
MCM5,TYMS
POLR1B,WDR75
ORC2,RRM1
ORC2,MCM3
MCM3,ORC2
ORC2,CDC6
ORC2,MCM5
MCM5,ORC2
ORC2,PRIM2
ORC2,ORC5
ORC2,ORC6
ORC2,CCNA2
ORC2,MCM2
MCM2,ORC2
ORC2,CENPA
ORC2,LIG1
ORC2,POLD1
ORC2,RPA2
ORC2,POLE3
ORC2,WDHD1
ORC2,CDC7
MCM3,PRIM2
MCM5,PRIM2
MCM2,PRIM2
XRCC5,RCOR1
XRCC5,ERCC8
ERCC8,XRCC5
XRCC5,LIG1
XRCC5,POLD1
XRCC5,SUN1
XRCC5,XPC
XPC,XRCC5
XRCC5,RAD51
RAD51,XRCC5
BMI1,CBFB
CBFB,BMI1
BMI1,MAPKAPK3
BMI1,ABCG2
GFI1B,GATA1
GATA1,GFI1B
GFI1B,RCOR1
RAD51,MCM3
MCM3,RAD51
RAD51,CDC6
RAD51,TOP2A
RAD51,ABCD3
RAD51,CCNB1
RAD51,UBE2C
RAD51,RAD51AP1
RAD51,MAD2L1
RAD51,MCM2
MCM2,RAD51
RAD51,NCAPG
RAD51,LIG1
RAD51,FIGNL1
RAD51,TIPIN
RAD51,WDHD1
RAD51,TPX2
RAD51,ABL1
ABL1,RAD51
RAD51,NCAPG2
RAD51,BIRC5
RAD51,MCM5
MCM5,RAD51
RAD51,AURKA
RAD51,CCNB2
RAD51,CDCA8
RAD51,CCNA2
RAD51,POLD1
RAD51,RPA2
RAD51,NUF2
RAD51,NCAPH
RAD51,PLK1
RAD51,SMC2
RAD51,BUB1B
MCM3,AURKA
MYCN,AURKA
MCM2,AURKA
MCM5,AURKA
POLR2B,RPRD1B
SNAPC3,RPRD1B
STAT3,ANXA5
MCM3,CCNA2
MCM2,CCNA2
MCM5,CCNA2
E2F8,CCNA2
MIS18BP1,CCNA2
DDX58,IFI44
MCM3,CCNE2
MCM5,CCNE2
STAT3,DECR1
MCM3,POLE3
POLR2B,POLE3
MCM5,POLE3
ERCC8,POLE3
MCM2,POLE3
ZZZ3,POLE3
SNAPC3,POLR2B
POLR2B,SNAPC3
SNAPC3,INTS8
POLR2B,CTPS
POLR1B,CTPS
MCM3,NASP
MCM2,NASP
MCM5,NASP
TAF12,POLR2B
POLR2B,TAF12
TAF12,SUPT7L
MCM3,ORC5
MCM5,ORC5
MCM2,ORC5
POLR2B,LIG1
POLR2B,CSTF2
POLR2B,JUN
JUN,POLR2B
POLR2B,RFC5
POLR2B,WDR5
POLR2B,COPS8
POLR2B,POLR1B
POLR1B,POLR2B
POLR2B,ERCC8
ERCC8,POLR2B
POLR2B,PKM
POLR2B,BC005561
POLR2B,POLD1
POLR2B,RPA2
POLR2B,INTS8
POLR2B,SNRNP200
POLR2B,PRPF4
MCM3,CDC7
MCM2,CDC7
MCM5,CDC7
DDX58,OASL2
IRF1,OASL2
XPC,COPS8
XPC,RCOR1
XPC,ERCC8
ERCC8,XPC
XPC,POLD1
XPC,RPA2
TOPORS,TUBGCP5
MCM3,KIF22
MCM2,KIF22
MCM5,KIF22
STAT3,IL21R
MCM3,PLK1
MCM2,PLK1
MCM5,PLK1
MIS18BP1,PLK1
MCM3,RRM1
MCM2,RRM1
MCM5,RRM1
MCM3,MKI67
MCM2,MKI67
MCM5,MKI67
MIS18BP1,MKI67
GATA1,CBFB
CBFB,GATA1
GATA1,TCF12
TCF12,GATA1
GATA1,KLF1
KLF1,GATA1
GATA1,WDR5
GATA1,MPL
MCM3,ORC6
MCM5,ORC6
MCM2,ORC6
IRF1,IL15
STAT3,IL15
MCM3,CCNB2
MCM2,CCNB2
MCM5,CCNB2
FEM1B,CCNF
FEM1B,CISH
FEM1B,CUL2
FEM1B,KLHL22
FEM1B,COPS8
FEM1B,BTRC
STAT3,PKM
POLR1B,PKM
MCM3,TIPIN
MCM5,TIPIN
MCM2,TIPIN
ERCC8,COPS8
POLR1B,IPO4
DDX20,GEMIN5
MCM3,BUB1B
MCM2,BUB1B
MCM5,BUB1B
MIS18BP1,BUB1B
POLR1B,MARS
DDX58,ATG12
MIS18BP1,CKAP2
MCM3,POLD1
MCM2,POLD1
MCM5,POLD1
ERCC8,POLD1
DDX58,RTP4
MCM3,NCAPD2
MCM5,NCAPD2
MCM2,NCAPD2
DDX58,MAVS
DDX58,TMEM173
DDX58,IRF1
IRF1,DDX58
DDX58,RNASEL
BTAF1,ATAD2
POLR1B,TRMT6
POLR1B,PWP2
TOPORS,MTAP
POLR1B,NOP2
REXO4,NOP2
PML,NUP88
ABL1,CTNNA1
MEF2C,CTNNA1
MIS18BP1,CENPE
MIS18BP1,KNSTRN
MIS18BP1,TOP2A
MIS18BP1,NCAPG
MIS18BP1,CENPA
MIS18BP1,BIRC5
MIS18BP1,NUSAP1
MIS18BP1,CCNB1
MIS18BP1,NUF2
MIS18BP1,CKAP2L
MIS18BP1,TPX2
MIS18BP1,CDCA8
MIS18BP1,CENPL
MIS18BP1,PRC1
MIS18BP1,SMC2
MIS18BP1,CENPO
MIS18BP1,KIF20B
POLR1B,WDR36
ABL1,PSTPIP1
E2F8,CDC6
MCM3,CDC6
MCM3,TOP2A
MCM3,CCNF
MCM3,CCNB1
MCM3,UBE2C
MCM3,RAD51AP1
MCM3,KIF20B
MCM3,MAD2L1
MCM3,MCM2
MCM2,MCM3
MCM3,NCAPG
MCM3,LIG1
MCM3,FIGNL1
MCM3,WDHD1
MCM3,TPX2
MCM3,RFC5
MCM3,CCNE1
MCM3,NCAPG2
MCM3,BIRC5
MCM3,SPC25
MCM3,MCM5
MCM5,MCM3
MCM3,CDCA8
MCM3,PRC1
MCM3,RPA2
MCM3,NUF2
MCM3,NCAPH
MCM3,SMC2
ERCC8,CRBN
ERCC8,LIG1
ERCC8,WDR5
ERCC8,RPA2
ERCC8,RCOR1
ERCC8,RFC5
ERCC8,DCAF11
CBFB,WDR5
CBFB,CCNB1
CBFB,TCF12
TCF12,CBFB
CBFB,ABL1
ABL1,CBFB
STAT3,JAK3
MCM5,ALKBH8
MCM2,CDC6
MCM2,TOP2A
MCM2,CCNB1
MCM2,UBE2C
MCM2,MAD2L1
MCM2,NCAPG
MCM2,LIG1
MCM2,NUSAP1
MCM2,WDHD1
MCM2,RFC5
MCM2,BIRC5
MCM2,MCM5
MCM5,MCM2
MCM2,CDCA8
MCM2,PRC1
MCM2,RPA2
MCM2,NCAPH
MCM2,SMC2
PML,NUP107
KLF1,GYPA
CNOT7,CNOT10
MCM5,TOP2A
POLR1B,ELAC2
MCM5,CCNB1
ABL1,MEF2C
MEF2C,ABL1
ABL1,ABI1
MCM5,BIRC5
MCM5,RCC1
MCM5,CDCA8
MCM5,NCAPG2
STAT3,CISH
PML,NUP155
PML,NUP93
PML,NDC1
MCM5,RFC5
MCM5,KIF20B
MCM5,UBE2C
STAT3,CASP3
JUN,CASP3
MCM5,CDC6
MCM5,MAD2L1
POLR1B,DHX33
POLR1B,NOLC1
POLR1B,WDR4
POLR1B,TBL3
POLR1B,PUS7
MCM5,RPA2
MCM5,SMC2
ZZZ3,WDR5
JUN,STAT3
STAT3,JUN
JUN,WDR5
MCM5,CCNE1
REXO4,DHX33
IRF1,GBP2
IRF1,STAT3
STAT3,IRF1
MCM5,NCAPH
MCM5,NUF2
MCM5,WDHD1
MCM5,RAD51AP1
MCM5,SPC25
MCM5,CCNF
TCF12,CYTH3
MCM5,NCAPG
STAT3,SMAD2
SMAD2,STAT3
MCM5,CENPA
MCM5,LIG1
MCM5,FIGNL1
MCM5,TPX2
MCM5,PRC1
MEF2C,TCF12
TCF12,MEF2C
