Gene1,Gene2
FOS,ZYX
GATA1,ABCF3
GATA1,ABL1
GATA1,ALDH18A1
GATA1,ALDH1A1
GATA1,ALG9
GATA1,ANGPT1
GATA1,BLVRB
GATA1,BMI1
GATA1,BTRC
GATA1,CCNF
GATA1,CELA1
GATA1,CENPL
GATA1,CKS1B
GATA1,CNOT7
GATA1,D1ERTD622E
GATA1,DENND2D
GATA1,DUSP1
GATA1,DUSP2
GATA1,EPOR
GATA1,FBXW5
GATA1,FOS
GATA1,GATA2
GATA1,GCNT2
GATA1,GFI1B
GATA1,HARS
GATA1,HEMGN
GATA1,IKZF2
GATA1,ITSN1
GATA1,JUN
GATA1,KEL
GATA1,KLF1
GATA1,KLHL6
GATA1,LSP1
GATA1,NADK
GATA1,NCAPD2
GATA1,PDE4B
GATA1,PHACTR2
GATA1,PLXNC1
GATA1,PPP6C
GATA1,PTPN12
GATA1,RAB31
GATA1,RFESD
GATA1,RHD
GATA1,SLC14A1
GATA1,SLC29A1
GATA1,SLC40A1
GATA1,SNCA
GATA1,SNRNP200
GATA1,SQLE
GATA1,ST3GAL6
GATA1,STXBP4
GATA1,TCP11L2
GATA1,TERF2IP
GATA1,UBE2G2
GATA1,UCKL1
GATA1,UROD
GATA1,VPS41
GATA1,WDR6
GATA2,ALDH18A1
GATA2,ALG9
GATA2,CENPL
GATA2,DUSP1
GATA2,DUSP2
GATA2,FOS
GATA2,GATA1
GATA2,HLF
GATA2,JUN
GATA2,KLF1
GATA2,NADK
GATA2,RFESD
GATA2,RHD
GATA2,SNCA
GATA2,SNRNP200
GATA2,ST3GAL6
GATA2,TCP11L2
GFI1B,GATA1
GFI1B,RCOR1
GTF2F1,CSTF2
GTF2F1,EFTUD2
GTF2F1,POLR2B
GTF2F1,PRPF4
GTF2F1,SNRNP200
H1F0,CDK1
HLF,GATA2
HOXA9,ANGPT1
HOXA9,BAP1
HOXA9,CYTH3
HOXA9,EIF1AD
HOXA9,IFRD2
HOXA9,JUN
HOXA9,LRRC14
HOXA9,NFKBIA
HOXA9,PHAX
HOXA9,POLR2B
HOXA9,SESN1
HOXA9,SPRYD4
IRF1,ARHGEF6
IRF1,ASF1B
IRF1,GRINA
IRF1,IFT140
IRF1,MT2
IRF1,PLXNC1
IRF1,PML
IRF1,RTP4
IRF1,STAT3
IRF1,TFG
IRF1,TOM1L1
IRF1,TRMT6
IRF1,VPS11
IRF1,ZYX
JUN,ABCF3
JUN,ABHD16A
JUN,ADK
JUN,AQP1
JUN,BTK
JUN,CCNA2
JUN,COL5A1
JUN,CTNNA1
JUN,DCAF11
JUN,DUSP2
JUN,E2F6
JUN,EFTUD2
JUN,ELF4
JUN,EMILIN1
JUN,GATA2
JUN,GOLPH3
JUN,GSTM1
JUN,GTF2F1
JUN,HOXA9
JUN,ICA1
JUN,KLF1
JUN,LMNA
JUN,LSP1
JUN,MAPK9
JUN,MFNG
JUN,NEDD1
JUN,PLEC
JUN,PPP2R1B
JUN,PROCR
JUN,PRPS1
JUN,PTGS1
JUN,RAB37
JUN,RNF115
JUN,SCARF1
JUN,SLC20A1
JUN,STAT3
JUN,TCF12
JUN,TRMT2A
JUN,UNK
JUN,VIM
JUN,WDR36
JUN,ZFP36
JUN,ZYX
KLF1,GATA1
KLF1,GATA2
MAPK9,JUN
MCM2,ASF1B
MCM2,ATAD2
MCM2,AURKA
MCM2,AURKB
MCM2,BIRC5
MCM2,BUB1B
MCM2,CCNA2
MCM2,CCNB1
MCM2,CCNB2
MCM2,CDC20
MCM2,CDC45
MCM2,CDC7
MCM2,CDCA5
MCM2,CDK1
MCM2,CDT1
MCM2,CENPA
MCM2,CENPE
MCM2,CKAP2
MCM2,CKS1B
MCM2,EMB
MCM2,FBXO5
MCM2,FIGNL1
MCM2,KIF11
MCM2,KIF22
MCM2,LIG1
MCM2,MCM3
MCM2,MCM4
MCM2,MKI67
MCM2,MSH6
MCM2,NASP
MCM2,NCAPG
MCM2,NCAPG2
MCM2,NCAPH
MCM2,ORC2
MCM2,ORC5
MCM2,ORC6
MCM2,PBK
MCM2,PLK1
MCM2,POLD1
MCM2,PRIM1
MCM2,PRIM2
MCM2,RPA1
MCM2,RPA2
MCM2,RRM1
MCM2,RRM2
MCM2,SHCBP1
MCM2,SPC25
MCM2,TIPIN
MCM2,TK1
MCM2,TOP2A
MCM2,TPX2
MCM2,TYMS
MCM2,UBE2C
MCM2,UHRF1
MCM3,ASF1B
MCM3,ATAD2
MCM3,AURKA
MCM3,AURKB
MCM3,BIRC5
MCM3,BUB1B
MCM3,CCNA2
MCM3,CCNB1
MCM3,CCNB2
MCM3,CDC20
MCM3,CDC45
MCM3,CDC7
MCM3,CDCA5
MCM3,CDK1
MCM3,CDT1
MCM3,CENPA
MCM3,CKAP2
MCM3,CKS1B
MCM3,FBXO5
MCM3,FIGNL1
MCM3,KIF11
MCM3,KIF20B
MCM3,KIF22
MCM3,LIG1
MCM3,MCM2
MCM3,MCM4
MCM3,MKI67
MCM3,MSH6
MCM3,NASP
MCM3,NCAPG
MCM3,NCAPG2
MCM3,NCAPH
MCM3,ORC2
MCM3,ORC5
MCM3,ORC6
MCM3,PBK
MCM3,PLK1
MCM3,POLD1
MCM3,PRIM1
MCM3,PRIM2
MCM3,RPA1
MCM3,RPA2
MCM3,RRM1
MCM3,RRM2
MCM3,SHCBP1
MCM3,SPC25
MCM3,TIPIN
MCM3,TK1
MCM3,TOP2A
MCM3,TPX2
MCM3,TYMS
MCM3,UBE2C
MCM3,UHRF1
MCM4,ASF1B
MCM4,ATAD2
MCM4,AURKA
MCM4,AURKB
MCM4,BIRC5
MCM4,BUB1B
MCM4,CCNA2
MCM4,CCNB1
MCM4,CCNB2
MCM4,CDC20
MCM4,CDC45
MCM4,CDC7
MCM4,CDCA5
MCM4,CDK1
MCM4,CDT1
MCM4,CKS1B
MCM4,FBXO5
MCM4,FIGNL1
MCM4,KIF11
MCM4,KIF22
MCM4,LIG1
MCM4,MCM2
MCM4,MCM3
MCM4,MKI67
MCM4,MSH6
MCM4,NASP
MCM4,NCAPG
MCM4,NCAPG2
MCM4,NCAPH
MCM4,ORC2
MCM4,ORC5
MCM4,ORC6
MCM4,PBK
MCM4,PLK1
MCM4,POLD1
MCM4,PRIM1
MCM4,PRIM2
MCM4,RPA1
MCM4,RPA2
MCM4,RRM1
MCM4,RRM2
MCM4,SHCBP1
MCM4,TIPIN
MCM4,TK1
MCM4,TOP2A
MCM4,TPX2
MCM4,TYMS
MCM4,UHRF1
MCM5,CDC45
MCM5,CDC7
MCM5,ORC2
MCM5,ORC5
MCM5,ORC6
MIS18BP1,CCNB1
MIS18BP1,CENPA
MIS18BP1,CENPK
MIS18BP1,CENPO
MIS18BP1,KIF11
MIS18BP1,SHCBP1
MIS18BP1,TPX2
MYCN,ACOX1
MYCN,ADK
MYCN,ADO
MYCN,ALAD
MYCN,ALDH18A1
MYCN,ANXA6
MYCN,AP1B1
MYCN,ATG16L1
MYCN,ATP6V1A
MYCN,AURKA
MYCN,AURKB
MYCN,B3GALNT2
MYCN,BAP1
MYCN,BTK
MYCN,BUB1B
MYCN,CAD
MYCN,CCNE1
MYCN,CCNE2
MYCN,CD63
MYCN,CDK1
MYCN,CDT1
MYCN,CHCHD10
MYCN,CKAP2
MYCN,CYP20A1
MYCN,D10WSU102E
MYCN,DCAF11
MYCN,DCAF13
MYCN,DENND2D
MYCN,DHX33
MYCN,DPP8
MYCN,DUSP2
MYCN,EFTUD2
MYCN,EIF1AD
MYCN,ELL2
MYCN,ERCC8
MYCN,EZR
MYCN,FAM168B
MYCN,FAM76B
MYCN,FARSB
MYCN,FASTKD2
MYCN,FCHSD2
MYCN,FGFR1OP
MYCN,FPGS
MYCN,GCLC
MYCN,GMFB
MYCN,GNPDA1
MYCN,GTF2H1
MYCN,HEXA
MYCN,HMMR
MYCN,IARS
MYCN,IFI30
MYCN,IFRD2
MYCN,ILVBL
MYCN,IPO4
MYCN,ITSN1
MYCN,LAP3
MYCN,LCP1
MYCN,LIG1
MYCN,LONP1
MYCN,MCM2
MYCN,ME2
MYCN,METAP1
MYCN,METAP1D
MYCN,METTL8
MYCN,MFSD1
MYCN,MRM1
MYCN,MT2
MYCN,MTHFD1
MYCN,NAA50
MYCN,NADK
MYCN,NFKBIA
MYCN,NOL9
MYCN,NOP2
MYCN,NPTN
MYCN,NUDCD3
MYCN,NUDT19
MYCN,NUDT9
MYCN,NUP93
MYCN,ODC1
MYCN,PCYT2
MYCN,PICALM
MYCN,PKM
MYCN,PNO1
MYCN,POGLUT1
MYCN,POLR1B
MYCN,PPAT
MYCN,PRC1
MYCN,PRMT7
MYCN,PTDSS2
MYCN,PUS7
MYCN,PWP1
MYCN,PWP2
MYCN,RANGAP1
MYCN,RCC1
MYCN,RFESD
MYCN,RGS19
MYCN,RHOF
MYCN,RNF145
MYCN,SEH1L
MYCN,SLC16A1
MYCN,SLC19A1
MYCN,SLC20A1
MYCN,SLC29A1
MYCN,SLC43A1
MYCN,SPRYD4
MYCN,STAT3
MYCN,STT3B
MYCN,SUPT7L
MYCN,TAF12
MYCN,TAPT1
MYCN,TARS
MYCN,TBC1D15
MYCN,TFRC
MYCN,TIMM50
MYCN,TMC6
MYCN,TMEM109
MYCN,TMEM186
MYCN,TMEM97
MYCN,TOPORS
MYCN,TRMT11
MYCN,TRMT2A
MYCN,TRMT6
MYCN,TXNRD2
MYCN,TYMS
MYCN,UBE2C
MYCN,UHRF1
MYCN,URB2
MYCN,USP4
MYCN,VKORC1L1
MYCN,VPS16
MYCN,VPS33A
MYCN,WDR36
MYCN,WDR4
MYCN,WDR5
MYCN,WDR55
MYCN,XAB2
MYCN,XRCC5
MYCN,ZFP451
MYCN,ZFP62
MYCN,ZFP639
MYCN,ZZZ3
NFKBIA,BTRC
NFKBIA,CHUK
NFKBIA,HOXA9
ORC2,BIRC5
ORC2,BUB1B
ORC2,CCNB1
ORC2,CDC6
ORC2,CDC7
ORC2,CDK1
ORC2,CDT1
ORC2,CENPA
ORC2,MCM2
ORC2,MCM3
ORC2,MCM4
ORC2,MCM5
ORC2,MIS12
ORC2,ORC5
ORC2,ORC6
ORC2,PLK1
ORC2,PRIM1
ORC2,RPA1
ORC2,RPA2
ORC2,SPC25
PML,IRF1
PML,MT2
POLR1B,AK3
POLR1B,BYSL
POLR1B,CTPS
POLR1B,FTSJ3
POLR1B,NOP2
POLR1B,PKM
POLR1B,PNO1
POLR1B,PWP2
POLR1B,WDR36
POLR2B,AK3
POLR2B,CSTF2
POLR2B,CTPS
POLR2B,EFTUD2
POLR2B,ERCC8
POLR2B,GTF2F1
POLR2B,PKM
POLR2B,PRPF4
POLR2B,SNRNP200
POLR2B,XAB2
PWP1,BYSL
PWP1,DCAF13
PWP1,FTSJ3
PWP1,NOP2
PWP1,PNO1
PWP1,PWP2
PWP1,WDR36
SMAD2,COL5A1
SMAD2,E2F4
STAT3,ABI1
STAT3,ACAA2
STAT3,ANGPT1
STAT3,ASF1B
STAT3,BIRC5
STAT3,CD74
STAT3,CISH
STAT3,CNP
STAT3,CPT1A
STAT3,CRIP2
STAT3,ELF4
STAT3,ELMO1
STAT3,ELP2
STAT3,EMILIN1
STAT3,ESAM
STAT3,FES
STAT3,GANAB
STAT3,GOLT1B
STAT3,GRAMD1A
STAT3,HSD3B7
STAT3,IRF1
STAT3,JUN
STAT3,MARCH5
STAT3,MYCN
STAT3,NUDCD1
STAT3,ODC1
STAT3,PITPNB
STAT3,PLEC
STAT3,PRKAB1
STAT3,PRPF4
STAT3,QARS
STAT3,SDHAF2
STAT3,SPHK1
STAT3,UBA3
STAT3,VIM
STAT3,VWA5A
STAT3,ZFP36
STAT3,ZFP655
TOPORS,NEDD1
TOPORS,TUBGCP5
XAB2,CRNKL1
XAB2,ERCC8
XAB2,POLR2B
XPC,ERCC8
XPC,POLD1
XPC,RPA1
XPC,RPA2
ZDHHC6,CITED4
ZFP36,CUL4A
ZFP36,DUSP1
