Gene1,Gene2
MYCN,TRP53
TRP53,MYCN
MYCN,KLF4
KLF4,MYCN
MYCN,CCND1
CCND1,MYCN
TRP53,DAP
TAX1BP3,STXBP2
RLIM,CUL7
TRP53,CUL7
BMP4,CKAP4
BMP4,PDIA6
SOX2,FN1
BMP4,FN1
XBP1,EDEM1
XBP1,HSPA5
XBP1,PDIA4
SOX2,FGF4
UTF1,FGF4
BMP4,FGF4
DAB2,UBQLN2
ZFPM1,HIST1H2BK
ZFPM1,CTBP2
ZFPM1,GATA4
GATA4,ZFPM1
DAB2,HIP1
EGR1,IER2
MCM2,TOP2A
MCM2,CCNB1
MCM2,UBE2C
MCM2,NUSAP1
MCM2,CDCA7
MCM2,RIF1
HIST1H1B,HIST1H1A
TRP53,HIST1H1A
GATA4,GJA1
DAB2,GJA1
KLF2,SOX2
SOX2,KLF2
KLF2,ESRRB
ESRRB,KLF2
GATA4,SOX2
SOX2,GATA4
GATA4,BMP4
BMP4,GATA4
GATA4,KLF4
KLF4,GATA4
GATA4,JARID2
JARID2,GATA4
GATA4,SOX7
SOX7,GATA4
TRP53,TOP2A
BMP4,LAMB2
EGR1,ICAM1
EGR1,TRP53
TRP53,EGR1
EGR1,CCND1
CCND1,EGR1
BMP4,BMPER
TRP53,CCNB1
CCND1,CCNB1
TLE1,TCF7L2
TCF7L2,TLE1
HIST1H1B,HIST1H2AF
EED,HIST1H2AF
BMP4,FGF3
BMP4,SOX2
SOX2,BMP4
BMP4,APOE
BMP4,SRPRB
BMP4,NOTUM
BMP4,SPP1
BMP4,VEGFA
BMP4,SHISA5
EED,HIST1H2AK
CBX7,UBE2S
RLIM,UBE2S
PHC1,UBE2S
SOX7,SOX2
SOX2,SOX7
HIST1H1B,HIST1H3H
HIST1H1B,TRP53
TRP53,HIST1H1B
HIST1H1B,HIST1H4K
DAB2,SRPRB
DAB2,CLTC
DAB2,LRP2
MTF2,HIST1H2BK
MTF2,EED
EED,MTF2
MTF2,JARID2
JARID2,MTF2
ZFP42,SOX2
SOX2,ZFP42
ZFP42,ESRRB
ESRRB,ZFP42
ZFP42,DPPA4
ZFP42,UTF1
UTF1,ZFP42
PML,TRP53
TRP53,PML
EED,HIST1H4K
CBX7,UBE2C
RLIM,UBE2C
PHC1,UBE2C
CCND1,SOX2
SOX2,CCND1
CCND1,TRP53
TRP53,CCND1
CCND1,KLF4
KLF4,CCND1
CCND1,IGF2
CCND1,CCNE1
CCND1,PSME2
CCND1,VEGFA
TRP53,HSP90AA1
UTF1,DPPA4
SOX2,ESRRB
ESRRB,SOX2
SOX2,TRP53
TRP53,SOX2
SOX2,KLF4
KLF4,SOX2
SOX2,TET1
SOX2,UTF1
UTF1,SOX2
HMGA1,TRP53
TRP53,HMGA1
HMGA1,CBX7
CBX7,HMGA1
TRP53,IGF2
EED,HIST1H2BK
EED,PHC1
PHC1,EED
EED,JARID2
JARID2,EED
EED,CBX7
CBX7,EED
KLF4,ESRRB
ESRRB,KLF4
KLF4,TRP53
TRP53,KLF4
KLF4,UTF1
UTF1,KLF4
TRP53,CCNE1
TRP53,FZR1
TRP53,TPX2
TRP53,SPP1
TRP53,PSME2
TRP53,VEGFA
TRP53,RBM38
CBX7,PHC1
PHC1,CBX7
ESRRB,UTF1
UTF1,ESRRB
PHC1,HIST1H2BK
TCF7L2,HIST1H2BK
JARID2,HIST1H2BK
TCF7L2,CTBP2
UTF1,DPPA2
RLIM,FZR1
JARID2,KDM3A
KLF3,CTBP2
