Gene1,Gene2
CBX7,DUSP9
CBX7,CLTC
CBX7,PCOLCE2
CBX7,JAM2
CBX7,IGFBP2
CBX7,ABHD5
CBX7,RASGRP2
CBX7,NR0B1
CBX7,GATA6
CBX7,DAB2
CBX7,PARVB
CBX7,KRT19
CBX7,GJB3
CBX7,GATA4
CBX7,TRH
CBX7,KRT18
CBX7,PLXNA1
CBX7,FNDC3B
CBX7,ATG16L2
CBX7,GGTA1
CBX7,TBX3
CBX7,LEFTY2
CBX7,STAG3
CBX7,BNC2
CBX7,F3
CBX7,SMS
CBX7,MT2
CBX7,TCF15
CBX7,TUBB6
CBX7,CD63
CBX7,P4HA1
CBX7,LAMA5
CBX7,GLDC
CBX7,VSIR
CBX7,ME1
CBX7,ILDR1
CBX7,RETREG1
CBX7,LAMP1
CBX7,LDHB
CBX7,SGK1
CBX7,HIST1H1D
CBX7,CAR2
CBX7,GFPT2
CBX7,ATP1B1
CBX7,CMKLR1
CBX7,PROS1
CBX7,FLRT3
CBX7,GLIPR2
CBX7,SLC7A6
CBX7,TLE1
CBX7,SELENOW
CBX7,BEND5
CBX7,PRPS2
CBX7,HIP1
CBX7,MYMX
CBX7,CKAP4
CBX7,SLC6A8
CBX7,FGF4
CBX7,PDPN
CBX7,TMEM9
CBX7,RDM1
CBX7,ASS1
CBX7,TUBA4A
CBX7,TMSB4X
CBX7,EGR1
CBX7,ID2
CBX7,COTL1
CBX7,LGALS3
CBX7,COBL
CBX7,PFKP
CBX7,GLUL
CBX7,SERPINH1
CBX7,RAB3IL1
CBX7,TPM4
CBX7,FXYD6
CBX7,DAP
CBX7,ANP32A
CBX7,LY6E
CBX7,GNG10
CBX7,GALNT2
CBX7,MSL3
CBX7,EPS8
CBX7,CRYAB
CBX7,CREB3L2
CBX7,ADAM19
CBX7,RNF157
CBX7,BASP1
CBX7,FN1
CBX7,MPZL2
CBX7,SLC26A10
CBX7,ADGRE5
CBX7,PDGFA
CBX7,NFXL1
DDX21,FDPS
DDX21,SRPRB
DDX21,TMED9
DDX21,NFXL1
DDX21,NPL
DDX21,TMEM150A
DDX21,SEC61A1
DDX21,AHCY
DDX21,ABCC5
DDX21,EIF2S2
DDX21,PDIA5
DDX21,SSR3
DDX21,TMEM214
DDX21,TMEM59
DDX21,HSP90B1
DDX21,TMED2
DDX21,TFEB
DDX21,HSPH1
DDX21,VKORC1
DDX21,TXNDC12
DDX21,STMN1
DDX21,TSPAN4
DDX21,IFRD1
DDX21,JARID2
DDX21,ARFGAP1
DDX21,CREB3
DDX21,SPC25
DDX21,ACP6
DDX21,HIRIP3
DDX21,GORASP2
DDX21,NAGK
DDX21,PPIB
DDX21,TPX2
DDX21,ATP6V0B
DDX21,BUB1B
DDX21,RBM38
DDX21,TRP53
DDX21,EED
DDX21,HSPA5
DDX21,ACTL6A
DDX21,ARF4
DDX21,MDN1
DDX21,NFATC2IP
DDX21,PLOD3
DDX21,CDIPT
DDX21,MRPS5
DDX21,HDLBP
DDX21,D230025D16RIK
DDX21,SELENOK
DDX21,NFYA
DDX21,POFUT2
DDX21,2410141K09RIK
DDX21,LAMP1
DDX21,PRKAB1
DDX21,SEC31A
DDX21,MANF
DDX21,FAHD2A
DDX21,COPA
DDX21,WDR45
DDX21,PFAS
DDX21,LMF2
DDX21,DNAJC10
DDX21,TAX1BP3
DDX21,MTF2
DDX21,SENP3
DDX21,ILK
DDX21,HSP90AA1
DDX21,SFI1
DDX21,HSPA8
DDX21,CLTC
DDX21,SNX1
DDX21,KDELR2
DDX21,COLGALT1
DDX21,EIF4A2
DDX21,MDM2
DDX21,PSME2
DDX21,PDCD6IP
DDX21,FNDC3A
DDX21,SRM
DDX21,SLC35F5
DDX21,MGST3
DDX21,BSG
DDX21,CALR
DDX21,ERP29
DDX21,MFSD1
DDX21,PDIA3
DDX21,APPBP2
DDX21,FZR1
DDX21,RCN3
DDX21,KRTCAP2
DDX21,ASAH1
DDX21,MSMO1
DDX21,RAB11A
DDX21,ATG16L2
DDX21,RPN1
DDX21,TFRC
DDX21,UBE2S
DDX21,P4HB
DDX21,RIF1
DDX21,SETX
DDX21,SUZ12
DDX21,MCFD2
DDX21,SEC23A
DDX21,FBXO5
DDX21,GOT1
DDX21,RETREG2
DDX21,CDC20
DDX21,CTSD
DDX21,SELENOS
DDX21,HIST1H2BK
DDX21,ATP6V0A1
DDX21,HYOU1
DDX21,NRF1
DDX21,PDIA6
DDX21,DDIT3
DDX21,IDI1
DDX21,CALU
DDX21,GNAS
DDX21,MKRN1
DDX21,GABARAPL2
DDX21,PGD
DDX21,HSF2BP
DDX21,TUBB4B
DDX21,ASNS
DDX21,WDR1
DDX21,HIST1H2AC
DDX21,LPCAT1
DDX21,CALM1
DDX21,STAG3
DDX21,HIST1H3H
DDX21,HIST1H2BL
DDX21,HIST1H2AI
DDX21,PRDX1
DDX21,NKTR
DDX21,HERPUD1
DDX21,PPP2R5A
DDX21,BEX4
DDX21,HIST1H4K
DDX21,HELLS
DDX21,TMEM165
DDX21,TPM1
DDX21,SUN1
DDX21,PCNA
DDX21,MCM6
DDX21,BEX1
DDX21,ABHD5
DDX21,MYO6
DDX21,PDK1
DDX21,ODC1
DDX21,MORF4L2
DDX21,EHD1
DDX21,COTL1
DDX21,RESF1
DDX21,GFPT1
DDX21,MARC2
DDX21,KDM3A
DDX21,PARP1
DDX21,PAFAH1B3
DDX21,SDCBP
DDX21,SURF4
DDX21,HOOK1
DDX21,SLC25A4
DDX21,MSH6
DDX21,MCM10
DDX21,RBPJ
DDX21,CHN2
DDX21,CARMIL1
DDX21,P4HA1
DDX21,RDM1
DDX21,ATP13A3
DDX21,ITGAV
DDX21,TXNDC5
DDX21,PLOD2
DDX21,KAT6B
DDX21,PDIA4
DDX21,WDFY1
DDX21,LRRC1
DDX21,KLF3
DDX21,PSAP
DDX21,RANBP17
DDX21,CDCA7
DDX21,IQSEC1
DDX21,FNDC3B
DDX21,HIST1H2BF
DDX21,NUP210
DDX21,USP3
DDX21,SDF2L1
DDX21,BEX3
DDX21,BEND5
DDX21,CRIP2
DDX21,PATJ
DDX21,TRIM28
DDX21,GLMP
DDX21,GALNT2
DDX21,MYL6
DDX21,UHRF1
DDX21,RFFL
DDX21,RBMS1
DDX21,MAN1A2
DDX21,RNF157
DDX21,ECT2
DDX21,HIST1H2BN
DDX21,HIST1H2AK
DDX21,DNAJC3
DDX21,RRAS2
DDX21,ANP32A
DDX21,AKR1B3
DDX21,ZFP979
DDX21,RMC1
DDX21,HIST1H2AF
DDX21,RLIM
DDX21,GGA2
DDX21,KLF2
DDX21,CNDP2
DDX21,PNP
DDX21,LAMC1
DDX21,ETV4
DDX21,IMPDH1
DDX21,MAPKAPK2
DDX21,ZFP600
DDX21,COMMD3
DDX21,GLS
DDX21,CDC42SE2
DDX21,PFKL
DDX21,GNPDA1
DDX21,KDM5B
DDX21,ZFYVE21
DDX21,PCOLCE2
DDX21,RNPEP
DDX21,KPNA2
DDX21,MSL3
DDX21,ITM2B
DDX21,RPL39L
DDX21,SLC16A1
DDX21,TMEM9
DDX21,SLC25A36
DDX21,SHISA5
DDX21,INSIG1
DDX21,CCNB2
DDX21,SLC25A5
DDX21,MSH2
DDX21,LDLRAP1
DDX21,GNPTAB
DDX21,NDRG1
DDX21,NASP
DDX21,CRTAP
DDX21,FAM234A
DDX21,CCNB1
DDX21,PTTG1IP
DDX21,CUL7
DDX21,FAM102A
DDX21,NRG2
DDX21,CBX7
DDX21,TCF15
DDX21,LGMN
DDX21,EDEM1
DDX21,SLC20A1
DDX21,KDELR3
DDX21,STXBP2
DDX21,CAMSAP3
DDX21,CCNE1
DDX21,GCLM
DDX21,ZBTB10
DDX21,RTN1
DDX21,GSR
DDX21,SELENOW
DDX21,RBBP7
DDX21,NUSAP1
DDX21,CCNG1
DDX21,CR1L
DDX21,LY75
DDX21,SLC7A6
DDX21,PLSCR1
DDX21,LAMA1
DDX21,ARHGAP21
DDX21,TMEM231
DDX21,HIST1H1D
DDX21,UAP1
DDX21,LRP2
DDX21,TNK2
DDX21,DAP
DDX21,CTSA
DDX21,NSMAF
DDX21,COBLL1
DDX21,CSRP2
DDX21,CCN2
DDX21,MORC4
DDX21,CAR2
DDX21,TUBB6
DDX21,SNX2
DDX21,CALM2
DDX21,TGFBR3
DDX21,TEX264
DDX21,RRBP1
DDX21,ACADM
DDX21,HMCES
DDX21,HIP1
DDX21,FAM83D
DDX21,TTC7
DDX21,MANBA
DDX21,GALK1
DDX21,GLIPR2
DDX21,ASS1
DDX21,UBQLN2
DDX21,PDCD4
DDX21,GSN
DDX21,CD63
DDX21,SEC24D
DDX21,OAT
DDX21,APAF1
DDX21,4930402H24RIK
DDX21,RRM2
DDX21,AARS
DDX21,PMM1
DDX21,HMGA1B
DDX21,HMGA1
DDX21,CDH1
DDX21,CCND3
DDX21,XBP1
DDX21,P3H4
DDX21,LRRK1
DDX21,SRI
DDX21,MT2
DDX21,REV1
DDX21,UBE2C
DDX21,MSI2
DDX21,CITED2
DDX21,AMFR
DDX21,OPLAH
DDX21,PRDX4
DDX21,BNIP3
DDX21,ULK1
DDX21,CSTB
DDX21,PLEKHA7
DDX21,ALG13
DDX21,P3H1
DDX21,FAM129B
DDX21,SHKBP1
DDX21,PITPNC1
DDX21,LY6E
DDX21,DAB2
DDX21,ADAM23
DDX21,TYRO3
DDX21,ST3GAL6
DDX21,RCC2
DDX21,ARHGAP29
DDX21,LTBP4
DDX21,GLDC
DDX21,TPD52
DDX21,TIMP2
DDX21,SUN2
DDX21,RBM47
DDX21,MME
DDX21,CTBP2
DDX21,CENPV
DDX21,ADAM15
DDX21,VANGL1
DDX21,MYH9
DDX21,MYBL2
DDX21,SINHCAF
DDX21,GABBR1
DDX21,FN1
DDX21,ECHDC2
DDX21,ANXA5
DDX21,CTNNAL1
DDX21,PLXNB2
DDX21,CTSL
DDX21,PHLDA3
DDX21,OBSL1
DDX21,COL4A2
DDX21,COL4A1
DDX21,CLCN5
DDX21,F3
DDX21,ZFP990
DDX21,SPRY2
DDX21,EFEMP2
DDX21,BMPER
DDX21,PIK3R1
DDX21,GLUL
DDX21,PIPOX
DDX21,TUBB2B
DDX21,NEDD4
DDX21,HK2
DDX21,SOAT1
DDX21,PODXL
DDX21,NRG1
DDX21,MYLPF
DDX21,P4HA2
DDX21,ME1
DDX21,LRRC8D
DDX21,KLF4
DDX21,DDAH2
DDX21,SOCS2
DDX21,ITPK1
DDX21,UBALD2
DDX21,ITGA9
DDX21,APLP1
DDX21,ZFP42
DDX21,GPRC5C
DDX21,HTRA1
DDX21,GCNT1
DDX21,ICAM1
DDX21,ZFP57
DDX21,CST3
DDX21,BCAM
DDX21,TPM4
DDX21,TOP2A
DDX21,TLE1
DDX21,ST5
DDX21,SEMA4C
DDX21,TNS1
DDX21,TCF7L2
DDX21,EPS8
DDX21,CHCHD10
DDX21,BAG2
DDX21,ACTG1
DDX21,RENBP
DDX21,UCHL1
DDX21,RPP25
DDX21,RETREG1
DDX21,B2M
DDX21,F2R
DDX21,ETL4
DDX21,SPOCK1
DDX21,ENAH
DDX21,RUNX1
DDX21,FKBP11
DDX21,CHST15
DDX21,GABARAPL1
DDX21,UNG
DDX21,LIFR
DDX21,GRAMD1A
DDX21,ADAM19
DDX21,QDPR
DDX21,KLF6
DDX21,ZFP710
DDX21,SMAD7
DDX21,MFGE8
DDX21,SLC7A5
DDX21,NEU1
DDX21,COBL
DDX21,ATP1B1
DDX21,MSC
DDX21,FRRS1
DDX21,PTPN14
DDX21,LAMB2
DDX21,EMP2
DDX21,GAA
DDX21,DDAH1
DDX21,SLC6A6
DDX21,RBPMS2
DDX21,EHMT2
DDX21,APP
DDX21,TFCP2L1
DDX21,PLXNA1
DDX21,AKAP12
DDX21,ADGRE5
DDX21,MYO5B
DDX21,IGFBP2
DDX21,TSPAN9
DDX21,NID1
DDX21,FGFR4
DDX21,CREB3L2
DDX21,PHLDB2
DDX21,PARVA
DDX21,ISYNA1
DDX21,TCEAL9
DDX21,TET2
DDX21,SERPING1
DDX21,SDC4
DDX21,ZYX
DDX21,SHROOM3
DDX21,P3H2
DDX21,MRAS
DDX21,LOXL2
DDX21,FGF4
DDX21,DUSP3
DDX21,VSIR
DDX21,SLC38A2
DDX21,IFITM2
DDX21,DPP4
DDX21,CDH6
DDX21,TRIM2
DDX21,GAS6
DDX21,SMS
DDX21,SERPINE2
DDX21,VAMP8
DDX21,LAMP2
DDX21,HS3ST1
DDX21,MSANTD3
DDX21,ETS1
DDX21,GFPT2
DDX21,CTSZ
DDX21,PFKP
DDX21,PCSK6
DDX21,PTH1R
DDX21,BNC2
DDX21,STARD10
DDX21,SORD
DDX21,FRMD4A
DDX21,PLK2
DDX21,FGF3
DDX21,PCBD1
DDX21,NIPSNAP1
DDX21,MYMX
DDX21,CYBA
DDX21,ELOVL6
DDX21,RAB3IL1
DDX21,JPT1
DDX21,MOV10
DDX21,SMARCA2
DDX21,GNG10
DDX21,CYP26A1
DDX21,CTH
DDX21,TAGLN2
DDX21,SAT1
DDX21,PROS1
DDX21,EPHA2
DDX21,ARHGEF5
DDX21,AMOTL2
DDX21,TMEM144
DDX21,NOTUM
DDX21,FBLIM1
DDX21,EGR1
DDX21,COL27A1
DDX21,ETV5
DDX21,BTG2
DDX21,AMPD2
DDX21,ITGA6
DDX21,KIT
DDX21,ANXA2
DDX21,SPNS2
DDX21,CARHSP1
DDX21,LGALS3
DDX21,L1TD1
DDX21,CALCOCO2
DDX21,SLCO3A1
DDX21,MTCL1
DDX21,DCXR
DDX21,CERS4
DDX21,GGTA1
DDX21,DUSP6
DDX21,CPM
DDX21,CKB
DDX21,TCEA3
DDX21,JAM2
DDX21,ZFPM1
DPPA2,SFI1
DPPA2,PATJ
DPPA2,CPM
DPPA2,CHN2
DPPA2,MARC2
DPPA2,RANBP17
DPPA2,ADAM23
DPPA2,LAMA1
DPPA2,GLDC
DPPA2,ST3GAL6
DPPA2,CAMSAP3
DPPA2,IGFBP2
DPPA2,GALNT2
DPPA2,FNDC3A
DPPA2,NRG2
DPPA2,TCF15
DPPA2,CDH1
DPPA2,HERPUD1
DPPA2,FGFR4
DPPA2,CAR2
DPPA2,PDIA5
DPPA2,MYO5B
DPPA2,SHROOM3
DPPA2,PCSK6
DPPA2,RTN1
DPPA2,LPCAT1
DPPA2,P3H2
DPPA2,BEX4
DPPA2,KAT2B
DPPA2,TXNDC5
DPPA2,NUP210
DPPA2,GSR
DPPA2,PLEKHA7
DPPA2,TET2
DPPA2,COBL
DPPA2,PPP2R5A
DPPA2,ITGA9
DPPA2,GNAS
DPPA2,HOOK1
DPPA2,PCOLCE2
DPPA2,AMFR
DPPA2,ARHGAP29
DPPA2,LAMC1
DPPA2,RETREG1
DPPA2,TMEM231
DPPA2,SMS
DPPA2,KRT8
DPPA2,RFFL
DPPA2,LIFR
DPPA2,BEX1
DPPA2,MME
DPPA2,RBMS1
DPPA2,GCLM
DPPA2,MTCL1
DPPA2,PLXNA1
DPPA2,SPNS2
DPPA2,KHDC3
DPPA2,XBP1
DPPA2,NRF1
DPPA2,LRRC1
DPPA2,ITGAV
DPPA2,PDE4DIP
DPPA2,TPD52
DPPA2,MSH2
DPPA2,CRTAP
DPPA2,EDEM1
DPPA2,LAMP1
DPPA2,VANGL1
DPPA2,ITGA6
DPPA2,AHCY
DPPA2,CENPV
DPPA2,TPM1
DPPA2,TMEM9
DPPA2,DNAJC3
DPPA2,ANK
DPPA2,NRG1
DPPA2,DDAH1
DPPA2,KCNG1
DPPA2,RESF1
DPPA2,TMEM165
DPPA2,COBLL1
DPPA2,SLCO3A1
DPPA2,GSN
DPPA2,BMPER
DPPA2,TNK2
DPPA2,RRAS2
DPPA2,GPRC5C
DPPA2,GAS6
DPPA2,CKAP4
DPPA2,TUBB6
DPPA2,GGA2
DPPA2,PIK3R1
DPPA2,STARD10
DPPA2,EPS8L2
DPPA2,ATP13A3
DPPA2,COL4A2
DPPA2,COL4A1
DPPA2,ME1
DPPA2,BEX3
DPPA2,MANBA
DPPA2,MAN1A2
DPPA2,RETREG2
DPPA2,LRRK1
DPPA2,CCN2
DPPA2,ODC1
DPPA2,FOXQ1
DPPA2,LRRC8D
DPPA2,LRP2
DPPA2,USP3
DPPA2,RRBP1
DPPA2,COLGALT1
DPPA2,CDCA7
DPPA2,CARMIL1
DPPA2,TLE1
DPPA2,IMPDH1
DPPA2,GFPT1
DPPA2,MYO6
DPPA2,CTSA
DPPA2,ASNS
DPPA2,ASAH1
DPPA2,RNF157
DPPA2,SETX
DPPA2,IQSEC1
DPPA2,PCBD1
DPPA2,ZFP532
DPPA2,RNPEP
DPPA2,VIM
DPPA2,SDCBP
DPPA2,CHST15
DPPA2,RMC1
DPPA2,LAMA5
DPPA2,CDC42SE2
DPPA2,AKR1B3
DPPA2,ZBTB10
DPPA2,GRB10
DPPA2,PDIA3
DPPA2,MSANTD3
DPPA2,HIST1H2AC
DPPA2,NSMAF
DPPA2,HSF2BP
DPPA2,UBQLN2
DPPA2,GORASP2
DPPA2,TIMP2
DPPA2,TGFBR3
DPPA2,HDLBP
DPPA2,PARVB
DPPA2,CDH6
DPPA2,ACP6
DPPA2,REV1
DPPA2,DPP4
DPPA2,TYRO3
DPPA2,DNMT3A
DPPA2,ETV4
DPPA2,CCNE1
DPPA2,PHLDB2
DPPA2,AKAP12
DPPA2,APP
DPPA2,ALPL
DPPA2,SRPRB
DPPA2,HELLS
DPPA2,PTTG1IP
DPPA2,MOV10
DPPA2,PLXNB2
DPPA2,SUN2
DPPA2,ADAM15
DPPA2,CALU
DPPA2,PLOD2
DPPA2,P3H1
DPPA2,SPC25
DPPA2,CSTB
DPPA2,D230025D16RIK
DPPA2,PMM1
DPPA2,FNDC3B
DPPA2,SMARCA2
DPPA2,ENAH
DPPA2,HIST1H2BL
DPPA2,HIST1H2AI
DPPA2,COL27A1
DPPA2,PTPN14
DPPA2,SNX2
DPPA2,HIST1H2BN
DPPA2,HIST1H2AK
DPPA2,CACHD1
DPPA2,CDIPT
DPPA2,CRYAB
DPPA2,HIST1H2BK
DPPA2,ULK1
DPPA2,5031439G07RIK
DPPA2,ATG16L2
DPPA2,GNPTAB
DPPA2,BNC2
DPPA2,4930402H24RIK
DPPA2,P4HA2
DPPA2,P3H4
DPPA2,WDR1
DPPA2,DTX1
DPPA2,TPM4
DPPA2,SUN1
DPPA2,RBPMS2
DPPA2,SLC16A1
DPPA2,OPLAH
DPPA2,SMAD7
DPPA2,GLIPR2
DPPA2,SUZ12
DPPA2,RPN1
DPPA2,NPL
DPPA2,PLK2
DPPA2,ARHGAP21
DPPA2,TFCP2L1
DPPA2,SOCS2
DPPA2,MGST3
DPPA2,PCNA
DPPA2,MAPKAPK2
DPPA2,TMEM150A
DPPA2,GPX3
DPPA2,EED
DPPA2,PFKP
DPPA2,HMGA1B
DPPA2,HMGA1
DPPA2,LDLRAP1
DPPA2,SLC25A4
DPPA2,PDIA6
DPPA2,ITPK1
DPPA2,EPS8
DPPA2,SPOCK1
DPPA2,SH3PXD2B
DPPA2,SEC23A
DPPA2,KLF3
DPPA2,SSR3
DPPA2,CTH
DPPA2,SORD
DPPA2,MSI2
DPPA2,RIF1
DPPA2,DAB2
DPPA2,STAG3
DPPA2,ARHGAP45
DPPA2,KRT19
DPPA2,HSPB1
DPPA2,SEC24D
DPPA2,COMMD3
DPPA2,MYO1C
DPPA2,CALM1
DPPA2,NDRG1
DPPA2,BEND5
DPPA2,HIST1H3H
DPPA2,FAM129B
DPPA2,DDX21
DPPA2,HIST1H2AF
DPPA2,APAF1
DPPA2,DAP
DPPA2,ZFPM1
DPPA2,ZFP57
DPPA2,RDM1
DPPA2,NAGK
DPPA2,HIST1H2BF
DPPA2,CEMIP
DPPA2,CCNB2
DPPA2,HSP90B1
DPPA2,ACADM
DPPA2,MRAS
DPPA2,NUSAP1
DPPA2,RBPJ
DPPA2,KDM3A
DPPA2,ZFP990
DPPA2,GLS
DPPA2,CSRP2
DPPA2,CALD1
DPPA2,APOBEC3
DPPA2,PDGFA
DPPA2,CLTC
DPPA2,AARS
DPPA2,NKTR
DPPA2,COTL1
DPPA2,ETL4
DPPA2,KLF4
DPPA2,ARFGAP1
DPPA2,AKT1
DPPA2,2410141K09RIK
DPPA2,VKORC1
DPPA2,DENND2C
DPPA2,UBE2C
DPPA2,SHISA5
DPPA2,TSPAN4
DPPA2,SPARC
DPPA2,APPBP2
DPPA2,ZFP979
DPPA2,LGALS3
DPPA2,CTSD
DPPA2,ZFP600
DPPA2,FOXH1
DPPA2,UBE2S
DPPA2,RENBP
DPPA2,NIPSNAP1
DPPA2,CALCOCO2
DPPA2,LBHD1
DPPA2,WDR45
DPPA2,NDRG4
DPPA2,KRT17
DPPA2,COX7A1
DPPA2,MYO18A
DPPA2,SRGN
DPPA2,CSRP1
DPPA4,SFI1
DPPA4,GALNT2
DPPA4,GLDC
DPPA4,PDIA5
DPPA4,SHROOM3
DPPA4,ST3GAL6
DPPA4,MARC2
DPPA4,ADAM23
DPPA4,AHCY
DPPA4,CAMSAP3
DPPA4,COLGALT1
DPPA4,CHN2
DPPA4,RETREG1
DPPA4,PCSK6
DPPA4,IGFBP2
DPPA4,RANBP17
DPPA4,P3H2
DPPA4,GCLM
DPPA4,CDH1
DPPA4,PPP2R5A
DPPA4,GSR
DPPA4,LAMA1
DPPA4,KAT2B
DPPA4,PLEKHA7
DPPA4,HERPUD1
DPPA4,CAR2
DPPA4,COBLL1
DPPA4,SMS
DPPA4,LPCAT1
DPPA4,SPNS2
DPPA4,RESF1
DPPA4,VANGL1
DPPA4,ITGAV
DPPA4,NUP210
DPPA4,TET2
DPPA4,ATP1B1
DPPA4,BEX4
DPPA4,PDE4DIP
DPPA4,USP3
DPPA4,RTN1
DPPA4,DAB2
DPPA4,ABCC5
DPPA4,TXNDC5
DPPA4,CARMIL1
DPPA4,PCOLCE2
DPPA4,TCF15
DPPA4,TMEM165
DPPA4,RRAS2
DPPA4,NRG2
DPPA4,MSH2
DPPA4,RBMS1
DPPA4,GFPT1
DPPA4,ITGA6
DPPA4,TNK2
DPPA4,KHDC3
DPPA4,LAMC1
DPPA4,COL4A2
DPPA4,COL4A1
DPPA4,SUN2
DPPA4,NOTUM
DPPA4,MME
DPPA4,LRRC8D
DPPA4,TPD52
DPPA4,TTC7
DPPA4,NRG1
DPPA4,ATP13A3
DPPA4,MTCL1
DPPA4,DDAH1
DPPA4,MAN1A
DPPA4,ANK
DPPA4,BMPER
DPPA4,CCN2
DPPA4,LIFR
DPPA4,MSANTD3
DPPA4,GORASP2
DPPA4,RPP25
DPPA4,PODXL
DPPA4,SPC25
DPPA4,MYO5B
DPPA4,AMFR
DPPA4,LRP2
DPPA4,LAMA5
DPPA4,RRBP1
DPPA4,HOOK1
DPPA4,5031439G07RIK
DPPA4,FNDC3A
DPPA4,STARD10
DPPA4,CKAP4
DPPA4,BEX1
DPPA4,KCNG1
DPPA4,COBL
DPPA4,GNAS
DPPA4,RFFL
DPPA4,HSP90B1
DPPA4,ME1
DPPA4,LRRK1
DPPA4,PHLDA3
DPPA4,CENPV
DPPA4,CDCA7
DPPA4,FGFR4
DPPA4,LAMP1
DPPA4,ITGA9
DPPA4,IQSEC1
DPPA4,FAM83D
DPPA4,PDIA3
DPPA4,SDCBP
DPPA4,KDELR2
DPPA4,XBP1
DPPA4,AKR1B3
DPPA4,PIK3R1
DPPA4,MYO6
DPPA4,RNF157
DPPA4,DNAJC3
DPPA4,TPM1
DPPA4,EDEM1
DPPA4,ASAH1
DPPA4,SEC24D
DPPA4,NRF1
DPPA4,PLXNA1
DPPA4,ZFP532
DPPA4,TLE1
DPPA4,CRTAP
DPPA4,MAN1A2
DPPA4,RNPEP
DPPA4,CLTC
DPPA4,TGFBR3
DPPA4,GPRC5C
DPPA4,AKAP12
DPPA4,FRMD4A
DPPA4,GNPTAB
DPPA4,D230025D16RIK
DPPA4,DPP4
DPPA4,KRT8
DPPA4,RIF1
DPPA4,RBPJ
DPPA4,IMPDH1
DPPA4,PMM1
DPPA4,GAS6
DPPA4,PROS1
DPPA4,HELLS
DPPA4,SLC16A1
DPPA4,CACHD1
DPPA4,RETREG2
DPPA4,PLOD2
DPPA4,P3H1
DPPA4,KIT
DPPA4,SLC25A4
DPPA4,PHLDB2
