Gene1,Gene2
ETS1,MYL6
ETS1,POFUT2
ETS1,PRKAB1
ETS1,RASGRP2
ETS1,RUNX1
ETS1,SLC25A5
ETS1,ZFP462
ETV4,FGFR3
ETV4,FGFR4
ETV4,KRT8
ETV4,PCNA
ETV4,SAT1
ETV4,SPP1
GATA4,GATA6
GATA4,JARID2
GATA4,POU5F1
GATA6,CALR
GATA6,CDKN1A
GATA6,DAB2
GATA6,GATA4
GATA6,SOX17
GATA6,TBX3
GATA6,ZFPM1
HIST1H1B,NASP
HIST1H1D,NASP
HMGA1,CBX7
HNF1B,HSF2BP
HNF1B,KAT2B
HNF1B,PCBD1
HSF2BP,HNF1B
ID2,CCND1
ID2,CDH1
ID2,CDKN1A
ID2,MYC
ID2,TRP53
ID2,VEGFA
JARID2,EED
JARID2,GATA4
JARID2,MTF2
JARID2,SETX
JARID2,SUZ12
KAT2B,CCND1
KAT2B,HIST1H3H
KAT2B,HNF1B
KAT2B,KLF6
KAT2B,RBPJ
KAT2B,TRP53
KLF2,MYC
KLF2,RHPN1
KLF3,CTBP2
KLF4,4930402H24RIK
KLF4,ACTG1
KLF4,ADAM23
KLF4,ANXA2
KLF4,ANXA5
KLF4,APAF1
KLF4,ASS1
KLF4,BCAM
KLF4,BCL3
KLF4,BSG
KLF4,CALR
KLF4,CARHSP1
KLF4,CCNE1
KLF4,CDC42SE2
KLF4,CDKN1A
KLF4,CSRP2
KLF4,CTNNAL1
KLF4,CYBA
KLF4,DPPA2
KLF4,DUSP3
KLF4,EIF4A2
KLF4,ESRRB
KLF4,FAM83D
KLF4,FOXH1
KLF4,GCNT1
KLF4,GLUL
KLF4,GPA33
KLF4,HIST1H2AF
KLF4,HSP90AA1
KLF4,IER2
KLF4,IFI30
KLF4,ISYNA1
KLF4,KDELR3
KLF4,KDM5B
KLF4,KLF2
KLF4,KLF3
KLF4,KRT19
KLF4,KRT8
KLF4,LAMA1
KLF4,LAMA5
KLF4,LASP1
KLF4,LDLRAP1
KLF4,LEFTY2
KLF4,LMF2
KLF4,LY6G6E
KLF4,MFGE8
KLF4,MIR1949
KLF4,MYH9
KLF4,NAGK
KLF4,NDRG1
KLF4,PDIA5
KLF4,PDK1
KLF4,PIPOX
KLF4,PLXNB2
KLF4,POU5F1
KLF4,PRDX1
KLF4,PSAP
KLF4,PTH1R
KLF4,RAB11A
KLF4,RASGRP2
KLF4,RBM38
KLF4,REV1
KLF4,RIF1
KLF4,RNPEP
KLF4,S100A6
KLF4,SDC4
KLF4,SEC31A
KLF4,SETX
KLF4,SFI1
KLF4,SGK1
KLF4,SLC1A5
KLF4,SNORA74A
KLF4,STMN1
KLF4,STXBP2
KLF4,SUN1
KLF4,TCEA3
KLF4,TDH
KLF4,TEX264
KLF4,TMEM150A
KLF4,TPM4
KLF4,TRIM2
KLF4,TRIM28
KLF4,TUBB2B
KLF4,TUBB4B
KLF4,TXNIP
KLF4,UCHL1
KLF4,UPP1
KLF4,UTF1
KLF4,VEGFA
KLF4,VKORC1
KLF4,ZC3H7A
KLF4,ZFP710
KLF6,CCND1
KLF6,KAT2B
MCM2,BUB1B
MCM2,CCNB1
MCM2,CCNB2
MCM2,CDC20
MCM2,CDCA7
MCM2,CDKN1A
MCM2,FBXO5
MCM2,HIST1H3H
MCM2,MCM10
MCM2,MCM6
MCM2,MSH6
MCM2,NASP
MCM2,PCNA
MCM2,RRM2
MCM2,SPC25
MCM2,TOP2A
MCM2,TPX2
MCM2,UBE2C
MCM2,UHRF1
MCM6,BUB1B
MCM6,CCNB1
MCM6,CCNB2
MCM6,CDC20
MCM6,CDKN1A
MCM6,FBXO5
MCM6,HIST1H3H
MCM6,MCM10
MCM6,MCM2
MCM6,MSH6
MCM6,PCNA
MCM6,RRM2
MCM6,SPC25
MCM6,TOP2A
MCM6,TPX2
MCM6,UBE2C
MCM6,UHRF1
MTF2,EED
MTF2,JARID2
MTF2,SUZ12
MYBL2,CCND1
MYBL2,ESRRB
MYBL2,FGF4
MYBL2,NR0B1
MYBL2,TFCP2L1
MYBL2,TPX2
MYBL2,UCHL1
MYBL2,UHRF1
MYC,AI506816
MYC,ALPL
MYC,AMPD2
MYC,ASNS
MYC,ASS1
MYC,ATP13A3
MYC,ATP6V0B
MYC,BEX4
MYC,BNIP3
MYC,CCND1
MYC,CCND3
MYC,CD63
MYC,CITED2
MYC,CSTB
MYC,CTSL
MYC,DDIT3
MYC,DDX21
MYC,DKC1
MYC,DNMT3A
MYC,EDA2R
MYC,EHMT2
MYC,ETV4
MYC,FABP3
MYC,FAM129B
MYC,FKBP11
MYC,GNAS
MYC,HK2
MYC,HMGA1
MYC,HSP90AA1
MYC,HSPA8
MYC,HSPG2
MYC,HYOU1
MYC,ID2
MYC,IER2
MYC,IFI30
MYC,IFITM3
MYC,IGFBP2
MYC,ITPK1
MYC,KDELR2
MYC,KDM3A
MYC,KLF2
MYC,KLF4
MYC,KPNA2
MYC,KRTCAP2
MYC,LAMP1
MYC,MDN1
MYC,MIR1949
MYC,MIR5121
MYC,MSL3
MYCN,AARS
MYCN,AI506816
MYCN,ALPL
MYCN,AMPD2
MYCN,ASS1
MYCN,ATP13A3
MYCN,BCAT1
MYCN,BNIP3
MYCN,BSG
MYCN,BUB1B
MYCN,CALR
MYCN,CBX7
MYCN,CCND1
MYCN,CCND3
MYCN,CCNE1
MYCN,CD63
MYCN,CDCA7
MYCN,CHCHD10
MYCN,CITED2
MYCN,CLTC
MYCN,CTBP2
MYCN,CTH
MYCN,CTSD
MYCN,CTSL
MYCN,DDIT3
MYCN,DDX21
MYCN,DKC1
MYCN,DNMT3A
MYCN,EDA2R
MYCN,EHD1
MYCN,EHMT2
MYCN,ELOVL6
MYCN,FABP3
MYCN,FKBP11
MYCN,FRMD4A
MYCN,GABARAP
MYCN,GFPT1
MYCN,GGA2
MYCN,GNAS
MYCN,GNPDA1
MYCN,GOT1
MYCN,HDLBP
MYCN,HIST1H2BF
MYCN,HIST1H2BK
MYCN,HIST1H2BL
MYCN,HIST1H2BN
MYCN,HK2
MYCN,HMGA1
MYCN,HSF2BP
MYCN,HSP90AA1
MYCN,HSPA8
MYCN,HSPG2
MYCN,HYOU1
MYCN,ICAM1
MYCN,IER2
MYCN,IFI30
MYCN,IFRD1
MYCN,ILK
MYCN,IMPDH1
MYCN,INSIG1
MYCN,KDM3A
MYCN,KDM5B
MYCN,KIT
MYCN,KLF4
MYCN,KPNA2
MYCN,KRTCAP2
MYCN,LAMP1
MYCN,LTBP4
MYCN,MANF
MYCN,MCM2
MYCN,MDM2
MYCN,MDN1
MYCN,MFSD1
MYCN,MIR1949
MYCN,MIR5121
MYCN,MSI2
MYCN,MT2
MYCN,NUP210
MYCN,ODC1
MYCN,P4HB
MYCN,PARP1
MYCN,PCOLCE2
MYCN,PDIA4
MYCN,PDIA5
MYCN,PFKL
MYCN,PGD
MYCN,PLAUR
MYCN,PLTP
MYCN,PPIB
MYCN,PRDX1
MYCN,PRDX4
MYCN,QDPR
MYC,NR0B1
MYCN,RBM38
MYCN,REV1
MYCN,RPN1
MYCN,RPP25
MYCN,SEC61A1
MYCN,SENP3
MYCN,SERPINE2
MYCN,SLC16A1
MYCN,SLC20A1
MYCN,SLC38A2
MYCN,SLC7A5
MYCN,SLC7A6
MYCN,SNORA26
MYCN,SNORA3
MYCN,SNORA62
MYCN,SNORA74A
MYCN,SNORD17
MYCN,SNORD32A
MYCN,SNORD33
MYCN,SNORD34
MYCN,SNORD35A
MYCN,SNORD35B
MYCN,SNORD93
MYCN,SOCS2
MYCN,SOX2
MYCN,SRM
MYCN,STAG3
MYCN,STMN1
MYCN,SUN2
MYCN,SUZ12
MYCN,TDH
MYCN,TET2
MYCN,TFRC
MYCN,TRIM28
MYCN,TRP53
MYCN,TSPAN4
MYCN,TXNDC12
MYCN,TXNDC5
MYCN,UBE2C
MYCN,UCHL1
MYCN,UHRF1
MYCN,UNG
MYCN,WDFY1
MYCN,ZFP462
MYC,PCOLCE2
MYC,PCSK6
MYC,PDK1
MYC,PGD
MYC,PRDX1
MYC,PTH1R
MYC,RAB3IL1
MYC,SENP3
MYC,SERPINE2
MYC,SFI1
MYC,SGK1
MYC,SLC20A1
MYC,SLC26A10
MYC,SLC7A5
MYC,SMAD7
MYC,SNHG12
MYC,SNORA26
MYC,SNORA44
MYC,SNORA62
MYC,SNORA74A
MYC,SNORD17
MYC,SNORD32A
MYC,SNORD33
MYC,SNORD34
MYC,SNORD35A
MYC,SNORD35B
MYC,SNORD49A
MYC,SNORD49B
MYC,SNORD93
MYC,SNX2
MYC,SOCS2
MYC,SPNS2
MYC,SRM
MYC,STAG3
MYC,TCF7L2
MYC,TFRC
MYC,TIMP2
MYC,TMEM150A
MYC,TMEM9
MYC,TSPAN4
MYC,TUBA4A
MYC,TXNDC12
MYC,TXNDC5
MYC,UBE2C
MYC,UHRF1
MYC,USP3
MYC,VEGFA
MYC,ZFP462
MYC,ZIC3
NANOG,DNMT3A
NANOG,EED
NANOG,HELLS
NANOG,HSPB1
NANOG,L1TD1
NANOG,LEFTY1
NANOG,MDN1
NANOG,MOV10
NANOG,MSH2
NANOG,MSH6
NANOG,PARP1
NANOG,PFKP
NANOG,PHC1
NANOG,PML
NANOG,POU5F1
NANOG,RBBP7
NANOG,RCC2
NANOG,RIF1
NANOG,SENP3
NANOG,SMARCA2
NANOG,SOX2
NANOG,TBX3
NANOG,TDH
NANOG,TOP2A
NANOG,TRIM28
NANOG,TUBA4A
NANOG,TUBB2B
NANOG,TUBB4B
NANOG,UHRF1
NANOG,ZSCAN10
NFYA,AARS
NFYA,APOE
NFYA,ARHGAP21
NFYA,BNC2
NFYA,CDC20
NFYA,DDIT3
NFYA,DNAJC3
NFYA,FDPS
NFYA,FGF4
NFYA,HERPUD1
NFYA,HIST1H3H
NFYA,MSH6
NFYA,P4HB
NFYA,PDCD4
NFYA,PEG3
NFYA,PIK3R1
NFYA,RIAN
NFYA,RRM2
NFYA,SLC1A5
NFYA,SNORD83B
NFYA,TMED2
NFYA,UBE2S
NFYA,ZC3H7A
NR0B1,ESRRB
NR0B1,FBXO15
NR0B1,MYBL2
NR0B1,NANOG
NR0B1,RIF1
NR0B1,TFCP2L1
NR0B1,TRIM28
NR0B1,ZFP42
PARP1,NANOG
PARP1,PCNA
PARP1,POU5F1
PARP1,TRIM28
PCBD1,HNF1B
PCBD1,QDPR
PML,B2M
PML,ICAM1
PML,MT2
PML,NANOG
PML,POU5F1
PML,RUNX1
POU5F1,ACTL6A
POU5F1,AHNAK
POU5F1,AMOTL2
POU5F1,ANXA2
POU5F1,CALU
POU5F1,CDC20
POU5F1,CNN2
POU5F1,CTBP2
POU5F1,CUBN
POU5F1,DNMT3A
POU5F1,ESRRB
POU5F1,FBXO15
POU5F1,GATA4
POU5F1,HELLS
POU5F1,HK2
POU5F1,HSPG2
POU5F1,ILK
POU5F1,KLF4
POU5F1,KPNA2
POU5F1,L1TD1
POU5F1,LAMA1
POU5F1,LAMB1
POU5F1,LAMC1
POU5F1,MSH2
POU5F1,MSH6
POU5F1,MYBL2
POU5F1,NEDD4
POU5F1,P4HA1
POU5F1,PARP1
POU5F1,PCSK6
POU5F1,PHC1
POU5F1,PML
POU5F1,RBBP7
POU5F1,RBPJ
POU5F1,RPN1
POU5F1,SERPINH1
POU5F1,SMARCA2
POU5F1,SOX17
POU5F1,SPP1
POU5F1,TDGF1
POU5F1,TDH
POU5F1,TET1
POU5F1,TFCP2L1
POU5F1,TFEB
POU5F1,TOP2A
POU5F1,ZBTB10
POU5F1,ZFP462
POU5F1,ZIC3
RBBP7,EED
RBBP7,NANOG
RBBP7,PCNA
RBBP7,PHC1
RBBP7,POU5F1
RBBP7,SOX2
RBBP7,SUZ12
RBBP7,TET1
RBBP7,TET2
RBBP7,TFCP2L1
RBBP7,ZFPM1
RBPJ,CTBP2
RBPJ,KAT2B
RBPJ,MYC
RBPJ,POU5F1
RBPJ,SOX2
RLIM,ZFP42
SMAD7,CDH1
SMAD7,FN1
SMAD7,TFEB
SMARCA2,ACTG1
SMARCA2,ACTL6A
SMARCA2,ALPL
SMARCA2,CCND1
SMARCA2,NANOG
SMARCA2,POU5F1
SOX17,GATA6
SOX17,POU5F1
SOX17,TCF7L2
SOX2,ACTL6A
SOX2,FGF10
SOX2,GJA1
SOX2,JAM2
SOX2,PLA2G1B
SOX2,RBBP7
SOX2,RBPJ
SOX2,RIF1
SOX2,SHROOM3
SOX2,SPP1
SUZ12,EED
SUZ12,HIST1H3H
SUZ12,JARID2
SUZ12,MTF2
SUZ12,MYC
SUZ12,PHC1
SUZ12,RBBP7
TBX3,CDH1
TBX3,ESRRB
TBX3,GATA6
TBX3,NANOG
TCF7L2,CCND1
TCF7L2,CCND2
TCF7L2,CCND3
TCF7L2,CTBP2
TCF7L2,MYC
TCF7L2,SOX17
TFCP2L1,ACTG1
TFCP2L1,ACTL6A
TFCP2L1,ANXA5
TFCP2L1,AQP3
TFCP2L1,ARPC1B
TFCP2L1,ASNS
TFCP2L1,ASS1
TFCP2L1,BCAT1
TFCP2L1,CAMSAP3
TFCP2L1,CCNE1
TFCP2L1,CCNG1
TFCP2L1,CD63
TFCP2L1,CDC42SE2
TFCP2L1,CDH1
TFCP2L1,COBL
TFCP2L1,CSTB
TFCP2L1,DNMT3A
TFCP2L1,DUSP6
TFCP2L1,ECT2
TFCP2L1,ESRRB
TFCP2L1,ETV4
TFCP2L1,ETV5
TFCP2L1,FAM102A
TFCP2L1,FAM25C
TFCP2L1,FBXO15
TFCP2L1,FGF4
TFCP2L1,FN1
TFCP2L1,FNDC3A
TFCP2L1,FZR1
TFCP2L1,GABARAPL2
TFCP2L1,GAS6
TFCP2L1,GCLM
TFCP2L1,GDPD5
TFCP2L1,GGTA1
TFCP2L1,HELLS
TFCP2L1,HIST1H2BF
TFCP2L1,HKDC1
TFCP2L1,HMGA1
TFCP2L1,HSP90AA1
TFCP2L1,HSPB1
TFCP2L1,ICAM1
TFCP2L1,IGFBP2
TFCP2L1,ITGAV
TFCP2L1,L1TD1
TFCP2L1,LAPTM5
TFCP2L1,LY6G6E
TFCP2L1,LY75
TFCP2L1,MDK
TFCP2L1,MGST3
TFCP2L1,MIR1949
TFCP2L1,MPZL2
TFCP2L1,MSH2
TFCP2L1,MSH6
TFCP2L1,MT2
TFCP2L1,MYBL2
TFCP2L1,MYCN
TFCP2L1,NAGK
TFCP2L1,NANOG
TFCP2L1,NFYA
TFCP2L1,NR0B1
TFCP2L1,PARP1
TFCP2L1,PHC1
TFCP2L1,PMM1
TFCP2L1,POU5F1
TFCP2L1,PPIB
TFCP2L1,PRDX1
TFCP2L1,RBBP7
TFCP2L1,RIF1
TFCP2L1,RTN1
TFCP2L1,SETX
TFCP2L1,SFI1
TFCP2L1,SHISA5
TFCP2L1,SLC1A5
TFCP2L1,SMAD7
TFCP2L1,SNORA74A
TFCP2L1,SNURF
TFCP2L1,SPC25
TFCP2L1,SPRY4
TFCP2L1,SUSD2
TFCP2L1,TAGLN2
TFCP2L1,TCF7L2
TFCP2L1,TEX264
TFCP2L1,TFEB
TFCP2L1,TINAGL1
TFCP2L1,TMEM9
TFCP2L1,TOP2A
TFCP2L1,TPX2
TFCP2L1,TUBB4B
TFCP2L1,UPP1
TFCP2L1,ZFP462
TFCP2L1,ZFP57
TFCP2L1,ZFP600
TFCP2L1,ZFPM1
TFEB,CDH1
TFEB,POU5F1
TFEB,SMAD7
TFEB,VEGFA
TGIF1,CREB3L2
TGIF1,ID2
TGIF1,ZC3H7A
TRIM28,NANOG
TRIM28,NR0B1
TRIM28,PARP1
TRIM28,ZFP42
TRP53,2810025M15RIK
TRP53,AHNAK
TRP53,AKT1
TRP53,AQP3
TRP53,CCND1
TRP53,CCNG1
TRP53,CLDN6
TRP53,EDA2R
TRP53,EHMT2
TRP53,EPHA2
TRP53,EPS8
TRP53,ETV4
TRP53,ETV5
TRP53,FGFR3
TRP53,GPRC5C
TRP53,GPX3
TRP53,GSN
TRP53,HIST1H3H
TRP53,ICAM1
TRP53,IGF2
TRP53,KAT2B
TRP53,KIT
TRP53,LRP2
TRP53,MSH2
TRP53,MSL3
TRP53,NRG1
TRP53,PHLDA3
TRP53,PITPNC1
TRP53,PLEKHA7
TRP53,PLXNB2
TRP53,PODXL
TRP53,RAB3IL1
TRP53,REV1
TRP53,RRM2
TRP53,S100A6
TRP53,SHISA5
TRP53,SOCS2
TRP53,SPP1
TRP53,STMN1
TRP53,TGIF1
TRP53,TIMP3
TRP53,TYRO3
TRP53,VEGFA
TRP53,ZFPM1
XBP1,DDIT3
ZBTB10,POU5F1
ZFP42,ESRRB
ZFP42,NR0B1
ZFP42,POU5F1
ZFP42,RLIM
ZFP42,TRIM28
ZFP462,ESRRB
ZFP462,POU5F1
ZFP462,TFCP2L1
ZFPM1,CTBP2
ZFPM1,GATA6
ZFPM1,RBBP7
ZIC3,BCL3
ZIC3,CCNG1
ZIC3,EIF4A2
ZIC3,GATA6
ZIC3,KRT17
ZIC3,LTBP4
ZIC3,MAN1A
ZIC3,OBSL1
ZIC3,PDGFA
ZIC3,PLOD1
ZIC3,POU5F1
ZIC3,PTPN14
ZIC3,SNORA81
ZIC3,SNX1
ZIC3,TCF7L2
