Gene1,Gene2,Score
CBFB,ITIH5,933.0
CBFB,TRMT6,1107.0
CBFB,CD69,726.0
CBFB,VPS35,654.0
CBFB,ORC6,654.0
CBFB,CISH,576.0
CBFB,MAD2L1,658.0
CBFB,DPP8,923.0
CBFB,TGFBR1,605.0
CBFB,DTL,692.0
CBFB,NCAPG2,722.0
CBFB,NUP93,807.0
CBFB,ANXA5,943.0
CBFB,GTF2F1,860.0
CBFB,ATP13A1,690.0
CBFB,HERPUD1,601.0
CBFB,ATP1B3,703.0
CBFB,MAPK1,815.0
CBFB,WDR4,1221.0
CBFB,RMND5A,552.0
CBFB,LAP3,770.0
CBFB,OASL2,859.0
CBFB,RGCC,597.0
CBFB,SERPINB6A,804.0
CBFB,SEC24D,891.0
CBFB,ABCE1,827.0
CBFB,SAMD9L,666.0
CBFB,SLC20A1,656.0
CBFB,RPA2,694.0
CBFB,SNAP47,536.0
CBFB,PIK3R1,783.0
CBFB,NUP85,743.0
CBFB,4833439L19RIK,519.0
CBFB,PLA2G15,604.0
CBFB,CENPK,771.0
CBFB,ZFP367,637.0
CBFB,GOLT1B,765.0
CBFB,HSPH1,907.0
CBFB,ME2,801.0
CBFB,DNAJC9,528.0
CBFB,SLC35B4,511.0
CBFB,ARL8B,754.0
CBFB,ZFP322A,694.0
CBFB,WDR43,717.0
CBFB,RNF4,666.0
CBFB,SLC18A2,369.0
CBFB,CNIH1,557.0
CBFB,PCMTD1,638.0
CBFB,NUP107,709.0
CBFB,ACAA2,596.0
CBFB,RCC1,926.0
CBFB,WDHD1,676.0
CBFB,TRIM35,696.0
CBFB,AURKB,462.0
CBFB,FEM1A,738.0
CBFB,FDFT1,643.0
CBFB,LONP1,694.0
CBFB,F13A1,894.0
CBFB,CENPF,940.0
CBFB,TOPORS,734.0
CBFB,XRCC3,593.0
CBFB,CCNA2,986.0
CBFB,IMMT,1208.0
CBFB,KCTD20,626.0
CBFB,HNRNPLL,428.0
CBFB,TARS,547.0
CBFB,CLEC12A,691.0
CBFB,KIF20B,813.0
CBFB,FBXO5,865.0
CBFB,ETF1,641.0
CBFB,ATG12,698.0
CBFB,AP3S1,698.0
CBFB,ODC1,600.0
CBFB,COPB1,752.0
CBFB,FTSJ3,1179.0
CBFB,ADO,670.0
CBFB,SLC25A38,680.0
CBFB,NCLN,820.0
CBFB,GOLPH3,453.0
CBFB,ACLY,691.0
CBFB,STXBP4,627.0
CBFB,ARCN1,844.0
CBFB,INO80D,654.0
CBFB,PATL1,788.0
CBFB,MTHFD1,693.0
CBFB,CENPA,721.0
CBFB,RANBP3,559.0
CBFB,VSIR,692.0
CBFB,PLAA,788.0
CBFB,CDT1,601.0
CBFB,DNAJC5,570.0
CBFB,ART4,570.0
CBFB,TEC,392.0
CBFB,HUS1,551.0
CBFB,PRSS57,625.0
CBFB,MCM3,573.0
CBFB,FCHO2,553.0
CBFB,SESN1,418.0
CBFB,COQ8A,491.0
CBFB,USP14,795.0
CBFB,DNM1L,877.0
CBFB,CREBRF,640.0
CBFB,ZFP451,604.0
CBFB,NASP,665.0
CBFB,UHRF1,837.0
CBFB,SLC19A1,524.0
CBFB,TCF19,526.0
CBFB,NEDD1,595.0
CBFB,RCSD1,963.0
CBFB,HYOU1,618.0
CBFB,ELMO2,716.0
CBFB,PSMG2,689.0
CBFB,PRELID3B,563.0
CBFB,GFM1,707.0
CBFB,SMARCA2,822.0
CBFB,WSB1,743.0
CBFB,JPT2,678.0
CBFB,REL,513.0
CBFB,PSME4,391.0
CBFB,SLCO4A1,501.0
CBFB,OTUD4,694.0
CBFB,RTEL1,772.0
CBFB,AGPS,492.0
CBFB,CKAP2L,619.0
CBFB,MRPL37,642.0
CBFB,USP42,475.0
CBFB,GPD1L,459.0
CBFB,CYFIP2,574.0
CBFB,LDHB,638.0
CBFB,TXNDC11,446.0
CBFB,MCM5,607.0
CBFB,PITPNC1,448.0
CBFB,NCAPG,653.0
CBFB,MYCN,555.0
CBFB,LACTB,463.0
CBFB,PIP4K2A,379.0
CBFB,LIG1,646.0
CBFB,TSC22D1,438.0
CBFB,GMCL1,368.0
CBFB,CAMK2D,521.0
CBFB,APLP2,452.0
CBFB,B230219D22RIK,476.0
CBFB,IL21R,531.0
CBFB,CD44,506.0
CBFB,SLC30A5,767.0
CBFB,NAA50,575.0
CBFB,ZNRF2,473.0
CBFB,TNFRSF21,627.0
CBFB,DHFR,642.0
CBFB,ACOX1,446.0
CBFB,CD274,488.0
CBFB,GNG2,596.0
CBFB,ALDH18A1,651.0
CBFB,SPC25,566.0
CBFB,SLC39A6,460.0
CBFB,ELP2,460.0
CBFB,NDRG2,678.0
CBFB,VAV1,405.0
CBFB,RHOF,462.0
CBFB,FAM189B,612.0
CBFB,ZBTB38,613.0
CBFB,BCAP29,487.0
CBFB,STT3B,462.0
CBFB,NUSAP1,790.0
CBFB,MKI67,700.0
CBFB,SDF2L1,495.0
CBFB,BUB1B,776.0
CBFB,IL27RA,459.0
CBFB,EML4,423.0
CBFB,DLST,481.0
CBFB,RRM2,490.0
CBFB,NADK,594.0
CBFB,GEMIN5,455.0
CBFB,NRROS,487.0
CBFB,SPCS3,749.0
CBFB,INTS8,635.0
CBFB,UBA7,404.0
CBFB,ADSL,634.0
CBFB,CTLA2A,521.0
CBFB,PRIM2,557.0
CBFB,POLR2B,410.0
CBFB,FRRS1,305.0
CBFB,MTO1,415.0
CBFB,CBX7,616.0
CBFB,STAG2,454.0
CBFB,USP10,765.0
CBFB,EEF1E1,606.0
CBFB,RETREG1,526.0
CBFB,DDX39,643.0
CBFB,PFKP,698.0
CBFB,LCP2,432.0
CBFB,IL6ST,366.0
CBFB,BTAF1,554.0
CBFB,TM7SF3,460.0
CBFB,TFG,511.0
CBFB,MYO1F,442.0
CBFB,PLEKHO2,437.0
CBFB,MLLT3,439.0
CBFB,CKAP2,525.0
CBFB,GABBR1,604.0
CBFB,ORC2,547.0
CBFB,ZFP53,579.0
CBFB,ITPR1,407.0
CBFB,LSP1,450.0
CBFB,ALDH9A1,408.0
CBFB,MTCH2,603.0
CBFB,ANXA2,344.0
CBFB,CDCA7,415.0
CBFB,SEC23IP,390.0
CBFB,NPLOC4,535.0
CBFB,RGS2,533.0
CBFB,DDX1,420.0
CBFB,RFC5,497.0
CBFB,TBC1D10C,461.0
CBFB,SLC25A46,445.0
CBFB,LMAN2L,566.0
CBFB,ZFP467,402.0
CBFB,TUBGCP3,560.0
CBFB,MTOR,349.0
CBFB,GMIP,587.0
CBFB,CSE1L,640.0
CBFB,RGS19,637.0
CBFB,NUDT19,605.0
CBFB,SLC16A1,397.0
CBFB,CDC20,680.0
CBFB,NEIL3,335.0
CBFB,ARID2,295.0
CBFB,CDC7,513.0
CBFB,SPC24,668.0
CBFB,PTPN7,418.0
CBFB,ACOX3,472.0
CBFB,RPAP1,510.0
CBFB,ASF1B,513.0
CBFB,PLXDC2,365.0
CBFB,RPP40,500.0
CBFB,PPM1F,504.0
CBFB,WDR55,496.0
CBFB,RGS1,399.0
CBFB,PSAT1,652.0
CBFB,RAB37,800.0
CBFB,TMEM97,456.0
CBFB,ATP6AP2,385.0
CBFB,CD48,504.0
CBFB,BC005561,415.0
CBFB,OSTM1,674.0
CBFB,JARID2,489.0
CBFB,MYO5A,510.0
CBFB,UBE2C,570.0
CBFB,SYNJ1,717.0
CBFB,TRIM59,380.0
CBFB,ABCG3,578.0
CBFB,SLC26A2,514.0
CBFB,INTS13,455.0
CBFB,GCLC,301.0
CBFB,TXNIP,468.0
CBFB,TOP2A,614.0
CBFB,SOAT1,469.0
CBFB,ABL1,319.0
CBFB,PHKB,456.0
CBFB,CPA3,623.0
CBFB,RAD51,494.0
CBFB,TMEM173,462.0
CBFB,PRC1,486.0
CBFB,MTR,544.0
CBFB,RACGAP1,361.0
CBFB,ARFGEF2,479.0
CBFB,YBX3,356.0
CBFB,PRPF4,351.0
CBFB,PSEN1,421.0
CBFB,BPIFC,485.0
CBFB,QARS,514.0
CBFB,NPTN,387.0
CBFB,TMEM50B,318.0
CBFB,PARVG,513.0
CBFB,SYTL1,439.0
CBFB,UTP4,402.0
CBFB,SLCO3A1,543.0
CBFB,DENND2D,301.0
CBFB,TMEM206,438.0
CBFB,SLC44A2,485.0
CBFB,SPPL2B,475.0
CBFB,CYBC1,530.0
CBFB,CFP,727.0
CBFB,CCDC137,646.0
CBFB,STRAP,476.0
CBFB,CTSO,567.0
CBFB,SNX30,403.0
CBFB,NUP88,435.0
CBFB,PCMTD2,364.0
CBFB,BTG2,620.0
CBFB,PREP,544.0
CBFB,CCL4,403.0
CBFB,PTPRS,467.0
CBFB,MSMO1,475.0
CBFB,METTL27,499.0
CBFB,GIMAP5,426.0
CBFB,EIF4ENIF1,555.0
CBFB,TCIRG1,359.0
CBFB,ATP10A,423.0
CBFB,GANAB,532.0
CBFB,RPS6KA5,413.0
CBFB,TIPIN,442.0
CBFB,IARS2,443.0
CBFB,EDEM1,385.0
CBFB,G6PDX,491.0
CBFB,ERLIN1,461.0
CBFB,TBC1D9B,305.0
CBFB,E2F4,343.0
CBFB,ZMIZ1,309.0
CBFB,UBA2,458.0
CBFB,TBC1D5,395.0
CBFB,SERPINB6B,298.0
CBFB,PFKFB3,446.0
CBFB,GMNN,490.0
CBFB,LMO4,467.0
CBFB,H2-DMA,361.0
CBFB,SGPP1,315.0
CBFB,SGMS1,257.0
CBFB,CERS4,308.0
CBFB,MAML3,326.0
CBFB,EPSTI1,402.0
CBFB,KIF13A,264.0
CBFB,LTB,350.0
CBFB,PLXNC1,390.0
CBFB,ERCC8,412.0
CBFB,CAD,464.0
CBFB,PPP1R15A,330.0
CBFB,PARP8,588.0
CBFB,NDRG1,364.0
CBFB,SYK,404.0
CBFB,RIN3,447.0
CBFB,SORT1,446.0
CBFB,RPA1,311.0
CBFB,CNN3,365.0
CBFB,MPL,469.0
CBFB,MCM2,326.0
CBFB,ATAD1,412.0
CBFB,NMD3,409.0
CBFB,DOCK11,332.0
CBFB,MCOLN2,411.0
CBFB,CYB5R1,417.0
CBFB,ACOT9,432.0
CBFB,EMID1,453.0
CBFB,ST6GALNAC4,391.0
CBFB,ANKRD44,501.0
CBFB,CCNB1,654.0
CBFB,KLF6,343.0
CBFB,FLOT2,260.0
CBFB,ATP11C,401.0
CBFB,GRIA3,440.0
CBFB,SFXN1,341.0
CBFB,MPO,465.0
CBFB,SLA,443.0
CBFB,METTL7A1,381.0
CBFB,HSPA1A,351.0
CBFB,KNSTRN,502.0
CBFB,GNG12,428.0
CBFB,MCM10,442.0
CBFB,CCDC50,348.0
CBFB,FLT3,448.0
CBFB,ADSSL1,293.0
CBFB,TMEM176A,567.0
CBFB,GFI1B,401.0
CBFB,GIMAP6,395.0
CBFB,TYMS,341.0
CBFB,CCNB2,573.0
CBFB,TIMP2,426.0
CBFB,SLC28A2,426.0
CBFB,ISYNA1,408.0
CBFB,HEXA,429.0
CBFB,TM6SF1,401.0
CBFB,STOM,306.0
CBFB,SOCS2,358.0
CBFB,GNS,309.0
CBFB,XPNPEP1,310.0
CBFB,HLF,260.0
CBFB,GBP7,390.0
CBFB,JUN,400.0
CBFB,MAPKAPK3,289.0
CBFB,CLEC4E,427.0
CBFB,CLN5,527.0
CBFB,PTTG1IP,347.0
CBFB,UMPS,421.0
CBFB,SELENOP,359.0
CBFB,9530068E07RIK,338.0
CBFB,MTFR1,378.0
CBFB,NDE1,294.0
CBFB,GIMAP8,377.0
CBFB,GSR,331.0
CBFB,BID,433.0
CBFB,FAM91A1,389.0
CBFB,TECPR1,341.0
CBFB,TBC1D2B,263.0
CBFB,GOLIM4,288.0
CBFB,S100A6,409.0
CBFB,NAMPT,366.0
CBFB,LAPTM4B,357.0
CBFB,ERGIC1,327.0
CBFB,USP11,332.0
CBFB,TNFRSF13C,270.0
CBFB,PUS7,428.0
CBFB,GIMAP1,334.0
CBFB,MFNG,264.0
CBFB,UNC93B1,198.0
CBFB,CDC6,455.0
CBFB,ZFP945,293.0
CBFB,MICU1,324.0
CBFB,IARS,439.0
CBFB,HDGFL3,313.0
CBFB,CERS6,279.0
CBFB,TMX3,389.0
CBFB,GUSB,332.0
CBFB,TGTP2,190.0
CBFB,AKNA,279.0
CBFB,SLC29A1,451.0
CBFB,GLIPR2,286.0
CBFB,HELLS,347.0
CBFB,SLC37A1,343.0
CBFB,RPS6KA3,290.0
CBFB,PHF10,241.0
CBFB,PRKCD,257.0
CBFB,SORL1,287.0
CBFB,SLFN2,286.0
CBFB,EGR1,261.0
CBFB,TAF12,264.0
CBFB,MFSD14B,297.0
CBFB,CHRNB1,225.0
CBFB,MTMR1,210.0
CBFB,IDH3A,341.0
CBFB,FUT7,377.0
CBFB,EPB41L4B,324.0
CBFB,INPP5B,253.0
CBFB,PHF6,291.0
CBFB,SELL,310.0
CBFB,UBE2L6,265.0
CBFB,TRMT11,215.0
CBFB,NFAM1,318.0
CBFB,MBNL3,293.0
CBFB,PLSCR4,274.0
CBFB,MAP4K2,213.0
CBFB,HACD4,450.0
CBFB,FLNB,317.0
CBFB,FAM171A1,332.0
CBFB,ALAS1,274.0
CBFB,HMGB3,303.0
CBFB,GP9,336.0
CBFB,ITCH,305.0
CBFB,GCNT2,419.0
CBFB,IGFBP4,378.0
CBFB,KIF22,331.0
CBFB,CD82,192.0
CBFB,ARHGEF39,285.0
CBFB,PADI4,289.0
CBFB,CTTN,226.0
CBFB,SPIDR,301.0
CBFB,HID1,301.0
CBFB,DDX58,299.0
CBFB,KCNK5,169.0
CBFB,FUCA2,245.0
CBFB,FAM111A,254.0
CBFB,TSPAN2,207.0
CBFB,ICAM1,238.0
CBFB,NUDT4,248.0
CBFB,ATP6AP1,212.0
CBFB,POLE,199.0
CBFB,OSBPL1A,178.0
CBFB,NUAK2,134.0
CBFB,IGTP,211.0
CBFB,SLC43A3,127.0
CBFB,ANGPT1,210.0
CBFB,ABCG2,277.0
CBFB,GPR160,167.0
CBFB,TK1,160.0
CBFB,CSGALNACT1,219.0
CBFB,CTSZ,255.0
CBFB,POLA2,195.0
CBFB,ARRDC4,254.0
CBFB,PIM2,247.0
CBFB,FCGR3,228.0
CBFB,EMB,149.0
CBFB,FGGY,157.0
CBFB,VAV3,224.0
CBFB,CSAD,212.0
CBFB,SCARB1,171.0
CBFB,PCLAF,248.0
CBFB,ADORA2A,178.0
CBFB,PAK1,162.0
CBFB,IRGM2,131.0
CBFB,LYN,141.0
CBFB,PEAR1,205.0
CBFB,CALCRL,209.0
CBFB,PLA2G12A,242.0
CBFB,GBP2,199.0
CBFB,H1F0,218.0
CBFB,TCN2,182.0
CBFB,RASA4,176.0
CBFB,NKG7,238.0
CBFB,MYO1G,173.0
CBFB,ENPP5,198.0
CBFB,RTP4,170.0
CBFB,VIPR2,210.0
CBFB,PRPS2,203.0
CBFB,TYROBP,127.0
CBFB,CTLA2B,171.0
CBFB,RP2,137.0
CBFB,HAAO,326.0
CBFB,SIRPA,228.0
CBFB,IL17RA,187.0
CBFB,NAPSA,179.0
CBFB,MYL10,188.0
CBFB,CAND2,216.0
CBFB,SMPDL3A,190.0
CBFB,SSH3,153.0
CBFB,GGTA1,177.0
CBFB,MAN2A2,175.0
CBFB,PIK3IP1,102.0
CBFB,RAB44,173.0
CBFB,UBL4A,195.0
CBFB,PRKCQ,142.0
CBFB,GEM,145.0
CBFB,APOE,138.0
CBFB,PRIM1,260.0
CBFB,XAF1,148.0
CBFB,IFI203,150.0
CBFB,FCER1G,245.0
CBFB,ABCB10,171.0
CBFB,TENT5A,135.0
CBFB,EMILIN1,157.0
CBFB,SH3BGRL,115.0
CBFB,TOR3A,142.0
CBFB,TMEM246,126.0
CBFB,THSD1,148.0
CBFB,DDX60,131.0
CBFB,B3GNT5,109.0
CBFB,ARL11,206.0
CBFB,CD53,203.0
CBFB,PTGR1,106.0
CBFB,NEURL3,193.0
CBFB,LGALS1,189.0
CBFB,SUSD3,188.0
CBFB,SCARF1,179.0
CBFB,RASSF4,178.0
CBFB,TLE2,174.0
CBFB,CTSG,174.0
CBFB,TNIP3,167.0
CBFB,MCPT8,164.0
CBFB,ENG,164.0
CBFB,CNRIP1,161.0
CBFB,ZFP36,151.0
CBFB,SH2D5,151.0
CBFB,PTGS1,150.0
CBFB,GNG11,144.0
CBFB,IL12A,134.0
CBFB,PECAM1,131.0
CBFB,MAGED2,131.0
CBFB,MC5R,129.0
CBFB,MYCT1,124.0
CBFB,PLEK,121.0
CBFB,CD9,121.0
CBFB,IRF8,120.0
CBFB,SVIP,119.0
CBFB,IFI209,119.0
CBFB,SHISA8,117.0
CBFB,ANXA1,112.0
CBFB,FLNA,108.0
CBFB,CSF2RB,108.0
CBFB,GRINA,104.0
CBX7,DOCK10,1006.0
CBX7,MECOM,1074.0
CBX7,HDGFL3,875.0
CBX7,SHISA8,951.0
CBX7,HSPA1A,835.0
CBX7,CDKN1C,713.0
CBX7,PRKCH,942.0
CBX7,MAML3,796.0
CBX7,PLXNC1,802.0
CBX7,CSGALNACT1,1189.0
CBX7,SATB1,842.0
CBX7,EYA2,995.0
CBX7,FLT3,927.0
CBX7,SLCO3A1,1032.0
CBX7,EFCC1,749.0
CBX7,TENT5A,774.0
CBX7,KCTD12,855.0
CBX7,ZFP467,821.0
CBX7,LYN,902.0
CBX7,VAV3,840.0
CBX7,PFKFB3,797.0
CBX7,BCL2,954.0
CBX7,H2-Q6,856.0
CBX7,TM6SF1,908.0
CBX7,PARP8,777.0
CBX7,TMEM229B,812.0
CBX7,COL4A2,627.0
CBX7,ADORA2A,854.0
CBX7,EPB41L4B,829.0
CBX7,IGFBP4,731.0
CBX7,ATP10A,813.0
CBX7,CAMK2D,702.0
CBX7,TRIM47,661.0
CBX7,RGCC,819.0
CBX7,TNFRSF21,789.0
CBX7,SGPP1,714.0
CBX7,NUAK2,874.0
CBX7,ZMIZ1,553.0
CBX7,TRPC6,760.0
CBX7,DHRS3,697.0
CBX7,RCSD1,681.0
CBX7,TSC22D3,589.0
CBX7,PIP4K2A,578.0
CBX7,MLLT3,669.0
CBX7,HLF,695.0
CBX7,RIN3,674.0
CBX7,SPNS2,674.0
CBX7,VIPR2,700.0
CBX7,JUN,633.0
CBX7,SLC22A3,641.0
CBX7,GRIA3,583.0
CBX7,REL,624.0
CBX7,OBSL1,593.0
CBX7,FAM102B,563.0
CBX7,HDAC7,552.0
CBX7,RAB31,593.0
CBX7,GOLIM4,610.0
CBX7,SLC18A2,596.0
CBX7,ST8SIA4,503.0
CBX7,SIRPA,513.0
CBX7,SUSD3,548.0
CBX7,CYP4V3,722.0
CBX7,NDN,599.0
CBX7,PEAR1,537.0
CBX7,GALNT6,634.0
CBX7,ZHX1,534.0
CBX7,SMARCA2,395.0
CBX7,NDRG1,787.0
CBX7,TEC,485.0
CBX7,IRF8,639.0
CBX7,ANKRD44,592.0
CBX7,TGFBR1,413.0
CBX7,GATM,466.0
CBX7,TIMP2,419.0
CBX7,PLSCR4,558.0
CBX7,TSPAN2,496.0
CBX7,GNG12,246.0
CBX7,ADSSL1,409.0
CBX7,PRKCQ,429.0
CBX7,SLCO4A1,665.0
CBX7,MFSD1,370.0
CBX7,RGS2,320.0
CBX7,CERK,410.0
CBX7,PKIB,371.0
CBX7,MCOLN2,386.0
CBX7,GEM,341.0
CBX7,LPCAT2,474.0
CBX7,CD44,387.0
CBX7,RAB38,480.0
CBX7,TXNIP,262.0
CBX7,ANGPT1,294.0
CBX7,CD82,240.0
CBX7,GUCY1A1,348.0
CBX7,OTULINL,325.0
CBX7,CDCA7,294.0
CBX7,PLPPR3,279.0
