Gene1,Gene2
MCM7,CCNB1
MCM7,CCNB2
MCM7,CDC20
MCM7,CDC45
MCM7,CDC7
MCM7,CDCA5
MCM7,CDCA7
MCM7,CDK1
MCM7,CDT1
MCM7,CENPA
MCM7,CKAP2
MCM7,CKS1B
MCM7,CKS2
MCM7,DNAJC9
MCM7,FIGNL1
MCM7,H2AFX
MCM7,KIF11
MCM7,KIF22
MCM7,LIG1
MCM7,MCM10
MCM7,MCM2
MCM7,MCM3
MCM7,MCM4
MCM7,MKI67
MCM7,MSH6
MCM7,NASP
MCM7,NCAPG
MCM7,NCAPG2
MCM7,NCAPH
MCM7,ORC2
MCM7,ORC6
MCM7,PBK
MCM7,POLA2
MCM7,POLD1
MCM7,POLE
MCM7,PRIM1
MCM7,PRIM2
MCM7,RACGAP1
MCM7,RPA1
MCM7,RPA2
MCM7,RRM1
MCM7,RRM2
MCM7,SHCBP1
MCM7,SLBP
MCM7,SPC25
MCM7,TIPIN
MCM7,TK1
MCM7,TOP2A
MCM7,TPX2
MCM7,TYMS
MCM7,UBE2C
MCM7,UHRF1
MECOM,AFAP1L1
MECOM,CKAP5
MECOM,ELP2
MECOM,FBXW11
MECOM,GNG11
MECOM,GP9
MECOM,HDAC2
MECOM,IDH1
MECOM,JARID2
MECOM,KCNK5
MECOM,KCTD12
MECOM,KLF6
MECOM,LMO4
MECOM,MGAT1
MECOM,MYCT1
MECOM,PDE4B
MECOM,PIM2
MECOM,RGS1
MECOM,SATB1
MECOM,SLC16A1
MECOM,ST8SIA4
MECOM,TSPAN14
MECOM,USP37
MECOM,VKORC1L1
MECOM,VPS35
MIS18BP1,CCNB1
MIS18BP1,CENPA
MIS18BP1,CENPK
MIS18BP1,CENPO
MIS18BP1,KIF11
MIS18BP1,SHCBP1
MIS18BP1,TPX2
MYCN,ABCE1
MYCN,ABL2
MYCN,ACOX1
MYCN,ADK
MYCN,ADO
MYCN,AI506816
MYCN,ALDH18A1
MYCN,ATF7
MYCN,AURKB
MYCN,BCAP29
MYCN,BTK
MYCN,BUB1B
MYCN,CAD
MYCN,CBX5
MYCN,CBX7
MYCN,CCNE2
MYCN,CD63
MYCN,CDCA7
MYCN,CDK1
MYCN,CDT1
MYCN,CHRNB1
MYCN,CKAP2
MYCN,CLTC
MYCN,CSE1L
MYCN,CTSF
MYCN,CTSL
MYCN,DCAF13
MYCN,DDX21
MYCN,DDX39
MYCN,DENND2D
MYCN,DHX33
MYCN,DPP8
MYCN,DTL
MYCN,EEF1E1
MYCN,EFTUD2
MYCN,EIF1AD
MYCN,EIF3B
MYCN,EIF4ENIF1
MYCN,ENPP5
MYCN,ERCC8
MYCN,ERGIC1
MYCN,EZR
MYCN,FAM76B
MYCN,FARSB
MYCN,FASTKD2
MYCN,FASTKD3
MYCN,FGFR1OP
MYCN,GCLC
MYCN,GLB1
MYCN,GMFB
MYCN,GOLIM4
MYCN,GPD1L
MYCN,GTF2H1
MYCN,H2-DMA
MYCN,HAT1
MYCN,HEXA
MYCN,HYOU1
MYCN,IARS
MYCN,ICAM1
MYCN,IFRD2
MYCN,ITSN1
MYCN,KCNK5
MYCN,LAP3
MYCN,LIG1
MYCN,LONP1
MYCN,MCM2
MYCN,MDN1
MYCN,ME2
MYCN,METAP1
MYCN,MFSD1
MYCN,MIR17HG
MYCN,MTHFD1
MYCN,MYO5A
MYCN,NAA50
MYCN,NADK
MYCN,NDUFS1
MYCN,NFKBIA
MYCN,NMD3
MYCN,NOL9
MYCN,NOP2
MYCN,NPTN
MYCN,NUDT19
MYCN,NUP93
MYCN,ODC1
MYCN,OSBPL1A
MYCN,OTUD4
MYCN,PDIA4
MYCN,PFKFB3
MYCN,PNO1
MYCN,POLE
MYCN,POLR1B
MYCN,PPAT
MYCN,PRC1
MYCN,PRMT7
MYCN,PRODH
MYCN,PSME3
MYCN,PTPRS
MYCN,PUS7
MYCN,PWP2
MYCN,RANGAP1
MYCN,RCC1
MYCN,RGS19
MYCN,RHOF
MYCN,RNF4
MYCN,SEH1L
MYCN,SF3B3
MYCN,SGMS1
MYCN,SHMT1
MYCN,SLC16A1
MYCN,SLC19A1
MYCN,SLC20A1
MYCN,SLC26A2
MYCN,SLC29A1
MYCN,SLC35E1
MYCN,SNHG5
MYCN,SOCS2
MYCN,SRM
MYCN,STRAP
MYCN,STT3B
MYCN,TAF12
MYCN,TARS
MYCN,TEX10
MYCN,THADA
MYCN,TIMM50
MYCN,TMEM97
MYCN,TNFRSF21
MYCN,TNPO1
MYCN,TOMM70A
MYCN,TOPORS
MYCN,TRMT11
MYCN,TRMT6
MYCN,TSC22D1
MYCN,TYMS
MYCN,UBE2C
MYCN,UHRF1
MYCN,URB2
MYCN,VKORC1L1
MYCN,VPS16
MYCN,WDR4
MYCN,WDR43
MYCN,WDR5
MYCN,WDR55
MYCN,ZFP451
MYCN,ZFP53
MYCN,ZNRF2
NDN,E2F4
NDN,HCFC1
NDN,MAGED1
NDN,MCM10
NDN,NCAPH
NFKBIA,FBXW11
NFKBIA,ICAM1
NFKBIA,REL
NFKBIA,TAB1
ORC2,BIRC5
ORC2,BUB1B
ORC2,CCNB1
ORC2,CDC6
ORC2,CDC7
ORC2,CDK1
ORC2,CDT1
ORC2,CENPA
ORC2,MCM10
ORC2,MCM2
ORC2,MCM3
ORC2,MCM4
ORC2,MCM5
ORC2,MCM7
ORC2,MIS12
ORC2,ORC6
ORC2,POLA2
ORC2,POLE
ORC2,PRIM1
ORC2,RPA1
ORC2,RPA2
ORC2,SPC25
PHF10,SMARCA2
POLR1B,BYSL
POLR1B,CTPS
POLR1B,FTSJ3
POLR1B,NOP2
POLR1B,PNO1
POLR1B,PWP2
POLR2B,ABCE1
POLR2B,CSE1L
POLR2B,CSTF2
POLR2B,CTPS
POLR2B,EFTUD2
POLR2B,ERCC8
POLR2B,GTF2F1
POLR2B,PRPF4
POLR2B,SF3B3
POLR2B,SNRNP200
POLR2B,UBA2
REL,CD74
REL,CUL3
REL,EFTUD2
REL,GRINA
REL,ICAM1
REL,IFRD2
REL,JARID2
REL,MIR17HG
REL,MOGS
REL,NCF1
REL,NFAT5
REL,NFKBIA
REL,NMD3
REL,PGLYRP2
REL,TOR3A
RUVBL2,CTR9
SMARCA2,ARID2
SMARCA2,HDAC2
SMARCA2,JUN
SMARCA2,PHF10
STAT2,CISH
STAT2,IRF9
STAT2,SOCS2
STAT2,ZFP36
TOPORS,NEDD1
XPC,ERCC8
XPC,POLD1
XPC,RPA1
XPC,RPA2
XRCC6,H2AFX
XRCC6,MSH6
ZFP36,BTG2
ZFP36,DUSP1
ZFP36,STAT2
